,city_pol,month,value
105,Des Moines NO2,8,-0.5486917988150681
106,Des Moines NO2,9,-0.5855154490723328
107,Des Moines NO2,10,-0.5722530232825913
108,Houston NO2,1,0.4205542806751007
109,Houston NO2,2,0.5722943223720988
110,Houston NO2,3,0.6355922636413197
111,Houston NO2,4,-0.10650074304830627
112,Houston NO2,5,-0.3076345699446351
113,Houston NO2,6,-0.5868416916513067
114,Houston NO2,7,-0.3416462747925202
115,Houston NO2,8,-0.27239774365282865
116,Houston NO2,9,-0.11457876602933022
117,Houston NO2,10,0.5215976302403453
118,Houston NO2,11,0.24555637791574056
119,Houston NO2,12,0.4041026498567416
120,Indianapolis NO2,1,-0.22164271240469816
121,Indianapolis NO2,2,-0.07974403087809329
122,Indianapolis NO2,3,0.12687516883246713
123,Indianapolis NO2,4,0.058435606773206666
124,Indianapolis NO2,5,-0.4341137742503218
125,Indianapolis NO2,6,-0.39413739767628875
126,Indianapolis NO2,7,-0.3582729229600116
127,Indianapolis NO2,8,-0.18220546973373708
128,Indianapolis NO2,9,-0.2959122968272508
129,Indianapolis NO2,10,-0.11231520831389634
130,Indianapolis NO2,11,-0.09355012977713242
131,Indianapolis NO2,12,0.34381889626700685
132,Long Beach NO2,1,2.002827795056488
133,Long Beach NO2,2,1.5682680513224905
134,Long Beach NO2,3,0.572936052652248
135,Long Beach NO2,4,-0.01342262750575675
136,Long Beach NO2,5,-0.14463507878684398
137,Long Beach NO2,6,-0.34004000445493554
138,Long Beach NO2,7,-0.22175939063745265
139,Long Beach NO2,8,0.011130361940178439
140,Long Beach NO2,9,0.6358333986556785
141,Long Beach NO2,10,1.0646271007276422
142,Long Beach NO2,11,1.696345191806281
143,Long Beach NO2,12,2.0325677801607576
144,Vandenberg Air Force Base NO2,1,-1.4958856923146702
145,Vandenberg Air Force Base NO2,2,-1.6152308561033786
146,Vandenberg Air Force Base NO2,3,-1.603229666448648
147,Vandenberg Air Force Base NO2,4,-1.6696584736301097
148,Vandenberg Air Force Base NO2,5,-1.6639023474808965
149,Vandenberg Air Force Base NO2,6,-1.6889492747788248
150,Vandenberg Air Force Base NO2,7,-1.6849044293766748
151,Vandenberg Air Force Base NO2,8,-1.7028815200528966
152,Vandenberg Air Force Base NO2,9,-1.6551903727685737
153,Vandenberg Air Force Base NO2,10,-1.616608770471144
154,Vandenberg Air Force Base NO2,11,-1.5490909664506418
155,Vandenberg Air Force Base NO2,12,-1.5355562914511403
156,Cincinnati O3,2,-0.5302005825549049
157,Cincinnati O3,3,0.09096772388299668
158,Cincinnati O3,4,0.9662058830553353
159,Cincinnati O3,5,0.9330727152929087
160,Cincinnati O3,6,1.6583209429815762
161,Cincinnati O3,7,0.8391360281958496
162,Cincinnati O3,8,1.3842300784809303
163,Cincinnati O3,9,0.8079029704126317
164,Cincinnati O3,10,-1.095413444384532
165,Cincinnati O3,11,-1.4488339005170805
166,Cincinnati O3,12,-1.5656906642383268
167,Denver O3,1,-1.8043919803762378
168,Denver O3,2,-1.1348576917207538
169,Denver O3,3,-0.5396312754664105
170,Denver O3,4,-0.1087813376811667
171,Denver O3,5,0.633458258090796
172,Denver O3,6,1.2496785405783173
173,Denver O3,7,2.0077036654083087
174,Denver O3,8,1.6229313946188413
175,Denver O3,9,0.31990458596109195
176,Denver O3,10,-1.2379216928250754
177,Denver O3,11,-1.7417147414787766
178,Denver O3,12,-1.6323992667410983
179,Des Moines O3,4,0.9443471959898442
180,Des Moines O3,5,0.6770328955947316
181,Des Moines O3,6,0.48393421895779354
182,Des Moines O3,7,0.7678819039755773
183,Des Moines O3,8,0.8925766213610532
184,Des Moines O3,9,0.3348349640268764
185,Des Moines O3,10,-1.0585988135373918
186,Houston O3,1,-1.1417286251277101
187,Houston O3,2,-0.3972502665334038
188,Houston O3,3,0.5826211810028715
189,Houston O3,4,0.2556835077055239
190,Houston O3,5,-0.08182352735116437
191,Houston O3,6,-0.4916534984914293
192,Houston O3,7,-0.0711354087181244
193,Houston O3,8,0.3920163987136433
194,Houston O3,9,0.05320303804624972
195,Houston O3,10,-0.4363127953470177
196,Houston O3,11,-1.0898912497574624
197,Houston O3,12,-1.8845528701240442
198,Indianapolis O3,1,-1.5463926722620036
199,Indianapolis O3,2,-0.7938166609060341
200,Indianapolis O3,3,0.19606755710789597
201,Indianapolis O3,4,0.6569629839393563
202,Indianapolis O3,5,0.7696632570810845
203,Indianapolis O3,6,1.3857657277098165
204,Indianapolis O3,7,0.9477985676317647
205,Indianapolis O3,8,1.5694908014536368
206,Indianapolis O3,9,1.1521197688333942
207,Indianapolis O3,10,-0.7640817667602677
208,Indianapolis O3,11,-1.2629834882404811
209,Indianapolis O3,12,-1.4083378065852263
210,Long Beach O3,1,-1.9237426384451934
211,Long Beach O3,2,-0.7285819441576673
212,Long Beach O3,3,0.3367944524429333
213,Long Beach O3,4,0.7784512657349187
214,Long Beach O3,5,0.8747630903059853
215,Long Beach O3,6,0.3017017962644498
216,Long Beach O3,7,-0.3258689028055961
217,Long Beach O3,8,0.1764726729473209
218,Long Beach O3,9,0.45080105119536845
219,Long Beach O3,10,-0.016461571095260273
220,Long Beach O3,11,-1.1064578336386741
221,Long Beach O3,12,-1.6271803343987834
222,Vandenberg Air Force Base O3,1,0.5398687064707094
223,Vandenberg Air Force Base O3,2,0.8965210460946769
224,Vandenberg Air Force Base O3,3,0.8141970847187546
225,Vandenberg Air Force Base O3,4,0.9772502723094785
226,Vandenberg Air Force Base O3,5,0.693065073544293
227,Vandenberg Air Force Base O3,6,-0.6352305587952748
228,Vandenberg Air Force Base O3,7,-0.5111296257783012
229,Vandenberg Air Force Base O3,8,-1.0013316099973946
230,Vandenberg Air Force Base O3,9,-0.042515002156313444
231,Vandenberg Air Force Base O3,10,0.8852136951916267
232,Vandenberg Air Force Base O3,11,0.4176678834329418
233,Vandenberg Air Force Base O3,12,0.4686145822504371
234,Cincinnati SO2,2,0.6019725607455033
235,Cincinnati SO2,3,1.6228000422132363
236,Cincinnati SO2,4,0.05318900590063382
237,Cincinnati SO2,5,-0.08786821167585077
238,Cincinnati SO2,6,1.2377297366332802
239,Cincinnati SO2,7,1.8065910728876102
240,Cincinnati SO2,8,2.2366703079779806
241,Cincinnati SO2,9,0.5379669735354794
242,Cincinnati SO2,10,0.8592654919619779
243,Cincinnati SO2,11,0.5982986750290361
244,Cincinnati SO2,12,1.651992801000442
245,Denver SO2,1,1.51384115378212
246,Denver SO2,2,0.577631728994272
247,Denver SO2,3,0.2120908112428181
248,Denver SO2,4,-0.18601344438720033
249,Denver SO2,5,0.4900545822085277
250,Denver SO2,6,0.8931592443003628
251,Denver SO2,7,0.31776037474016544
252,Denver SO2,8,0.587485019309269
253,Denver SO2,9,0.5373532707816329
254,Denver SO2,10,0.9369757935222847
255,Denver SO2,11,1.0717467456697867
256,Denver SO2,12,0.5333812953986458
257,Des Moines SO2,4,-1.12943980471426
258,Des Moines SO2,5,-1.1636693423062994
259,Des Moines SO2,6,-1.1836108747172773
260,Des Moines SO2,7,-1.1801159669751473
261,Des Moines SO2,8,-1.1517455394213847
262,Des Moines SO2,9,-1.1615175755787919
263,Des Moines SO2,10,-1.1415486321266992
264,Houston SO2,1,-0.6597858790144754
265,Houston SO2,2,-0.7140523981785173
266,Houston SO2,3,-0.9665154290884865
267,Houston SO2,4,-0.9240146098400724
268,Houston SO2,5,-0.7753234173131309
269,Houston SO2,6,-0.45708122997092626
270,Houston SO2,7,-0.4714720265561683
271,Houston SO2,8,-0.861668196824582
272,Houston SO2,9,-0.6576204067664104
273,Houston SO2,10,-0.655879805655624
274,Houston SO2,11,-0.21724147297717494
275,Houston SO2,12,0.07167775313252991
276,Indianapolis SO2,1,2.4543482382304598
277,Indianapolis SO2,2,1.436700158460351
278,Indianapolis SO2,3,-0.2848028365647459
279,Indianapolis SO2,4,0.24161935528367798
280,Indianapolis SO2,5,0.53650048283584
281,Indianapolis SO2,6,0.7063331497287657
282,Indianapolis SO2,7,0.22442577974445357
283,Indianapolis SO2,8,0.7340655616703745
284,Indianapolis SO2,9,0.4636145245117299
285,Indianapolis SO2,10,2.1749954654698
286,Indianapolis SO2,11,1.7328364681226567
287,Indianapolis SO2,12,2.9333904455120434
288,Long Beach SO2,1,-0.3606628928498064
289,Long Beach SO2,2,-0.24494914071541296
290,Long Beach SO2,3,-0.8123283228180385
291,Long Beach SO2,4,-0.973936968470304
292,Long Beach SO2,5,-0.9402008296183301
293,Long Beach SO2,6,-0.9240146098400724
294,Long Beach SO2,7,-0.6601970446311966
295,Long Beach SO2,8,-0.6057176004156383
296,Long Beach SO2,9,-0.4131070672625945
297,Long Beach SO2,10,-0.49384892454310997
298,Long Beach SO2,11,-0.45240764746086204
299,Long Beach SO2,12,-0.39028204560990704
300,Vandenberg Air Force Base SO2,1,-0.7150876544634761
301,Vandenberg Air Force Base SO2,2,-0.7538840672983831
302,Vandenberg Air Force Base SO2,3,-0.7747066688880492
303,Vandenberg Air Force Base SO2,4,-0.7625635776742167
304,Vandenberg Air Force Base SO2,5,-0.7578488786024802
305,Vandenberg Air Force Base SO2,6,-0.7765843252044095
306,Vandenberg Air Force Base SO2,7,-0.7841634780726368
307,Vandenberg Air Force Base SO2,8,-0.7415088524268565
308,Vandenberg Air Force Base SO2,9,-0.8594341969737302
309,Vandenberg Air Force Base SO2,10,-0.8046258202647949
310,Vandenberg Air Force Base SO2,11,-0.7897553304600451
311,Vandenberg Air Force Base SO2,12,-0.765661025320183
