date,djia
2008-03-26,12422.86
2008-03-27,12302.46
2008-03-28,12216.4
2008-03-31,12262.89
2008-04-01,12654.36
2008-04-02,12605.83
2008-04-03,12626.03
2008-04-04,12609.42
2008-04-07,12612.43
2008-04-08,12576.44
2008-04-09,12527.26
2008-04-10,12581.98
2008-04-11,12325.42
2008-04-14,12302.06
2008-04-15,12362.47
2008-04-16,12619.27
2008-04-17,12620.49
2008-04-18,12849.36
2008-04-21,12825.02
2008-04-22,12720.23
2008-04-23,12763.22
2008-04-24,12848.95
2008-04-25,12891.86
2008-04-28,12871.75
2008-04-29,12831.94
2008-04-30,12820.13
2008-05-01,13010.0
2008-05-02,13058.2
2008-05-05,12969.54
2008-05-06,13020.83
2008-05-07,12814.35
2008-05-08,12866.78
2008-05-09,12745.88
2008-05-12,12876.31
2008-05-13,12832.18
2008-05-14,12898.38
2008-05-15,12992.66
2008-05-16,12986.8
2008-05-19,13028.16
2008-05-20,12828.68
2008-05-21,12601.19
2008-05-22,12625.62
2008-05-23,12479.63
2008-05-26,
2008-05-27,12548.35
2008-05-28,12594.03
2008-05-29,12646.22
2008-05-30,12638.32
2008-06-02,12503.82
2008-06-03,12402.85
2008-06-04,12390.48
2008-06-05,12604.45
2008-06-06,12209.81
2008-06-09,12280.32
2008-06-10,12289.76
2008-06-11,12083.77
2008-06-12,12141.58
2008-06-13,12307.35
2008-06-16,12269.08
2008-06-17,12160.3
2008-06-18,12029.06
2008-06-19,12063.09
2008-06-20,11842.69
2008-06-23,11842.36
2008-06-24,11807.43
2008-06-25,11811.83
2008-06-26,11453.42
2008-06-27,11346.51
2008-06-30,11350.01
2008-07-01,11382.26
2008-07-02,11215.51
2008-07-03,11288.54
2008-07-04,
2008-07-07,11231.96
2008-07-08,11384.21
2008-07-09,11147.44
2008-07-10,11229.02
2008-07-11,11100.54
2008-07-14,11055.19
2008-07-15,10962.54
2008-07-16,11239.28
2008-07-17,11446.66
2008-07-18,11496.57
2008-07-21,11467.34
2008-07-22,11602.5
2008-07-23,11632.38
2008-07-24,11349.28
2008-07-25,11370.69
2008-07-28,11131.08
2008-07-29,11397.56
2008-07-30,11583.69
2008-07-31,11378.02
2008-08-01,11326.32
2008-08-04,11284.15
2008-08-05,11615.77
2008-08-06,11656.07
2008-08-07,11431.43
2008-08-08,11734.32
2008-08-11,11782.35
2008-08-12,11642.47
2008-08-13,11532.96
2008-08-14,11615.93
2008-08-15,11659.9
2008-08-18,11479.39
2008-08-19,11348.55
2008-08-20,11417.43
2008-08-21,11430.21
2008-08-22,11628.06
2008-08-25,11386.25
2008-08-26,11412.87
2008-08-27,11502.51
2008-08-28,11715.18
2008-08-29,11543.55
2008-09-01,
2008-09-02,11516.92
2008-09-03,11532.88
2008-09-04,11188.23
2008-09-05,11220.96
2008-09-08,11510.74
2008-09-09,11230.73
2008-09-10,11268.92
2008-09-11,11433.71
2008-09-12,11421.99
2008-09-15,10917.51
2008-09-16,11059.02
2008-09-17,10609.66
2008-09-18,11019.69
2008-09-19,11388.44
2008-09-22,11015.69
2008-09-23,10854.17
2008-09-24,10825.17
2008-09-25,11022.06
2008-09-26,11143.13
2008-09-29,10365.45
2008-09-30,10850.66
2008-10-01,10831.07
2008-10-02,10482.85
2008-10-03,10325.38
2008-10-06,9955.5
2008-10-07,9447.11
2008-10-08,9258.1
2008-10-09,8579.19
2008-10-10,8451.19
2008-10-13,9387.61
2008-10-14,9310.99
2008-10-15,8577.91
2008-10-16,8979.26
2008-10-17,8852.22
2008-10-20,9265.43
2008-10-21,9033.66
2008-10-22,8519.21
2008-10-23,8691.25
2008-10-24,8378.95
2008-10-27,8175.77
2008-10-28,9065.12
2008-10-29,8990.96
2008-10-30,9180.69
2008-10-31,9325.01
2008-11-03,9319.83
2008-11-04,9625.28
2008-11-05,9139.27
2008-11-06,8695.79
2008-11-07,8943.81
2008-11-10,8870.54
2008-11-11,8693.96
2008-11-12,8282.66
2008-11-13,8835.25
2008-11-14,8497.31
2008-11-17,8273.58
2008-11-18,8424.75
2008-11-19,7997.28
2008-11-20,7552.29
2008-11-21,8046.42
2008-11-24,8443.39
2008-11-25,8479.47
2008-11-26,8726.61
2008-11-27,
2008-11-28,8829.04
2008-12-01,8149.09
2008-12-02,8419.09
2008-12-03,8591.69
2008-12-04,8376.24
2008-12-05,8635.42
2008-12-08,8934.18
2008-12-09,8691.33
2008-12-10,8761.42
2008-12-11,8565.09
2008-12-12,8629.68
2008-12-15,8564.53
2008-12-16,8924.14
2008-12-17,8824.34
2008-12-18,8604.99
2008-12-19,8579.11
2008-12-22,8519.77
2008-12-23,8419.49
2008-12-24,8468.48
2008-12-25,
2008-12-26,8515.55
2008-12-29,8483.93
2008-12-30,8668.39
2008-12-31,8776.39
2009-01-01,
2009-01-02,9034.69
2009-01-05,8952.89
2009-01-06,9015.1
2009-01-07,8769.7
2009-01-08,8742.46
2009-01-09,8599.18
2009-01-12,8473.97
2009-01-13,8448.56
2009-01-14,8200.14
2009-01-15,8212.49
2009-01-16,8281.22
2009-01-19,
2009-01-20,7949.09
2009-01-21,8228.1
2009-01-22,8122.8
2009-01-23,8077.56
2009-01-26,8116.03
2009-01-27,8174.73
2009-01-28,8375.45
2009-01-29,8149.01
2009-01-30,8000.86
2009-02-02,7936.83
2009-02-03,8078.36
2009-02-04,7956.66
2009-02-05,8063.07
2009-02-06,8280.59
2009-02-09,8270.87
2009-02-10,7888.88
2009-02-11,7939.53
2009-02-12,7932.76
2009-02-13,7850.41
2009-02-16,
2009-02-17,7552.6
2009-02-18,7555.63
2009-02-19,7465.95
2009-02-20,7365.67
2009-02-23,7114.78
2009-02-24,7350.94
2009-02-25,7270.89
2009-02-26,7182.08
2009-02-27,7062.93
2009-03-02,6763.29
2009-03-03,6726.02
2009-03-04,6875.84
2009-03-05,6594.44
2009-03-06,6626.94
2009-03-09,6547.05
2009-03-10,6926.49
2009-03-11,6930.4
2009-03-12,7170.06
2009-03-13,7223.98
2009-03-16,7216.97
2009-03-17,7395.7
2009-03-18,7486.58
2009-03-19,7400.8
2009-03-20,7278.38
2009-03-23,7775.86
2009-03-24,7659.97
2009-03-25,7749.81
2009-03-26,7924.56
2009-03-27,7776.18
2009-03-30,7522.02
2009-03-31,7608.92
2009-04-01,7761.6
2009-04-02,7978.08
2009-04-03,8017.59
2009-04-06,7975.85
2009-04-07,7789.56
2009-04-08,7837.11
2009-04-09,8083.38
2009-04-10,
2009-04-13,8057.81
2009-04-14,7920.18
2009-04-15,8029.62
2009-04-16,8125.43
2009-04-17,8131.33
2009-04-20,7841.73
2009-04-21,7969.56
2009-04-22,7886.57
2009-04-23,7957.06
2009-04-24,8076.29
2009-04-27,8025.0
2009-04-28,8016.95
2009-04-29,8185.73
2009-04-30,8168.12
2009-05-01,8212.41
2009-05-04,8426.74
2009-05-05,8410.65
2009-05-06,8512.28
2009-05-07,8409.85
2009-05-08,8574.65
2009-05-11,8418.77
2009-05-12,8469.11
2009-05-13,8284.89
2009-05-14,8331.32
2009-05-15,8268.64
2009-05-18,8504.08
2009-05-19,8474.85
2009-05-20,8422.04
2009-05-21,8292.13
2009-05-22,8277.32
2009-05-25,
2009-05-26,8473.49
2009-05-27,8300.02
2009-05-28,8403.8
2009-05-29,8500.33
2009-06-01,8721.44
2009-06-02,8740.87
2009-06-03,8675.28
2009-06-04,8750.24
2009-06-05,8763.13
2009-06-08,8764.49
2009-06-09,8763.06
2009-06-10,8739.02
2009-06-11,8770.92
2009-06-12,8799.26
2009-06-15,8612.13
2009-06-16,8504.67
2009-06-17,8497.18
2009-06-18,8555.6
2009-06-19,8539.73
2009-06-22,8339.01
2009-06-23,8322.91
2009-06-24,8299.86
2009-06-25,8472.4
2009-06-26,8438.39
2009-06-29,8529.38
2009-06-30,8447.0
2009-07-01,8504.06
2009-07-02,8280.74
2009-07-03,
2009-07-06,8324.87
2009-07-07,8163.6
2009-07-08,8178.41
2009-07-09,8183.17
2009-07-10,8146.52
2009-07-13,8331.68
2009-07-14,8359.49
2009-07-15,8616.21
2009-07-16,8711.82
2009-07-17,8743.94
2009-07-20,8848.15
2009-07-21,8915.94
2009-07-22,8881.26
2009-07-23,9069.29
2009-07-24,9093.24
2009-07-27,9108.51
2009-07-28,9096.72
2009-07-29,9070.72
2009-07-30,9154.46
2009-07-31,9171.61
2009-08-03,9286.56
2009-08-04,9320.19
2009-08-05,9280.97
2009-08-06,9256.26
2009-08-07,9370.07
2009-08-10,9337.95
2009-08-11,9241.45
2009-08-12,9361.61
2009-08-13,9398.19
2009-08-14,9321.4
2009-08-17,9135.34
2009-08-18,9217.94
2009-08-19,9279.16
2009-08-20,9350.05
2009-08-21,9505.96
2009-08-24,9509.28
2009-08-25,9539.29
2009-08-26,9543.52
2009-08-27,9580.63
2009-08-28,9544.2
2009-08-31,9496.28
2009-09-01,9310.6
2009-09-02,9280.67
2009-09-03,9344.61
2009-09-04,9441.27
2009-09-07,
2009-09-08,9497.34
2009-09-09,9547.22
2009-09-10,9627.48
2009-09-11,9605.41
2009-09-14,9626.8
2009-09-15,9683.41
2009-09-16,9791.71
2009-09-17,9783.92
2009-09-18,9820.2
2009-09-21,9778.86
2009-09-22,9829.87
2009-09-23,9748.55
2009-09-24,9707.44
2009-09-25,9665.19
2009-09-28,9789.36
2009-09-29,9742.2
2009-09-30,9712.28
2009-10-01,9509.28
2009-10-02,9487.67
2009-10-05,9599.75
2009-10-06,9731.25
2009-10-07,9725.58
2009-10-08,9786.87
2009-10-09,9864.94
2009-10-12,9885.8
2009-10-13,9871.06
2009-10-14,10015.86
2009-10-15,10062.94
2009-10-16,9995.91
2009-10-19,10092.19
2009-10-20,10041.48
2009-10-21,9949.36
2009-10-22,10081.31
2009-10-23,9972.18
2009-10-26,9867.96
2009-10-27,9882.17
2009-10-28,9762.69
2009-10-29,9962.58
2009-10-30,9712.73
2009-11-02,9789.44
2009-11-03,9771.91
2009-11-04,9802.14
2009-11-05,10005.96
2009-11-06,10023.42
2009-11-09,10226.94
2009-11-10,10246.97
2009-11-11,10291.26
2009-11-12,10197.47
2009-11-13,10270.47
2009-11-16,10406.96
2009-11-17,10437.42
2009-11-18,10426.31
2009-11-19,10332.44
2009-11-20,10318.16
2009-11-23,10450.95
2009-11-24,10433.71
2009-11-25,10464.4
2009-11-26,
2009-11-27,10309.92
2009-11-30,10344.84
2009-12-01,10471.58
2009-12-02,10452.68
2009-12-03,10366.15
2009-12-04,10388.9
2009-12-07,10390.11
2009-12-08,10285.97
2009-12-09,10337.05
2009-12-10,10405.83
2009-12-11,10471.5
2009-12-14,10501.05
2009-12-15,10452.0
2009-12-16,10441.12
2009-12-17,10308.26
2009-12-18,10328.89
2009-12-21,10414.14
2009-12-22,10464.93
2009-12-23,10466.44
2009-12-24,10520.1
2009-12-25,
2009-12-28,10547.08
2009-12-29,10545.41
2009-12-30,10548.51
2009-12-31,10428.05
2010-01-01,
2010-01-04,10583.96
2010-01-05,10572.02
2010-01-06,10573.68
2010-01-07,10606.86
2010-01-08,10618.19
2010-01-11,10663.99
2010-01-12,10627.26
2010-01-13,10680.77
2010-01-14,10710.55
2010-01-15,10609.65
2010-01-18,
2010-01-19,10725.43
2010-01-20,10603.15
2010-01-21,10389.88
2010-01-22,10172.98
2010-01-25,10196.86
2010-01-26,10194.29
2010-01-27,10236.16
2010-01-28,10120.46
2010-01-29,10067.33
2010-02-01,10185.53
2010-02-02,10296.85
2010-02-03,10270.55
2010-02-04,10002.18
2010-02-05,10012.23
2010-02-08,9908.39
2010-02-09,10058.64
2010-02-10,10038.38
2010-02-11,10144.19
2010-02-12,10099.14
2010-02-15,
2010-02-16,10268.81
2010-02-17,10309.24
2010-02-18,10392.9
2010-02-19,10402.35
2010-02-22,10383.38
2010-02-23,10282.41
2010-02-24,10374.16
2010-02-25,10321.03
2010-02-26,10325.26
2010-03-01,10403.79
2010-03-02,10405.98
2010-03-03,10396.76
2010-03-04,10444.14
2010-03-05,10566.2
2010-03-08,10552.52
2010-03-09,10564.38
2010-03-10,10567.33
2010-03-11,10611.84
2010-03-12,10624.69
2010-03-15,10642.15
2010-03-16,10685.98
2010-03-17,10733.67
2010-03-18,10779.17
2010-03-19,10741.98
2010-03-22,10785.89
2010-03-23,10888.83
2010-03-24,10836.15
2010-03-25,10841.21
2010-03-26,10850.36
2010-03-29,10895.86
2010-03-30,10907.42
2010-03-31,10856.63
2010-04-01,10927.07
2010-04-02,
2010-04-05,10973.55
2010-04-06,10969.99
2010-04-07,10897.52
2010-04-08,10927.07
2010-04-09,10997.35
2010-04-12,11005.97
2010-04-13,11019.42
2010-04-14,11123.11
2010-04-15,11144.57
2010-04-16,11018.66
2010-04-19,11092.05
2010-04-20,11117.06
2010-04-21,11124.92
2010-04-22,11134.29
2010-04-23,11204.28
2010-04-26,11205.03
2010-04-27,10991.99
2010-04-28,11045.27
2010-04-29,11167.32
2010-04-30,11008.61
2010-05-03,11151.83
2010-05-04,10926.77
2010-05-05,10868.12
2010-05-06,10520.32
2010-05-07,10380.43
2010-05-10,10785.14
2010-05-11,10748.26
2010-05-12,10896.91
2010-05-13,10782.95
2010-05-14,10620.16
2010-05-17,10625.83
2010-05-18,10510.95
2010-05-19,10444.37
2010-05-20,10068.01
2010-05-21,10193.39
2010-05-24,10066.57
2010-05-25,10043.75
2010-05-26,9974.45
2010-05-27,10258.99
2010-05-28,10136.63
2010-05-31,
2010-06-01,10024.02
2010-06-02,10249.54
2010-06-03,10255.28
2010-06-04,9931.97
2010-06-07,9816.49
2010-06-08,9939.98
2010-06-09,9899.25
2010-06-10,10172.53
2010-06-11,10211.07
2010-06-14,10190.89
2010-06-15,10404.77
2010-06-16,10409.46
2010-06-17,10434.17
2010-06-18,10450.64
2010-06-21,10442.41
2010-06-22,10293.52
2010-06-23,10298.44
2010-06-24,10152.8
2010-06-25,10143.81
2010-06-28,10138.52
2010-06-29,9870.3
2010-06-30,9774.02
2010-07-01,9732.53
2010-07-02,9686.48
2010-07-05,
2010-07-06,9743.62
2010-07-07,10018.28
2010-07-08,10138.99
2010-07-09,10198.03
2010-07-12,10216.27
2010-07-13,10363.02
2010-07-14,10366.72
2010-07-15,10359.31
2010-07-16,10097.9
2010-07-19,10154.43
2010-07-20,10229.96
2010-07-21,10120.53
2010-07-22,10322.3
2010-07-23,10424.62
2010-07-26,10525.43
2010-07-27,10537.69
2010-07-28,10497.88
2010-07-29,10467.16
2010-07-30,10465.94
2010-08-02,10674.38
2010-08-03,10636.38
2010-08-04,10680.43
2010-08-05,10674.98
2010-08-06,10653.56
2010-08-09,10698.75
2010-08-10,10644.25
2010-08-11,10378.83
2010-08-12,10319.95
2010-08-13,10303.15
2010-08-16,10302.01
2010-08-17,10405.85
2010-08-18,10415.54
2010-08-19,10271.21
2010-08-20,10213.62
2010-08-23,10174.41
2010-08-24,10040.45
2010-08-25,10060.06
2010-08-26,9985.81
2010-08-27,10150.65
2010-08-30,10009.73
2010-08-31,10014.72
2010-09-01,10269.47
2010-09-02,10320.1
2010-09-03,10447.93
2010-09-06,
2010-09-07,10340.69
2010-09-08,10387.01
2010-09-09,10415.24
2010-09-10,10462.77
2010-09-13,10544.13
2010-09-14,10526.49
2010-09-15,10572.73
2010-09-16,10594.83
2010-09-17,10607.85
2010-09-20,10753.62
2010-09-21,10761.03
2010-09-22,10739.31
2010-09-23,10662.42
2010-09-24,10860.26
2010-09-27,10812.04
2010-09-28,10858.14
2010-09-29,10835.28
2010-09-30,10788.05
2010-10-01,10829.68
2010-10-04,10751.27
2010-10-05,10944.72
2010-10-06,10967.65
2010-10-07,10948.58
2010-10-08,11006.48
2010-10-11,11010.34
2010-10-12,11020.4
2010-10-13,11096.08
2010-10-14,11094.57
2010-10-15,11062.78
2010-10-18,11143.69
2010-10-19,10978.62
2010-10-20,11107.97
2010-10-21,11146.57
2010-10-22,11132.56
2010-10-25,11164.05
2010-10-26,11169.46
2010-10-27,11126.28
2010-10-28,11113.95
2010-10-29,11118.49
2010-11-01,11124.62
2010-11-02,11188.72
2010-11-03,11215.13
2010-11-04,11434.84
2010-11-05,11444.08
2010-11-08,11406.84
2010-11-09,11346.75
2010-11-10,11357.04
2010-11-11,11283.1
2010-11-12,11192.58
2010-11-15,11201.97
2010-11-16,11023.5
2010-11-17,11007.88
2010-11-18,11181.23
2010-11-19,11203.55
2010-11-22,11178.58
2010-11-23,11036.37
2010-11-24,11187.28
2010-11-25,
2010-11-26,11092.0
2010-11-29,11052.49
2010-11-30,11006.02
2010-12-01,11255.78
2010-12-02,11362.41
2010-12-03,11382.09
2010-12-06,11362.19
2010-12-07,11359.16
2010-12-08,11372.48
2010-12-09,11370.06
2010-12-10,11410.32
2010-12-13,11428.56
2010-12-14,11476.54
2010-12-15,11457.47
2010-12-16,11499.25
2010-12-17,11491.91
2010-12-20,11478.13
2010-12-21,11533.16
2010-12-22,11559.49
2010-12-23,11573.49
2010-12-24,
2010-12-27,11555.03
2010-12-28,11575.54
2010-12-29,11585.38
2010-12-30,11569.71
2010-12-31,11577.51
2011-01-03,11670.75
2011-01-04,11691.18
2011-01-05,11722.89
2011-01-06,11697.31
2011-01-07,11674.76
2011-01-10,11637.45
2011-01-11,11671.88
2011-01-12,11755.44
2011-01-13,11731.9
2011-01-14,11787.38
2011-01-17,
2011-01-18,11837.93
2011-01-19,11825.29
2011-01-20,11822.8
2011-01-21,11871.84
2011-01-24,11980.52
2011-01-25,11977.19
2011-01-26,11985.44
2011-01-27,11989.83
2011-01-28,11823.7
2011-01-31,11891.93
2011-02-01,12040.16
2011-02-02,12041.97
2011-02-03,12062.26
2011-02-04,12092.15
2011-02-07,12161.63
2011-02-08,12233.15
2011-02-09,12239.89
2011-02-10,12229.29
2011-02-11,12273.26
2011-02-14,12268.19
2011-02-15,12226.64
2011-02-16,12288.17
2011-02-17,12318.14
2011-02-18,12391.25
2011-02-21,
2011-02-22,12212.79
2011-02-23,12105.78
2011-02-24,12068.5
2011-02-25,12130.45
2011-02-28,12226.34
2011-03-01,12058.02
2011-03-02,12066.8
2011-03-03,12258.2
2011-03-04,12169.88
2011-03-07,12090.03
2011-03-08,12214.38
2011-03-09,12213.09
2011-03-10,11984.61
2011-03-11,12044.4
2011-03-14,11993.16
2011-03-15,11855.42
2011-03-16,11613.3
2011-03-17,11774.59
2011-03-18,11858.52
2011-03-21,12036.53
2011-03-22,12018.63
2011-03-23,12086.02
2011-03-24,12170.56
2011-03-25,12220.59
2011-03-28,12197.88
2011-03-29,12279.01
2011-03-30,12350.61
2011-03-31,12319.73
2011-04-01,12376.72
2011-04-04,12400.03
2011-04-05,12393.9
2011-04-06,12426.75
2011-04-07,12409.49
2011-04-08,12380.05
2011-04-11,12381.11
2011-04-12,12263.58
2011-04-13,12270.99
2011-04-14,12285.15
2011-04-15,12341.83
2011-04-18,12201.59
2011-04-19,12266.75
2011-04-20,12453.54
2011-04-21,12505.99
2011-04-22,
2011-04-25,12479.88
2011-04-26,12595.37
2011-04-27,12690.96
2011-04-28,12763.31
2011-04-29,12810.54
2011-05-02,12807.36
2011-05-03,12807.51
2011-05-04,12723.58
2011-05-05,12584.17
2011-05-06,12638.74
2011-05-09,12684.68
2011-05-10,12760.36
2011-05-11,12630.03
2011-05-12,12695.92
2011-05-13,12595.75
2011-05-16,12548.37
2011-05-17,12479.58
2011-05-18,12560.18
2011-05-19,12605.32
2011-05-20,12512.04
2011-05-23,12381.26
2011-05-24,12356.21
2011-05-25,12394.66
2011-05-26,12402.76
2011-05-27,12441.58
2011-05-30,
2011-05-31,12569.79
2011-06-01,12290.14
2011-06-02,12248.55
2011-06-03,12151.26
2011-06-06,12089.96
2011-06-07,12070.81
2011-06-08,12048.94
2011-06-09,12124.36
2011-06-10,11951.91
2011-06-13,11952.97
2011-06-14,12076.11
2011-06-15,11897.27
2011-06-16,11961.52
2011-06-17,12004.36
2011-06-20,12080.38
2011-06-21,12190.01
2011-06-22,12109.67
2011-06-23,12050.0
2011-06-24,11934.58
2011-06-27,12043.56
2011-06-28,12188.69
2011-06-29,12261.42
2011-06-30,12414.34
2011-07-01,12582.77
2011-07-04,
2011-07-05,12569.87
2011-07-06,12626.02
2011-07-07,12719.49
2011-07-08,12657.2
2011-07-11,12505.76
2011-07-12,12446.88
2011-07-13,12491.61
2011-07-14,12437.12
2011-07-15,12479.73
2011-07-18,12385.16
2011-07-19,12587.42
2011-07-20,12571.91
2011-07-21,12724.41
2011-07-22,12681.16
2011-07-25,12592.8
2011-07-26,12501.3
2011-07-27,12302.55
2011-07-28,12240.11
2011-07-29,12143.24
2011-08-01,12132.49
2011-08-02,11866.62
2011-08-03,11896.44
2011-08-04,11383.68
2011-08-05,11444.61
2011-08-08,10809.85
2011-08-09,11239.77
2011-08-10,10719.94
2011-08-11,11143.31
2011-08-12,11269.02
2011-08-15,11482.9
2011-08-16,11405.93
2011-08-17,11410.21
2011-08-18,10990.58
2011-08-19,10817.65
2011-08-22,10854.65
2011-08-23,11176.76
2011-08-24,11320.71
2011-08-25,11149.82
2011-08-26,11284.54
2011-08-29,11539.25
2011-08-30,11559.95
2011-08-31,11613.53
2011-09-01,11493.57
2011-09-02,11240.26
2011-09-05,
2011-09-06,11139.3
2011-09-07,11414.86
2011-09-08,11295.81
2011-09-09,10992.13
2011-09-12,11061.12
2011-09-13,11105.85
2011-09-14,11246.73
2011-09-15,11433.18
2011-09-16,11509.09
2011-09-19,11401.01
2011-09-20,11408.66
2011-09-21,11124.84
2011-09-22,10733.83
2011-09-23,10771.48
2011-09-26,11043.86
2011-09-27,11190.69
2011-09-28,11010.9
2011-09-29,11153.98
2011-09-30,10913.38
2011-10-03,10655.3
2011-10-04,10808.71
2011-10-05,10939.95
2011-10-06,11123.33
2011-10-07,11103.12
2011-10-10,11433.18
2011-10-11,11416.3
2011-10-12,11518.85
2011-10-13,11478.13
2011-10-14,11644.49
2011-10-17,11397.0
2011-10-18,11577.05
2011-10-19,11504.62
2011-10-20,11541.78
2011-10-21,11808.79
2011-10-24,11913.62
2011-10-25,11706.62
2011-10-26,11869.04
2011-10-27,12208.55
2011-10-28,12231.11
2011-10-31,11955.01
2011-11-01,11657.96
2011-11-02,11836.04
2011-11-03,12044.47
2011-11-04,11983.24
2011-11-07,12068.39
2011-11-08,12170.18
2011-11-09,11780.94
2011-11-10,11893.79
2011-11-11,12153.68
2011-11-14,12078.98
2011-11-15,12096.16
2011-11-16,11905.59
2011-11-17,11770.73
2011-11-18,11796.16
2011-11-21,11547.31
2011-11-22,11493.72
2011-11-23,11257.55
2011-11-24,
2011-11-25,11231.78
2011-11-28,11523.01
2011-11-29,11555.63
2011-11-30,12045.68
2011-12-01,12020.03
2011-12-02,12019.42
2011-12-05,12097.83
2011-12-06,12150.13
2011-12-07,12196.37
2011-12-08,11997.7
2011-12-09,12184.26
2011-12-12,12021.39
2011-12-13,11954.94
2011-12-14,11823.48
2011-12-15,11868.81
2011-12-16,11866.39
2011-12-19,11766.26
2011-12-20,12103.58
2011-12-21,12107.74
2011-12-22,12169.65
2011-12-23,12294.0
2011-12-26,
2011-12-27,12291.35
2011-12-28,12151.41
2011-12-29,12287.04
2011-12-30,12217.56
2012-01-02,
2012-01-03,12397.38
2012-01-04,12418.42
