city,year,month,day,CO,NO2,O3,SO2
Cincinnati,2012,2,45,0.39,26,0.015,8.95
Cincinnati,2012,2,46,0.435,29,0.021,17.65
Cincinnati,2012,2,47,0.435,28,0.015,2.65
Cincinnati,2012,2,48,0.62,40,0.032,4.85
Cincinnati,2012,2,49,0.475,33,0.035,5.85
Cincinnati,2012,2,50,0.21500000000000002,15,0.031,9.3
Cincinnati,2012,2,51,0.33999999999999997,22,0.025,59.45
Cincinnati,2012,2,52,0.28,12,0.024,5.6
Cincinnati,2012,2,53,0.355,27,0.035,6.25
Cincinnati,2012,2,54,0.525,35,0.029,6.35
Cincinnati,2012,2,55,0.37,35,0.03,13.649999999999999
Cincinnati,2012,2,56,0.31,26,0.029,2.3
Cincinnati,2012,2,57,0.33499999999999996,27,0.033,6.75
Cincinnati,2012,2,58,0.3,22,0.036,6.9
Cincinnati,2012,2,59,0.32499999999999996,32,0.028,81.85
Cincinnati,2012,2,60,0.295,16,0.04,20.85
Cincinnati,2013,2,43,0.32,35,0.027,11.2
Cincinnati,2013,2,44,0.315,24,0.017,12.1
Cincinnati,2013,2,45,0.28500000000000003,21,0.029,6.25
Cincinnati,2013,2,46,0.32,34,0.03,13.45
Cincinnati,2013,2,47,0.33999999999999997,32,0.033,1.9
Cincinnati,2013,2,48,0.39,36,0.036,14.25
Cincinnati,2013,2,49,0.365,23,0.045,2.8
Cincinnati,2013,2,50,0.225,11,0.034,3.4
Cincinnati,2013,2,51,0.23500000000000001,18,0.032,3.05
Cincinnati,2013,2,52,0.255,15,0.03,6.449999999999999
Cincinnati,2013,2,53,0.605,31,0.023,8.95
Cincinnati,2013,2,54,0.54,31,0.037,16
Cincinnati,2013,2,55,0.255,27,0.043,4.6
Cincinnati,2013,2,56,0.345,28,0.037,3
Cincinnati,2013,2,57,0.32999999999999996,23,0.03,4.1
Cincinnati,2013,2,58,0.295,16,0.032,3.2
Cincinnati,2013,2,59,0.3,16,0.031,3.95
Cincinnati,2013,3,60,0.35,24,0.031,1.6
Cincinnati,2013,3,61,0.275,17,0.034,2.95
Cincinnati,2013,3,62,0.24000000000000002,16,0.038,0.8
Cincinnati,2013,3,63,0.7849999999999999,37,0.033,26.25
Cincinnati,2013,3,64,0.345,27,0.033,2.1500000000000004
Cincinnati,2013,3,65,0.28500000000000003,15,0.031,1.65
Cincinnati,2013,3,66,0.32,23,0.032,1.0499999999999998
Cincinnati,2013,3,67,0.345,42,0.043,30.950000000000003
Cincinnati,2013,3,68,0.37,28,0.036,82.9
Cincinnati,2013,3,69,0.295,15,0.051,0.8
Cincinnati,2013,3,70,0.32,22,0.035,2.2
Cincinnati,2013,3,71,0.225,19,0.037,11.5
Cincinnati,2013,3,72,0.22,15,0.035,6.1
Cincinnati,2013,3,73,0.32499999999999996,36,0.037,19.05
Cincinnati,2013,3,74,0.495,43,0.027,36.1
Cincinnati,2013,3,75,0.45499999999999996,24,0.036,6.8
Cincinnati,2013,3,76,0.35,11,0.034,1.85
Cincinnati,2013,3,77,0.33999999999999997,21,0.026,3.1
Cincinnati,2013,3,78,0.20500000000000002,14,0.04,11.95
Cincinnati,2013,3,79,0.355,37,0.04,8.7
Cincinnati,2013,3,80,0.265,28,0.038,0.85
Cincinnati,2013,3,81,0.35,39,0.038,7.75
Cincinnati,2013,3,82,0.455,43,0.045,7.2
Cincinnati,2013,3,83,0.32499999999999996,28,0.036,3.45
Cincinnati,2013,3,84,0.3,31,0.037,1.25
Cincinnati,2013,3,85,0.245,15,0.037,1.15
Cincinnati,2013,3,86,0.23500000000000001,24,0.04,2.5
Cincinnati,2013,3,87,0.44999999999999996,47,0.043,2.3499999999999996
Cincinnati,2013,3,88,0.8600000000000001,50,0.05,13.95
Cincinnati,2013,3,89,0.72,44,0.056,39.7
Cincinnati,2013,3,90,0.3,20,0.041,1.9
Cincinnati,2013,4,91,0.21500000000000002,15,0.051,0.9
Cincinnati,2013,4,92,0.35,36,0.05,2.1
Cincinnati,2013,4,93,0.33499999999999996,43,0.05,1.9
Cincinnati,2013,4,94,0.36,37,0.046,17.2
Cincinnati,2013,4,95,0.355,40,0.056,5.85
Cincinnati,2013,4,96,0.305,15,0.058,21.6
Cincinnati,2013,4,97,0.305,22,0.056,3.2
Cincinnati,2013,4,98,0.36,31,0.046,1.5
Cincinnati,2013,4,99,0.36,28,0.044,4.4
Cincinnati,2013,4,100,0.245,16,0.038,3.65
Cincinnati,2013,4,101,0.3,19,0.03,1.25
Cincinnati,2013,4,102,0.245,25,0.041,5.8
Cincinnati,2013,4,103,0.23,28,0.045,6.15
Cincinnati,2013,4,104,0.23,15,0.043,4.4
Cincinnati,2013,4,105,0.305,18,0.043,0.9
Cincinnati,2013,4,106,0.36,26,0.04,2.65
Cincinnati,2013,4,107,0.24000000000000002,18,0.038,1.25
Cincinnati,2013,4,108,0.21500000000000002,12,0.05,0.8999999999999999
Cincinnati,2013,4,109,0.20500000000000002,8,0.034,0.55
Cincinnati,2013,4,110,0.23,12,0.051,6.35
Cincinnati,2013,4,111,0.21000000000000002,9,0.053,2.9000000000000004
Cincinnati,2013,4,112,0.33999999999999997,28,0.053,5.25
Cincinnati,2013,4,113,0.39,32,0.048,2.55
Cincinnati,2013,4,114,0.23,20,0.041,4.75
Cincinnati,2013,4,115,0.375,28,0.05,4.7
Cincinnati,2013,4,116,0.445,32,0.054,7.85
Cincinnati,2013,4,117,0.42000000000000004,30,0.046,15.05
Cincinnati,2013,4,118,0.21500000000000002,11,0.037,1
Cincinnati,2013,4,119,0.37,26,0.028,2.25
Cincinnati,2013,4,120,0.54,32,0.05,6
Cincinnati,2013,5,121,0.64,33,0.055,1.85
Cincinnati,2013,5,122,0.315,23,0.043,4.1
Cincinnati,2013,5,123,0.26,13,0.039,4.75
Cincinnati,2013,5,124,0.245,17,0.051,4.45
Cincinnati,2013,5,125,0.23,12,0.032,0.85
Cincinnati,2013,5,126,0.195,9,0.032,0.9
Cincinnati,2013,5,127,0.305,25,0.038,1.15
Cincinnati,2013,5,128,0.33499999999999996,31,0.045,12.85
Cincinnati,2013,5,129,0.32,22,0.059,9.65
Cincinnati,2013,5,130,0.31,20,0.03,1.15
Cincinnati,2013,5,131,0.21500000000000002,11,0.031,1.9
Cincinnati,2013,5,132,0.21500000000000002,20,0.04,0.9500000000000001
Cincinnati,2013,5,133,0.41500000000000004,43,0.053,10.3
Cincinnati,2013,5,134,0.31,22,0.061,3.25
Cincinnati,2013,5,135,0.28500000000000003,17,0.072,3.3
Cincinnati,2013,5,136,0.375,28,0.045,6.1
Cincinnati,2013,5,137,0.47500000000000003,23,0.046,9
Cincinnati,2013,5,138,0.375,17,0.044,1.5
Cincinnati,2013,5,139,0.345,17,0.044,0.75
Cincinnati,2013,5,140,0.31,13,0.038,1.7000000000000002
Cincinnati,2013,5,141,0.23500000000000001,20,0.053,3.25
Cincinnati,2013,5,142,0.31,16,0.045,2.4
Cincinnati,2013,5,143,0.32,13,0.029,7.9
Cincinnati,2013,5,144,0.355,22,0.046,3.9499999999999997
Cincinnati,2013,5,145,0.505,30,0.045,13.2
Cincinnati,2013,5,146,0.41500000000000004,16,0.056,3.4
Cincinnati,2013,5,147,0.365,10,0.055,5.1
Cincinnati,2013,5,148,0.32499999999999996,14,0.052,2.8
Cincinnati,2013,5,149,0.29000000000000004,15,0.053,4.95
Cincinnati,2013,5,151,0.255,14,0.029,0.8
Cincinnati,2013,6,152,0.2,9,0.039,6.300000000000001
Cincinnati,2013,6,153,0.22,15,0.038,11.4
Cincinnati,2013,6,154,0.23,14,0.036,5.8
Cincinnati,2013,6,155,0.21500000000000002,16,0.06,2.4
Cincinnati,2013,6,156,0.29000000000000004,19,0.061,3.6
Cincinnati,2013,6,157,0.29000000000000004,14,0.041,2.95
Cincinnati,2013,6,158,0.22,9,0.062,2.8499999999999996
Cincinnati,2013,6,159,0.23500000000000001,9,0.057,13.6
Cincinnati,2013,6,160,0.23500000000000001,14,0.046,16.85
Cincinnati,2013,6,161,0.21000000000000002,14,0.045,3.7
Cincinnati,2013,6,162,0.22,15,0.059,8.850000000000001
Cincinnati,2013,6,163,0.3,22,0.063,4.949999999999999
Cincinnati,2013,6,164,0.19,9,0.045,2.35
Cincinnati,2013,6,165,0.25,16,0.048,8.1
Cincinnati,2013,6,166,0.41500000000000004,25,0.059,3.65
Cincinnati,2013,6,167,0.28,15,0.041,2.75
Cincinnati,2013,6,168,0.36,21,0.064,3.65
Cincinnati,2013,6,169,0.33999999999999997,28,0.058,3.2
Cincinnati,2013,6,170,0.225,16,0.054,1
Cincinnati,2013,6,171,0.375,29,0.069,14.65
Cincinnati,2013,6,172,0.43000000000000005,36,0.056,10.15
Cincinnati,2013,6,173,0.355,26,0.061,28.95
Cincinnati,2013,6,174,0.47500000000000003,30,0.056,9.6
Cincinnati,2013,6,175,0.32499999999999996,20,0.055,35.5
Cincinnati,2013,6,176,0.24000000000000002,16,0.064,3.4000000000000004
Cincinnati,2013,6,177,0.245,19,0.038,16.75
Cincinnati,2013,6,178,0.255,18,0.055,7.199999999999999
Cincinnati,2013,6,179,0.26,24,0.051,28.05
Cincinnati,2013,6,180,0.305,17,0.029,14.9
Cincinnati,2013,6,181,0.27,12,0.048,7.1
Cincinnati,2013,7,182,0.29000000000000004,20,0.034,11.85
Cincinnati,2013,7,183,0.33999999999999997,21,0.043,34.55
Cincinnati,2013,7,184,0.355,20,0.04,0.55
Cincinnati,2013,7,185,0.245,9,0.025,14.899999999999999
Cincinnati,2013,7,186,0.20500000000000002,11,0.026,7.7
Cincinnati,2013,7,187,0.21500000000000002,9,0.027,1.85
Cincinnati,2013,7,188,0.255,26,0.047,3.3
Cincinnati,2013,7,189,0.33499999999999996,19,0.061,4.1
Cincinnati,2013,7,190,0.33499999999999996,15,0.049,9.25
Cincinnati,2013,7,191,0.24000000000000002,19,0.049,35.05
Cincinnati,2013,7,192,0.295,18,0.047,8.9
Cincinnati,2013,7,193,0.25,19,0.046,4.15
Cincinnati,2013,7,194,0.21500000000000002,7,0.05,6.85
Cincinnati,2013,7,195,0.27,17,0.039,26.4
Cincinnati,2013,7,196,0.28,27,0.046,23.45
Cincinnati,2013,7,197,0.5900000000000001,39,0.074,17.4
Cincinnati,2013,7,198,0.445,38,0.053,3.6999999999999997
Cincinnati,2013,7,199,0.38,20,0.056,31
Cincinnati,2013,7,200,0.32499999999999996,26,0.051,29.549999999999997
Cincinnati,2013,7,201,0.32999999999999996,25,0.053,4.8
Cincinnati,2013,7,202,0.365,27,0.053,2.45
Cincinnati,2013,7,203,0.305,30,0.037,2.95
Cincinnati,2013,7,204,0.32,23,0.049,5.75
Cincinnati,2013,7,205,0.21000000000000002,12,0.037,7.75
Cincinnati,2013,7,206,0.42000000000000004,38,0.052,2.1
Cincinnati,2013,7,207,0.5449999999999999,37,0.052,9.55
Cincinnati,2013,7,208,0.38,23,0.034,15.25
Cincinnati,2013,7,209,0.225,23,0.033,7.55
Cincinnati,2013,7,210,0.43499999999999994,35,0.041,24.9
Cincinnati,2013,7,211,0.665,31,0.048,4.5
Cincinnati,2013,7,212,0.28,17,0.028,0.8
Cincinnati,2013,8,213,0.25,20,0.05,1.9500000000000002
Cincinnati,2013,8,214,0.32,26,0.054,4.85
Cincinnati,2013,8,215,0.23,20,0.043,17.45
Cincinnati,2013,8,216,0.255,19,0.037,9.65
Cincinnati,2013,8,217,0.455,24,0.05,9.35
Cincinnati,2013,8,218,0.36,25,0.042,12.55
Cincinnati,2013,8,219,0.345,21,0.041,3.45
Cincinnati,2013,8,220,0.32,21,0.047,3.5
Cincinnati,2013,8,221,0.27,19,0.037,20.75
Cincinnati,2013,8,222,0.35,19,0.054,23.4
Cincinnati,2013,8,223,0.405,25,0.048,3
Cincinnati,2013,8,224,0.61,32,0.053,4.4
Cincinnati,2013,8,225,0.21000000000000002,13,0.039,14.799999999999999
Cincinnati,2013,8,226,0.21000000000000002,17,0.034,20.5
Cincinnati,2013,8,227,0.24000000000000002,22,0.04,2.8499999999999996
Cincinnati,2013,8,228,0.23500000000000001,19,0.053,2.05
Cincinnati,2013,8,229,0.26,13,0.052,2.75
Cincinnati,2013,8,230,0.29000000000000004,13,0.052,15.899999999999999
Cincinnati,2013,8,231,0.495,24,0.073,11.15
Cincinnati,2013,8,232,0.54,28,0.057,44.6
Cincinnati,2013,8,233,0.37,24,0.038,3.55
Cincinnati,2013,8,234,0.33499999999999996,24,0.046,32.25
Cincinnati,2013,8,235,0.295,18,0.056,6.1
Cincinnati,2013,8,236,0.355,17,0.054,14.799999999999999
Cincinnati,2013,8,237,0.54,43,0.061,5.55
Cincinnati,2013,8,238,0.5449999999999999,34,0.052,37.1
Cincinnati,2013,8,239,0.315,24,0.051,38.2
Cincinnati,2013,8,240,0.32999999999999996,14,0.055,22.65
Cincinnati,2013,8,241,0.24000000000000002,17,0.051,0.95
Cincinnati,2013,8,242,0.48000000000000004,37,0.057,18.85
Cincinnati,2013,8,243,0.395,29,0.056,6.25
Cincinnati,2013,9,244,0.4,22,0.05,9.3
Cincinnati,2013,9,245,0.36,12,0.045,22.1
Cincinnati,2013,9,246,0.24000000000000002,20,0.035,4.35
Cincinnati,2013,9,247,0.515,29,0.045,22.4
Cincinnati,2013,9,248,0.32499999999999996,31,0.058,5.35
Cincinnati,2013,9,249,0.33999999999999997,22,0.05,3.5999999999999996
Cincinnati,2013,9,250,0.47000000000000003,32,0.062,2.95
Cincinnati,2013,9,251,0.39,20,0.067,7.199999999999999
Cincinnati,2013,9,252,0.355,21,0.054,1.15
Cincinnati,2013,9,253,0.345,23,0.059,6.95
Cincinnati,2013,9,254,0.32999999999999996,22,0.064,5.2
Cincinnati,2013,9,255,0.375,19,0.038,7.6
Cincinnati,2013,9,256,0.245,27,0.025,13.5
Cincinnati,2013,9,257,0.36,23,0.039,5.9
Cincinnati,2013,9,258,0.355,32,0.046,5.15
Cincinnati,2013,9,259,0.28500000000000003,27,0.04,1.55
Cincinnati,2013,9,260,0.24000000000000002,15,0.045,3.2
Cincinnati,2013,9,261,0.345,23,0.038,9
Cincinnati,2013,9,262,0.33499999999999996,21,0.034,3.65
Cincinnati,2013,9,263,0.355,22,0.043,4.3
Cincinnati,2013,9,264,0.21000000000000002,8,0.032,4.6
Cincinnati,2013,9,265,0.23500000000000001,19,0.032,21.45
Cincinnati,2013,9,266,0.23500000000000001,15,0.035,2.45
Cincinnati,2013,9,267,0.32499999999999996,32,0.04,3.05
Cincinnati,2013,9,268,0.355,41,0.044,8.65
Cincinnati,2013,9,269,0.505,41,0.048,5.35
Cincinnati,2013,9,270,0.6699999999999999,49,0.053,3.75
Cincinnati,2013,9,271,0.605,34,0.048,1.5
Cincinnati,2013,9,272,0.485,24,0.028,3.2
Cincinnati,2013,9,273,0.405,35,0.03,3.4499999999999997
Cincinnati,2013,10,274,0.39,33,0.036,6.15
Cincinnati,2013,10,275,0.595,31,0.022,38.15
Cincinnati,2013,10,276,0.355,20,0.028,2.85
Cincinnati,2013,10,277,0.41500000000000004,27,0.033,2.55
Cincinnati,2013,10,278,0.36,16,0.026,1.9
Cincinnati,2013,10,279,0.2,11,0.024,3.3499999999999996
Cincinnati,2013,10,280,0.605,24,0.021,8.85
Cincinnati,2013,10,281,1.32,25,0.03,3.8000000000000003
Cincinnati,2013,10,282,0.38,32,0.033,13.05
Cincinnati,2013,10,283,0.825,55,0.035,3.9
Cincinnati,2013,10,284,1.125,58,0.037,21.45
Cincinnati,2013,10,285,0.915,43,0.041,8
Cincinnati,2013,10,286,0.49,19,0.034,7
Cincinnati,2013,10,287,0.33999999999999997,34,0.039,5.1
Cincinnati,2013,10,288,0.33499999999999996,22,0.024,3.95
Cincinnati,2013,10,289,0.24000000000000002,17,0.017,4
Cincinnati,2013,10,290,0.46,23,0.016,10
Cincinnati,2013,10,291,0.435,32,0.032,4.9
Cincinnati,2013,10,292,0.36,22,0.016,7.199999999999999
Cincinnati,2013,10,293,0.24000000000000002,15,0.032,7.55
Cincinnati,2013,10,294,0.355,26,0.029,7.3
Cincinnati,2013,10,295,0.27,24,0.026,12.350000000000001
Cincinnati,2013,10,296,0.225,17,0.018,1.4
Cincinnati,2013,10,297,0.225,17,0.02,13.399999999999999
Cincinnati,2013,10,298,0.35,35,0.025,6.1
Cincinnati,2013,10,299,0.3,23,0.026,10.95
Cincinnati,2013,10,300,0.72,33,0.025,4.6
Cincinnati,2013,10,301,1.215,44,0.025,6.85
Cincinnati,2013,10,302,0.53,35,0.009,18.95
Cincinnati,2013,10,303,0.515,20,0.026,1.45
Cincinnati,2013,10,304,0.275,14,0.032,0.6
Cincinnati,2013,11,305,0.24000000000000002,22,0.028,3.3
Cincinnati,2013,11,306,0.21000000000000002,12,0.027,2
Cincinnati,2013,11,307,0.33999999999999997,26,0.02,11.75
Cincinnati,2013,11,308,0.435,29,0.019,32.2
Cincinnati,2013,11,309,0.495,30,0.022,2.35
Cincinnati,2013,11,310,0.29000000000000004,22,0.024,5.300000000000001
Cincinnati,2013,11,311,0.38,37,0.029,4.15
Cincinnati,2013,11,312,0.64,39,0.026,15
Cincinnati,2013,11,313,0.45499999999999996,21,0.036,2.8
Cincinnati,2013,11,314,0.495,30,0.029,8.25
Cincinnati,2013,11,315,0.505,28,0.023,3.85
Cincinnati,2013,11,316,0.225,17,0.026,6.65
Cincinnati,2013,11,317,0.255,27,0.02,4.8
Cincinnati,2013,11,318,0.35,28,0.027,9.35
Cincinnati,2013,11,319,0.4,34,0.021,4.25
Cincinnati,2013,11,320,0.31,13,0.027,0.9
Cincinnati,2013,11,321,0.19,6,0.034,1.25
Cincinnati,2013,11,322,0.21500000000000002,17,0.027,4.65
Cincinnati,2013,11,323,0.31,19,0.02,3.3
Cincinnati,2013,11,324,0.42000000000000004,28,0.016,38.15
Cincinnati,2013,11,325,0.6,33,0.015,3.4
Cincinnati,2013,11,326,0.505,24,0.023,3.55
Cincinnati,2013,11,327,0.2,12,0.029,0.7
Cincinnati,2013,11,328,0.41500000000000004,30,0.03,1.1
Cincinnati,2013,11,329,0.32,23,0.019,3.8
Cincinnati,2013,11,330,0.35,26,0.016,2.45
Cincinnati,2013,11,331,0.21000000000000002,14,0.02,0.8
Cincinnati,2013,11,332,0.32499999999999996,26,0.02,16.4
Cincinnati,2013,11,333,0.465,28,0.018,3.3
Cincinnati,2013,11,334,0.41000000000000003,25,0.023,9.2
Cincinnati,2013,12,335,0.33999999999999997,28,0.021,5.65
Cincinnati,2013,12,336,0.7,35,0.018,49
Cincinnati,2013,12,337,0.675,31,0.01,2.9000000000000004
Cincinnati,2013,12,338,0.445,21,0.018,1.7000000000000002
Cincinnati,2013,12,339,0.295,22,0.014,0.4
Cincinnati,2013,12,340,0.32499999999999996,19,0.022,14.399999999999999
Cincinnati,2013,12,341,0.315,27,0.023,3.75
Cincinnati,2013,12,342,0.31,19,0.023,21.85
Cincinnati,2013,12,343,0.315,18,0.017,6.5
Cincinnati,2013,12,344,0.295,28,0.025,15.2
Cincinnati,2013,12,345,0.455,32,0.024,11.95
Cincinnati,2013,12,346,0.315,33,0.022,12.05
Cincinnati,2013,12,347,0.41000000000000003,35,0.014,9.649999999999999
Cincinnati,2013,12,348,0.355,32,0.019,11.850000000000001
Cincinnati,2013,12,349,0.275,11,0.026,4.7
Cincinnati,2013,12,350,0.45,24,0.011,2.85
Cincinnati,2013,12,351,0.355,22,0.021,14.45
Cincinnati,2013,12,352,0.3,22,0.026,24.7
Cincinnati,2013,12,353,0.32999999999999996,22,0.034,2.75
Cincinnati,2013,12,354,0.295,15,0.034,1
Cincinnati,2013,12,355,0.23,12,0.031,0.55
Cincinnati,2013,12,356,0.225,18,0.031,2.55
Cincinnati,2013,12,357,0.2,8,0.028,4.3
Cincinnati,2013,12,358,0.35,24,0.025,1.65
Cincinnati,2013,12,359,0.33499999999999996,20,0.028,60.800000000000004
Cincinnati,2013,12,360,0.345,36,0.028,12.5
Cincinnati,2013,12,361,0.31,29,0.019,7.35
Cincinnati,2013,12,362,0.3,21,0.025,6.449999999999999
Cincinnati,2013,12,363,0.29000000000000004,20,0.022,4
Cincinnati,2013,12,364,0.20500000000000002,14,0.025,12
Cincinnati,2013,12,365,0.31,23,0.021,14.600000000000001
Cincinnati,2014,1,1,0.465,24,0.023,3.6500000000000004
Cincinnati,2014,1,6,0.26,13,0.033,9.75
Cincinnati,2014,1,7,0.25,18,0.027,11.399999999999999
Cincinnati,2014,1,8,0.36,34,0.017,4.9
Cincinnati,2014,1,9,0.435,32,0.017,23.7
Cincinnati,2014,1,10,0.445,25,0.018,1.4
Cincinnati,2014,1,11,0.22,16,0.022,7.550000000000001
Cincinnati,2014,1,12,0.225,13,0.026,5.15
Cincinnati,2014,1,13,0.255,20,0.027,3.3
Cincinnati,2014,1,14,0.32499999999999996,24,0.025,11.85
Cincinnati,2014,1,15,0.24000000000000002,21,0.023,15.450000000000001
Cincinnati,2014,1,16,0.3,22,0.02,3.25
Cincinnati,2014,1,17,0.32999999999999996,24,0.024,9.15
Cincinnati,2014,1,18,0.225,16,0.026,5.35
Cincinnati,2014,1,19,0.26,23,0.024,12
Cincinnati,2014,1,20,0.295,28,0.031,11.4
Cincinnati,2014,1,21,0.27,20,0.034,3.8499999999999996
Cincinnati,2014,1,22,0.55,44,0.025,4.4
Cincinnati,2014,1,23,0.21500000000000002,18,0.03,3.25
Cincinnati,2014,1,24,0.3,25,0.028,19.549999999999997
Cincinnati,2014,1,25,0.20500000000000002,11,0.037,11
Cincinnati,2014,1,26,0.355,37,0.029,11
Cincinnati,2014,1,27,0.28500000000000003,23,0.035,2.05
Cincinnati,2014,1,28,0.495,19,0.024,20
Cincinnati,2014,1,29,0.52,34,0.027,8
Cincinnati,2014,1,30,0.32999999999999996,28,0.03,2.45
Cincinnati,2014,1,31,0.515,41,0.019,6.550000000000001
Cincinnati,2014,2,32,0.365,31,0.033,3.25
Cincinnati,2014,2,33,0.32499999999999996,20,0.03,7.199999999999999
Cincinnati,2014,2,34,0.35,43,0.028,6.8
Cincinnati,2014,2,35,0.41000000000000003,37,0.023,7.25
Cincinnati,2014,2,36,0.32,28,0.038,3.8
Cincinnati,2014,2,37,0.345,20,0.034,10.899999999999999
Cincinnati,2014,2,38,0.345,40,0.021,60.849999999999994
Cincinnati,2014,2,39,0.395,43,0.023,90.35
Cincinnati,2014,2,40,0.305,25,0.039,6.75
Cincinnati,2014,2,41,0.33499999999999996,32,0.043,10.9
Cincinnati,2014,2,42,0.52,41,0.023,10.5
Cincinnati,2014,2,43,0.5,45,0.033,9.05
Cincinnati,2014,2,44,0.55,50,0.029,23.049999999999997
Cincinnati,2014,2,45,0.465,43,0.03,25.5
Cincinnati,2014,2,46,0.315,22,0.037,11.399999999999999
Cincinnati,2014,2,47,0.32999999999999996,17,0.036,10.7
Cincinnati,2014,2,48,0.33999999999999997,26,0.032,80.55000000000001
Cincinnati,2014,2,49,0.39,33,0.03,5
Cincinnati,2014,2,50,0.375,41,0.036,9.05
Cincinnati,2014,2,51,0.33499999999999996,26,0.028,10.4
Cincinnati,2014,2,52,0.265,27,0.037,3.9
Cincinnati,2014,2,53,0.395,41,0.034,5.55
Cincinnati,2014,2,54,0.275,17,0.032,1
Cincinnati,2014,2,55,0.22,16,0.034,2.5999999999999996
Cincinnati,2014,2,56,0.22,13,0.031,3.9
Cincinnati,2014,2,57,0.23,14,0.032,18.9
Cincinnati,2014,2,58,0.23500000000000001,16,0.037,8.55
Cincinnati,2014,2,59,0.35,27,0.03,46.7
Cincinnati,2014,3,60,0.375,36,0.037,8.35
Cincinnati,2014,3,61,0.315,16,0.036,6.4
Cincinnati,2014,3,62,0.295,24,0.038,4.6
Cincinnati,2014,3,63,0.595,49,0.031,43
Cincinnati,2014,3,64,0.715,49,0.036,6.300000000000001
Cincinnati,2014,3,65,0.355,35,0.034,5.7
Cincinnati,2014,3,66,0.5549999999999999,48,0.028,8.1
Cincinnati,2014,3,67,0.495,41,0.042,18.7
Cincinnati,2014,3,68,0.31,23,0.039,3.25
Cincinnati,2014,3,69,0.295,22,0.039,7.1
Cincinnati,2014,3,70,0.345,38,0.047,5
Cincinnati,2014,3,71,0.41000000000000003,33,0.037,3.6
Cincinnati,2014,3,72,0.21500000000000002,12,0.036,7.449999999999999
Cincinnati,2014,3,73,0.23500000000000001,17,0.047,2.1
Cincinnati,2014,3,74,0.23500000000000001,19,0.042,5.85
Cincinnati,2014,3,75,0.20500000000000002,5,0.035,0.9500000000000001
Cincinnati,2014,3,76,0.33499999999999996,21,0.025,2.8
Cincinnati,2014,3,77,0.6,35,0.036,13.85
Cincinnati,2014,3,78,0.28500000000000003,14,0.032,1.95
Cincinnati,2014,3,79,0.24000000000000002,23,0.037,4.85
Cincinnati,2014,3,80,0.5700000000000001,39,0.052,3.05
Cincinnati,2014,3,81,0.275,9,0.038,2.25
Cincinnati,2014,3,82,0.20500000000000002,10,0.035,3.75
Cincinnati,2014,3,83,0.32999999999999996,29,0.035,5.65
Cincinnati,2014,3,84,0.345,29,0.036,1.5
Cincinnati,2014,3,85,0.23500000000000001,22,0.037,4.949999999999999
Cincinnati,2014,3,86,0.305,19,0.05,1.2000000000000002
