id,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km,hour
76,7.7,-73.996601,40.736569,-73.982152,40.744322,1,1.4916690263239722,14
77,24.9,-74.006662,40.73121,-73.92594,40.825588,1,12.503174164398027,4
78,7.0,-73.988425,40.764342,-74.001642,40.745752,2,2.3478401767288526,22
79,8.5,-73.994128,40.735087,-73.986393,40.751461,1,1.9338062764602169,22
80,5.7,-73.97383,40.763717,-73.98942,40.771522,1,1.5738326916891912,16
81,5.0,-74.01335999999998,40.702272,-74.01699,40.709245,1,0.8335546963207329,15
82,8.5,-73.95371,40.790813,-73.957015,40.777676,1,1.4870345239540934,8
83,17.0,-74.00972800000002,40.705166999999996,-73.970897,40.749307,1,5.898879980506191,21
84,8.0,-73.950688,40.828531,-73.964101,40.80814,1,2.532782695005725,11
85,12.0,-73.995387,40.749482,-73.975789,40.748740999999995,1,1.6529611518586296,13
86,12.5,-73.917399,40.746485,-73.97375600000002,40.763836,1,5.1240951647960085,8
87,7.5,-73.990815,40.730495,-73.978337,40.751084999999996,1,2.519319995574808,6
88,6.9,-74.00744300000002,40.732547,-73.991112,40.742312,5,1.7527734023916328,5
89,5.0,-73.9887466430664,40.74495315551758,-73.99568176269531,40.74422073364258,2,0.5898929111303326,14
90,10.5,-74.00113499999998,40.730979,-73.984424,40.76463,1,3.9978675349179174,21
91,7.7,-73.96888100000002,40.764533,-73.985311,40.748956,1,2.21703317478583,11
92,11.0,-73.9810562133789,40.77426528930664,-73.95904541015625,40.78067398071289,2,1.9856447918567977,16
93,5.7,-73.99282600000002,40.751271,-73.982786,40.742432,1,1.2966678329872805,15
94,9.0,-73.946852,40.775802,-73.96434,40.760703,1,2.2333323007188235,14
95,13.5,-73.950655,40.783282,-73.984365,40.769802,1,3.2099616482403177,17
96,7.5,-73.976512,40.76527700000001,-73.977672,40.778052,1,1.4238698919234352,17
97,9.0,-73.984977,40.752122,-74.000925,40.757982,1,1.4930112539723053,12
98,14.0,-73.97920989990234,40.72368240356445,-74.01746368408203,40.71139526367188,1,3.5015250199560084,8
99,5.7,-73.983052,40.722588,-73.988022,40.733738,3,1.3086455891376614,0
100,10.0,-74.002581,40.739571999999995,-73.99458,40.760682,1,2.442168284554364,12
101,5.7,-73.993452,40.761447,-73.979662,40.759617999999996,5,1.1791210810113273,14
102,9.7,-73.97070500000002,40.761643,-73.99283299999998,40.727647,2,4.214837438665047,20
103,14.1,-73.974492,40.751369,-74.01058499999998,40.703364,1,6.143574665433079,7
104,7.7,-73.991607,40.76318,-73.982718,40.76239,2,0.7537781988876965,10
105,52.0,-74.035839,40.74732,-74.035839,40.74732,1,0.0,0
106,11.3,-74.00766999999998,40.732177,-73.974663,40.758932,1,4.072165564532917,10
107,8.5,-73.986681,40.725659,-73.977068,40.754504,1,3.3080897023082128,9
108,12.9,-73.965315,40.790852,-73.978195,40.766375,6,2.929831562618069,9
109,9.5,-73.972195,40.765883,-73.96794200000002,40.761951,1,0.5652058141427909,11
110,9.0,-73.982272,40.748357,-73.969325,40.763877,1,2.0414291238238245,18
111,10.0,-73.99179699999998,40.735262,-73.975915,40.748697,6,2.005503616581731,8
112,35.0,-73.95331,40.787772,-73.944352,40.719772,2,7.598811182998818,18
113,9.0,-73.96083,40.77308,-73.978372,40.774907,1,1.4910631890240695,18
114,17.0,-73.97339000000002,40.743883000000004,-73.954021,40.766063,1,2.9570852315165577,12
115,6.1,-74.00012199999998,40.74308,-74.00615,40.734233,5,1.1071038144923222,18
116,14.5,-73.961598,40.716487,-73.960417,40.674963,2,4.618331513060794,2
117,3.7,-73.966957,40.761268,-73.967912,40.765535,1,0.4812376331298232,17
118,32.5,-73.872862,40.774105,-73.97059300000002,40.764393,2,8.300768180997865,15
119,5.3,-73.995083,40.739527,-73.999599,40.726264,3,1.523076447234496,10
120,11.5,-73.972018,40.750142,-74.006008,40.73622,5,3.2551860279107685,21
121,4.0,-73.993701,40.741569,-73.987999,40.748834,1,0.9398581000573962,23
122,10.5,-73.966473,40.7575,-73.993336,40.745051000000004,1,2.6526534065123526,16
123,17.7,-73.87082,40.773748,-73.808317,40.7003,1,9.717643366961417,19
124,8.0,0.0,0.0,0.0,0.0,2,0.0,17
125,5.0,-73.971696,40.763378,-73.962035,40.776598,1,1.6801165039522186,16
126,19.0,-73.98721,40.729325,-73.931985,40.697207,1,5.8668305311887226,4
127,8.0,-73.98849200000002,40.71797700000001,-73.97818000000002,40.737407,1,2.3287131285190346,21
128,7.3,-73.986588,40.72165,-74.00800500000003,40.717166999999996,2,1.8725127243551576,8
129,6.5,-73.98213,40.774807,-73.97358299999998,40.789645,5,1.8000189804467472,15
130,8.0,-74.002843,40.733692,-73.987882,40.728590000000004,1,1.382404862734057,0
131,16.5,-73.983837,40.676052,-74.002522,40.723145,1,5.468282531723714,23
132,49.57,-73.977023,40.7526,-73.79030999999998,40.643783,2,19.853698992688656,21
133,10.5,-73.988006,40.737722999999995,-73.965699,40.766095,1,3.6720097767556026,13
134,22.5,-73.9882,40.75909,-73.923683,40.86861,5,13.333604922939296,1
135,11.5,-73.94747199999998,40.771227,-73.981832,40.760272,1,3.139654155363924,6
136,12.5,-73.984723,40.748022999999996,-73.977245,40.757891,2,1.265218456136537,16
137,5.5,-73.950305,40.785607,-73.943587,40.789532,1,0.7144007760002906,18
138,6.5,-73.980735,40.747911,-73.97053000000002,40.761998,1,1.786754941706857,11
139,16.5,-73.99698638916014,40.75542831420898,-73.95319366455078,40.802101135253906,3,6.366369082140382,7
140,9.0,-74.00344848632812,40.73310089111328,-74.00800323486328,40.70721435546875,1,2.9039327089459817,22
141,8.9,-73.9578,40.768003,-73.981712,40.763391999999996,1,2.078053678794071,10
142,10.9,-73.983735,40.746697,-73.954411,40.772219,1,3.7621550615510766,17
143,8.9,-73.98103,40.729782,-73.993011,40.752803,1,2.7516392718584437,15
144,8.5,-73.963115,40.774034,-73.975251,40.760822999999995,1,1.7895555699154708,11
145,17.0,-73.962458,40.759027,-73.986199,40.753397,1,2.09539539748365,9
146,12.5,-74.003848,40.720855,-73.98098,40.668304,1,6.153238870237447,1
147,52.5,-73.982265,40.762062,-73.76855,40.675135,1,20.441006317628997,22
148,16.0,-74.005677,40.745546999999995,-73.962663,40.794295,1,6.51944864551459,21
149,8.0,-73.98548889160156,40.74728012084961,-74.00767517089844,40.74076843261719,1,2.004430155627056,22
150,17.3,-73.950972,40.785633000000004,-74.01024,40.720302000000004,1,8.814547103661685,7
151,5.7,-74.00844000000002,40.711253,-74.001313,40.731078000000004,1,2.2847970671464752,3
152,5.5,-73.98091125488281,40.7420654296875,-73.97698974609375,40.75165557861328,1,1.1163739657951146,9
153,16.5,-73.974938,40.762091,-74.003309,40.706195,2,6.659199234320513,13
154,12.9,-73.980755,40.68055800000001,-73.98911,40.726788,2,5.188563930000607,20
155,10.1,-73.99124499999998,40.739058,-73.992972,40.76768,1,3.185944025344805,13
156,9.5,-73.992583,40.730416999999996,-74.005352,40.740247,1,1.5336994445844123,21
157,4.5,-73.979872,40.74902700000001,-73.97655300000002,40.757498,5,0.9825455640452804,15
158,6.5,-73.971541,40.764009,-73.975937,40.755971,1,0.96743876839235,13
159,21.5,-74.0010986328125,40.72149658203125,-73.95943450927734,40.6530647277832,1,8.381057510342718,0
160,8.0,-73.975189,40.759095,-73.98051,40.76761,1,1.0475228198980744,12
161,4.9,-74.00301800000003,40.739779999999996,-73.99153299999998,40.733090999999995,1,1.2204859380778792,21
162,5.7,-73.991037,40.750049,-73.980438,40.75193,2,0.9169908491996804,13
163,15.3,-73.949477,40.768018,-74.003118,40.733022,5,5.963223979354384,13
164,14.9,-73.992214,40.758864,-73.9938,40.722718,1,4.02147226933868,12
165,7.0,-73.999998,40.727087,-73.992448,40.735602,1,1.1406972780420437,18
166,35.5,-73.86389100000002,40.770005,-74.007246,40.705533,1,14.045415396581225,18
167,8.5,-73.954598,40.78676,-73.966013,40.768112,1,2.2855014196326144,8
168,4.5,-73.99414300000002,40.751193,-73.988897,40.759741999999996,1,1.0482854584758623,21
169,4.1,-73.982279,40.768364,-73.985968,40.762939,1,0.6785356160539828,18
170,11.7,-73.98149599999998,40.781003999999996,-73.99592,40.738813,1,4.846168791810907,20
171,23.0,-73.99772800000002,40.746099,-73.94765600000002,40.829451,1,10.181968855770478,2
172,5.7,-73.982357,40.762498,-73.97321,40.755345,2,1.1073237119111674,23
173,5.3,-73.96706999999998,40.769178000000004,-73.954895,40.778209999999994,1,1.4351756794185189,9
174,10.5,-73.94402313232422,40.77595901489258,-73.95504760742188,40.78507995605469,1,1.3748629553955185,7
175,4.9,-73.982095,40.774001,-73.975373,40.787110999999996,1,1.5637830505055026,14
176,6.5,-73.98353,40.766992,-73.986255,40.779708,4,1.4324533547139229,18
177,11.3,-73.981154,40.729203999999996,-74.007407,40.748509999999996,2,3.0823281642564444,13
178,11.5,-73.963511,40.761732,-73.917488,40.739776,1,4.581494565887351,4
179,5.3,-73.98341500000002,40.761844,-73.990414,40.756375,2,0.8469488763853811,9
180,5.7,-74.006055,40.733166,-74.002895,40.74553,1,1.4003548195693571,19
181,8.1,-73.952198,40.788107000000004,-73.980767,40.774995000000004,1,2.8128008540237173,18
182,6.1,-74.008083,40.719238,-73.99831999999998,40.737977,1,2.240205838300564,6
183,9.3,-73.995636,40.746573,-73.984437,40.767145,1,2.474355928649948,17
184,4.5,-73.972072,40.755691999999996,-73.972082,40.755727,2,0.003981928383744475,14
185,5.7,-73.99049000000002,40.755982,-73.974202,40.75421,4,1.3860301911495077,5
186,16.5,-73.95485,40.76542,-74.00751,40.73877,2,5.334579603872612,8
187,17.0,-73.954462,40.764046,-73.99459300000002,40.729271999999995,2,5.136189527537842,15
188,24.5,-74.01278,40.707952,-73.99793199999998,40.760632,6,5.9898540209169875,15
189,6.1,-74.005278,40.735298,-73.986698,40.729892,1,1.6769797253484149,20
190,6.0,-74.004935,40.729625,-74.01615600000002,40.71741,1,1.654992213906557,0
191,6.5,-73.998488,40.726303,-73.998488,40.726303,1,0.0,21
192,3.7,0.0,0.0,0.0,0.0,5,0.0,17
193,4.5,-73.9265,40.765577,-73.93789699999998,40.764509999999994,3,0.9671412534573957,18
194,27.0,-73.987285,40.718621999999996,-73.959295,40.778482000000004,1,7.061411037328916,7
195,16.0,-73.996652,40.744495,-73.980253,40.737635,1,1.5781833746124156,0
196,16.1,-73.959222,40.763282000000004,-73.9633,40.716935,1,5.16499097311017,17
197,15.7,-73.97489499999998,40.751455,-73.98175400000002,40.783542,2,3.614367457948022,17
198,26.9,-73.863072,40.768622,-73.98214499999997,40.736167,6,10.65951572323443,0
199,5.5,-73.989692,40.735496999999995,-73.982012,40.739391999999995,1,0.7786351558030933,21
200,6.0,-74.00031,40.747961,-73.993636,40.757228999999995,1,1.1739196055717482,9
201,7.7,-74.00145,40.717487,-74.017455,40.709785,1,1.5978560957586607,23
202,12.9,-73.985185,40.72777,-73.98060500000003,40.759143,1,3.509791639122801,11
203,11.3,-73.993973,40.746577,-74.00506,40.70936500000001,1,4.241944273601332,20
204,42.5,-73.795677,40.807722,-73.97868299999998,40.724365,2,17.984675557478187,16
205,5.7,-73.98637,40.74738,-73.975567,40.744572,2,0.9621440004391832,18
206,5.3,-73.948001,40.77854,-73.958566,40.778483,2,0.8896088205458352,8
207,10.5,-73.95410799999998,40.766901000000004,-73.984133,40.743475,1,3.630598925429146,8
208,7.3,-73.99400899999998,40.76144,-73.972811,40.792574,1,3.8950036956464316,22
209,4.5,-73.99533100000002,40.739986,-73.987655,40.736707,1,0.7424184600709172,9
210,12.5,-73.982332,40.768633,-73.983343,40.744372,1,2.6990437934979243,8
211,16.5,-73.9952,40.731697,-73.94977,40.780347,1,6.626210973525717,22
212,4.9,-74.002707,40.72664,-73.991825,40.72722,2,0.9192543015656902,19
213,4.1,-73.990953,40.733067,-73.996235,40.72557000000001,1,0.9450040462682624,8
214,15.5,-73.985132,40.76853,-74.002285,40.73000800000001,1,4.520597601595298,12
215,11.0,-73.97221374511719,40.76557159423828,-73.97958374023438,40.73646926879883,1,3.2950437289499463,15
216,4.9,-73.998287,40.72749,-73.98985400000002,40.735239,2,1.1168498901776571,19
217,11.3,-73.98019599999998,40.726966,-73.956413,40.77547,1,5.753458466381447,1
218,7.3,-73.983758,40.74643,-73.963557,40.774088,1,3.5146954653044467,14
219,14.9,-73.955268,40.782767,-73.93238199999998,40.794812,6,2.3465153637426366,11
220,30.9,-73.981942,40.763977000000004,-73.870455,40.773607,5,9.449584697390458,7
221,6.1,-73.98971999999998,40.75238,-74.007553,40.743196999999995,1,1.8164311290849036,20
222,3.3,-73.995802,40.749905,-73.99454300000002,40.750907,1,0.15382235032832586,9
223,4.1,-73.991863,40.754275,-73.983796,40.753213,1,0.6896895372858064,7
224,12.0,-73.973857,40.764185,-73.994435,40.750242,3,2.325481279747959,14
225,9.0,-73.991485,40.754599,-74.00497,40.751692999999996,1,1.1809549873897591,11
226,2.5,-73.989142,40.720105,-73.988777,40.720662,1,0.06915355055581603,3
227,8.9,-73.98948,40.743287,-73.965692,40.754512,1,2.3608079206097634,13
228,10.5,-73.97899100000002,40.72375,-73.96304599999998,40.711855,1,1.8855446124179305,4
229,5.7,-74.000552,40.727492,-74.005037,40.719122999999996,1,1.0044149200298995,19
230,7.0,-74.002462,40.718762,-74.007071,40.705535999999995,2,1.521105723832525,19
231,12.0,-73.98499699999998,40.768466,-73.944564,40.800466,1,4.924394326587606,23
232,49.57,-73.982483,40.75674,-73.789985,40.64691,1,20.309358188558658,14
233,8.5,0.0,0.0,0.0,0.0,2,0.0,1
234,4.5,-73.947035,40.776027,-73.95549799999998,40.764307,1,1.4853489723402649,18
235,7.3,-73.977897,40.762802,-73.99153000000003,40.750252,5,1.807205732467188,21
236,5.3,-73.986402,40.754723,-73.998898,40.739247999999996,1,2.017196653457644,0
237,6.9,-73.967425,40.755712,-73.983035,40.734913,5,2.660471194584624,19
238,9.3,-73.971088,40.792648,-73.968405,40.769673,1,2.5646718712073677,18
239,6.7,-73.95966899999998,40.779718,-73.976259,40.788413,1,1.6987581609614837,16
240,7.3,-73.979345,40.77663,-73.973842,40.757073999999996,1,2.223364419910774,19
241,9.0,-73.98088,40.779967,-73.95374699999998,40.78777,1,2.443670951893404,8
242,13.0,-74.008125,40.738935,-73.980522,40.759953,2,3.296767952865417,14
243,19.0,-73.988834,40.76428,-73.941405,40.838664,1,9.184178812065547,6
244,5.5,-73.976474,40.765048,-73.964665,40.762986,1,1.0206370037298715,22
245,8.1,-73.99606800000002,40.732605,-73.980675,40.761862,1,3.502140461937969,7
246,9.3,-73.97321099999998,40.760752000000004,-73.974265,40.788281,1,3.0623715292626934,13
247,18.0,-73.997845,40.721235,-73.98825699999998,40.764125,1,4.837072124217424,19
248,12.0,-73.984227,40.766897,-73.96239,40.776037,1,2.1010603357815816,12
249,7.3,-73.96853399999998,40.752603,-73.992625,40.742915999999994,1,2.297571044167905,22
250,4.9,-73.95554,40.781958,-73.96219599999998,40.772095,2,1.2316233304491642,15
251,16.1,-73.789506,40.647040000000004,-73.81562199999998,40.680364000000004,1,4.310770471911182,21
252,12.9,-73.978602,40.76412,-74.00885799999998,40.715637,2,5.963333364825193,8
253,4.0,-73.96197509765625,40.7761116027832,-73.95484924316406,40.77407455444336,1,0.6413662248643155,19
254,15.3,-74.006636,40.751407,-73.95497900000002,40.765281,1,4.616313292591905,12
255,11.7,-73.954497,40.769857,-73.98431500000002,40.746007,1,3.6524900477116495,17
256,25.3,-74.001343,40.74132,-73.928619,40.864267,1,14.978908547499335,23
257,8.9,-73.993112,40.719910999999996,-73.95672900000002,40.720723,1,3.0675054900999794,2
258,6.0,-73.978778,40.75350200000001,-73.973247,40.748146999999996,1,0.7560638503408851,2
259,6.0,-73.99578000000002,40.716218,-74.009132,40.72078,1,1.2343245641356266,3
260,6.5,-74.003665,40.736906,-73.997843,40.724187,1,1.496954797230018,11
261,7.5,-73.97733000000002,40.74948,-73.987669,40.732709,1,2.0582489379106583,21
262,16.5,-74.00399017333984,40.74797821044922,-73.98319244384766,40.75632858276367,1,1.982741692360085,14
263,4.9,-73.983249,40.734655,-73.99127800000002,40.738918,1,0.8260259967465574,9
264,9.7,-73.962981,40.766443,-73.98893000000002,40.731434,1,4.464557942540753,19
265,7.7,-73.97935,40.784608,-73.963933,40.808145,1,2.921291917335921,13
266,19.0,-73.968675,40.799103,-73.935898,40.849863,2,6.282031132650318,9
267,16.9,-73.990057,40.756307,-73.94960400000002,40.834464000000004,1,9.334016079155488,13
268,10.5,-74.00219799999998,40.739608000000004,-73.987342,40.720295,2,2.4857215597912736,12
269,8.9,-73.99633,40.753225,-73.978895,40.766963,3,2.118941159901217,18
270,7.5,-73.995892,40.746454,-73.995892,40.746454,1,0.0,1
271,5.5,-74.005583,40.740728000000004,-74.003423,40.748705,1,0.9054747299498762,13
272,10.9,-73.964958,40.775261,-73.94966099999998,40.809689,1,4.039006686135632,18
273,8.1,0.0,0.0,0.0,0.0,4,0.0,18
274,5.7,-73.967598,40.756242,-73.953277,40.76833,1,1.805947197253465,22
275,18.1,-74.008134,40.748631,-73.952349,40.780512,2,5.885549923608786,11
276,10.9,-73.95394,40.781298,-73.994423,40.75014,5,4.86079978263783,6
277,8.9,-73.939093,40.80510200000001,-73.956073,40.771995000000004,5,3.9491422551582103,18
278,13.5,-73.981627,40.78042,-74.008465,40.734012,2,5.633736517274285,23
279,5.0,-74.00269,40.739438,-73.994579,40.75057,2,1.413896395329867,20
280,5.3,-73.958749,40.781019,-73.945876,40.778165,1,1.129407587498148,19
281,7.7,-73.98779,40.721226,-73.992425,40.735723,1,1.6586329450053134,2
282,9.0,-73.969465,40.797979999999995,-73.982315,40.776767,1,2.59503662363786,14
283,16.1,-73.988568,40.732096999999996,-73.957498,40.742657,1,2.8690443880046037,0
284,4.9,-73.966597,40.794345,-73.965682,40.803808000000004,2,1.05505263975808,16
285,5.5,-73.999432,40.749066,-73.995077,40.738264,1,1.2559119633216005,10
286,57.33,-73.781127,40.645007,-73.981802,40.762515,1,21.37478766750472,17
287,8.5,-73.95660600000002,40.771111,-73.977111,40.776811,3,1.8393173683762327,22
288,9.5,-73.981932,40.777668,-73.96005799999998,40.809688,1,4.008445012881499,14
289,7.5,-73.9531021118164,40.78870010375977,-73.95677947998048,40.80590438842773,1,1.93791193828926,13
290,6.9,-73.98243199999997,40.745746999999994,-73.98243199999997,40.745746999999994,1,0.0,12
291,7.5,-73.99199499999997,40.74499,-73.986237,40.729637,2,1.7747679708899218,2
292,8.1,-73.988988,40.777013000000004,-73.997445,40.760155,1,2.0052591391324883,10
293,6.1,-74.006642,40.738927000000004,-74.010828,40.717907000000004,3,2.3637834864952403,23
294,5.7,-73.966612,40.759278,-73.975773,40.755462,1,0.8805873849400679,13
295,14.1,-73.987365,40.738572,-73.97721800000002,40.77535200000001,1,4.178098389786373,8
296,5.7,-73.989807,40.74123,-73.99391700000002,40.726492,1,1.6749802485629113,15
297,7.0,-73.95906,40.781061,-73.96206,40.768603999999996,1,1.4080023643885116,11
298,12.0,-73.985652,40.722120000000004,-73.970955,40.751952,1,3.5407527336620137,2
299,11.5,-73.95511627197266,40.76898956298828,-73.98423767089844,40.74843978881836,1,3.3522437456106586,8
300,12.1,-73.870936,40.77370300000001,-73.91426899999998,40.753681,1,4.274986585828783,22
301,26.67,-73.958063,40.760414000000004,-73.86144300000002,40.768181,1,8.18296880378779,13
302,4.5,-73.98674,40.755362,-73.995713,40.764137,1,1.2341878314295944,9
303,10.1,-73.98455600000001,40.742882,-73.95908100000003,40.763551,1,3.1443237228586427,20
304,7.7,-73.98101899999997,40.781874,-73.98199699999998,40.756597,1,2.8118805914837504,10
305,25.0,-73.95166,40.772657,-74.010583,40.721405,2,7.557571697066725,5
306,19.0,-73.97402,40.762828000000006,-73.940839,40.726467,1,4.9153702640663095,10
307,14.0,-73.98859399999998,40.75336400000001,-73.989319,40.723218,1,3.3526387493365397,11
308,5.0,-73.987888,40.721047999999996,-73.983132,40.731187,1,1.1965220144016662,1
309,43.5,-73.98020935058595,40.78373336791992,-74.01134490966798,40.64415740966797,1,15.740429145273175,22
310,8.0,-74.01072692871094,40.71009063720703,-73.99810028076173,40.722900390625,1,1.7780096278310895,9
311,8.7,-73.97798399999998,40.75454600000001,-73.958947,40.779092999999996,4,3.1655171809952263,17
312,3.7,-73.970892,40.755915,-73.966747,40.760517,1,0.6194689062443588,21
313,20.5,-73.965723,40.758641,-73.93782399999998,40.855636,1,11.038001188872114,1
314,34.0,-73.97489929199219,40.75109481811523,-73.9085464477539,40.88187789916992,0,15.577566770815885,23
315,52.83,-73.87305450439453,40.774085998535156,-73.98272705078125,40.7714958190918,1,9.239850413021404,12
316,6.1,-73.978945,40.767070000000004,-73.977897,40.783568,1,1.8366152096776729,22
317,8.5,-73.976877,40.759192,-73.991685,40.74981,1,1.6260672136905518,13
318,20.0,-73.89317700000002,40.790756,-73.892578,40.788483,1,0.25772770495161257,19
319,10.5,-73.985881,40.7383,-73.96499,40.775237,1,4.468268761987979,8
