x,y,objectid_1,objectid,bldg_id,bldg_name,address,city,zipcode,csp_sch_id,sch_id,sch_name,sch_label,sch_type,shared,complex,label,tlt,pl,point_x,point_y
-71.09289159544575,42.316334299557376,42,45,56,Ellis Bldg,302 Walnut Avenue,Roxbury,2119,4240,4240,Ellis Elementary,Ellis,ES,,,41,1,Marice,766272.999989,2940560.0
-71.07562660083664,42.3182026505098,43,46,57,Winthrop Bldg,35 Brookford Street,Dorchester,2125,4052,4052,Winthrop Elementary,Winthrop,ES,,,132,2,Joel,770939.048026,2941263.6170900003
-71.07619659348022,42.31129966337307,44,47,58,King Bldg,77 Lawrence Avenue,Dorchester,2121,4055,4055,King K-8,King K-8,K-8,,,76,1,Marice,770797.393082,2938747.2900799997
-71.07541082496643,42.30905402291017,45,48,59,Frederick Middle,270 Columbia Road,Dorchester,2121,2360,2360,Frederick Pilot Middle,Frederick MS,MS,,,47,1,Christine,771013.999994,2937930.0
-71.07385901865639,42.305618129084884,46,49,62,Holland Bldg,85 Olney Street,Dorchester,2121,4250,4250,UP Academy Holland,UP Holland,ES,,,63,1,Christine,771439.999994,2936679.99999
-71.06101177191944,42.30839621193607,47,50,63,Mather Bldg,1 Parish Street,Dorchester,2122,4350,4350,Mather Elementary,Mather,ES,,,86,2,Kelly,774909.999997,2937710.0
-71.0707294317282,42.29992614712457,48,52,67,Marshall Bldg,35 Westville Street,Dorchester,2124,4345,4345,UP Academy Charter School of Dorchester,UP Academy of Dorchester,K-8,,,126,1,Christine,772296.999995,2934609.99999
-71.062220644048,42.293966726809174,49,53,69,Ohearn Bldg,1669 Dorchester Avenue,Dorchester,2122,4391,4391,Henderson Lower (K0-1),Henderson Lower (K0-1),K-12,,,57,2,Kelly,774609.999997,2932449.99999
-71.04919405841146,42.29420617703556,50,54,70,Murphy Bldg,1 Worrell Street,Dorchester,2122,4400,4400,Murphy K-8,Murphy K-8,K-8,,,99,2,Kelly,778133.906432,2932555.6167
-71.05319153733501,42.28655025040779,51,55,71,Kenny Bldg,19 Oakton Avenue,Dorchester,2122,4390,4390,Kenny Elementary,Kenny,ES,,,73,2,Kelly,777066.999999,2929759.99999
-71.06956992683907,42.28126172746034,52,56,72,Wilson Bldg,18 Croftland Avenue,Dorchester,2124,1140,1140,Henderson Upper (2-12),Henderson Upper (2-12),K-12,,,58,2,Kelly,772644.999995,2927809.99999
-71.07743056603645,42.277860746256884,53,57,73,Taylor Bldg,1060 Morton Street,Mattapan,2126,4151,4151,Taylor Elementary,Taylor,ES,,,118,2,Kelly,770523.9999930001,2926559.99999
-71.08091059414578,42.28141865759501,54,58,74,Thompson Bldg,100 Maxwell Street,Dorchester,2124,1990,1990,Boston International HS,Boston Intl HS,Special,Shared,,12,4,Anthony,769575.860504,2927851.90514
-71.08091059414578,42.28141865759501,55,59,74,Thompson Bldg,100 Maxwell Street,Dorchester,2124,1991,1991,Newcomers Academy,Newcomers Acad,Special,Shared,,101,4,Anthony,769575.860504,2927851.90514
-71.09042959600346,42.27676065695961,56,60,77,Mildred Avenue Bldg,5 Mildred Avenue,Mattapan,2126,4671,4671,Mildred Avenue K-8,Mildred Ave K-8,K-8,,,96,2,Kelly,767008.1117659999,2926141.9524
-71.07679145494095,42.28779215450015,57,61,78,Dorchester Ed. Bldg #1 - Main,9 Peacevale Road,Dorchester,2124,1460,1460,TechBoston Academy,TechBoston,6/7-12,,,119,4,Anthony,770678.9999930001,2930179.99999
-71.08037541924556,42.29243810494426,58,62,80,Lee Bldg,155 Talbot Avenue,Dorchester,2124,4290,4290,Lee K-8,Lee K-8,K-8,,,78,2,Kelly,769700.9263060001,2931868.26054
-71.07300862696997,42.28660892640341,59,63,79,Fifield Bldg,25 Dunbar Ave.,Dorchester,2124,4291,4291,Lee Academy (K1-3),Lee Academy (K1-3),ES,,,77,2,Kelly,771704.710723,2929753.9164400003
-71.07560025929865,42.2967884987679,60,64,82,Holmes Bldg,40 School Street,Dorchester,2124,4084,4084,Holmes Elementary,Holmes,ES,,,64,2,Joel,770984.999994,2933459.99999
-71.09500233426513,42.28231466008857,61,65,85,Lewenberg Bldg,20 Outlook Road,Mattapan,2126,4600,4600,Young Achievers K-8,Young Achievers K-8,K-8,,,133,2,Kelly,765760.999989,2928159.99999
-71.10408944316828,42.27581530982762,62,66,86,Mattahunt Bldg,100 Hebron Street,Mattapan,2126,4691,4691,Mattahunt Elementary,Mattahunt (K1-2),ES,,,87,2,Mary,763312.999987,2925779.99998
-71.10478060042885,42.26725865440788,63,67,87,Chittick Bldg,154 Ruskindale Road,Mattapan,2126,4070,4070,Chittick Elementary,Chittick,ES,,,22,2,Joel,763140.399858,2922660.97093
-71.061729420578,42.301128791038366,64,69,65,Cleveland Bldg,11 Charles Street,Dorchester,2122,1103,1103,Comm Acad Sci Health,CASH,HS,Shared,,24,4,Anthony,774729.490703,2935060.64311
-71.11774060613877,42.28540865691044,65,70,91,Philbrick Bldg,40 Philbrick Street,Roslindale,2131,4561,4561,Philbrick Elementary,Philbrick,ES,,,110,2,Mary,759602.913871,2929259.10274
-71.10772060187031,42.286758657746155,66,71,92,Haley Bldg,570 American Legion Highway,Roslindale,2131,4210,4210,Haley K-8,Haley K-8,K-8,,,54,2,Joel,762311.9578420001,2929763.3730099997
-71.11594060610987,42.294638658621004,67,72,93,Parkman Bldg,25 Walk Hill Street,Jamaica Plain,2130,4661,4661,BTU K-8 Pilot,BTU Pilot School K-8,K-8,,,17,2,Kelly,760074.83,2932624.84345
-71.12345116616873,42.242950759657155,68,74,96,Roosevelt Bldg,95 Needham Road,Hyde Park,2136,4192,4192,Roosevelt Upper (2-8),Roosevelt Upper (2-8),K-8,,,114,2,Joel,758126.000014,2913780.00001
-71.1333206089133,42.25162865099119,69,75,98,Channing Bldg,35 Sunnyside Street,Hyde Park,2136,4201,4201,Channing Elementary,Channing,ES,,,20,2,Mary,755440.046859,2916930.68887
-71.12732060707144,42.25676865106476,70,76,99,Grew Bldg,40 Gordon Avenue,Hyde Park,2136,4200,4200,Grew Elementary,Grew,ES,,,51,2,Mary,757056.266893,2918810.81131
-71.12705060868437,42.27479865509247,71,77,100,Conley Bldg,450 Poplar Street,Roslindale,2131,4080,4080,Conley Elementary,Conley,ES,,,28,2,Joel,757100.630477,2925381.50997
-71.12493060728049,42.283638656671,72,78,101,Irving Bldg,105 Cummins Highway,Roslindale,2131,2140,2140,Irving Middle,Irving MS,MS,,,67,2,Mary,757660.211213,2928605.45112
-71.12684060809595,42.286458657545964,73,79,102,Sumner Bldg,15 Basile Street,Roslindale,2131,4560,4560,Sumner Elementary,Sumner,ES,,,117,2,Joel,757138.8746689999,2929630.83493
-71.10349060174734,42.30892866266553,74,80,105,Fuller Bldg,25 Glen Road,Jamaica Plain,2130,1340,1340,Community Academy,Community Acad,Special,,,25,4,Freddie,763418.969363,2937847.7589999996
-71.09812020643957,42.313937883276786,75,81,107,Hernandez Bldg,61 School Street,Roxbury,2119,4053,4053,Hernandez K-8,Hernandez K-8,K-8,,,60,3,Alex,764862.999988,2939680.0
-71.10960060443752,42.30600866079933,76,82,108,English Hs Bldg,144 Mcbride Street,Jamaica Plain,2130,1080,1080,English High,English HS,HS,,,43,4,Jonathan,761771.152625,2936776.03919
-71.10161060258062,42.3165586643393,77,83,109,Mendell Bldg,164 School Street,Roxbury,2119,4370,4370,Mendell Elementary,Mendell,ES,,,94,3,Alex,763914.501299,2940630.6277400004
-71.10583938257344,42.321785327085706,78,84,110,"Kennedy, J  Bldg",7 Bolster Street,Jamaica Plain,2130,4270,4270,Kennedy John F Elemen,JF Kennedy,ES,,,71,3,Alex,762761.999986,2942530.0
-71.10693577080225,42.32629275723332,79,85,111,Hennigan Bldg,200 Heath Street,Jamaica Plain,2130,4231,4231,West Zone ELC,West Zone ELC,ELC,Shared,,130,3,Alex,762457.929921,2944171.21852
-71.09829060280721,42.333018667196676,80,86,113,Tobin Bldg,40 Smith Street,Roxbury,2120,4570,4570,Tobin K-8,Tobin K-8,K-8,,,121,3,Alex,764784.166036,2946633.1515200003
-71.10169060333597,42.337898667877994,81,87,115,Boston Latin School Bldg,78 Avenue Louis Pasteur,Boston,2115,1010,1010,Boston Latin School,Boston Latin Sch,6/7-12,,,14,3,Alex,763856.549491,2948407.20221
-71.09153060016712,42.34145866825515,82,88,116,Health Careers Academy,110 The Fenway,Boston,2115,1440,1440,Kennedy Health Careers Academy (11-12),Kennedy HCA (11-12),HS,,,69,4,Jonathan,766597.24495,2949717.52314
-71.09917802116335,42.330588277439375,83,89,118,Mission Hill Bldg,67 Alleghany Street,Roxbury,2120,1265,1265,Fenway High,Fenway HS,HS,,,46,4,Jonathan,764548.382701,2945746.345
-71.06215256288617,42.300698325177976,84,90,118,Cleveland Bldg,11 Charles Street,Dorchester,2122,1420,1420,Boston Arts Academy,BAA,HS,Shared,,9,4,Jonathan,774619.8979999999,2934906.539
-71.09926060332542,42.34343866935011,85,91,119,Mckinley Peterborough Bldg,97 Peterborough Street,Boston,2215,1293,1293,McKinley Prep High Sch,McKinley Prep HS,Special,,,92,3,Grace,764504.051412,2950429.15966
-71.10676060602721,42.34794866944594,86,92,120,Mckinley St Mary'S St Bldg,50 St. Mary Street,Boston,2215,1292,1292,McKinley Middle,McKinley MS,Special,,,91,3,Grace,762468.913618,2952063.2540599997
-71.11421891302389,42.318685476809186,87,93,121,"Curley, J.  Bldg",40 Pershing Road,Jamaica Plain,2130,4272,4272,Curley K-8 (Lower),Curley K-8 (Lower),K-8,,,29,3,Alex,760501.000016,2941390.0
-71.11295060607237,42.318508663764156,88,94,122,"Curley, Mary  Bldg",493 Centre Street,Jamaica Plain,2130,4272,4272,Curley K-8 (Upper),Curley K-8 (Upper),K-8,,,30,3,Alex,760844.3024800001,2941327.12032
-71.13149061100748,42.305588660406904,89,95,124,Manning Bldg,130 Louders Lane,Jamaica Plain,2130,4311,4311,Manning Elementary,Manning,ES,,,83,2,Joel,755850.534732,2936596.64227
-71.13533061097898,42.27776865561274,90,96,126,Bates Bldg,426 Beech Street,Roslindale,2131,4081,4081,Bates Elementary,Bates,ES,,,5,2,Mary,754855.145099,2926454.13215
-71.14105061295112,42.28122865606998,91,97,127,Mozart Bldg,236 Beech Street,Roslindale,2131,4082,4082,Mozart Elementary,Mozart,ES,,,98,2,Mary,753301.878441,2927708.44178
-71.15236761800148,42.29266065792342,92,98,128,Russett Road Bldg,140 Russett Road,West Roxbury,2132,4033,4033,Kilmer Upper (4-8),Kilmer Upper (4-8),K-8,,,75,2,Mary,750222.431046,2931861.7571099997
-71.15613061658374,42.26343865134909,93,99,129,Beethoven Bldg,5125 Washington Street,West Roxbury,2132,4030,4030,Beethoven Elementary,Beethoven (K1-2),ES,,,6,2,Mary,749247.2487090001,2921208.6916900002
-71.16257012574074,42.27188581980128,94,100,130,Kilmer Bldg,35 Baker Street,West Roxbury,2132,4031,4031,Kilmer Lower (K1-3),Kilmer Lower (K1-3),K-8,,,74,2,Mary,747492.000004,2924280.00002
-71.17434062400517,42.282268654205886,95,101,131,West Roxbury Ed. Bldg,1205 V.F.W. Parkway,West Roxbury,2132,1253,1253,Urban Science Academy,Urban Science Academy,HS,Shared,West Roxbury EC,127,2,Joel,744291.8934729999,2928051.28111
-71.15837061860869,42.28299865578428,96,102,132,"Shaw, R.G.  Bldg",20 Mt. Vernon Street,West Roxbury,2132,4331,4331,Lyndon K-8,Lyndon K-8,K-8,,,79,2,Joel,748612.367525,2928334.2088200003
-71.16019062267952,42.34558866728313,97,103,133,Edison Bldg,60 Glenmont Road,Brighton,2135,4178,4178,Edison K-8,Edison K-8,K-8,,,37,3,Alex,748029.00602,2951141.15716
-71.16150062364638,42.35107866840413,98,104,135,"Lyon, Mary  Bldg",50 Beechcroft Street,Brighton,2135,4171,4171,Lyon K-8,Lyon K-8,K-12,,,80,4,Jonathan,747666.93002,2953140.4177099997
-71.16076062369531,42.35212866780904,99,105,136,Garfield Bldg,95 Beechcroft Street,Brighton,2135,1171,1171,"Lyon, Mary 9-12",Lyon 9-12,K-12,,,81,4,Jonathan,747865.4371880001,2953523.8541900003
-71.15534859976619,42.34760170348808,100,106,137,Winship Bldg,54 Dighton Street,Brighton,2135,4173,4173,Winship Elementary,Winship,ES,,,131,3,Alex,749335.000006,2951880.00001
-71.11792785432263,42.265261192397546,101,107,139,E. Greenwood Bldg,612 Metropolitan Avenue,Hyde Park,2136,1230,1230,Another Course to College,ACC,HS,,,3,4,Anthony,759585.4709999999,2921916.7739999997
-71.14549061780922,42.34908866829426,102,108,140,Brighton High School Bldg,25 Warren Street,Brighton,2135,1040,1040,Brighton High,Brighton HS,HS,,,16,4,Jonathan,751997.598536,2952432.80174
-71.14051061722546,42.3420386680756,103,109,141,Baldwin Bldg,121 Corey Road,Brighton,2135,4621,4621,Baldwin ELPA,Baldwin ELPA,ELC,,,4,3,Alex,753354.609161,2949869.27556
-71.13770061590884,42.352058669048986,104,110,142,Jackson Mann Bldg,40 Armington Street,Allston,2134,4610,4610,Horace Mann,Horace Mann K-12,Special,Shared,,65,3,Alex,754098.776714,2953523.97847
-71.13770061590884,42.352058669048986,105,111,142,Jackson Mann Bldg,40 Armington Street,Allston,2134,4620,4620,Jackson/Mann K-8,Jackson/Mann K-8,K-8,Shared,,68,3,Alex,754098.776714,2953523.97847
-71.11791035067431,42.2624191009593,106,112,89,Hyde Park EC,655 Metropolitan Ave,Hyde Park,2136,1285,1285,New Mission High,New Mission HS,6/7-12,Shared,,100,4,Anthony,759643.6966810001,2921172.19422
-71.13411061616895,42.360768671267365,107,113,144,Gardner Bldg,30 Athol Street,Allston,2134,4160,4160,Gardner K-8,Gardner K-8,K-8,,,48,3,Alex,755055.555883,2956702.2253900003
-71.1496106142466,42.26075865213715,108,114,145,Ohrenberger Bldg,175 West Boundary Road,West Roxbury,2132,4410,4410,Ohrenberger 3-8,Ohrenberger 3-8,K-8,,,104,2,Mary,751016.119559,2920239.2452599998
-71.05976976012546,42.31368761178382,109,115,146,Everett Bldg,71 Pleasant Street,Dorchester,2125,4140,4140,Everett Elementary,Everett,ES,,,44,1,Christine,775235.999998,2939640.0
-71.08684032492765,42.28212094476628,110,116,148,"Shaw, P.A. Bldg",429 Norfolk Street,Dorchester,2124,4670,4670,P.A. Shaw (K1-3),P.A. Shaw (K1-3),ES,,,107,2,Kelly,767969.9999909999,2928099.99999
-71.08066201680158,42.2965601131686,111,117,149,"Greenwood, S Bldg",189 Glenway Street,Dorchester,2121,4130,4130,Greenwood Sarah K-8,S. Greenwood K-8,K-8,,,50,2,Joel,769615.999992,2933369.99999
-71.08162523570914,42.30681876066501,112,118,150,Burke High School Bldg,60 Washington Street,Dorchester,2121,1120,1120,Burke High,Burke HS,HS,,,18,4,Anthony,769337.072736,2937107.1289999997
-71.04274058324233,42.31762866625126,113,119,152,Dever Bldg,325 Mt. Vernon Street,Dorchester,2125,4100,4100,Dever Elementary,Dever,ES,,,32,1,Christine,779834.141474,2941100.4128900003
-71.04350058255399,42.318028665529525,114,120,153,Mccormack Bldg,315 Mt. Vernon Street,Dorchester,2125,2190,2190,McCormack Middle,McCormack MS,MS,,,88,1,Christine,779627.818818,2941245.07808
-71.0521512218551,42.33802589334743,115,121,156,Condon Bldg,200 D Street,South Boston,2127,4630,4630,Condon K-8,Condon K-8,K-8,,,27,1,Christine,777250.0,2948520.00001
-71.13288060806134,42.23389864702128,116,122,998,New Roosevelt Bldg,30 Millstone Road,Hyde Park,2136,4193,4193,Roosevelt K-8 (K1-1),Roosevelt Lower (K1-1),K-8,,,113,2,Joel,755586.9786350001,2910470.1729
-71.00504507599945,42.391616179458644,117,123,2,"Bradley Bldg
",110 Beachview Road,East Boston,2128,4062,4062,Bradley Elementary,Bradley,ES,,,15,3,Grace,789872.444619,2968119.6819599997
-71.10691069018256,42.325622122989714,118,124,111,Hennigan Bldg,200 Heath Street,Jamaica Plain,2130,4230,4230,Hennigan K-8,Hennigan K-8,K-8,Shared,,59,3,Alex,762465.838572,2943926.85873
-71.09189059700259,42.27178865474239,119,125,76,Mattapan Eec Bldg,108 Babson Street,Mattapan,2126,4440,4440,Ellison/ Parks ELC,Ellison/ Parks ELC,ELC,,,42,2,Kelly,766621.396246,2924328.19243
-71.09929060184345,42.314128662932774,120,126,106,Greater Egleston High,80 School Street,Roxbury,2119,1430,1430,Greater Egleston High,Greater Egleston HS,HS,,,49,4,Freddie,764546.119796,2939748.03389
-71.11386744155621,42.30703515331264,121,128,123,Agassiz Building,20 Child St,Jamaica Plain,2130,4285,4285,Mission Hill K-8,Mission Hill K-8,K-8,Shared,,97,2,Mary,760615.274078,2937144.8560200003
-71.11448218532625,42.30720829286413,122,129,123,Agassiz Building,20 Child St,Jamaica Plain,2130,1053,1053,Margarita Muniz Academy,Muniz Academy,HS,Shared,,84,4,Jonathan,760448.702561,2937207.19875
-71.07337366277201,42.32192747253831,123,130,30,Emerson Building,6 Shirley St,Roxbury,2119,4123,4123,Dudley Street Neighborhood Charter School,Dudley St NCS,ES,,,34,1,Marice,771541.56295,2942624.04362
-71.10656366480434,42.33393142589264,124,131,114,Farragut Building,10 Fenwood Road,Jamaica Plain,2115,1441,1441,Kennedy Health Careers Academy (9-10),Kennedy HCA (9-10),HS,,,70,4,Jonathan,762545.712954,2946955.3512
-71.11788606569694,42.26322789711886,125,132,89,Hyde Park EC,655 Metropolitan Ave,Hyde Park,2136,1195,1195,Community Leadership Academy,BCLA,HS,Shared,,26,4,Anthony,759599.764602,2921175.94527
-71.05487078538347,42.36591095888185,126,1335,1000,Eliot Bldg,173 Salem Street,Boston,2113,4381,4381,Eliot K-8,Eliot K-8,K-8,,,40,1,Marice,776462.973,2958675.5310000004
-71.09202957055001,42.317660189389244,127,1736,52,Higginson Bldg,160 Harrishof Street,Roxbury,2119,4241,4241,Higginson Elementary (K1-2),Higginson (K1-2),ES,,,61,1,Marice,766503.829431,2941044.2902900004
-71.03794008198359,42.37156843613758,128,2136,0,Alighieri Bldg,37 Gove St.,East Boston,2128,4321,4321,Alighieri Montessori,Alighieri,ES,,,2,1,Marice,781025.956811,2960764.0178099996
-71.06814953601999,42.34876970981879,129,2938,0,Church Street Bldg,20 Church Street,Boston,2116,1215,1215,Boston Adult Tech Acad,BATA,Special,,,8,4,Freddie,772904.812815,2952412.93842
-71.14596105872063,42.350440724681775,130,2946,139,Taft Bldg,20 Warren Street,Brighton,2135,1470,1470,Boston Green Academy,Boston Green Academy,6/7-12,,,11,4,Jonathan,751868.3851020001,2952924.99053
-71.08050441034351,42.32615284709589,131,3346,150,Dearborn Bldg,35 Greenville Street,Roxbury,2119,1260,1260,Dearborn Academy,Dearborn Academy,6/7-12,,,31,4,Anthony,769605.963,2944154.655
