# Data extracted from the United States Geological Survey Advanced National Seismic System Comprehensive Earthquake Catalog (USGS ANSS ComCat), available here https://earthquake.usgs.gov/data/comcat/
# The loc_name, loc_admin1, loc_admin2, and loc_cc fields were added based on the latitude and longitude fields using the reverse_geocoder package, https://github.com/thampiman/reverse-geocoder.
time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,loc_name,loc_admin1,loc_admin2,loc_cc
1966-06-28 23:57:25.990,35.8183333,-120.2948333,6.0,3.38,ml,6.0,252.0,1.454,0.49,ci,ci3330142,2016-01-28T19:54:09.480Z,"11km N of Cholame, CA",earthquake,3.22,31.61,0.059000000000000004,5.0,reviewed,ci,ci,Shandon,California,San Luis Obispo County,US
1966-06-29 02:19:41.860,35.854833299999996,-120.46983329999999,6.0,3.9,ml,11.0,253.0,1.331,0.56,ci,ci3330143,2016-01-28T19:36:56.850Z,"6km SW of Parkfield, CA",earthquake,2.64,31.61,0.18899999999999997,12.0,reviewed,ci,ci,Shandon,California,San Luis Obispo County,US
1966-07-01 01:17:36.340,35.755166700000004,-120.32483329999998,4.54,1.1,ma,4.0,238.0,0.01081,0.12,nc,nc1000000,2016-12-08T18:50:10.701Z,Central California,earthquake,7.9,9.25,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 01:55:10.780,35.796,-120.33416670000001,7.72,0.3,ma,4.0,101.0,0.019819999999999997,0.02,nc,nc1000001,2016-12-08T18:50:15.225Z,Central California,earthquake,1.5,6.48,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 02:30:10.780,35.8031667,-120.34100000000001,7.64,0.7,ma,4.0,112.0,0.018019999999999998,0.02,nc,nc1000002,2016-12-08T18:50:19.689Z,Central California,earthquake,1.95,6.43,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 03:01:41.730,35.9276667,-120.47183329999999,4.792,2.1,ma,6.0,164.0,0.136,0.02,nc,nc1000003,2016-12-08T18:50:23.987Z,Central California,earthquake,1.23,3.49,,0.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1966-07-01 03:51:35.220,35.772833299999995,-120.30366670000001,4.412,0.9,ma,6.0,108.0,0.018019999999999998,0.13,nc,nc1000004,2016-12-08T18:50:28.168Z,Central California,earthquake,0.71,1.51,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 05:46:24.580,35.7891667,-120.32766670000001,9.812000000000001,1.1,ma,6.0,89.0,0.024319999999999998,0.03,nc,nc1000005,2016-12-08T18:50:33.654Z,Central California,earthquake,0.71,1.86,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 06:02:35.020,35.8635,-120.39166670000002,4.262,1.3,ma,6.0,300.0,0.04505,0.03,nc,nc1000006,2016-12-08T18:50:38.874Z,Central California,earthquake,3.94,1.02,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 09:08:12.290,35.804333299999996,-120.33583329999999,10.15,0.6,ma,4.0,269.0,0.02162,0.0,nc,nc1000008,2016-12-08T18:50:49.095Z,Central California,earthquake,2.42,2.75,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 09:24:10.780,35.7931667,-120.33833329999999,3.58,0.5,ma,4.0,236.0,0.015319999999999999,0.0,nc,nc1000009,2016-12-08T18:50:53.395Z,Central California,earthquake,1.43,1.43,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 09:41:22.180,35.9463333,-120.47,11.655,3.2,ma,7.0,171.0,0.1802,0.02,nc,nc1000010,2016-12-08T18:50:57.362Z,Central California,earthquake,1.86,0.77,,0.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1966-07-01 10:23:22.180,35.8076667,-120.34616670000001,10.360999999999999,1.1,ma,5.0,155.0,0.01892,0.02,nc,nc1000011,2016-12-08T18:51:01.453Z,Central California,earthquake,1.23,2.14,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 11:29:13.450,35.7846667,-120.32883329999999,4.081,1.2,ma,5.0,162.0,0.024319999999999998,0.02,nc,nc1000012,2016-12-08T18:51:06.136Z,Central California,earthquake,0.65,0.99,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 12:00:07.140,35.7705,-120.31833329999999,8.76,0.5,ma,4.0,195.0,0.015319999999999999,0.0,nc,nc1000015,2016-12-08T18:51:19.415Z,Central California,earthquake,1.04,1.98,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 12:28:06.500,35.845,-120.3695,7.431,1.7,ma,5.0,313.0,0.01892,0.0,nc,nc1000017,2016-12-08T18:51:29.132Z,Central California,earthquake,2.54,1.85,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 12:31:09.490,35.7798333,-120.31083329999998,8.811,2.6,ma,5.0,176.0,0.024319999999999998,0.03,nc,nc1000018,2016-12-08T18:51:34.390Z,Central California,earthquake,0.92,1.61,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 12:52:01.190,35.786333299999995,-120.31316670000001,4.581,0.6,ma,5.0,179.0,0.03063,0.09,nc,nc1000019,2016-12-08T18:51:38.926Z,Central California,earthquake,0.94,1.43,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 13:09:20.560,35.7845,-120.32600000000001,3.261,0.8,ma,5.0,166.0,0.02613,0.04,nc,nc1000020,2016-12-08T18:51:44.160Z,Central California,earthquake,0.68,1.09,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 13:18:12.420,35.8048333,-120.3391667,12.42,1.0,ma,4.0,274.0,0.019819999999999997,0.01,nc,nc1000021,2016-12-08T18:51:50.142Z,Central California,earthquake,2.7,3.55,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 13:29:45.730,35.7575,-120.31183329999999,6.441,0.8,ma,5.0,161.0,0.001802,0.07,nc,nc1000022,2016-12-08T18:51:57.665Z,Central California,earthquake,0.84,1.32,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 13:33:08.020,35.780333299999995,-120.32,4.35,0.7,ma,4.0,210.0,0.025230000000000002,0.0,nc,nc1000023,2016-12-08T18:52:05.749Z,Central California,earthquake,0.78,1.05,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 13:39:58.930,35.776166700000005,-120.3453333,2.451,0.1,ma,5.0,134.0,0.018019999999999998,0.14,nc,nc1000024,2016-12-08T18:52:12.606Z,Central California,earthquake,0.93,1.59,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 14:20:19.530,35.8125,-120.33683329999998,10.9,1.3,ma,4.0,285.0,0.027030000000000002,0.0,nc,nc1000026,2016-12-08T18:52:23.989Z,Central California,earthquake,2.84,3.01,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 14:46:46.740,35.793833299999996,-120.33116670000001,8.461,1.6,ma,5.0,167.0,0.02162,0.01,nc,nc1000028,2016-12-08T18:52:32.660Z,Central California,earthquake,0.9,1.57,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 15:03:11.100,35.8645,-120.39216670000002,3.991,1.6,ma,6.0,175.0,0.04595,0.05,nc,nc1000029,2016-12-08T18:52:36.565Z,Central California,earthquake,1.34,0.73,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 16:53:26.970,35.764166700000004,-120.37799999999999,13.065,0.7,ma,5.0,211.0,0.03153,0.13,nc,nc1000030,2016-12-08T18:52:40.642Z,Central California,earthquake,3.52,5.74,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 18:08:03.280,35.7568333,-120.30783329999998,4.488,0.7,ma,5.0,120.0,0.003604,0.07,nc,nc1000031,2016-12-08T18:52:44.506Z,Central California,earthquake,0.78,1.57,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 18:30:41.310,35.7675,-120.31483329999999,8.68,0.7,ma,6.0,99.0,0.01171,0.06,nc,nc1000032,2016-12-08T18:52:48.291Z,Central California,earthquake,0.69,1.82,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 18:31:00.260,35.7666667,-120.316,7.007999999999999,0.1,ma,4.0,109.0,0.04144,0.0,nc,nc1000033,2016-12-08T18:52:52.171Z,Central California,earthquake,0.65,3.23,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 18:46:20.930,35.8223333,-120.35700000000001,4.352,0.8,ma,7.0,187.0,0.009009,0.03,nc,nc1000034,2016-12-08T18:52:55.859Z,Central California,earthquake,1.21,1.31,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 20:04:50.700,35.8068333,-120.33783329999999,3.508,0.3,ma,6.0,110.0,0.02252,0.04,nc,nc1000035,2016-12-08T18:53:00.162Z,Central California,earthquake,0.57,1.47,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 20:09:15.400,35.7855,-120.33116670000001,8.28,0.1,ma,6.0,136.0,0.02162,0.01,nc,nc1000036,2016-12-08T18:53:03.947Z,Central California,earthquake,0.83,1.67,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 22:06:48.290,35.775833299999995,-120.303,4.468,2.0,ma,7.0,108.0,0.02162,0.13,nc,nc1000038,2016-12-08T18:53:12.475Z,Central California,earthquake,0.69,1.53,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 22:14:59.400,35.7901667,-120.33216670000002,10.529000000000002,0.7,ma,5.0,227.0,0.02072,0.0,nc,nc1000039,2016-12-08T18:53:16.374Z,Central California,earthquake,1.64,2.48,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 23:09:37.390,35.849166700000005,-120.3795,4.4719999999999995,0.3,ma,6.0,292.0,0.02793,0.04,nc,nc1000040,2016-12-08T18:53:20.494Z,Central California,earthquake,2.94,1.3,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 23:10:41.320,35.8158333,-120.35233329999998,5.432,0.6,ma,6.0,164.0,0.015319999999999999,0.03,nc,nc1000041,2016-12-08T18:53:24.780Z,Central California,earthquake,1.02,1.55,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-01 23:57:33.720,35.8466667,-120.37833329999998,5.312,0.4,ma,5.0,288.0,0.025230000000000002,0.0,nc,nc1000042,2016-12-08T18:53:29.056Z,Central California,earthquake,2.57,1.35,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 01:08:41.550,35.8875,-120.41966670000001,6.372000000000001,2.7,ma,7.0,158.0,0.07837999999999999,0.04,nc,nc1000043,2016-12-08T18:53:33.583Z,Central California,earthquake,0.94,1.25,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 01:42:56.340,35.8033333,-120.33883329999999,10.378,1.7,ma,7.0,106.0,0.019819999999999997,0.07,nc,nc1000044,2016-12-08T18:53:38.103Z,Central California,earthquake,1.15,2.42,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 02:17:32.380,35.841666700000005,-120.381,6.232,0.8,ma,6.0,287.0,0.024319999999999998,0.06,nc,nc1000045,2016-12-08T18:53:42.700Z,Central California,earthquake,2.81,1.97,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 02:51:23.510,35.806,-120.34899999999999,6.5920000000000005,0.6,ma,7.0,146.0,0.01622,0.08,nc,nc1000047,2016-12-08T18:53:52.376Z,Central California,earthquake,1.04,1.72,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 03:38:27.440,35.7801667,-120.32566670000001,7.986000000000001,1.0,ma,5.0,121.0,0.02793,0.01,nc,nc1000048,2016-12-08T18:53:56.939Z,Central California,earthquake,1.0,2.46,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 03:58:29.850,35.7813333,-120.3285,6.888,0.1,ma,4.0,123.0,0.025230000000000002,0.0,nc,nc1000049,2016-12-08T18:54:02.078Z,Central California,earthquake,0.94,2.97,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 04:06:04.860,35.9806667,-120.50933329999998,8.115,1.8,ma,9.0,168.0,0.1964,0.03,nc,nc1000050,2016-12-08T18:54:06.861Z,Central California,earthquake,1.5,2.48,,0.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1966-07-02 05:52:22.430,35.838333299999995,-120.37333329999998,5.315,0.2,ma,5.0,283.0,0.04865,0.02,nc,nc1000051,2016-12-08T18:54:11.450Z,Central California,earthquake,2.87,1.09,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 06:23:00.260,35.8078333,-120.34133329999999,5.127999999999999,0.6,ma,7.0,119.0,0.02162,0.02,nc,nc1000052,2016-12-08T18:54:16.492Z,Central California,earthquake,0.69,1.24,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 06:39:53.530,35.768,-120.31166670000002,9.15,0.3,ma,6.0,102.0,0.01171,0.02,nc,nc1000053,2016-12-08T18:54:21.204Z,Central California,earthquake,0.63,1.7,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 07:03:32.670,35.866833299999996,-120.3955,4.052,2.0,ma,8.0,154.0,0.04955,0.03,nc,nc1000054,2016-12-08T18:54:26.370Z,Central California,earthquake,0.75,1.09,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 07:11:20.200,35.804,-120.33783329999999,2.978,0.3,ma,6.0,104.0,0.02072,0.03,nc,nc1000055,2016-12-08T18:54:32.643Z,Central California,earthquake,0.45,1.32,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 07:21:13.110,35.8055,-120.34466670000002,10.027999999999999,1.0,ma,7.0,128.0,0.018019999999999998,0.03,nc,nc1000056,2016-12-08T18:54:38.094Z,Central California,earthquake,1.07,2.04,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 07:37:20.090,35.769,-120.31566670000001,7.9079999999999995,1.1,ma,7.0,98.0,0.01351,0.07,nc,nc1000057,2016-12-08T18:54:42.852Z,Central California,earthquake,0.67,1.52,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 07:51:22.100,35.8143333,-120.34483329999999,3.838,0.5,ma,7.0,133.0,0.018019999999999998,0.03,nc,nc1000058,2016-12-08T18:54:47.456Z,Central California,earthquake,0.82,1.3,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 09:30:13.470,35.789666700000005,-120.319,4.0280000000000005,0.8,ma,7.0,93.0,0.03153,0.05,nc,nc1000062,2016-12-08T18:55:07.146Z,Central California,earthquake,0.44,1.17,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 09:40:16.830,35.7898333,-120.33200000000001,4.238,0.6,ma,7.0,88.0,0.02072,0.03,nc,nc1000064,2016-12-08T18:55:15.376Z,Central California,earthquake,0.44,1.07,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 10:44:38.140,35.9331667,-120.46766670000001,4.622,1.2,ma,8.0,163.0,0.1378,0.04,nc,nc1000065,2016-12-08T18:55:19.575Z,Central California,earthquake,1.29,2.14,,0.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1966-07-02 11:31:54.630,35.763000000000005,-120.31533329999999,6.871,0.5,ma,5.0,150.0,0.007206999999999999,0.02,nc,nc1000066,2016-12-08T18:55:23.649Z,Central California,earthquake,0.74,1.43,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 11:42:11.220,35.8291667,-120.3665,9.85,0.6,ma,6.0,275.0,0.03874,0.04,nc,nc1000067,2016-12-08T18:55:27.816Z,Central California,earthquake,2.83,2.55,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 12:08:35.750,35.786666700000005,-120.3265,8.578,3.7,ma,8.0,86.0,0.025230000000000002,0.04,nc,nc1000068,2016-12-08T18:55:31.977Z,Central California,earthquake,0.6,0.65,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 12:16:15.050,35.7928333,-120.33533329999999,9.468,3.4,ma,8.0,89.0,0.018019999999999998,0.03,nc,nc1000069,2016-12-08T18:55:36.231Z,Central California,earthquake,0.57,0.61,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 12:25:07.880,35.797,-120.32816670000001,8.677999999999999,3.1,ma,8.0,101.0,0.024319999999999998,0.08,nc,nc1000070,2016-12-08T18:55:40.495Z,Central California,earthquake,0.67,0.72,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 12:37:15.500,35.787833299999996,-120.32799999999999,8.058,1.0,ma,7.0,86.0,0.024319999999999998,0.04,nc,nc1000071,2016-12-08T18:55:45.033Z,Central California,earthquake,0.62,1.51,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 13:58:01.550,35.9003333,-120.4318333,5.652,1.6,ma,8.0,160.0,0.09369,0.04,nc,nc1000072,2016-12-08T18:55:49.876Z,Central California,earthquake,1.03,1.43,,0.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1966-07-02 14:16:03.220,35.796,-120.34,9.277999999999999,0.8,ma,7.0,92.0,0.015319999999999999,0.02,nc,nc1000073,2016-12-08T18:55:54.264Z,Central California,earthquake,0.76,1.71,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 14:33:27.620,35.7978333,-120.33133329999998,2.198,0.4,ma,7.0,101.0,0.02252,0.04,nc,nc1000074,2016-12-08T18:55:58.700Z,Central California,earthquake,0.38,1.48,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 14:43:05.400,35.8053333,-120.3395,4.398,0.4,ma,7.0,110.0,0.02072,0.01,nc,nc1000075,2016-12-08T18:56:02.936Z,Central California,earthquake,0.58,1.17,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 20:49:23.650,35.7946667,-120.3335,8.48,1.1,ma,5.0,170.0,0.019819999999999997,0.0,nc,nc1000078,2016-12-08T18:56:14.983Z,Central California,earthquake,0.92,2.26,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 20:57:27.250,35.831166700000004,-120.359,12.952,2.1,ma,7.0,265.0,0.0045049999999999995,0.08,nc,nc1000079,2016-12-08T18:56:20.137Z,Central California,earthquake,2.56,3.67,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 21:53:20.720,35.7778333,-120.32066670000002,8.23,0.6,ma,6.0,115.0,0.02342,0.03,nc,nc1000080,2016-12-08T18:56:24.791Z,Central California,earthquake,0.62,1.61,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 22:09:38.930,35.7918333,-120.3285,9.242,2.0,ma,7.0,92.0,0.02342,0.07,nc,nc1000081,2016-12-08T18:56:29.180Z,Central California,earthquake,0.68,0.74,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-02 23:11:59.290,35.7941667,-120.32083329999999,5.452000000000001,1.8,ma,6.0,101.0,0.02973,0.07,nc,nc1000082,2016-12-08T18:56:33.511Z,Central California,earthquake,0.57,1.42,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 00:03:16.640,35.8393333,-120.37100000000001,6.652,1.7,ma,6.0,283.0,0.01622,0.03,nc,nc1000083,2016-12-08T18:56:38.413Z,Central California,earthquake,2.32,1.68,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 00:14:59.240,35.8023333,-120.33866670000002,9.591000000000001,0.8,ma,5.0,164.0,0.01892,0.03,nc,nc1000084,2016-12-08T18:56:42.817Z,Central California,earthquake,1.04,1.98,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 01:50:52.090,35.822166700000004,-120.34466670000002,5.218999999999999,0.7,ma,4.0,198.0,0.01171,0.01,nc,nc1000085,2016-12-08T18:56:47.234Z,Central California,earthquake,1.28,1.92,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 02:03:44.560,35.8233333,-120.33933329999999,12.460999999999999,1.6,ma,5.0,202.0,0.01441,0.03,nc,nc1000086,2016-12-08T18:56:51.561Z,Central California,earthquake,1.77,2.92,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 03:02:45.450,35.805,-120.333,10.45,0.3,ma,4.0,268.0,0.024319999999999998,0.0,nc,nc1000087,2016-12-08T18:56:55.708Z,Central California,earthquake,2.44,2.83,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 04:49:04.560,35.8151667,-120.329,4.831,1.4,ma,5.0,198.0,0.025230000000000002,0.02,nc,nc1000089,2016-12-08T18:57:03.940Z,Central California,earthquake,0.85,1.45,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 05:30:55.810,35.897833299999995,-120.42716670000001,11.012,2.6,ma,8.0,160.0,0.09009,0.02,nc,nc1000090,2016-12-08T18:57:07.943Z,Central California,earthquake,0.93,1.16,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 05:59:24.510,35.847,-120.385,5.489,0.1,ma,4.0,292.0,0.060360000000000004,0.01,nc,nc1000091,2016-12-08T18:57:11.906Z,Central California,earthquake,3.77,1.84,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 06:27:06.110,35.93,-120.4551667,5.1160000000000005,1.1,ma,6.0,165.0,0.1604,0.09,nc,nc1000092,2016-12-08T18:57:15.772Z,Central California,earthquake,1.62,2.91,,0.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1966-07-03 07:09:13.300,35.795333299999996,-120.33383329999998,8.685,0.3,ma,5.0,172.0,0.019819999999999997,0.0,nc,nc1000093,2016-12-08T18:57:19.825Z,Central California,earthquake,1.31,1.96,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 09:03:48.760,35.9093333,-120.43633329999999,8.652000000000001,1.8,ma,7.0,162.0,0.1036,0.04,nc,nc1000094,2016-12-08T18:57:23.882Z,Central California,earthquake,1.17,0.99,,0.0,reviewed,nc,nc,Coalinga,California,Fresno County,US
1966-07-03 09:24:24.760,35.756666700000004,-120.30966670000001,5.635,0.1,ma,5.0,106.0,0.002703,0.02,nc,nc1000095,2016-12-08T18:57:28.328Z,Central California,earthquake,0.48,1.18,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 09:24:29.380,35.8003333,-120.33233329999999,3.3689999999999998,0.4,ma,4.0,189.0,0.02252,0.01,nc,nc1000096,2016-12-08T18:57:32.673Z,Central California,earthquake,0.73,1.44,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 10:39:30.620,35.783666700000005,-120.3235,3.622,1.1,ma,6.0,84.0,0.02883,0.02,nc,nc1000097,2016-12-08T18:57:36.866Z,Central California,earthquake,0.4,1.0,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 10:53:22.850,35.885999999999996,-120.4155,5.892,1.3,ma,7.0,158.0,0.07477,0.05,nc,nc1000098,2016-12-08T18:57:40.843Z,Central California,earthquake,1.42,1.16,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
1966-07-03 13:55:07.270,35.8046667,-120.3355,3.802,0.5,ma,6.0,109.0,0.02252,0.01,nc,nc1000099,2016-12-08T18:57:45.084Z,Central California,earthquake,0.51,1.18,,0.0,reviewed,nc,nc,Shandon,California,San Luis Obispo County,US
