,time,data_values
78,2010-04-27,262.039989
79,2010-04-28,261.600006
80,2010-04-29,268.640007
81,2010-04-30,261.090008
82,2010-05-03,266.34999500000004
83,2010-05-04,258.679993
84,2010-05-05,255.989998
85,2010-05-06,246.249989
86,2010-05-07,235.860004
87,2010-05-10,253.990005
88,2010-05-11,256.51999700000005
89,2010-05-12,262.090004
90,2010-05-13,258.360012
91,2010-05-14,253.819988
92,2010-05-17,254.219997
93,2010-05-18,252.360008
94,2010-05-19,248.339996
95,2010-05-20,237.75999500000003
96,2010-05-21,242.319992
97,2010-05-24,246.759987
98,2010-05-25,245.220005
99,2010-05-26,244.109993
100,2010-05-27,253.349991
101,2010-05-28,256.880005
102,2010-06-01,260.830002
103,2010-06-02,263.949993
104,2010-06-03,263.11998700000004
105,2010-06-04,255.960011
106,2010-06-07,250.940002
107,2010-06-08,249.330006
108,2010-06-09,243.200012
109,2010-06-10,250.510006
110,2010-06-11,253.50999500000003
111,2010-06-14,254.27999900000003
112,2010-06-15,259.690002
113,2010-06-16,267.249989
114,2010-06-17,271.86998700000004
115,2010-06-18,274.070011
116,2010-06-21,270.170002
117,2010-06-22,273.850006
118,2010-06-23,270.969994
119,2010-06-24,268.999989
120,2010-06-25,266.699989
121,2010-06-28,268.299999
122,2010-06-29,256.170002
123,2010-06-30,251.530003
124,2010-07-01,248.48
125,2010-07-02,246.939991
126,2010-07-06,248.62999
127,2010-07-07,258.670006
128,2010-07-08,258.089993
129,2010-07-09,259.61998700000004
130,2010-07-12,257.290001
131,2010-07-13,251.799995
132,2010-07-14,252.730003
133,2010-07-15,251.450001
134,2010-07-16,249.900005
135,2010-07-19,245.580013
136,2010-07-20,251.890011
137,2010-07-21,254.239998
138,2010-07-22,259.02
139,2010-07-23,259.939995
140,2010-07-26,259.280006
141,2010-07-27,264.080009
142,2010-07-28,260.959991
143,2010-07-29,258.10999300000003
144,2010-07-30,257.25
145,2010-08-02,261.849998
146,2010-08-03,261.93
147,2010-08-04,262.980011
148,2010-08-05,261.700008
149,2010-08-06,260.090012
150,2010-08-09,261.749996
151,2010-08-10,259.409996
152,2010-08-11,250.18999900000003
153,2010-08-12,251.790009
154,2010-08-13,249.099987
155,2010-08-16,247.640007
156,2010-08-17,251.970013
157,2010-08-18,253.070011
158,2010-08-19,249.880005
159,2010-08-20,249.639999
160,2010-08-23,245.799992
161,2010-08-24,239.930004
162,2010-08-25,242.889992
163,2010-08-26,240.27999900000003
164,2010-08-27,241.620003
165,2010-08-30,242.499996
166,2010-08-31,243.10001
167,2010-09-01,250.330002
168,2010-09-02,252.169991
169,2010-09-03,258.770008
170,2010-09-07,257.810013
171,2010-09-08,262.92001
172,2010-09-09,263.07
173,2010-09-10,263.410007
174,2010-09-13,267.039997
175,2010-09-14,268.059994
176,2010-09-15,270.21999
177,2010-09-16,276.569988
178,2010-09-17,275.36998700000004
179,2010-09-20,283.230007
180,2010-09-21,283.769993
181,2010-09-22,287.750004
182,2010-09-23,288.9199910000001
183,2010-09-24,292.319988
184,2010-09-27,291.159988
185,2010-09-28,286.859997
186,2010-09-29,287.369995
187,2010-09-30,283.749992
188,2010-10-01,282.5200040000001
189,2010-10-04,278.639996
190,2010-10-05,288.939991
191,2010-10-06,289.1900100000001
192,2010-10-07,289.2199970000001
193,2010-10-08,294.069988
194,2010-10-11,295.360004
195,2010-10-12,298.539997
196,2010-10-13,300.140007
197,2010-10-14,302.30999
198,2010-10-15,314.739994
199,2010-10-18,317.999989
200,2010-10-19,309.489994
201,2010-10-20,310.529991
202,2010-10-21,309.520008
203,2010-10-22,307.470001
204,2010-10-25,308.839993
205,2010-10-26,308.049988
206,2010-10-27,307.830009
207,2010-10-28,305.23999
208,2010-10-29,300.98
209,2010-11-01,304.179993
210,2010-11-02,309.360004
211,2010-11-03,312.800003
212,2010-11-04,318.270008
213,2010-11-05,317.130009
214,2010-11-08,318.620003
215,2010-11-09,316.079998
216,2010-11-10,318.030003
217,2010-11-11,316.649998
218,2010-11-12,308.029987
219,2010-11-15,307.040005
220,2010-11-16,301.59
221,2010-11-17,300.499989
222,2010-11-18,308.429996
223,2010-11-19,306.730011
224,2010-11-22,313.3599890000001
225,2010-11-23,308.7300029999999
226,2010-11-24,314.799995
227,2010-11-26,315.0
228,2010-11-29,316.870003
229,2010-11-30,311.150005
230,2010-12-01,316.400005
231,2010-12-02,318.150005
232,2010-12-03,317.440002
233,2010-12-06,320.149998
234,2010-12-07,318.210007
235,2010-12-08,321.009991
236,2010-12-09,319.760002
237,2010-12-10,320.559994
238,2010-12-13,321.670006
239,2010-12-14,320.290001
240,2010-12-15,320.3599890000001
241,2010-12-16,321.249996
242,2010-12-17,320.610008
243,2010-12-20,322.209991
244,2010-12-21,324.199997
245,2010-12-22,325.159992
246,2010-12-23,323.60001
247,2010-12-27,324.680008
248,2010-12-28,325.470013
249,2010-12-29,325.290009
250,2010-12-30,323.660011
251,2010-12-31,322.560013
252,2011-01-03,329.57
253,2011-01-04,331.290012
254,2011-01-05,334.000008
255,2011-01-06,333.729988
256,2011-01-07,336.120003
257,2011-01-10,342.450001
258,2011-01-11,341.639996
259,2011-01-12,344.420006
260,2011-01-13,345.680008
261,2011-01-14,348.479992
262,2011-01-18,340.650013
263,2011-01-19,338.840012
264,2011-01-20,332.680004
265,2011-01-21,326.720001
266,2011-01-24,337.449993
267,2011-01-25,341.39999
268,2011-01-26,343.850006
269,2011-01-27,343.209991
270,2011-01-28,336.100002
271,2011-01-31,339.319996
272,2011-02-01,345.030006
273,2011-02-02,344.320004
274,2011-02-03,343.4400100000001
275,2011-02-04,346.5
276,2011-02-07,351.87999
277,2011-02-08,355.200012
278,2011-02-09,358.16
279,2011-02-10,354.539997
280,2011-02-11,356.85001
281,2011-02-14,359.179996
282,2011-02-15,359.900013
283,2011-02-16,363.129993
284,2011-02-17,358.300003
285,2011-02-18,350.560013
286,2011-02-22,338.6099930000001
287,2011-02-23,342.619991
288,2011-02-24,342.879997
289,2011-02-25,348.160011
290,2011-02-28,353.210007
291,2011-03-01,349.309998
292,2011-03-02,352.119995
293,2011-03-03,359.560005
294,2011-03-04,359.999989
295,2011-03-07,355.3599890000001
296,2011-03-08,355.759998
297,2011-03-09,352.46999
298,2011-03-10,346.6699910000001
299,2011-03-11,351.990005
300,2011-03-14,353.560001
301,2011-03-15,345.4299890000001
302,2011-03-16,330.01001
303,2011-03-17,334.639996
304,2011-03-18,330.669998
305,2011-03-21,339.299995
306,2011-03-22,341.200012
307,2011-03-23,339.190006
308,2011-03-24,344.970005
309,2011-03-25,351.540009
310,2011-03-28,350.4400100000001
311,2011-03-29,350.959995
312,2011-03-30,348.630009
313,2011-03-31,348.5100060000001
314,2011-04-01,344.560009
315,2011-04-04,341.189999
316,2011-04-05,338.8899990000001
317,2011-04-06,338.0399930000001
318,2011-04-07,338.079994
319,2011-04-08,335.060005
320,2011-04-11,330.799988
321,2011-04-12,332.399998
322,2011-04-13,336.12999
323,2011-04-14,332.419998
324,2011-04-15,327.459991
325,2011-04-18,331.849998
326,2011-04-19,337.8599890000001
327,2011-04-20,342.41
328,2011-04-21,350.699989
329,2011-04-25,353.010002
330,2011-04-26,350.42001
331,2011-04-27,350.14999
332,2011-04-28,346.749992
333,2011-04-29,350.12999
334,2011-05-02,346.2799950000001
335,2011-05-03,348.200012
336,2011-05-04,349.570004
337,2011-05-05,346.749992
338,2011-05-06,346.660004
339,2011-05-09,347.599998
340,2011-05-10,349.450001
341,2011-05-11,347.2300029999999
342,2011-05-12,346.569988
343,2011-05-13,340.499996
344,2011-05-16,333.299992
345,2011-05-17,336.140003
346,2011-05-18,339.869995
347,2011-05-19,340.53001
348,2011-05-20,335.220009
349,2011-05-23,334.39999
350,2011-05-24,332.190006
351,2011-05-25,336.779991
352,2011-05-26,335.000004
353,2011-05-27,337.409992
354,2011-05-31,347.82999
355,2011-06-01,345.509991
356,2011-06-02,346.099991
357,2011-06-03,343.4400100000001
358,2011-06-06,338.0399930000001
359,2011-06-07,332.039989
360,2011-06-08,332.239994
361,2011-06-09,331.48999
362,2011-06-10,325.900009
363,2011-06-13,326.599998
364,2011-06-14,332.439999
365,2011-06-15,326.749989
366,2011-06-16,325.159992
367,2011-06-17,320.259987
368,2011-06-20,315.320007
369,2011-06-21,325.299995
370,2011-06-22,322.6100009999999
371,2011-06-23,331.230011
372,2011-06-24,326.350006
373,2011-06-27,332.039989
374,2011-06-28,335.26001
375,2011-06-29,334.040009
376,2011-06-30,335.670006
377,2011-07-01,343.2600060000001
378,2011-07-05,349.43
379,2011-07-06,351.759987
380,2011-07-07,357.200005
381,2011-07-08,359.709995
382,2011-07-11,354.000011
383,2011-07-12,353.749992
384,2011-07-13,358.0199970000001
385,2011-07-14,357.7700040000001
386,2011-07-15,364.919994
387,2011-07-18,373.800011
388,2011-07-19,376.849987
389,2011-07-20,386.89999
390,2011-07-21,387.290012
391,2011-07-22,393.300003
392,2011-07-25,398.499989
393,2011-07-26,403.410007
394,2011-07-27,392.59
395,2011-07-28,391.819996
396,2011-07-29,390.479992
397,2011-08-01,396.749989
398,2011-08-02,388.909996
399,2011-08-03,392.57
400,2011-08-04,377.369999
401,2011-08-05,373.620007
402,2011-08-08,353.210007
403,2011-08-09,374.010002
404,2011-08-10,363.690006
405,2011-08-11,373.700008
406,2011-08-12,376.98999
407,2011-08-15,383.410004
408,2011-08-16,380.480003
409,2011-08-17,380.440002
410,2011-08-18,366.050007
411,2011-08-19,356.029991
412,2011-08-22,356.4399870000001
413,2011-08-23,373.600006
414,2011-08-24,376.180012
415,2011-08-25,373.720009
416,2011-08-26,383.579994
417,2011-08-29,389.969994
418,2011-08-30,389.989994
419,2011-08-31,384.830009
420,2011-09-01,381.030003
421,2011-09-02,374.050003
422,2011-09-06,379.740013
423,2011-09-07,383.929989
424,2011-09-08,384.140007
425,2011-09-09,377.479988
426,2011-09-12,379.939991
427,2011-09-13,384.619991
428,2011-09-14,389.299992
429,2011-09-15,392.959995
430,2011-09-16,400.500008
431,2011-09-19,411.630009
432,2011-09-20,413.449997
433,2011-09-21,412.140007
434,2011-09-22,401.820011
435,2011-09-23,404.299988
436,2011-09-26,403.170002
437,2011-09-27,399.260006
438,2011-09-28,397.009995
439,2011-09-29,390.570007
440,2011-09-30,381.319996
441,2011-10-03,374.600002
442,2011-10-04,372.500008
443,2011-10-05,378.249992
444,2011-10-06,377.369999
445,2011-10-07,369.799999
446,2011-10-10,388.809994
447,2011-10-11,400.289989
448,2011-10-12,402.190006
449,2011-10-13,408.429989
450,2011-10-14,421.999992
451,2011-10-17,419.990013
452,2011-10-18,422.23999800000007
453,2011-10-19,398.619991
454,2011-10-20,395.310009
455,2011-10-21,392.870007
456,2011-10-24,405.770008
457,2011-10-25,397.770012
458,2011-10-26,400.60001
459,2011-10-27,404.69001
460,2011-10-28,404.949989
461,2011-10-31,404.779999
462,2011-11-01,396.51001
463,2011-11-02,397.410004
464,2011-11-03,403.07
465,2011-11-04,400.240002
466,2011-11-07,399.730003
467,2011-11-08,406.229992
468,2011-11-09,395.279995
469,2011-11-10,385.220005
470,2011-11-11,384.619991
471,2011-11-14,379.260002
472,2011-11-15,388.829994
473,2011-11-16,384.770008
474,2011-11-17,377.41
475,2011-11-18,374.94001
476,2011-11-21,369.009995
477,2011-11-22,376.510006
478,2011-11-23,366.990002
479,2011-11-25,363.570004
480,2011-11-28,376.12001
481,2011-11-29,373.199997
482,2011-11-30,382.199989
483,2011-12-01,387.93
484,2011-12-02,389.700001
485,2011-12-05,393.01001
486,2011-12-06,390.949989
487,2011-12-07,389.09
488,2011-12-08,390.659996
489,2011-12-09,393.62001
490,2011-12-12,391.839996
491,2011-12-13,388.809994
492,2011-12-14,380.19001
493,2011-12-15,378.939995
494,2011-12-16,381.019989
495,2011-12-19,382.210003
496,2011-12-20,395.949997
497,2011-12-21,396.450008
498,2011-12-22,398.550003
499,2011-12-23,403.330006
500,2011-12-27,406.529999
501,2011-12-28,402.640003
502,2011-12-29,405.120007
503,2011-12-30,405.000004
504,2012-01-03,411.23
505,2012-01-04,413.44001
506,2012-01-05,418.029995
507,2012-01-06,422.400002
508,2012-01-09,421.73
509,2012-01-10,423.239994
510,2012-01-11,422.549992
511,2012-01-12,421.389992
512,2012-01-13,419.810009
513,2012-01-17,424.700001
514,2012-01-18,429.110008
515,2012-01-19,427.750004
516,2012-01-20,420.30000700000005
517,2012-01-23,427.409996
518,2012-01-24,420.409996
519,2012-01-25,446.659996
520,2012-01-26,444.62999
521,2012-01-27,447.28001
522,2012-01-30,453.009995
523,2012-01-31,456.47998
524,2012-02-01,456.189987
525,2012-02-02,455.12000300000005
526,2012-02-03,459.68
527,2012-02-06,463.969978
528,2012-02-07,468.830009
529,2012-02-08,476.680016
530,2012-02-09,493.170006
531,2012-02-10,493.419998
532,2012-02-13,502.600021
533,2012-02-14,509.459991
534,2012-02-15,497.669975
535,2012-02-16,502.209999
536,2012-02-17,502.12001
537,2012-02-21,514.850021
538,2012-02-22,513.039993
539,2012-02-23,516.3899769999998
540,2012-02-24,522.4099809999999
541,2012-02-27,525.760017
542,2012-02-28,535.410011
543,2012-02-29,542.440025
544,2012-03-01,544.4699780000002
545,2012-03-02,545.180008
546,2012-03-05,533.1600269999999
547,2012-03-06,530.259987
548,2012-03-07,530.6900099999998
549,2012-03-08,541.989975
550,2012-03-09,545.170021
551,2012-03-12,551.999977
552,2012-03-13,568.099998
553,2012-03-14,589.580009
554,2012-03-15,585.5599980000002
555,2012-03-16,585.569984
556,2012-03-19,601.100006
557,2012-03-20,605.959984
558,2012-03-21,602.4999849999998
559,2012-03-22,599.3400190000001
560,2012-03-23,596.050011
561,2012-03-26,606.97998
562,2012-03-27,614.4800190000002
563,2012-03-28,617.62001
564,2012-03-29,609.8599929999998
565,2012-03-30,599.550011
566,2012-04-02,618.6300200000002
567,2012-04-03,629.319984
568,2012-04-04,624.3099900000002
569,2012-04-05,633.679977
570,2012-04-09,636.229996
571,2012-04-10,628.440018
572,2012-04-11,626.20002
573,2012-04-12,622.7699809999998
574,2012-04-13,605.22998
575,2012-04-16,580.1300200000002
576,2012-04-17,609.699989
577,2012-04-18,608.340012
578,2012-04-19,587.439987
579,2012-04-20,572.980003
580,2012-04-23,571.699974
581,2012-04-24,560.280006
582,2012-04-25,610.000023
583,2012-04-26,607.6999969999998
584,2012-04-27,603.000023
585,2012-04-30,583.9799879999998
586,2012-05-01,582.130013
587,2012-05-02,585.97998
588,2012-05-03,581.819992
589,2012-05-04,565.25
590,2012-05-07,569.480003
591,2012-05-08,568.18
592,2012-05-09,569.180023
593,2012-05-10,570.519974
594,2012-05-11,566.710007
595,2012-05-14,558.2199860000002
596,2012-05-15,553.169991
597,2012-05-16,546.0800019999998
598,2012-05-17,530.12001
599,2012-05-18,530.37999
600,2012-05-21,561.279976
601,2012-05-22,556.970024
602,2012-05-23,570.559975
603,2012-05-24,565.320015
604,2012-05-25,562.289986
605,2012-05-29,572.269974
606,2012-05-30,579.1699980000002
607,2012-05-31,577.7300190000002
608,2012-06-01,560.989983
609,2012-06-04,564.289978
610,2012-06-05,562.830025
611,2012-06-06,571.460022
612,2012-06-07,571.720001
613,2012-06-08,580.319984
614,2012-06-11,571.169975
615,2012-06-12,576.159996
616,2012-06-13,572.160011
617,2012-06-14,571.529984
618,2012-06-15,574.12999
619,2012-06-18,585.779976
620,2012-06-19,587.4100269999999
621,2012-06-20,585.739975
622,2012-06-21,577.669991
623,2012-06-22,582.099998
624,2012-06-25,570.77002
625,2012-06-26,572.0300219999998
626,2012-06-27,574.4999849999998
627,2012-06-28,569.04998
628,2012-06-29,584.0000150000002
629,2012-07-02,592.519997
630,2012-07-03,599.4099809999999
631,2012-07-05,609.9399950000002
632,2012-07-06,605.879982
633,2012-07-09,613.889992
634,2012-07-10,608.210022
635,2012-07-11,604.430016
636,2012-07-12,598.900009
637,2012-07-13,604.970001
638,2012-07-16,606.910019
639,2012-07-17,606.93998
640,2012-07-18,606.260017
641,2012-07-19,614.320015
642,2012-07-20,604.300026
643,2012-07-23,603.8300019999998
644,2012-07-24,600.919975
645,2012-07-25,574.970009
646,2012-07-26,574.8800200000002
647,2012-07-27,585.159988
648,2012-07-30,595.0300139999998
649,2012-07-31,610.759987
650,2012-08-01,606.8099900000002
651,2012-08-02,607.789986
652,2012-08-03,615.70002
653,2012-08-06,622.5500030000002
654,2012-08-07,620.910019
655,2012-08-08,619.860008
656,2012-08-09,620.7299879999998
657,2012-08-10,621.6999969999998
658,2012-08-13,630.0
659,2012-08-14,631.690025
660,2012-08-15,630.829979
661,2012-08-16,636.340012
662,2012-08-17,648.110001
663,2012-08-20,665.150017
664,2012-08-21,656.059982
665,2012-08-22,668.869995
666,2012-08-23,662.630013
667,2012-08-24,663.2199860000002
668,2012-08-27,675.679977
669,2012-08-28,674.800011
670,2012-08-29,673.469994
671,2012-08-30,663.869987
672,2012-08-31,665.240005
673,2012-09-04,674.970001
674,2012-09-05,670.230026
675,2012-09-06,676.270004
676,2012-09-07,680.43998
677,2012-09-10,662.739975
678,2012-09-11,660.5900190000001
679,2012-09-12,669.790016
680,2012-09-13,682.980011
681,2012-09-14,691.2800139999998
682,2012-09-17,699.7800219999998
683,2012-09-18,701.910004
684,2012-09-19,702.100021
685,2012-09-20,698.6999969999998
686,2012-09-21,700.089989
687,2012-09-24,690.790016
688,2012-09-25,673.5400089999998
689,2012-09-26,665.179977
690,2012-09-27,681.32
691,2012-09-28,667.100021
692,2012-10-01,659.389992
693,2012-10-02,661.309982
694,2012-10-03,671.449974
695,2012-10-04,666.799988
696,2012-10-05,652.589996
697,2012-10-08,638.170013
698,2012-10-09,635.850014
699,2012-10-10,640.909996
700,2012-10-11,628.099983
701,2012-10-12,629.710007
702,2012-10-15,634.760002
703,2012-10-16,649.789986
704,2012-10-17,644.610001
705,2012-10-18,632.6400070000002
706,2012-10-19,609.8400190000001
707,2012-10-22,634.029999
708,2012-10-23,613.3599929999998
709,2012-10-24,616.829979
710,2012-10-25,609.539986
711,2012-10-26,603.999992
712,2012-10-31,595.320007
713,2012-11-01,596.5400089999998
714,2012-11-02,576.800011
715,2012-11-05,584.620003
716,2012-11-06,582.849976
717,2012-11-07,558.000008
718,2012-11-08,537.7499849999998
719,2012-11-09,547.0599980000002
720,2012-11-12,542.829994
721,2012-11-13,542.900009
722,2012-11-14,536.880005
723,2012-11-15,525.619987
724,2012-11-16,527.680008
725,2012-11-19,565.730011
726,2012-11-20,560.9099809999999
727,2012-11-21,561.700012
728,2012-11-23,571.500023
729,2012-11-26,589.5300219999998
730,2012-11-27,584.780006
731,2012-11-28,582.940018
732,2012-11-29,589.3599780000002
733,2012-11-30,585.279991
734,2012-12-03,586.190025
735,2012-12-04,575.849976
736,2012-12-05,538.7900089999998
737,2012-12-06,547.239975
738,2012-12-07,533.2500150000002
739,2012-12-10,529.819977
740,2012-12-11,541.3900150000002
741,2012-12-12,539.0
742,2012-12-13,529.689987
743,2012-12-14,509.78998600000006
744,2012-12-17,518.829979
745,2012-12-18,533.900017
746,2012-12-19,526.3099900000002
747,2012-12-20,521.7300190000002
748,2012-12-21,519.330017
749,2012-12-24,520.169983
750,2012-12-26,512.999992
751,2012-12-27,515.060013
752,2012-12-28,509.589981
753,2012-12-31,532.169991
754,2013-01-02,549.029976
755,2013-01-03,542.099991
756,2013-01-04,526.999992
757,2013-01-07,523.900002
758,2013-01-08,525.31002
759,2013-01-09,517.100006
760,2013-01-10,523.509979
761,2013-01-11,520.300026
762,2013-01-14,501.750015
763,2013-01-15,485.920013
764,2013-01-16,506.089981
765,2013-01-17,502.68002300000006
766,2013-01-18,500.000015
767,2013-01-22,504.770004
768,2013-01-23,514.010002
769,2013-01-24,450.499977
770,2013-01-25,439.880001
771,2013-01-28,449.830002
772,2013-01-29,458.269981
773,2013-01-30,456.830002
774,2013-01-31,455.48999800000007
775,2013-02-01,453.619995
776,2013-02-04,442.320004
777,2013-02-05,457.840012
778,2013-02-06,457.350014
779,2013-02-07,468.220009
780,2013-02-08,474.980003
781,2013-02-11,479.93002300000006
782,2013-02-12,467.900002
783,2013-02-13,467.009995
784,2013-02-14,466.590012
785,2013-02-15,460.16001100000005
786,2013-02-19,459.990021
787,2013-02-20,448.850006
788,2013-02-21,446.060009
789,2013-02-22,450.80999800000006
790,2013-02-25,442.799988
791,2013-02-26,448.970009
792,2013-02-27,444.569988
793,2013-02-28,441.400009
794,2013-03-01,430.470013
795,2013-03-04,420.049988
796,2013-03-05,431.139988
797,2013-03-06,425.659996
798,2013-03-07,430.580002
799,2013-03-08,431.720001
800,2013-03-11,437.869995
801,2013-03-12,428.429993
802,2013-03-13,428.349991
803,2013-03-14,432.499992
804,2013-03-15,443.660007
805,2013-03-18,455.720016
806,2013-03-19,454.489975
807,2013-03-20,452.079987
808,2013-03-21,452.729988
809,2013-03-22,461.91001100000005
810,2013-03-25,463.580009
811,2013-03-26,461.140007
812,2013-03-27,452.079987
813,2013-03-28,442.66001100000005
814,2013-04-01,428.910004
815,2013-04-02,429.789997
816,2013-04-03,431.989994
817,2013-04-04,427.71999000000005
818,2013-04-05,423.199993
819,2013-04-08,426.209995
820,2013-04-09,426.98
821,2013-04-10,435.689999
822,2013-04-11,434.32999400000006
823,2013-04-12,429.800011
824,2013-04-15,419.85001
825,2013-04-16,426.240009
826,2013-04-17,402.800007
827,2013-04-18,392.049988
828,2013-04-19,390.530006
829,2013-04-22,398.670006
830,2013-04-23,406.12999
831,2013-04-24,405.459988
832,2013-04-25,408.380001
833,2013-04-26,417.199989
834,2013-04-29,430.119991
835,2013-04-30,442.779987
836,2013-05-01,439.290001
837,2013-05-02,445.519997
838,2013-05-03,449.980019
839,2013-05-06,460.709984
840,2013-05-07,458.660004
841,2013-05-08,463.839989
842,2013-05-09,456.7699740000001
843,2013-05-10,452.969994
844,2013-05-13,454.740021
845,2013-05-14,443.860012
846,2013-05-15,428.850002
847,2013-05-16,434.580013
848,2013-05-17,433.26001
849,2013-05-20,442.930004
850,2013-05-21,439.659996
851,2013-05-22,441.349995
852,2013-05-23,442.1399990000001
853,2013-05-24,445.150002
854,2013-05-28,441.44001
855,2013-05-29,444.949997
856,2013-05-30,451.580002
857,2013-05-31,449.730026
858,2013-06-03,450.720009
859,2013-06-04,449.30999
860,2013-06-05,445.110001
861,2013-06-06,438.459995
862,2013-06-07,441.810005
863,2013-06-10,438.889992
864,2013-06-11,437.600002
865,2013-06-12,432.189999
866,2013-06-13,435.959991
867,2013-06-14,430.050003
868,2013-06-17,432.000008
869,2013-06-18,431.769989
870,2013-06-19,422.999989
871,2013-06-20,416.840008
872,2013-06-21,413.500011
873,2013-06-24,402.540001
874,2013-06-25,402.62999
875,2013-06-26,398.069992
876,2013-06-27,393.779987
877,2013-06-28,396.53001
878,2013-07-01,409.219994
879,2013-07-02,418.490005
880,2013-07-03,420.799992
881,2013-07-05,417.419994
882,2013-07-08,415.050007
883,2013-07-09,422.349987
884,2013-07-10,420.730003
885,2013-07-11,427.289993
886,2013-07-12,426.51000199999993
887,2013-07-15,427.44001
888,2013-07-16,430.199993
889,2013-07-17,430.310009
890,2013-07-18,431.76000199999993
891,2013-07-19,424.949993
892,2013-07-22,426.30999800000006
893,2013-07-23,418.98999
894,2013-07-24,440.51000199999993
895,2013-07-25,438.499996
896,2013-07-26,440.990013
897,2013-07-29,447.790009
898,2013-07-30,453.320015
899,2013-07-31,452.529984
900,2013-08-01,456.679985
901,2013-08-02,462.53998600000006
902,2013-08-05,469.449997
903,2013-08-06,465.250008
904,2013-08-07,464.979988
905,2013-08-08,461.010017
906,2013-08-09,454.449974
907,2013-08-12,467.360016
908,2013-08-13,489.569977
909,2013-08-14,498.500008
910,2013-08-15,497.909981
911,2013-08-16,502.330002
912,2013-08-19,507.740005
913,2013-08-20,501.07
914,2013-08-21,502.360016
915,2013-08-22,502.959976
916,2013-08-23,501.020012
917,2013-08-26,502.970016
918,2013-08-27,488.589981
919,2013-08-28,490.89999400000005
920,2013-08-29,491.700012
921,2013-08-30,487.220016
922,2013-09-03,488.57999400000006
923,2013-09-04,498.690025
924,2013-09-05,495.2699740000001
925,2013-09-06,498.220001
926,2013-09-09,506.169983
927,2013-09-10,494.6399990000001
928,2013-09-11,467.709984
929,2013-09-12,472.690018
930,2013-09-13,464.899986
931,2013-09-16,450.119995
932,2013-09-17,455.320007
933,2013-09-18,464.680008
934,2013-09-19,472.299995
935,2013-09-20,467.410004
936,2013-09-23,490.64001500000006
937,2013-09-24,489.100006
938,2013-09-25,481.530006
939,2013-09-26,486.219994
940,2013-09-27,482.750008
941,2013-09-30,476.749977
942,2013-10-01,487.960007
943,2013-10-02,489.55999
944,2013-10-03,483.409996
945,2013-10-04,483.030014
946,2013-10-07,487.750015
947,2013-10-08,480.93998
948,2013-10-09,486.589989
949,2013-10-10,489.639992
950,2013-10-11,492.80999800000006
951,2013-10-14,496.039978
952,2013-10-15,498.679985
953,2013-10-16,501.110001
954,2013-10-17,504.499985
955,2013-10-18,508.889992
956,2013-10-21,521.3600230000002
957,2013-10-22,519.870003
958,2013-10-23,524.959999
959,2013-10-24,531.910011
960,2013-10-25,525.960022
961,2013-10-28,529.880005
962,2013-10-29,516.680023
963,2013-10-30,524.900024
964,2013-10-31,522.699974
965,2013-11-01,520.030006
966,2013-11-04,526.75
967,2013-11-05,525.4499969999998
968,2013-11-06,520.920013
969,2013-11-07,512.490021
970,2013-11-08,520.5600049999998
971,2013-11-11,519.050011
972,2013-11-12,520.009979
973,2013-11-13,520.6300200000002
974,2013-11-14,528.160019
