date,EBAY,YHOO
2010-10-18,25.719999,15.93
2010-10-19,25.529999,15.49
2010-10-20,25.66,15.8
2010-10-21,27.199998,15.97
2010-10-22,28.07,16.309998999999998
2010-10-25,27.93,16.4
2010-10-26,28.749999,16.459999
2010-10-27,29.28,16.42
2010-10-28,29.719998,16.4
2010-10-29,29.859999,16.49
2010-11-01,29.359999,16.15
2010-11-02,30.069998,16.190001000000002
2010-11-03,30.109999,16.17
2010-11-04,30.149999,16.200001
2010-11-05,30.869999,16.27
2010-11-08,30.84,16.440001000000002
2010-11-09,30.529998,16.969998999999998
2010-11-10,30.929998,16.940001000000002
2010-11-11,30.79,16.799999
2010-11-12,30.14,16.549999
2010-11-15,30.059999,16.6
2010-11-16,29.769998,16.24
2010-11-17,30.14,16.15
2010-11-18,30.569998,16.99
2010-11-19,30.299999,16.57
2010-11-22,30.64,16.559998999999998
2010-11-23,30.18,16.190001000000002
2010-11-24,31.209999,16.41
2010-11-26,31.149999,16.219998999999998
2010-11-29,30.23,16.379998999999998
2010-11-30,29.139999,15.82
2010-12-01,29.259999,16.15
2010-12-02,29.909999,16.33
2010-12-03,29.609999,16.35
2010-12-06,29.489999,16.33
2010-12-07,29.999999,16.940001000000002
2010-12-08,30.149999,17.02
2010-12-09,30.349999,16.950001
2010-12-10,30.69,17.01
2010-12-13,30.28,16.700001
2010-12-14,30.749999,16.629998999999998
2010-12-15,30.19,16.450001
2010-12-16,30.529998,16.51
2010-12-17,29.819998,16.379998999999998
2010-12-20,29.58,16.280001000000002
2010-12-21,28.649999,16.6
2010-12-22,28.57,16.629998999999998
2010-12-23,28.32,16.719998999999998
2010-12-27,28.309998,16.48
2010-12-28,28.349999,16.43
2010-12-29,28.359998,16.610001
2010-12-30,28.13,16.76
2010-12-31,27.829999,16.629998999999998
2011-01-03,28.68,16.75
2011-01-04,28.47,16.59
2011-01-05,28.73,16.91
2011-01-06,28.42,17.059998999999998
2011-01-07,27.699999,16.9
2011-01-10,28.259998,16.6
2011-01-11,28.359998,16.58
2011-01-12,28.83,16.65
2011-01-13,28.709998,16.75
2011-01-14,29.18,16.809998999999998
2011-01-18,29.449999,16.5
2011-01-19,29.099999,16.309998999999998
2011-01-20,30.779998,16.23
2011-01-21,30.019998,15.97
2011-01-24,30.509999,16.09
2011-01-25,30.909999,16.02
2011-01-26,31.059999,15.57
2011-01-27,30.959999,16.200001
2011-01-28,30.309999,15.83
2011-01-31,30.359999,16.120001000000002
2011-02-01,31.64,16.379998999999998
2011-02-02,31.879998,16.57
2011-02-03,32.05,16.690001000000002
2011-02-04,32.209999,16.790001
2011-02-07,32.239998,16.799999
2011-02-08,32.639998,16.6
2011-02-09,31.95,16.43
2011-02-10,34.489999,16.620001000000002
2011-02-11,34.51,16.85
2011-02-14,33.86,16.889999
2011-02-15,34.46,17.200001
2011-02-16,34.46,17.76
2011-02-17,34.689999,17.77
2011-02-18,34.529999,17.66
2011-02-22,33.649998,16.91
2011-02-23,32.85,16.58
2011-02-24,33.089998,16.370001000000002
2011-02-25,33.629999,16.5
2011-02-28,33.51,16.4
2011-03-01,32.289998,16.1
2011-03-02,32.679999,16.629998999999998
2011-03-03,32.929999,16.860001
2011-03-04,32.009999,17.08
2011-03-07,31.5,16.700001
2011-03-08,31.669999,16.940001000000002
2011-03-09,31.329998,17.65
2011-03-10,31.079998,17.059998999999998
2011-03-11,30.919999,17.42
2011-03-14,30.769998,17.309998999999998
2011-03-15,30.44,16.33
2011-03-16,29.73,15.91
2011-03-17,29.949999,15.86
2011-03-18,30.469998,16.030001000000002
2011-03-21,30.579998,16.290001
2011-03-22,30.219998,16.360001
2011-03-23,30.669998,16.129998999999998
2011-03-24,31.759999,16.83
2011-03-25,31.7,16.959999
2011-03-28,30.34,16.58
2011-03-29,31.079998,16.75
2011-03-30,31.629998,16.74
2011-03-31,31.04,16.68
2011-04-01,31.359999,16.84
2011-04-04,31.39,16.870001000000002
2011-04-05,31.84,17.110001
2011-04-06,31.85,17.049999
2011-04-07,31.529998,17.0
2011-04-08,31.14,16.77
2011-04-11,31.19,16.59
2011-04-12,30.699999,16.360001
2011-04-13,30.669998,16.639999
2011-04-14,30.849999,16.690001000000002
2011-04-15,31.609999,16.620001000000002
2011-04-18,31.149999,16.35
2011-04-19,31.149999,16.120001000000002
2011-04-20,31.759999,16.870001000000002
2011-04-21,31.95,16.85
2011-04-25,32.96,17.110001
2011-04-26,33.079999,17.280001000000002
2011-04-27,34.029999,17.26
2011-04-28,33.999998,17.51
2011-04-29,34.389999,17.700001
2011-05-02,33.639998,18.139999
2011-05-03,33.539998,17.92
2011-05-04,33.01,18.200001
2011-05-05,32.679999,18.43
2011-05-06,32.719999,18.65
2011-05-09,33.119999,18.559999
2011-05-10,33.929999,18.549999
2011-05-11,33.31,17.200001
2011-05-12,33.579999,17.17
2011-05-13,33.569999,16.549999
2011-05-16,32.369999,15.81
2011-05-17,32.65,16.0
2011-05-18,32.879999,15.96
2011-05-19,32.9,16.35
2011-05-20,32.479997999999995,16.299999
2011-05-23,31.629998,16.059998999999998
2011-05-24,30.819998,16.139999
2011-05-25,30.699999,16.15
2011-05-26,30.659999,15.98
2011-05-27,30.679998,16.02
2011-05-31,31.169999,16.549999
2011-06-01,30.64,15.85
2011-06-02,31.279998,16.02
2011-06-03,30.299999,15.68
2011-06-06,29.559999,15.45
2011-06-07,29.919998,15.45
2011-06-08,30.569998,15.1
2011-06-09,30.659999,15.22
2011-06-10,29.959999,15.2
2011-06-13,29.859999,15.16
2011-06-14,29.759999,15.2
2011-06-15,28.659998,14.81
2011-06-16,28.47,14.78
2011-06-17,28.83,14.7
2011-06-20,28.82,14.99
2011-06-21,29.78,15.35
2011-06-22,29.349999,15.23
2011-06-23,29.249999,15.08
2011-06-24,28.349999,14.89
2011-06-27,28.709998,14.88
2011-06-28,28.959998,14.95
2011-06-29,30.859999,14.89
2011-06-30,32.269999,15.04
2011-07-01,32.739998,15.45
2011-07-05,32.639998,15.49
2011-07-06,32.919999,15.72
2011-07-07,33.329999,15.81
2011-07-08,33.419999,15.61
2011-07-11,32.91,15.05
2011-07-12,32.259999,14.86
2011-07-13,32.379998,14.91
2011-07-14,32.189998,14.63
2011-07-15,32.809999,14.69
2011-07-18,32.7,14.42
2011-07-19,33.76,14.59
2011-07-20,33.169999,13.48
2011-07-21,33.439998,13.59
2011-07-22,33.499998,13.98
2011-07-25,33.799997999999995,13.69
2011-07-26,34.419999,13.94
2011-07-27,33.36,13.59
2011-07-28,33.35,13.5
2011-07-29,32.75,13.1
2011-08-01,33.019999,13.1
2011-08-02,31.75,12.76
2011-08-03,32.25,13.02
2011-08-04,30.04,12.0
2011-08-05,29.299999,11.74
2011-08-08,26.949998,11.09
2011-08-09,30.159999,12.09
2011-08-10,29.149999,11.77
2011-08-11,30.199999,12.86
2011-08-12,30.529998,13.59
2011-08-15,30.89,13.47
2011-08-16,30.359999,13.48
2011-08-17,30.249999,13.47
2011-08-18,27.939999,12.96
2011-08-19,27.16,12.92
2011-08-22,27.36,12.84
2011-08-23,28.92,13.35
2011-08-24,29.049999,13.15
2011-08-25,28.33,12.87
2011-08-26,29.459999,12.74
2011-08-29,30.49,13.68
2011-08-30,30.949999,13.84
2011-08-31,30.869999,13.61
2011-09-01,30.39,13.35
2011-09-02,29.409999,12.87
2011-09-06,29.269998,12.91
2011-09-07,29.749999,13.61
2011-09-08,30.509999,14.44
2011-09-09,28.459998,14.48
2011-09-12,29.419998,14.26
2011-09-13,29.399999,14.26
2011-09-14,30.14,14.55
2011-09-15,32.039998,14.89
2011-09-16,33.689998,14.97
2011-09-19,33.1,14.61
2011-09-20,32.729999,14.36
2011-09-21,32.239998,13.96
2011-09-22,31.669999,13.99
2011-09-23,32.079998,14.71
2011-09-26,32.55,14.75
2011-09-27,32.519999,14.54
2011-09-28,31.64,14.19
2011-09-29,30.669998,13.42
2011-09-30,29.489999,13.17
2011-10-03,28.109998,13.53
2011-10-04,29.349999,14.46
2011-10-05,30.529998,15.92
2011-10-06,31.44,15.65
2011-10-07,31.069999,15.47
2011-10-10,32.3,15.84
2011-10-11,32.829999,15.86
2011-10-12,32.75,15.77
2011-10-13,32.739998,15.93
2011-10-14,33.689998,15.91
2011-10-17,33.219999,15.7
2011-10-18,33.869999,15.47
2011-10-19,33.179999,15.94
2011-10-20,32.15,16.18
2011-10-21,32.119999,16.120001000000002
2011-10-24,32.369999,16.709999
2011-10-25,31.669999,16.24
2011-10-26,31.079998,16.299999
2011-10-27,32.289998,16.629998999999998
2011-10-28,33.25,16.559998999999998
2011-10-31,31.829998,15.64
2011-11-01,30.89,14.93
2011-11-02,31.779998,15.1
2011-11-03,33.05,15.48
2011-11-04,32.709999,15.24
2011-11-07,32.469999,15.69
2011-11-08,32.919999,15.97
2011-11-09,31.179998,15.92
2011-11-10,30.749999,15.95
2011-11-11,31.759999,16.27
2011-11-14,31.409999,16.0
2011-11-15,31.45,15.93
2011-11-16,30.54,15.72
2011-11-17,29.649999,15.34
2011-11-18,29.809999,15.38
2011-11-21,28.749999,14.99
2011-11-22,29.039999,14.97
2011-11-23,28.549999,14.94
2011-11-25,28.23,15.1
2011-11-28,29.659999,15.35
2011-11-29,28.749999,15.7
2011-11-30,29.59,15.71
2011-12-01,29.68,16.23
2011-12-02,29.599999,16.049999
2011-12-05,30.699999,15.89
2011-12-06,30.899999,15.84
2011-12-07,30.94,15.62
2011-12-08,31.029998,15.61
2011-12-09,31.64,15.94
2011-12-12,31.129998,15.47
2011-12-13,30.84,15.42
2011-12-14,30.269998,15.02
2011-12-15,29.599999,15.16
2011-12-16,30.399999,14.96
2011-12-19,29.769998,14.62
2011-12-20,30.629998,15.11
2011-12-21,30.34,15.99
2011-12-22,30.609999,16.0
2011-12-23,30.84,16.190001000000002
2011-12-27,30.919999,16.09
2011-12-28,30.409999,15.78
2011-12-29,30.359999,16.129998999999998
2011-12-30,30.33,16.129998999999998
2012-01-03,31.34,16.290001
2012-01-04,30.159999,15.78
2012-01-05,30.709999,15.64
2012-01-06,30.629998,15.52
2012-01-09,30.509999,15.46
2012-01-10,31.2,15.51
2012-01-11,31.519999,15.53
2012-01-12,31.579998,15.66
2012-01-13,30.619998,15.48
2012-01-17,30.529998,15.43
2012-01-18,30.34,15.92
2012-01-19,31.509999,16.120001000000002
2012-01-20,31.929998,15.96
2012-01-23,31.989998,15.68
2012-01-24,31.95,15.69
2012-01-25,31.939998,15.56
2012-01-26,31.709999,15.53
2012-01-27,31.85,15.74
2012-01-30,31.579998,15.55
2012-01-31,31.6,15.47
2012-02-01,32.2,15.73
2012-02-02,32.7,15.72
2012-02-03,32.95,15.92
2012-02-06,32.639998,15.82
2012-02-07,32.869999,15.83
2012-02-08,33.05,15.78
2012-02-09,33.26,16.0
2012-02-10,33.029999,16.139999
2012-02-13,33.16,16.120001000000002
2012-02-14,32.96,15.37
2012-02-15,33.31,15.12
2012-02-16,34.51,15.36
2012-02-17,35.059998,15.01
2012-02-21,35.139999,14.75
2012-02-22,34.67,14.5
2012-02-23,36.02,14.78
2012-02-24,36.359998,14.89
2012-02-27,36.559998,14.86
2012-02-28,36.619998,14.9
2012-02-29,35.739999,14.83
2012-03-01,36.37,14.93
2012-03-02,36.249999,14.72
2012-03-05,35.72,14.62
2012-03-06,35.109998,14.42
2012-03-07,35.589999,14.62
2012-03-08,35.779999,14.62
2012-03-09,36.249999,14.63
2012-03-12,36.18,14.49
2012-03-13,37.33,14.55
2012-03-14,37.619998,14.63
2012-03-15,36.83,14.89
2012-03-16,37.689999,15.18
2012-03-19,37.79,15.15
2012-03-20,37.389999,15.41
2012-03-21,37.419998,15.51
2012-03-22,37.619998,15.49
2012-03-23,37.089999,15.39
2012-03-26,38.079998,15.54
2012-03-27,37.869998,15.43
2012-03-28,37.239999,15.32
2012-03-29,36.989999,15.3
2012-03-30,36.899999,15.22
2012-04-02,36.589999,15.46
2012-04-03,36.63,15.18
2012-04-04,35.729999,15.27
2012-04-05,35.62,15.07
2012-04-09,36.299999,15.1
2012-04-10,35.47,14.99
2012-04-11,35.759998,14.88
2012-04-12,36.459998,15.06
2012-04-13,36.12,14.87
2012-04-16,35.499998,14.79
2012-04-17,36.079999,15.01
2012-04-18,35.87,15.49
2012-04-19,40.619997,15.4
2012-04-20,40.29,15.6
2012-04-23,39.649997,15.33
2012-04-24,39.299997,15.43
2012-04-25,39.859999,15.5
2012-04-26,41.049998,15.53
2012-04-27,41.229999,15.57
2012-04-30,41.019997,15.54
2012-05-01,40.749998,15.63
2012-05-02,41.16,15.67
2012-05-03,40.379998,15.4
2012-05-04,39.44,15.15
2012-05-07,40.070001,15.35
2012-05-08,40.19,15.36
2012-05-09,40.559999,15.3
2012-05-10,41.21,15.44
2012-05-11,40.74,15.19
2012-05-14,40.249997,15.5
2012-05-15,40.049997,15.4
2012-05-16,39.859999,15.28
2012-05-17,39.029998,14.87
2012-05-18,38.359999,15.42
2012-05-21,39.509999,15.58
2012-05-22,39.220001,15.29
2012-05-23,39.679998,15.38
2012-05-24,39.659999,15.35
2012-05-25,40.349997,15.36
2012-05-29,41.490001,15.47
2012-05-30,39.59,15.25
2012-05-31,39.19,15.24
2012-06-01,38.820001,14.92
2012-06-04,39.159999,15.01
2012-06-05,39.759999,15.1
2012-06-06,40.94,15.36
2012-06-07,40.899998,15.36
2012-06-08,41.049998,15.65
2012-06-11,40.929999,15.3
2012-06-12,40.909999,15.47
2012-06-13,40.169997,15.34
2012-06-14,40.129998,15.36
2012-06-15,40.669997,15.36
2012-06-18,42.490001,15.49
2012-06-19,43.499998,15.65
2012-06-20,42.949998,15.74
2012-06-21,41.829999,15.52
2012-06-22,42.799998,15.61
2012-06-25,41.81,15.44
2012-06-26,42.499998,15.35
2012-06-27,42.290001,15.52
2012-06-28,40.779999,15.45
2012-06-29,42.01,15.83
2012-07-02,41.219997,15.84
2012-07-03,41.199998,15.98
2012-07-05,40.929999,15.85
2012-07-06,40.409999,15.78
2012-07-09,40.679998,15.75
2012-07-10,39.679998,15.82
2012-07-11,39.129998,15.8
2012-07-12,39.309999,15.69
2012-07-13,39.949997,15.74
2012-07-16,38.599997,15.65
2012-07-17,39.070001,15.6
2012-07-18,40.459999,15.7
2012-07-19,43.949998,15.73
2012-07-20,44.849999,15.92
2012-07-23,44.239997,15.76
2012-07-24,43.519997,15.43
2012-07-25,43.189996,15.5
2012-07-26,43.789997,15.8
2012-07-27,45.219998,16.110001
2012-07-30,45.599999,15.98
2012-07-31,44.299999,15.84
2012-08-01,43.889997,15.99
2012-08-02,43.769998,15.75
2012-08-03,44.499999,15.97
2012-08-06,44.769998,16.040001
2012-08-07,45.610001,16.219998999999998
2012-08-08,44.939997,16.17
2012-08-09,44.269998,16.01
2012-08-10,43.989997,15.15
2012-08-13,45.319998,15.02
2012-08-14,45.360001,14.73
2012-08-15,44.98,14.76
2012-08-16,45.789997,14.99
2012-08-17,46.869998,15.03
2012-08-20,46.399999,14.96
2012-08-21,45.849999,14.97
2012-08-22,46.999999,14.92
2012-08-23,46.809997,14.87
2012-08-24,47.099999,14.92
2012-08-27,46.98,14.85
2012-08-28,46.939997,14.72
2012-08-29,47.489998,14.84
2012-08-30,46.549999,14.67
2012-08-31,47.469999,14.65
2012-09-04,47.359997,14.89
2012-09-05,47.159997,15.09
2012-09-06,48.909997,15.11
2012-09-07,49.239998,15.22
2012-09-10,48.530001,15.11
2012-09-11,48.330001,15.16
2012-09-12,47.989998,15.4
2012-09-13,48.880001,15.6
2012-09-14,49.969999,15.77
2012-09-17,50.479997,15.68
2012-09-18,49.959997,15.91
2012-09-19,50.389998,15.86
2012-09-20,50.079997,15.79
2012-09-21,49.469999,15.74
2012-09-24,49.309997,16.0
2012-09-25,48.030001,15.68
2012-09-26,47.539998,15.61
2012-09-27,49.119999,16.040001
2012-09-28,48.369999,15.98
2012-10-01,48.230001,15.83
2012-10-02,48.4,15.94
2012-10-03,48.589998,16.209999
2012-10-04,49.489998,16.27
2012-10-05,48.730001,16.09
2012-10-08,47.919999,16.030001000000002
2012-10-09,46.219998,15.85
2012-10-10,46.759997,15.83
2012-10-11,47.489998,15.92
2012-10-12,47.85,15.88
2012-10-15,47.399999,15.68
2012-10-16,48.239998,15.92
2012-10-17,48.2,16.09
2012-10-18,50.829997,16.0
2012-10-19,49.969999,15.84
2012-10-22,50.15,15.77
2012-10-23,49.35,16.67
2012-10-24,48.880001,16.549999
2012-10-25,48.339998,16.610001
2012-10-26,49.509997,16.790001
2012-10-31,48.259997,16.84
2012-11-01,49.219999,16.950001
2012-11-02,48.689998,17.110001
2012-11-05,49.35,17.370001000000002
2012-11-06,49.489998,17.459999
2012-11-07,48.4,17.389999
2012-11-08,47.869999,17.24
2012-11-09,47.73,17.26
2012-11-12,47.469999,17.51
2012-11-13,47.739998,17.85
2012-11-14,46.469998,17.83
2012-11-15,46.519998,17.889999
2012-11-16,47.259997,17.860001
2012-11-19,47.919999,18.360001
2012-11-20,48.259997,18.24
2012-11-21,48.630001,18.4
2012-11-23,49.009997,18.57
2012-11-26,51.400001,18.76
2012-11-27,51.15,18.93
2012-11-28,51.47,18.91
2012-11-29,52.199996,18.870001
2012-11-30,52.82,18.77
2012-12-03,52.039999,18.549999
2012-12-04,51.989999,18.93
2012-12-05,52.02,18.889999
2012-12-06,51.989999,19.200001
2012-12-07,51.739999,19.200001
2012-12-10,51.17,19.43
2012-12-11,51.989999,19.52
2012-12-12,51.859998,19.379999
2012-12-13,51.02,19.35
2012-12-14,50.359998,19.639999
2012-12-17,51.309998,19.690001
2012-12-18,51.909998,19.620001
2012-12-19,51.339999,19.6
2012-12-20,52.139999,19.690001
2012-12-21,51.350001,19.35
2012-12-24,51.079997,19.65
2012-12-26,50.239998,19.57
2012-12-27,50.289998,19.6
2012-12-28,49.809997,19.5
2012-12-31,51.0,19.9
2013-01-02,53.589999,20.08
2013-01-03,52.449996,19.780001
2013-01-04,52.779997,19.860001
2013-01-07,53.509998,19.4
2013-01-08,52.679997,19.66
2013-01-09,52.759998,19.32
2013-01-10,52.999996,18.99
2013-01-11,53.699997,19.290001
2013-01-14,53.179997,19.43
2013-01-15,52.509998,19.52
2013-01-16,52.899996,20.07
2013-01-17,54.17,20.129999
2013-01-18,54.209999,20.02
2013-01-22,53.37,19.9
2013-01-23,53.379997,20.110001
2013-01-24,55.19,20.440001
2013-01-25,56.529998,20.370001
2013-01-28,55.949997,20.309999
2013-01-29,55.659999,19.700001
2013-01-30,55.779998,20.120001
2013-01-31,55.969996,19.629999
2013-02-01,57.209999,19.76
2013-02-04,55.69,19.34
2013-02-05,56.419996,19.66
2013-02-06,56.109999,19.85
2013-02-07,56.129998,20.32
2013-02-08,56.619997,20.5
2013-02-11,56.409999,20.9
2013-02-12,56.779998,21.209999
2013-02-13,57.049998,21.15
2013-02-14,56.829998,21.18
2013-02-15,56.699997,21.02
2013-02-19,56.679998,21.290001
2013-02-20,55.529998,20.92
2013-02-21,54.620001,20.83
2013-02-22,55.019996,21.219999
2013-02-25,53.609998,20.73
2013-02-26,53.82,20.76
2013-02-27,54.149997,21.16
2013-02-28,54.709999,21.309999
2013-03-01,54.899997,21.940001
2013-03-04,55.479998,22.700001
2013-03-05,55.259999,22.950001
2013-03-06,53.57,22.799999
2013-03-07,52.979997,22.700001
2013-03-08,53.129997,22.9
2013-03-11,52.759998,22.6
2013-03-12,52.959998,22.4
2013-03-13,50.979997,22.34
2013-03-14,51.800001,22.43
2013-03-15,50.409998,22.07
2013-03-18,50.109997,22.01
2013-03-19,51.1,22.17
2013-03-20,52.42,22.1
2013-03-21,52.92,22.860001
2013-03-22,53.27,23.26
2013-03-25,51.309998,23.379999
2013-03-26,52.089999,23.59
2013-03-27,52.07,23.59
2013-03-28,54.22,23.530001
2013-04-01,55.709999,23.5
2013-04-02,56.159999,23.780001
2013-04-03,55.499997,23.379999
2013-04-04,55.79,23.52
2013-04-05,55.519996,23.299999
2013-04-08,55.86999599999999,23.48
2013-04-09,56.069996,23.83
2013-04-10,57.299998,24.200001
2013-04-11,57.779999,24.49
2013-04-12,57.309999,24.690001
2013-04-15,55.84,23.98
2013-04-16,57.009999,23.790001
2013-04-17,56.099997,23.700001
2013-04-18,52.82,23.26
2013-04-19,52.389999,23.469999
2013-04-22,51.629997,23.950001
2013-04-23,52.489999,24.379999
2013-04-24,52.97,24.75
2013-04-25,52.359998,25.200001
2013-04-26,52.539999,24.68
2013-04-29,52.839999,24.43
2013-04-30,52.389999,24.73
2013-05-01,52.399996,24.299999
2013-05-02,53.549997,24.969999
2013-05-03,54.209999,25.07
2013-05-06,54.089999,25.17
2013-05-07,53.939999,26.07
2013-05-08,54.959999,26.41
2013-05-09,55.169996,26.24
2013-05-10,55.649997,26.83
2013-05-13,55.329998,26.389999
2013-05-14,56.269996,26.639999
2013-05-15,56.649997,27.34
2013-05-16,55.799997,26.58
2013-05-17,56.709999,26.52
2013-05-20,55.949997,26.58
2013-05-21,54.949997,27.0
2013-05-22,54.399997,26.540001
2013-05-23,54.479998,26.02
2013-05-24,54.64,26.33
2013-05-28,55.529998,26.07
2013-05-29,55.049997,25.809999
2013-05-30,55.099997,26.33
2013-05-31,54.099997,26.299999
2013-06-03,53.409998,26.389999
2013-06-04,52.589999,26.26
2013-06-05,51.359998,25.75
2013-06-06,51.52,26.209999
