Date,AAPL,AMGN,AMZN,CPRT,EL,GS,ILMN,MA,PAA,RIO,TEF,UPS
2010-02-11,148896.8052,41577.794661500004,57303.41951562,1915.65761772,10420.581407040001,61283.77647795,5358.968999999999,25393.44589,19040.01944208,93329.8461168,115970.27086980004,49306.53457488001
2010-02-12,150208.44019999998,41563.07685808,57098.236149879995,1934.0332303599998,10380.27676728,61236.038385269996,5414.562999999998,25005.336455,19351.0835895,91810.52304048,114861.95377200004,48811.03519710001
2010-02-16,152464.45239999998,41938.380845290005,56081.86273354,2025.91129356,10691.72171088,62616.464898599996,5439.433999999998,24983.158773000003,19662.14773692,95789.70252608,117481.61236680004,49836.80583882001
2010-02-17,151834.8676,42092.917781200005,55499.71457958,2035.0990998799998,10783.323164880001,62560.770457139995,5373.598999999997,24927.714568,19857.4670853,97327.11278188,117632.74651650005,49993.27932654001
2010-02-18,152097.1946,42144.430093170005,56344.30657344,2062.66251884,10904.23708416,61952.109775469995,5360.431999999998,24617.22702,19850.23303536,97580.3332946,119698.24656240005,49697.71829418001
2010-02-19,151152.8174,42225.37801198,56077.091027359995,2071.85032516,10779.65910672,62131.12762302,5354.579999999998,24683.760066000003,19806.82873572,96440.84098736,119144.08801350003,50254.068472740015
2010-02-22,150208.44019999998,42019.3287641,56310.904630180004,2076.4442283199996,10823.62780464,62341.97086569,5320.930999999998,24861.181522000003,19857.4670853,97019.63073072,118640.30751450003,50375.77007430002
2010-02-23,147690.101,41489.48784098,55943.483254319995,2039.6930030400001,10746.68258328,62337.992691299994,5268.262999999998,24617.22702,19777.89253596,94306.55380872,115214.60012130004,50766.95379360001
2010-02-24,150365.8364,41754.40830254,57126.86638696,2053.4747125199997,10992.17448,62986.43511687,5287.281999999998,24595.049338,19748.9563362,93076.62560408,116222.16111930003,51079.90076904001
2010-02-25,151415.1444,41393.82211875,56401.5670476,2058.06861568,11094.76810848,62234.56015716,5335.560999999998,24561.782815,19850.23303536,92497.83586072,116725.94161830004,50784.33973668001
2010-02-26,153356.3642,41658.74258031,56497.001171200005,2048.88080936,11014.15882896,62198.756587649994,5313.615999999998,24883.359204,20038.318333799998,93962.8973986,117834.25871610004,51062.51482596002
2010-03-01,156661.6844,41872.1507299,59426.828765720005,2081.03813148,11387.89276128,62274.34190105999,5557.936999999999,25803.733007,20436.1910805,95247.08714168,118992.95386380004,51158.137512900015
2010-03-02,156556.7536,41850.07402477,59899.22767754,2126.97716308,11307.28348176,63153.518441249995,5562.325999999999,25703.933438,20428.95703056,96223.7948336,120453.91731090004,51427.61963064001
2010-03-03,156871.546,41872.1507299,60071.00910002,2012.1295840799999,11208.353911440001,62743.76647908,5688.143999999998,25748.288802,20038.318333799998,99334.78970416001,121360.72220910003,51445.00557372001
2010-03-04,157920.854,41776.48500767,61330.73953154,1989.16006828,11190.03362064,65086.91119479,5598.900999999999,25836.99953,20182.9993326,98665.56406339999,120856.94171010003,51462.39151680002
2010-03-05,164111.77120000002,42122.35338804,61512.06436638,2030.50519672,11296.29130728,66507.11945202,5679.365999999998,26557.774194999998,20255.339831999998,102319.17431836,123879.62470410003,51714.48769146002
2010-03-08,164216.702,42394.63275131,62084.66910798001,2039.6930030400001,11420.869284720002,67565.31383976,5657.4209999999985,27234.193496,20226.40363224,101505.25124176,124131.51495360004,51983.96980920001
2010-03-09,167154.7644,42505.01627696,61469.11901076,2007.53568092,11292.62724912,67171.47457515,5705.699999999998,27333.993065,20277.04198182,100872.19995996001,123023.19785580004,52409.925414660014
2010-03-10,168518.86479999998,42519.73408038,62275.53735517999,2016.7234872399997,11332.93188888,68400.73046166,5770.071999999998,27677.747136,20356.61653116,101505.25124176,124181.89300350002,52792.41616242001
2010-03-11,168991.0534,42306.32593079,63740.45115244001,2021.3173904,11578.423785600002,69025.30384088999,5895.889999999998,27744.280182,20407.25488074,101396.72816488,123375.84420510003,54304.99321038001
2010-03-12,169830.4998,42262.17252053,62900.630864759994,2030.50519672,11637.048716160001,69602.13912744,5926.612999999998,27722.1025,20573.63802936,101649.9486776,123980.38080390003,54174.59863728001
2010-03-15,167784.3492,41864.79182819,62571.383138339996,2039.6930030400001,11563.76755296,69033.26018966999,5849.073999999998,27733.191341,20501.29752996,100528.54354983999,121914.88075800003,54504.931555800016
2010-03-16,168204.0724,42254.81361882,62886.315746219996,2039.6930030400001,11622.39248352,70091.45457741,5873.944999999998,27644.480613,20371.08463104,102518.13329263999,123476.60030490004,54313.68618192001
2010-03-17,167994.2108,42262.17252053,62671.58896812,2035.0990998799998,11710.32987936,70270.47242496,5830.0549999999985,27566.858726,20414.48893068,103766.14867676,124232.27105340004,54661.40504352001
2010-03-18,168361.46860000002,42909.755871010006,63349.171245679994,2035.0990998799998,11688.3455304,70592.70455054998,5800.794999999998,27311.815382999997,20371.08463104,102952.22560016,122821.68565620003,56000.12266068001
2010-03-19,166577.645,44153.410260000004,62199.190056299994,2025.91129356,11563.76755296,70771.7223981,5830.0549999999985,27101.127404000003,19908.10543488,100311.49739608,120554.67341070004,55921.885916820014
2010-03-22,168466.3994,44219.64037539,62256.450530459995,2067.256422,11900.860903679999,70079.52005424,5879.796999999998,27400.526111,20060.02048362,102264.91277991999,120151.64901150005,55600.24596984001
2010-03-23,171142.1348,44197.56367026,61679.074082679996,2085.63203464,11963.1498924,69550.42286037,5854.925999999999,27234.193496,20125.12693308,105122.68713775999,121008.07585980004,56173.982091480015
2010-03-24,171929.11580000003,43469.03240097,61096.92592872,2048.88080936,11666.361181440001,69383.33953598999,5749.589999999997,27134.393926999997,20125.12693308,104200.24098428,118438.79531490004,55435.07951058001
2010-03-25,169882.9652,43608.85153346,64289.197363139996,2030.50519672,11615.0643672,69578.2700811,5708.625999999998,27289.637701,20081.72263344,102264.91277991999,119144.08801350003,55330.76385210001
2010-03-26,173083.35460000002,43719.23505911,64446.66366708,2025.91129356,11710.32987936,68770.70067993,5730.570999999998,27300.726542,20096.19073332,104507.72303544,120705.80756040003,55348.14979518001
2010-03-29,174185.12800000003,44087.18014461,64475.293904160004,2062.66251884,11922.84525264,69240.12525795,5734.959999999998,27500.32568,20255.339831999998,106533.48713719999,121108.83195960004,55748.02648602001
2010-03-30,176755.9326,44219.64037539,65171.963006440004,2044.2869062,11999.790474000001,68177.95269582,5730.570999999998,27988.234684,20479.59538014,107401.67175224,119849.38071210003,56095.74534762002
2010-03-31,176126.3478,44035.66783264,64785.454805860005,2044.2869062,11886.204671039999,67879.58961657,5691.069999999998,28165.65614,20580.8720793,107039.92816264,119395.97826300003,55991.42968914001
2010-04-01,,,,,12014.44670664,67716.48446657999,,28154.567299000002,20848.53192708,110476.49226384,120957.69780990004,55765.41242910002
2010-04-05,178749.6178,44462.484131820005,62743.164560820005,2062.66251884,11864.220322080002,68886.06773724,5743.737999999998,28343.077596,21253.63872372,111344.67687888,121310.34415920003,55791.491343720016
2010-04-06,179536.5988,44366.81840959,64685.24897608,2067.256422,11593.08001824,68782.6352031,5734.959999999998,28697.920508,21051.0853254,111326.58969939999,119698.24656240005,55826.26322988001
2010-04-07,180323.57979999998,44410.971819850005,64356.00124966,2062.66251884,11629.72059984,70159.08354204,5696.921999999998,28354.166437,20964.27672612,109318.91277712,118338.03921510003,55348.14979518001
2010-04-08,179851.3912,44536.073148920004,67261.97031328,2044.2869062,11732.314228320001,71408.2303005,5595.9749999999985,28487.232529,21123.4258248,109590.22046932,118741.06361430003,55869.728087580006
2010-04-09,181215.4916,44815.7114139,66832.51675708,2021.3173904,11992.462357679999,71257.05967367999,5634.012999999998,28709.009349,21297.043023360002,109753.00508464,121562.23440870002,56017.50860376001
2010-04-12,181582.7494,44425.68962327,67376.4912616,2030.50519672,12076.735695360001,70747.85335176,5575.492999999999,28786.631236,21369.38352276,109680.65636672,123224.71005540004,56295.68369304002
2010-04-13,181687.6802,44653.81557628,66880.23381887999,2025.91129356,12062.079462720001,71308.77594075,5591.585999999998,28664.653985,21463.42617198,109029.51790544,123678.11250450004,56399.99935152001
2010-04-14,184153.554,44992.32505494,68846.17676504,2039.6930030400001,12223.29802176,73564.40081987999,5642.790999999998,29174.740671,21485.1283218,111417.0255968,124534.53935280003,56895.498729300016
2010-04-15,186566.96240000002,44624.37996944,69581.01951675999,2039.6930030400001,12311.2354176,73305.81948453,5631.086999999999,29119.296466,21318.74517318,109481.69739244,123275.08810530003,59885.880939060014
2010-04-16,185412.72360000003,44683.25118312,67839.34676105999,2002.9417777600002,12435.813395039999,63929.26244729999,5614.993999999999,28775.542395,21239.17062384,106244.09226552,120000.51486180004,59294.75887434001
2010-04-19,185202.862,44940.81274297,67963.41112174,1975.3783588,12351.54005736,64971.54413747999,5464.3049999999985,28531.587893,21239.17062384,106280.26662447999,119244.84411330005,59364.30264666002
2010-04-20,183314.1076,44285.87049078,68808.00311559999,2012.1295840799999,12560.39137248,63642.83389121999,5484.786999999998,28986.230374,21550.23477126,105592.95380424001,118690.68556440003,59164.36430124001
2010-04-21,194279.3762,43204.11193941,69872.09359374,2012.1295840799999,12391.844697120001,63225.125580269996,5437.970999999999,28897.519645999997,21557.4688212,104109.80508688,116373.29526900004,59216.522130480014
2010-04-22,199735.7778,42799.372345359996,71618.53805562,2012.1295840799999,12633.67253568,63272.86367295,5446.748999999998,29008.408056,21528.53262144,104001.28201,114861.95377200004,59338.223732040016
2010-04-23,202988.63259999998,43329.21326848,68536.01586334,2025.91129356,12732.602106,62616.464898599996,5430.655999999998,29629.383152,21615.341220719998,105303.55893256,117229.72211730003,59859.80202444001
2010-04-26,201991.79,42998.06269153,70196.56961398,2030.50519672,12820.539501840001,60480.18525117,5399.932999999998,29474.139377999996,21600.87312084,105954.69739383999,116373.29526900004,59564.24099208001
2010-04-27,196377.9922,42563.88749064,67767.77116836,2012.1295840799999,12285.587010480001,60881.98086455999,5402.858999999999,28254.366868,21268.1068236,99316.70252467999,110479.06343070003,57564.857537880016
2010-04-28,196063.19979999997,42814.09014878,66493.7256183,2016.7234872399997,12201.313672799999,62461.316097389994,5506.731999999998,28054.76773,21029.38317558,98647.47688392,109521.88048260003,59381.68858974001
2010-04-29,201362.20520000003,43115.805118890006,67629.39168914,2044.2869062,12128.032509600002,63746.26642536,6220.675999999999,28320.899913999998,21268.1068236,97634.59483304,111385.86832890003,60590.011633800015
2010-04-30,195695.94199999998,42173.86570001,65420.0917278,2048.88080936,12076.735695360001,57763.09214279999,6119.7289999999975,27500.32568,20978.744826,91991.39483527999,113804.01472410004,60103.205227560014
2010-05-03,199630.84699999998,42379.91494789,65606.18826882,2071.85032516,12113.376276960002,59473.7071305,6113.876999999998,27799.724387,21022.14912564,86673.76406816,113703.25862430004,61459.308787800015
2010-05-04,193859.65300000002,41820.63841793,61951.06133494001,2048.88080936,11919.181194480001,59453.816258549996,6077.301999999998,27855.168592,20551.93587954,86872.72304244,107002.97798760002,59929.34579676001
2010-05-05,191865.9678,41651.3836786,62475.94901474,2048.88080936,11505.1426224,58952.566285409994,6147.525999999999,26380.352738999998,19691.08393668,87306.81534996,104534.45354250004,58399.38280572002
2010-05-06,184573.2772,40289.98686225,61416.630242780004,2016.7234872399997,11138.7368064,56617.37791847999,5955.872999999999,25537.600823,18924.27464304,82043.44612128,96524.34360840003,56504.31501000001
2010-05-07,176755.9326,40076.578712660004,59636.78383764,1993.7539714399998,10721.034176160001,56883.91560261,5840.2959999999985,24739.204271,19300.445239919998,83074.41535164,95970.18505950003,55574.167055220016
2010-05-10,190344.4712,40900.77570418,62647.730437219994,2099.41374412,11508.806680560001,57218.082251370004,6128.506999999998,25537.600823,20031.08428386,90128.41534883999,106902.22188780003,58660.17195192002
2010-05-11,192285.691,41158.33726403,62251.67882428,2099.41374412,11567.43161112,56478.14181483,6168.007999999998,24750.293112,20356.61653116,87668.55893956,101662.90469820003,58234.21634646001
2010-05-12,196430.4576,41651.3836786,63878.83063166,2131.5710662399997,11706.6658212,58558.72702079999,6264.565999999998,25792.644166000002,20645.97852876,88934.66150316001,101965.17299760002,59312.14481742002
2010-05-13,193649.7914,41121.542755480004,62733.62114846,2145.35277572,11578.423785600002,57544.29255135,6169.470999999999,25759.377643,20573.63802936,88735.70252888,98337.95340480002,58060.35691566002
2010-05-14,190239.5404,40245.83345199,61330.73953154,2113.1954536,11182.70550432,56979.391787969995,6135.821999999997,23552.698284,20631.51042888,85262.96406872,93652.79476410002,57156.28787550001
2010-05-17,190554.3328,40334.140272510005,61512.06436638,2136.1649694000002,11314.61159808,56744.679498959995,6069.986999999998,23375.276828,20414.48893068,82531.79996724,95164.13626110004,56982.42844470001
2010-05-18,189137.767,40231.115648570005,60257.10564104,2113.1954536,11072.78375952,54644.20342104,6048.041999999999,22488.169548,20457.89323032,80903.95381404,95617.53871020002,56756.41118466002
2010-05-19,186147.23919999998,40665.29084946,59450.68729662,2076.4442283199996,11006.83071264,55734.223203899994,5936.8539999999975,22443.814184,20168.531232719997,79004.79996864,97128.88020720004,56617.32364002001
2010-05-20,178224.9638,38958.02565274,57122.09468078,2007.53568092,10633.09678032,54142.95344789999,5774.460999999998,22787.568255000002,19821.2968356,72113.58458676,96272.45335890002,55139.518478220016
2010-05-21,181635.2148,38590.08056724,58558.378240959995,2016.7234872399997,10790.6512812,55941.08827218,5749.589999999997,23707.942057999997,20342.148431280002,76834.33843104,99446.27050260002,54226.75646652001
2010-05-24,184940.535,38751.97640486,58272.07587016,2012.1295840799999,10735.690408800001,54377.66573691,5710.088999999998,23264.388418,20226.40363224,76110.85125184,94962.62406150003,53592.16954410001
2010-05-25,183786.2962,38671.028486049996,59579.523363479995,1984.56616512,10545.15938448,56712.85410384,5797.868999999999,22942.812029,20023.85023392,77521.65125128,95164.13626110004,53870.34463338001
2010-05-26,182946.8498,37059.42901156,58792.19184378,2002.9417777600002,10347.30024384,55813.7866917,5926.612999999998,22732.12405,20559.169929480002,78371.74868684,91839.18496770003,53861.65166184001
2010-05-27,189872.28259999998,37846.83149453,60457.5173006,2058.06861568,10750.34664144,57663.63778304999,6181.174999999998,23042.611598,20863.00002696,85570.44611988,97834.17290580003,55261.22007978001
2010-05-28,192548.018,38104.39305438,59865.82573428,2062.66251884,10677.065478240002,57389.14375013999,6150.451999999998,22377.281138,20819.59572732,83381.89740280001,96322.83140880003,54557.08938504001
2010-06-01,195486.08039999998,37353.78507996,58806.506962319996,2035.0990998799998,10611.112431360001,56434.381896540006,6069.986999999998,22222.037364,20703.85092828,80940.128173,94408.46551260001,53174.90691018001
2010-06-02,197847.0234,41276.079691390005,60271.42075958,2090.2259378,10750.34664144,57615.89969037,6280.658999999998,22288.57041,21123.4258248,84485.21535108,98589.84365430003,54409.30886886002
2010-06-03,197217.43860000002,40944.92911444,61440.488773679994,2140.75887256,10904.23708416,57301.62391356,6350.882999999997,22399.45882,21405.55377246,83852.16406928,97179.25825710002,54774.41367354001
2010-06-04,191865.9678,39988.27189214,58582.23677186,2104.00764728,10138.448928720001,56589.53069775,6086.079999999998,21811.750247,20978.744826,79366.54355824001,92191.83131700003,52644.635646240014
2010-06-07,188088.459,39377.48305021,58219.587102180005,2081.03813148,10054.17559104,55169.32244052,6210.434999999999,22188.770841,20870.2340769,78281.31278944,90378.22152060003,50810.41865130002
2010-06-08,186881.7548,39605.60900322,56706.95624312,2067.256422,10274.01908064,54811.286745419995,6165.0819999999985,21900.460974999998,20964.27672612,81211.4358652,91184.27031900003,51262.45317138001
2010-06-09,182264.7996,39112.56258865,56263.187568379995,2058.06861568,10442.565756,54421.4256552,6242.620999999998,21678.684155,20920.87242648,80958.21535248,89723.30687190001,50958.19916748001
2010-06-10,187773.6666,39745.42813571,58792.19184378,2113.1954536,10647.75301296,53216.03881503,6428.421999999998,22743.212891000003,21065.55342528,87144.03073464,96070.94115930003,52888.03884936002
2010-06-11,190029.6788,39811.6582511,58706.30113254,2117.78935676,10600.12025688,53959.95742595999,6582.036999999998,22721.035208999998,21036.61722552,85534.27176092,97683.03875610002,53200.98582480002
2010-06-14,190606.7982,39789.58154597,59088.03762694,2113.1954536,10655.081129279999,53084.759060159995,6503.034999999998,22643.413322,21108.95772492,86800.37432452,97481.52655650003,53096.67016632001
2010-06-15,194646.63400000002,40562.26622552,60524.321187120004,2126.97716308,11036.143177920001,54461.2073991,6554.239999999998,23242.210736,21210.23442408,90345.46150260001,101713.28274810004,54470.15966964001
2010-06-16,200312.8972,40635.85524262,60552.9514242,2140.75887256,10889.58085152,54524.85818934,6584.962999999998,23353.099145999997,21268.1068236,89676.23586184,99748.53880200004,54252.83538114001
2010-06-17,203775.6136,40797.75108024,60071.00910002,2140.75887256,10940.877665760001,54628.29072347999,6560.091999999999,23730.11974,21268.1068236,88988.9230416,101259.88029900004,54070.282978800016
2010-06-18,205402.041,40621.1374392,60042.37886294,2140.75887256,10981.18230552,54970.41372102,6511.812999999997,23763.386263,21152.36202456,89477.27688756,100957.61199960002,54331.07212500001
2010-06-21,202516.44400000002,41592.51246492,58477.2592359,2140.75887256,10805.30751384,54795.37404786,6522.053999999997,24761.381952999996,21123.4258248,91720.08714308,101058.36809940002,54044.20406418001
2010-06-22,205244.64479999998,41298.15639652,58362.73828758,2081.03813148,10581.79996608,53621.812602809994,6424.032999999998,24495.249769,21043.851275459998,90236.93842572,99899.67295170002,52505.54810160001
2010-06-23,203093.5634,41357.027610200006,57952.3715561,2090.2259378,10504.854744720002,53733.201485729995,6399.161999999998,24373.272518,20920.87242648,92335.0512454,100756.09980000003,52488.16215852001
2010-06-24,201624.5322,41320.23310165,56463.59922794,2076.4442283199996,10354.62836016,53697.39791621999,6381.605999999998,23829.919308999997,20964.27672612,88609.09227252,98035.68510540003,52236.06598386002
2010-06-25,199893.174,41401.18102046,57737.644778,2085.63203464,10303.33154592,55559.183530739996,6527.905999999997,24218.028744,21340.447323,88229.26150344001,98388.33145470003,52462.083243900015
2010-06-28,201099.87819999998,40775.67437511,56210.698800399994,2113.1954536,10296.003429600001,54365.73121373999,6592.277999999998,23452.898715,21514.064521559998,87541.9486832,97884.55095570003,51836.18929302001
2010-06-29,192023.364,39826.37605452,51825.50082098,2081.03813148,10149.4411032,53212.06064064,6345.030999999997,22510.34723,21145.12797462,82151.96919816,92695.61181600002,50019.358241160015
2010-06-30,188508.1822,38707.8229946,52135.66172268,2058.06861568,10208.06603376,52221.49521753,6368.4389999999985,22122.237794999997,21231.936573900002,78860.1025328,93249.77036490003,49454.31509106001
2010-07-01,186252.17,38281.00669542,52946.851773279996,2021.3173904,10427.90952336,52169.77895045999,6263.102999999998,22477.080707,20964.27672612,80053.85637847999,96473.96555850001,50419.234932000014
2010-07-02,185097.9312,38045.5218407,52078.40124852,2007.53568092,10515.8469192,52145.90990412,6304.066999999998,22488.169548,21174.06417438,80180.46663483999,95970.18505950003,49341.30646104001
2010-07-06,186357.10080000001,37751.165772299995,52517.39821708,1993.7539714399998,10746.68258328,52615.334482139995,6213.360999999998,22177.682,21311.51112324,82260.49227504,98337.95340480002,49723.79720880002
2010-07-07,193859.65300000002,37824.7547894,54125.46319974,2025.91129356,11065.4556432,54035.54273937,6410.865999999998,23020.433916,21615.341220719998,84792.69740224001,103275.00229500003,51697.10174838001
2010-07-08,193439.92979999998,38435.54363133,55456.76922396,2048.88080936,11266.978842,53888.35028694,6501.571999999997,23253.299576999998,21687.68172012,85516.18458144,104584.83159240003,52123.05735384001
2010-07-09,194594.1686,38678.387387760005,55953.02666668,2058.06861568,11395.2208776,54922.675628339995,6542.535999999998,23896.452355,21760.022219519997,87342.98970892,103526.89254450004,52209.987069240015
2010-07-12,192862.8104,38590.08056724,57026.66055718,2053.4747125199997,11387.89276128,54600.44350275,6378.6799999999985,23696.853217,21723.85196982,84810.78458172,102771.22179600003,52175.215183080014
2010-07-13,188718.04379999998,38825.56542196,59002.1469157,2104.00764728,11673.68929776,55793.895819749996,6532.294999999997,23796.652786000002,22063.852317,86004.5384274,104887.09989180003,53287.91554020001
2010-07-14,189400.094,38722.540798019996,58835.1371994,2094.81984096,11930.17336896,55320.49306734,6473.774999999998,23641.409012,22078.32041688,86058.79996584,105945.03893970004,53687.79223104001
2010-07-15,188455.7168,38943.30784932,58243.44563308,2090.2259378,11893.53278736,57771.04849158,6557.165999999998,23486.165237999998,22223.00141568,85226.78970975999,107809.02678600002,53322.68742636002
2010-07-16,187301.478,38391.39022107,56539.94652681999,2035.0990998799998,11629.72059984,58148.97505862999,6383.068999999999,21867.194452,22273.63976526,82766.93330048,104534.45354250004,51879.65415072001
2010-07-19,184048.6232,39443.7131656,57231.84392292,2039.6930030400001,11505.1426224,57954.04451352,6421.106999999998,21711.950677999997,22483.427213519997,84177.73329992,106146.55113930003,52557.70593084001
2010-07-20,188770.50919999997,39149.3570972,57308.1912218,2053.4747125199997,11435.525517360002,59238.99484149,6342.104999999999,22765.390573,22910.236159980002,88880.39996472,106650.33163830003,52922.81073552001
2010-07-21,190554.3328,38450.26143475,56034.14567174,2035.0990998799998,11204.68985328,58475.18535861,6219.212999999998,22344.014614999996,22772.78921112,87795.16919592,103476.51449460002,52166.52221154001
2010-07-22,194121.98,39230.30501601,57293.876103259994,2071.85032516,11409.87711024,58300.14568545,6296.751999999998,23109.144644,22801.72541088,91539.21534827999,107657.89263630004,54896.11527510001
2010-07-23,194804.0302,38818.20652025,56721.27136166,2108.6015504399998,11483.15827344,58630.33415982,6217.749999999998,23608.142488999998,22743.85301136,93962.8973986,108715.83168420002,55348.14979518001
2010-07-26,194331.84159999999,39495.22547757,56497.001171200005,2131.5710662399997,11534.45508768,58956.544459799996,6254.324999999998,23597.053648,22903.00211004,93999.07175756,110378.30733090003,56399.99935152001
2010-07-27,197951.95419999998,40113.37322121,55890.994486339994,2122.38325992,11622.39248352,58570.661543969996,6036.337999999998,23752.297422000003,22049.38421712,94758.73329572,110932.46587980003,56208.75397764001
2010-07-28,195591.0112,39561.455592959996,55890.994486339994,2099.41374412,11358.580296,58558.72702079999,6444.514999999998,23297.654941,22194.06521592,94758.73329572,110781.33173010002,56330.45557920001
2010-07-29,193439.92979999998,39274.45842627,55762.15841948,2094.81984096,11431.8614592,60698.984842620004,6444.514999999998,23109.144644,22461.7250637,94740.64611624001,115567.24647060005,55974.043746060015
2010-07-30,192810.345,40128.091024630005,56253.64415602,2094.81984096,11402.548993920002,59998.82614997999,6558.628999999998,23286.5661,22223.00141568,93908.63586016001,114912.33182190002,56504.31501000001
2010-08-02,196273.06139999998,40378.293682769996,57293.876103259994,2090.2259378,11622.39248352,60762.63563286,6642.019999999998,22454.903025,22599.172012559997,98846.4358582,118690.68556440003,57895.19045640001
