permit_id,issued,cost,lat,lng
2017029221,2017-05-16,216063.0,36.257973,-86.772275
2017055710,2017-08-25,30000.0,36.062189,-86.73526
2017051653,2017-12-18,312000.0,36.217973,-86.803319
2017005373,2017-03-24,194434.0,36.079179,-86.616343
2017022002,2017-04-03,3900.0,36.137434,-86.76801
2017029478,2017-07-12,7000.0,36.157542,-86.873872
2017023322,2017-04-07,269121.0,36.196656,-86.780002
2017063599,2017-10-02,200000.0,36.185536,-86.739692
2017065583,2017-10-11,50000.0,36.274717,-86.703676
2017054859,2017-08-22,3878.0,36.045865,-86.759265
2017033095,2017-06-16,8000.0,36.022008,-86.711913
2017058247,2017-09-21,146445.0,36.162905,-86.871505
2016066805,2017-01-26,211782.0,36.191291,-86.731626
2017077062,2017-12-19,84150.0,36.140018,-86.766518
2017028903,2017-05-16,268670.0,36.023281,-86.648916
2017047208,2017-08-03,221245.0,36.123578,-86.756089
2017009347,2017-02-08,30300.0,36.050853,-86.717722
2017039942,2017-06-19,0.0,36.255805,-86.70958
2017033867,2017-05-23,35000.0,36.045503,-86.735981
2017034688,2017-10-19,12382448.0,36.151443,-86.801941
2016066448,2017-01-10,2500.0,36.169301,-86.674405
201618708,2017-02-14,316280.0,36.346555,-86.846661
2017006988,2017-01-30,26500.0,36.08064,-86.900336
2017069196,2017-10-26,80000.0,36.199428,-86.766651
2017052027,2017-08-08,5000.0,36.049584,-86.711809
2017028986,2017-05-19,136870.0,36.159333,-86.857649
2017053703,2017-08-31,311689.0,36.170394,-86.621161
2017054063,2017-08-17,5200.0,36.188275,-86.795622
2016037382,2017-03-14,25000.0,36.139406,-86.79262
2017002575,2017-01-13,218766.0,36.123793,-86.754048
2017016058,2017-03-10,285005.0,36.145347,-86.789138
2017060250,2017-10-04,356087.0,36.102358,-86.814562
2017054225,2017-08-18,275542.0,36.101699,-86.862369
2016072744,2017-01-19,8000.0,36.127821,-86.791037
2017011283,2017-05-26,3000.0,36.164654,-86.778001
2016051786,2017-02-02,187562.0,36.12329,-86.746259
2017029383,2017-05-23,15000.0,36.190178,-86.626474
2017081264,2017-12-21,20000.0,36.096641,-86.891374
2017062903,2017-09-27,9200.0,36.186716,-86.763066
2017041243,2017-06-27,204460.0,36.159138,-86.866837
2017013387,2017-02-28,220569.0,36.19703,-86.725711
2017061609,2017-10-24,218090.0,36.237387,-86.653548
2017029188,2017-05-16,161765.0,36.195355,-86.773013
2017053362,2017-08-31,25000.0,36.153083,-86.798623
2017063492,2017-09-29,8000.0,36.216396,-86.755784
2017047610,2017-07-31,2000.0,36.162287,-86.814335
2017041796,2017-07-20,1275.0,35.984507,-86.620559
2017078440,2017-12-08,208853.0,36.177997,-86.757317
2017037769,2017-06-08,6500.0,36.147342,-86.850887
2017016968,2017-03-31,321015.0,36.167452,-86.623174
2017008073,2017-02-15,15000.0,36.046152,-86.676242
2017069944,2017-10-31,25000.0,36.048556,-86.886588
2017055626,2017-10-04,3000.0,36.103079,-86.816396
2017025089,2017-07-07,75000.0,36.07415,-86.922363
2017034736,2017-05-25,73110.0,36.126536,-86.790397
2017026599,2017-07-14,475000.0,36.128966,-86.80276
2017020218,2017-03-27,10.0,36.130154,-86.914133
2017051917,2017-08-08,7500.0,36.192342,-86.800097
2017068398,2017-10-26,215049.0,36.030345,-86.697426
2017078958,2017-12-12,6413.0,36.157526,-86.636142
2017033419,2017-06-19,5000.0,36.143901,-86.724726
2017050429,2017-08-21,53764.0,36.143804,-86.818745
2017060132,2017-09-18,2200.0,36.215032,-86.711254
2016066351,2017-02-06,2769500.0,36.092934,-86.703002
201622355,2017-03-30,136151.0,36.187982,-86.815498
2017018167,2017-05-02,268000.0,36.082952,-86.944116
2017018405,2017-03-17,12000.0,36.126534,-86.746266
2017020655,2017-04-18,32446.0,36.121848,-86.796258
2017060405,2017-09-18,31000.0,36.053125,-86.606869
2017013632,2017-12-11,51000.0,36.156409,-86.806864
2017018935,2017-03-21,9500.0,36.245001,-86.640384
2016036245,2017-04-11,281625.0,36.137213,-86.791763
2017041355,2017-06-29,233749.0,36.148081,-86.87243
2017023613,2017-04-11,91757.0,36.152831,-86.789915
2017011588,2017-06-14,2936972.0,36.154795,-86.771853
2017048339,2017-08-01,245352.0,36.075764,-86.985736
2016056985,2017-03-21,113326.0,36.194122,-86.836112
2017019429,2017-03-23,282188.0,36.15056,-86.823759
2017073902,2017-11-16,8000.0,36.185863,-86.793968
2017039940,2017-06-29,226089.0,36.203486,-86.810234
2017051840,2017-08-08,235551.0,36.15513,-86.875167
2017030031,2017-05-05,80000.0,36.181567,-86.747879
2017080451,2017-12-18,157710.0,36.280654,-86.697479
2017057022,2017-08-30,6000.0,36.224633,-86.743199
2017040507,2017-06-20,11000.0,36.129371,-86.832268
2017066380,2017-10-13,2000.0,36.347277,-86.792029
2017046812,2017-07-18,24000.0,36.270921,-86.708268
2016044106,2017-12-05,17927860.0,36.161034,-86.775618
2017044109,2017-09-21,9775000.0,36.161038,-86.781267
2016069596,2017-08-28,819505.0,36.180645,-86.783864
2017031295,2017-05-11,10.0,36.135468,-86.780526
2017008922,2017-02-07,10.0,36.020135,-86.710188
2017023263,2017-04-25,9000.0,36.163711,-86.778947
2017029700,2017-05-12,74000.0,36.151927,-86.809565
2017003302,2017-01-17,2000.0,36.248918,-86.640985
2017061394,2017-09-27,168975.0,36.148804,-86.786185
2017027220,2017-04-24,50000.0,36.202289,-86.717423
2017069259,2017-10-30,2900.0,36.20245,-86.7371
2017066340,2017-10-13,3000.0,36.068753,-86.678075
2017072841,2017-11-29,33547.0,36.019973,-86.670971
2016072997,2017-01-03,21200.0,36.08064,-86.900336
2017047238,2017-07-19,10.0,36.093974,-86.688874
2017015761,2017-03-08,2000.0,36.132515,-86.795464
2017024350,2017-04-25,195898.0,36.076765,-86.987485
2017078210,2017-12-07,17001.0,36.117459,-86.842528
2017002526,2017-03-02,45000.0,36.153474,-86.788771
2017021006,2017-05-12,180000.0,36.166175,-86.83209
2017006101,2017-03-13,60000.0,36.09076,-86.791925
2017012743,2017-02-23,174833.0,36.209145,-86.764457
2017005785,2017-01-25,242873.0,36.181495,-86.82065
2017018000,2017-03-16,3000.0,36.148258,-86.666277
2017057112,2017-08-31,50.0,36.180903,-86.798114
2017001285,2017-01-17,271814.0,36.166114,-86.623688
2017030351,2017-11-06,125000.0,36.128622,-86.795001
2016058162,2017-04-26,7500.0,36.189355,-86.770616
2017035230,2017-05-30,5000.0,36.154182,-86.855693
2017032422,2017-05-16,4466.0,36.15925,-86.661573
2017046914,2017-11-07,214035.0,36.181403,-86.808181
2017064638,2017-10-09,602114.0,36.088406,-86.871544
2017059259,2017-09-12,266079.0,36.194681,-86.734004
2017007485,2017-02-01,234875.0,36.197044,-86.713642
2017062828,2017-10-13,20307.0,35.982083,-86.615593
2017059339,2017-09-25,10773.0,36.160657,-86.857021
2017015534,2017-06-09,99684.0,36.174418,-86.614317
2017059217,2017-10-13,25000.0,36.179576,-86.739305
2017056638,2017-08-29,353000.0,36.151954,-86.706492
2017000541,2017-01-05,22000.0,36.295217,-86.688519
2016071777,2017-01-09,10934.0,36.168249,-86.62258
2017052225,2017-08-09,4200.0,36.079023,-86.643957
2017047115,2017-07-25,10000.0,36.191174,-86.729986
2017023309,2017-04-07,119860.0,36.194154,-86.723253
2017074524,2017-11-20,28838.0,36.034239,-86.708892
2017021051,2017-03-30,250000.0,36.055001,-86.589996
2017073492,2017-12-11,3200.0,36.07061,-86.634746
2017051178,2017-08-04,20000.0,36.117486,-86.803446
2017028319,2017-04-27,35000.0,36.152318,-86.838345
2016070924,2017-01-23,80000.0,36.180645,-86.783864
2017034378,2017-05-24,270923.0,36.023432,-86.63985
2017010373,2017-05-26,10000.0,36.122188,-86.777241
2017001825,2017-01-10,20000.0,36.120195,-86.744843
2017054352,2017-08-28,100000.0,36.176473,-86.739738
2017003513,2017-01-17,197701.0,36.124356,-86.748345
2017075145,2017-11-22,7000.0,36.130621,-86.720568
2017061243,2017-09-26,4800.0,36.092934,-86.703002
2016042489,2017-02-24,1055458.0,36.133314,-86.754121
2017054009,2017-08-21,14000.0,36.114591,-86.895184
2016055880,2017-01-05,2584599.0,36.177297,-86.783293
2016070493,2017-02-21,80000.0,36.26411,-86.649634
2017064864,2017-11-27,1122600.0,36.152754,-86.804507
2017045906,2017-10-25,15000.0,36.140844,-86.806779
2017066989,2017-10-17,50000.0,36.200043,-86.757731
2017027761,2017-04-26,225300.0,36.126829,-86.751658
2017001394,2017-01-09,2500.0,36.143915,-86.76351
2017011300,2017-02-23,165596.0,36.162178,-86.858458
2017024005,2017-04-11,185985.0,36.198911,-86.729137
2017003949,2017-03-06,184434.0,36.149679,-86.779389
2017036456,2017-06-15,8800.0,36.15584,-86.710918
2017014769,2017-03-03,8000.0,36.148446,-86.766456
2017030071,2017-05-05,4000.0,36.122084,-86.833621
2017021965,2017-05-10,9000.0,36.091822,-86.697042
2017013049,2017-02-27,8500.0,36.12326,-86.77797
2017035303,2017-05-30,225300.0,36.12696,-86.744944
2017040572,2017-07-07,37000.0,36.144302,-86.84463
2017029856,2017-05-04,7500.0,36.186994,-86.767199
2017001702,2017-01-23,38301.0,36.170028,-86.737958
2017040968,2017-06-26,185985.0,36.065105,-86.940181
2017061412,2017-10-17,500000.0,36.078542,-86.66021
2017024094,2017-04-24,185873.0,36.257238,-86.773331
2017019381,2017-03-28,1.0,36.0706,-86.760211
2017049002,2017-07-27,34000.0,36.197615,-86.781615
2017023264,2017-04-19,,36.097314,-86.863916
2017013353,2017-03-03,23750.0,36.040026,-86.663692
2017037781,2017-06-08,85000.0,36.208093,-86.730347
2017027631,2017-04-26,199954.0,36.167555,-86.798191
2017073925,2017-12-01,1000.0,36.243015,-86.635495
2017057558,2017-09-01,6959.0,36.129107,-86.639553
2017026464,2017-05-01,246816.0,36.05757,-86.602538
2017011038,2017-02-16,120000.0,36.171995,-86.737316
2017067717,2017-11-02,3400.0,36.185698,-86.80594
2017028226,2017-04-27,290524.0,36.145943,-86.783284
2017015160,2017-04-04,8932.0,36.133412,-86.777577
2017028858,2017-05-16,189365.0,36.04582,-86.618296
2017031227,2017-06-27,63588.0,36.135984,-86.791697
2017015077,2017-03-06,39442.0,36.22956,-86.736967
2017037498,2017-06-19,125605.0,36.161897,-86.858231
2017062130,2017-09-25,7500.0,36.109837,-86.787899
2017047228,2017-07-19,10.0,36.190766,-86.774778
2017053459,2017-12-11,216288.0,36.195456,-86.759268
2017046024,2017-07-19,241409.0,36.022155,-86.649459
2016073000,2017-01-25,225000.0,36.168409,-86.62286
2017027593,2017-05-02,12000.0,36.153185,-86.795633
2017025634,2017-06-16,600000.0,36.162036,-86.774916
2017074504,2017-11-20,23801.0,36.203576,-86.585246
2016062005,2017-01-09,96265.0,36.163306,-86.779856
2017007484,2017-02-01,5002.0,36.137433,-86.768001
2017004235,2017-01-26,4000.0,36.145645,-86.783329
2017005283,2017-02-10,125000.0,36.135642,-86.826157
2017059342,2017-09-22,13000.0,36.070426,-86.634543
2017021139,2017-06-05,551985.0,36.093044,-86.873761
2017079035,2017-12-19,371182.0,36.125139,-86.903758
2017056194,2017-08-28,5000.0,36.181345,-86.810413
2017028141,2017-04-27,9800.0,36.078435,-86.944809
2017034095,2017-05-23,1500.0,36.143169,-86.791148
2017043364,2017-06-30,259095.0,36.184091,-86.795635
2017031706,2017-05-12,30000.0,36.178002,-86.743434
2017077492,2017-12-07,235551.0,36.128651,-86.750065
2017067162,2017-10-18,8505.0,36.191084,-86.587867
2017007702,2017-03-21,32262.0,36.140627,-86.769504
2017067252,2017-10-25,193983.0,36.213017,-86.585878
2017024614,2017-04-13,33795.0,36.161956,-86.654869
2017054741,2017-08-22,1.0,36.149236,-86.790269
2017026286,2017-04-24,130000.0,36.036259,-86.632248
2017035250,2017-05-30,40802.0,36.306387,-86.802345
2017020291,2017-03-31,190942.0,36.206953,-86.759958
2016061681,2017-01-11,10000.0,36.141793,-86.731262
2017060570,2017-09-20,228454.0,36.111419,-86.917876
2017028805,2017-05-01,5000.0,36.182522,-86.810975
2017035608,2017-11-14,3688764.0,36.175553,-86.602972
2017034645,2017-05-25,222033.0,36.157585,-86.816668
2017070328,2017-11-01,30000.0,36.140913,-86.836225
2017023631,2017-04-14,246028.0,36.161964,-86.860464
2017036375,2017-06-02,4000.0,36.191479,-86.725853
2017072881,2017-11-13,34229.0,36.217041,-86.726585
2017075140,2017-11-22,56325.0,36.271605,-86.76743
2017070235,2017-11-28,4000000.0,36.149813,-86.690327
2017023948,2017-08-10,4000000.0,36.152907,-86.807646
2017008339,2017-03-02,12500.0,36.169764,-86.667591
2017024734,2017-04-13,40000.0,36.099376,-86.736886
2017008995,2017-03-15,48686.0,36.219935,-86.826648
2017010954,2017-02-22,238029.0,36.24326,-86.819854
2017028856,2017-05-02,5000.0,36.210411,-86.756494
2017022405,2017-04-11,220005.0,36.045042,-86.616211
2017055625,2017-11-09,608033.0,36.01429,-86.704919
201616855,2017-02-15,1000000.0,36.078266,-86.949559
2017035713,2017-07-24,166722.0,36.129152,-86.79537
2017057010,2017-08-30,24000.0,36.075372,-86.637292
2017068063,2017-10-23,5000.0,36.19151,-86.770334
2017001769,2017-01-11,176748.0,36.189868,-86.728584
200809046,2017-06-05,0.0,36.04545,-86.703599
2017011218,2017-02-16,10000.0,36.203477,-86.736855
2016070016,2017-02-02,4500.0,36.090602,-86.687019
2017076528,2017-12-04,159590.0,36.154318,-86.846902
2017028511,2017-05-16,342035.0,36.167997,-86.623085
2017031062,2017-05-10,44000.0,36.127648,-86.843689
2017038091,2017-06-09,2000.0,36.213549,-86.583637
2017006617,2017-01-27,4500.0,36.156617,-86.845136
2017069342,2017-10-27,21535.0,36.156419,-86.850975
2017059023,2017-09-11,5000.0,36.138919,-86.732783
2017007151,2017-01-31,6500.0,36.181979,-86.810717
2017080417,2017-12-18,4000.0,36.142336,-86.859491
2017015629,2017-03-07,5359.0,36.066986,-86.59423
2017009707,2017-02-13,78292.0,36.130095,-86.79991
2017042718,2017-07-20,587132.0,36.369611,-86.739837
2017053066,2017-08-16,1.0,36.0721,-86.636126
2017016647,2017-03-10,220000.0,36.101209,-86.861149
201611929,2017-03-01,994073.0,36.17672,-86.784933
2017045968,2017-07-18,201869.0,36.030332,-86.69742
2017065666,2017-12-07,125000.0,36.164006,-86.796922
2016072990,2017-01-03,288835.0,36.1594,-86.856016
2017069070,2017-10-26,385038.0,36.148644,-86.843662
2017037700,2017-06-08,2000.0,36.069645,-86.60368
2017015606,2017-03-10,35000.0,36.280367,-86.72303
2017058087,2017-09-14,8000.0,36.180967,-86.790739
2017050252,2017-08-01,1000.0,36.196573,-86.77177
2017033393,2017-05-19,8500.0,36.141183,-86.745632
2017050110,2017-10-24,234537.0,36.188907,-86.75278
2017015945,2017-03-31,18000.0,36.117008,-86.797687
2017017634,2017-03-15,254814.0,36.200751,-86.742394
2017006413,2017-02-23,18000.0,36.087702,-86.606793
2017010053,2017-03-08,2000.0,36.294912,-86.700954
2017038689,2017-06-27,198377.0,36.182368,-86.809714
2017031746,2017-05-12,2000.0,36.232495,-86.718398
2017079365,2017-12-13,9000.0,36.132872,-86.752105
2017004231,2017-01-26,385038.0,36.145125,-86.78398
2016071487,2017-01-17,160977.0,35.989,-86.665589
201618895,2017-01-18,300000.0,36.112295,-86.767022
2016071655,2017-01-03,1.0,36.064328,-86.62797
2017062726,2017-10-13,389318.0,36.381759,-86.783736
2017053684,2017-08-18,5475.0,36.169135,-86.681783
2017031009,2017-06-23,380419.0,36.145216,-86.865092
2017061585,2017-10-05,1100.0,36.161301,-86.77479
2017007509,2017-02-03,75138.0,36.215942,-86.761746
2017022425,2017-04-12,46500.0,36.067263,-86.735164
2017035124,2017-06-14,619012.0,36.105435,-86.872994
2017072771,2017-11-13,500000.0,36.164423,-86.78124
2017017992,2017-03-28,259095.0,36.161099,-86.837737
2017048360,2017-08-15,30258.0,36.13499,-86.756592
2017013062,2017-02-24,500.0,36.153724,-86.662565
2017011376,2017-02-22,80000.0,36.138249,-86.81239
2017025223,2017-04-17,5000.0,36.158181,-86.854324
2017058133,2017-09-06,7000.0,36.039743,-86.62384
2017002504,2017-02-06,6800.0,36.151554,-86.830222
2017025095,2017-04-17,30000.0,36.082565,-86.747662
2017075146,2017-11-22,5000.0,36.193967,-86.737102
2017067590,2017-11-07,189815.0,36.05791,-86.602489
2017029314,2017-05-05,270135.0,36.156419,-86.850975
2017008648,2017-03-01,6833.0,36.135294,-86.831148
2017031796,2017-05-30,43740.0,36.144763,-86.778911
2017056922,2017-08-30,54400.0,36.031434,-86.768494
2017018158,2017-03-17,6252.0,36.109175,-86.791891
2017034638,2017-05-25,7000.0,36.194789,-86.76305
2017047872,2017-08-15,63494.0,36.134937,-86.756522
2017068361,2017-10-24,23900.0,36.117713,-86.842117
2017038222,2017-06-13,250083.0,36.18988,-86.728724
2017038172,2017-11-13,226427.0,36.186839,-86.705985
2017057384,2017-09-28,20000.0,36.164164,-86.781869
2016072827,2017-01-04,371745.0,36.139664,-86.834715
2017005519,2017-01-27,68604.0,36.145895,-86.868089
2017050865,2017-08-04,10234.0,36.158957,-86.842722
2017037007,2017-06-06,1.0,36.130219,-86.915227
2017015330,2017-03-07,225300.0,36.134395,-86.769121
2017021550,2017-04-26,259095.0,36.18085,-86.795655
2017043602,2017-07-03,11430.0,36.204002,-86.704396
2017044680,2017-07-10,100000.0,36.08929,-86.810389
2017069990,2017-10-31,8500.0,36.102457,-86.835363
2017001263,2017-06-05,1.0,36.145379,-86.816433
2017030262,2017-05-08,624532.0,36.153774,-86.825958
2017037606,2017-06-20,410000.0,36.150579,-86.694496
2017005738,2017-02-01,205586.0,36.182178,-86.808509
2017049832,2017-08-01,10280.0,36.139604,-86.818869
2017066959,2017-10-26,4000.0,36.177935,-86.811375
2016026644,2017-04-28,1500.0,36.176445,-86.791954
2017015221,2017-06-22,166947.0,36.207679,-86.858307
2016071797,2017-01-09,136982.0,36.16826,-86.62267
2017016563,2017-04-19,127632.0,36.12328,-86.80449
2017071204,2017-11-07,122000.0,36.18879,-86.722173
2017021247,2017-04-03,12086.0,36.157495,-86.852784
2017062713,2017-10-12,166609.0,36.170321,-86.748187
2017016045,2017-03-08,115354.0,36.202398,-86.764894
2017034628,2017-05-25,182718.0,36.158579,-86.817032
2017034828,2017-05-25,5200.0,36.375278,-86.752783
2017010845,2017-04-06,100000.0,36.175815,-86.751392
2017028478,2017-04-28,7838.0,36.121202,-86.797158
2017077979,2017-12-07,10.0,36.13158,-86.668727
2017066789,2017-11-17,194885.0,36.154241,-86.76468
