Date,Close
2/5/2004,5.4
2/4/2004,5.654
2/3/2004,5.651
2/2/2004,5.574
1/30/2004,5.397
1/29/2004,5.775
1/28/2004,5.775
1/27/2004,5.716
1/26/2004,5.727
1/23/2004,6.059
1/22/2004,5.834
1/21/2004,6.15
1/20/2004,6.291
1/16/2004,5.94
1/15/2004,5.845
1/14/2004,6.387
1/13/2004,6.329
1/12/2004,6.906
1/9/2004,7.287
1/8/2004,7.094
1/7/2004,6.878
1/6/2004,7.082
1/5/2004,6.827
12/31/2003,6.189
12/30/2003,6.6
12/29/2003,6.15
12/24/2003,6.379
12/23/2003,6.143
12/22/2003,6.324
12/19/2003,6.982
12/18/2003,7.122
12/17/2003,6.993
12/16/2003,6.747
12/15/2003,6.954
12/12/2003,7.221
12/11/2003,6.615
12/10/2003,6.711
12/9/2003,6.722
12/8/2003,6.902
12/5/2003,6.135
12/4/2003,6.337
12/3/2003,5.756
12/2/2003,5.579
12/1/2003,5.283
11/26/2003,4.925
11/25/2003,4.86
11/24/2003,4.682
11/21/2003,4.634
11/20/2003,4.618
11/19/2003,4.738
11/18/2003,4.865
11/17/2003,4.764
11/14/2003,5.112
11/13/2003,4.797
11/12/2003,4.739
11/11/2003,4.869
11/10/2003,4.711
11/7/2003,4.706
11/6/2003,4.658
11/5/2003,4.897
11/4/2003,4.727
11/3/2003,4.705
10/31/2003,4.893
10/30/2003,4.71
10/29/2003,4.459
10/28/2003,4.486
10/27/2003,4.512
10/24/2003,4.786
10/23/2003,4.913
10/22/2003,4.924
10/21/2003,4.875
10/20/2003,4.772
10/17/2003,5.036
10/16/2003,5.411
10/15/2003,5.431
10/14/2003,5.475
10/13/2003,5.547
10/10/2003,5.652
10/9/2003,5.494
10/8/2003,5.148
10/7/2003,5.14
10/6/2003,4.904
10/3/2003,4.767
10/2/2003,4.686
10/1/2003,4.677
9/30/2003,4.83
9/29/2003,4.895
9/26/2003,4.43
9/25/2003,4.542
9/24/2003,4.588
9/23/2003,4.511
9/22/2003,4.494
9/19/2003,4.483
9/18/2003,4.471
9/17/2003,4.642
9/16/2003,4.661
9/15/2003,4.685
9/12/2003,4.766
9/11/2003,4.738
9/10/2003,4.968
9/9/2003,4.73
9/8/2003,4.661
9/5/2003,4.771
9/4/2003,4.81
9/3/2003,4.694
9/2/2003,4.639
8/29/2003,4.731
8/28/2003,4.944
8/27/2003,4.927
8/26/2003,5.038
8/25/2003,5.083
8/22/2003,5.28
8/21/2003,5.275
8/20/2003,5.119
8/19/2003,4.964
8/18/2003,4.883
8/15/2003,4.848
8/14/2003,4.891
8/13/2003,5.179
8/12/2003,5.217
8/11/2003,5.129
8/8/2003,5.037
8/7/2003,5.082
8/6/2003,4.745
8/5/2003,4.677
8/4/2003,4.63
8/1/2003,4.874
7/31/2003,4.718
7/30/2003,4.668
7/29/2003,4.693
7/28/2003,4.7
7/25/2003,4.706
7/24/2003,4.731
7/23/2003,4.876
7/22/2003,4.868
7/21/2003,5.107
7/18/2003,5.022
7/17/2003,5.05
7/16/2003,4.934
7/15/2003,5.02
7/14/2003,5.102
7/11/2003,5.154
7/10/2003,5.258
7/9/2003,5.52
7/8/2003,5.503
7/7/2003,5.381
7/3/2003,5.226
7/2/2003,5.199
7/1/2003,5.317
6/30/2003,5.411
6/27/2003,5.362
6/26/2003,5.291
6/25/2003,5.757
6/24/2003,5.697
6/23/2003,5.863
6/20/2003,5.805
6/19/2003,5.941
6/18/2003,5.581
6/17/2003,5.712
6/16/2003,5.706
6/13/2003,5.675
6/12/2003,5.606
6/11/2003,6.213
6/10/2003,6.33
6/9/2003,6.314
6/6/2003,6.51
6/5/2003,6.521
6/4/2003,6.375
6/3/2003,6.36
6/2/2003,6.412
5/30/2003,6.251
5/29/2003,6.066
5/28/2003,5.945
5/27/2003,5.9
5/23/2003,6.119
5/22/2003,6.035
5/21/2003,6.198
5/20/2003,6.056
5/19/2003,6.015
5/16/2003,6.122
5/15/2003,6.131
5/14/2003,6.314
5/13/2003,6.308
5/12/2003,5.983
5/9/2003,5.806
5/8/2003,5.772
5/7/2003,5.66
5/6/2003,5.568
5/5/2003,5.689
5/2/2003,5.255
5/1/2003,5.267
4/30/2003,5.385
4/29/2003,5.236
4/28/2003,5.123
4/25/2003,5.477
4/24/2003,5.474
4/23/2003,5.569
4/22/2003,5.645
4/21/2003,5.713
4/17/2003,5.709
4/16/2003,5.677
4/15/2003,5.653
4/14/2003,5.552
4/11/2003,5.411
4/10/2003,5.419
4/9/2003,5.195
4/8/2003,5.108
4/7/2003,5.134
4/4/2003,4.943
4/3/2003,4.919
4/2/2003,5.065
4/1/2003,5.125
3/31/2003,5.06
3/28/2003,5.146
3/27/2003,5.146
3/26/2003,5.097
3/25/2003,5.077
3/24/2003,5.253
3/21/2003,5.128
3/20/2003,5.306
3/19/2003,5.278
3/18/2003,5.339
3/17/2003,5.507
3/14/2003,5.429
3/13/2003,5.361
3/12/2003,5.865
3/11/2003,5.944
3/10/2003,6.515
3/7/2003,6.993
3/6/2003,6.844
3/5/2003,7.021
3/4/2003,7.041
3/3/2003,7.162
2/28/2003,8.101
2/27/2003,7.485
2/26/2003,9.133
2/25/2003,9.577
2/24/2003,9.137
2/21/2003,6.606
2/20/2003,6.162
2/19/2003,6.134
2/18/2003,5.911
2/14/2003,5.851
2/13/2003,5.74
2/12/2003,5.785
2/11/2003,5.977
2/10/2003,5.852
2/7/2003,6.043
2/6/2003,5.828
2/5/2003,5.644
2/4/2003,5.762
2/3/2003,5.766
1/31/2003,5.605
1/30/2003,5.583
1/29/2003,5.66
1/28/2003,5.444
1/27/2003,5.396
1/24/2003,5.524
1/23/2003,5.458
1/22/2003,5.673
1/21/2003,5.433
1/17/2003,5.536
1/16/2003,5.645
1/15/2003,5.43
1/14/2003,5.107
1/13/2003,5.251
1/10/2003,5.143
1/9/2003,5.304
1/8/2003,5.161
1/7/2003,5.127
1/6/2003,4.935
1/3/2003,5.344
1/2/2003,5.251
12/31/2002,4.789
12/30/2002,4.8
12/27/2002,4.988
12/26/2002,4.962
12/24/2002,5.146
12/23/2002,5.116
12/20/2002,5.183
12/19/2002,5.047
12/18/2002,5.278
12/17/2002,5.24
12/16/2002,5.341
12/13/2002,5.284
12/12/2002,5.089
12/11/2002,4.709
12/10/2002,4.636
12/9/2002,4.359
12/6/2002,4.383
12/5/2002,4.406
12/4/2002,4.298
12/3/2002,4.226
12/2/2002,4.32
11/27/2002,4.2
11/26/2002,4.14
11/25/2002,4.261
11/22/2002,4.26
11/21/2002,4.351
11/20/2002,4.254
11/19/2002,4.261
11/18/2002,4.263
11/15/2002,3.981
11/14/2002,3.869
11/13/2002,3.877
11/12/2002,3.872
11/11/2002,3.778
11/8/2002,3.903
11/7/2002,3.831
11/6/2002,3.854
11/5/2002,3.883
11/4/2002,3.863
11/1/2002,4.06
10/31/2002,4.156
10/30/2002,4.389
10/29/2002,4.126
10/28/2002,4.176
10/25/2002,4.028
10/24/2002,4.133
10/23/2002,4.26
10/22/2002,4.11
10/21/2002,4.157
10/18/2002,4.239
10/17/2002,4.299
10/16/2002,4.227
10/15/2002,4.247
10/14/2002,4.303
10/11/2002,4.146
10/10/2002,3.828
10/9/2002,3.918
10/8/2002,3.862
10/7/2002,3.74
10/4/2002,3.739
10/3/2002,3.724
10/2/2002,4.16
10/1/2002,4.067
9/30/2002,4.138
9/27/2002,4.041
9/26/2002,3.686
9/25/2002,3.494
9/24/2002,3.742
9/23/2002,3.978
9/20/2002,3.758
9/19/2002,3.856
9/18/2002,3.787
9/17/2002,3.679
9/16/2002,3.507
9/13/2002,3.467
9/12/2002,3.329
9/11/2002,3.25
9/10/2002,3.356
9/9/2002,3.399
9/6/2002,3.265
9/5/2002,3.342
9/4/2002,3.193
9/3/2002,3.132
8/30/2002,3.296
8/29/2002,3.25
8/28/2002,3.288
8/27/2002,3.483
8/26/2002,3.617
8/23/2002,3.487
8/22/2002,3.515
8/21/2002,3.274
8/20/2002,3.166
8/19/2002,3.267
8/16/2002,3.149
8/15/2002,3.127
8/14/2002,2.91
8/13/2002,2.975
8/12/2002,2.965
8/9/2002,2.761
8/8/2002,2.745
8/7/2002,2.66
8/6/2002,2.716
8/5/2002,2.678
8/2/2002,2.858
8/1/2002,2.842
7/31/2002,2.954
7/30/2002,2.891
7/29/2002,2.976
7/26/2002,2.936
7/25/2002,2.902
7/24/2002,3.042
7/23/2002,2.889
7/22/2002,2.947
7/19/2002,2.933
7/18/2002,2.943
7/17/2002,2.841
7/16/2002,2.863
7/15/2002,2.784
7/12/2002,2.787
7/11/2002,2.83
7/10/2002,2.864
7/9/2002,2.991
7/8/2002,2.939
7/3/2002,3.142
7/2/2002,3.145
7/1/2002,3.192
6/28/2002,3.245
6/27/2002,3.236
6/26/2002,3.278
6/25/2002,3.449
6/24/2002,3.43
6/21/2002,3.237
6/20/2002,3.216
6/19/2002,3.314
6/18/2002,3.312
6/17/2002,3.377
6/14/2002,3.342
6/13/2002,3.211
6/12/2002,3.057
6/11/2002,3.132
6/10/2002,3.135
6/7/2002,3.204
6/6/2002,3.182
6/5/2002,3.26
6/4/2002,3.328
6/3/2002,3.242
5/31/2002,3.217
5/30/2002,3.222
5/29/2002,3.42
5/28/2002,3.28
5/24/2002,3.347
5/23/2002,3.438
5/22/2002,3.459
5/21/2002,3.395
5/20/2002,3.49
5/17/2002,3.598
5/16/2002,3.609
5/15/2002,3.64
5/14/2002,3.855
5/13/2002,3.783
5/10/2002,3.749
5/9/2002,3.719
5/8/2002,3.746
5/7/2002,3.673
5/6/2002,3.595
5/3/2002,3.745
5/2/2002,3.684
5/1/2002,3.735
4/30/2002,3.795
4/29/2002,3.561
4/26/2002,3.372
4/25/2002,3.306
4/24/2002,3.431
4/23/2002,3.615
4/22/2002,3.616
4/19/2002,3.562
4/18/2002,3.523
4/17/2002,3.511
4/16/2002,3.329
4/15/2002,3.465
4/12/2002,3.163
4/11/2002,3.141
4/10/2002,3.223
4/9/2002,3.24
4/8/2002,3.365
4/5/2002,3.313
4/4/2002,3.371
4/3/2002,3.528
4/2/2002,3.674
4/1/2002,3.531
3/28/2002,3.283
3/27/2002,3.29
3/26/2002,3.472
3/25/2002,3.457
3/22/2002,3.326
3/21/2002,3.431
3/20/2002,3.111
3/19/2002,3.256
3/18/2002,3.305
3/15/2002,3.076
3/14/2002,2.924
3/13/2002,2.87
3/12/2002,3.018
3/11/2002,3.021
3/8/2002,2.8
3/7/2002,2.756
3/6/2002,2.566
3/5/2002,2.467
3/4/2002,2.488
3/1/2002,2.359
2/28/2002,2.357
2/27/2002,2.427
2/26/2002,2.388
2/25/2002,2.307
2/22/2002,2.449
2/21/2002,2.425
2/20/2002,2.385
2/19/2002,2.397
2/15/2002,2.206
2/14/2002,2.186
2/13/2002,2.245
2/12/2002,2.305
2/11/2002,2.286
2/8/2002,2.191
2/7/2002,2.15
2/6/2002,2.101
2/5/2002,2.074
2/4/2002,2.117
2/1/2002,2.138
1/31/2002,2.138
1/30/2002,2.08
1/29/2002,2.006
1/28/2002,1.908
1/25/2002,2.037
1/24/2002,2.048
1/23/2002,2.076
1/22/2002,2.106
1/18/2002,2.236
1/17/2002,2.254
1/16/2002,2.394
1/15/2002,2.291
1/14/2002,2.25
1/11/2002,2.204
1/10/2002,2.185
1/9/2002,2.228
1/8/2002,2.281
1/7/2002,2.272
1/4/2002,2.275
1/3/2002,2.268
1/2/2002,2.465
12/31/2001,2.57
12/28/2001,2.774
12/27/2001,2.555
12/26/2001,2.911
12/21/2001,2.895
12/20/2001,2.686
12/19/2001,2.616
12/18/2001,2.657
12/17/2001,2.686
12/14/2001,2.846
12/13/2001,2.756
12/12/2001,2.719
12/11/2001,2.803
12/10/2001,2.747
12/7/2001,2.568
12/6/2001,2.565
12/5/2001,2.491
12/4/2001,2.563
12/3/2001,2.634
11/30/2001,2.701
11/29/2001,2.561
11/28/2001,2.316
11/27/2001,2.606
11/26/2001,2.696
11/21/2001,2.813
11/20/2001,2.852
11/19/2001,2.791
11/16/2001,2.637
11/15/2001,2.551
11/14/2001,2.676
11/13/2001,2.798
11/12/2001,2.733
11/9/2001,2.925
11/8/2001,2.96
11/7/2001,2.87
11/6/2001,2.88
11/5/2001,2.922
11/2/2001,3.248
11/1/2001,3.29
10/31/2001,3.291
10/30/2001,3.183
10/29/2001,3.202
10/26/2001,3.041
10/25/2001,2.938
10/24/2001,2.981
10/23/2001,2.681
10/22/2001,2.807
10/19/2001,2.681
10/18/2001,2.486
10/17/2001,2.418
10/16/2001,2.592
10/15/2001,2.378
10/12/2001,2.43
10/11/2001,2.531
10/10/2001,2.48
10/9/2001,2.388
10/8/2001,2.27
10/5/2001,2.227
10/4/2001,2.414
10/3/2001,2.32
10/2/2001,2.268
10/1/2001,2.208
9/28/2001,2.244
9/27/2001,2.253
9/26/2001,1.83
9/25/2001,1.925
9/24/2001,1.91
9/21/2001,2.103
9/20/2001,2.137
9/19/2001,2.102
9/18/2001,2.225
9/17/2001,2.369
9/14/2001,2.552
9/10/2001,2.392
9/7/2001,2.5
9/6/2001,2.44
9/5/2001,2.42
9/4/2001,2.359
8/31/2001,2.38
8/30/2001,2.395
8/29/2001,2.295
8/28/2001,2.415
8/27/2001,2.544
8/24/2001,2.706
8/23/2001,2.811
8/22/2001,2.848
8/21/2001,3.166
8/20/2001,3.187
8/17/2001,3.303
8/16/2001,3.367
8/15/2001,3.468
8/14/2001,3.094
8/13/2001,2.999
8/10/2001,3.04
8/9/2001,2.956
8/8/2001,3.036
8/7/2001,2.971
8/6/2001,3.027
8/3/2001,2.971
8/2/2001,3.192
8/1/2001,3.081
7/31/2001,3.296
7/30/2001,3.353
7/27/2001,3.167
7/26/2001,3.128
7/25/2001,3.276
7/24/2001,2.97
7/23/2001,2.978
7/20/2001,2.955
7/19/2001,2.939
7/18/2001,3.087
7/17/2001,3.165
7/16/2001,3.068
7/13/2001,3.25
7/12/2001,3.428
7/11/2001,3.342
7/10/2001,3.282
7/9/2001,3.153
7/6/2001,3.218
7/5/2001,3.136
7/3/2001,3.201
7/2/2001,3.117
6/29/2001,3.096
6/28/2001,3.28
6/27/2001,3.182
6/26/2001,3.397
6/25/2001,3.446
6/22/2001,3.742
6/21/2001,3.747
6/20/2001,3.734
6/19/2001,3.981
6/18/2001,3.939
6/15/2001,3.979
6/14/2001,4.038
6/13/2001,4.112
6/12/2001,4.301
6/11/2001,4.179
6/8/2001,3.922
6/7/2001,3.79
6/6/2001,3.801
6/5/2001,3.892
6/4/2001,4.069
6/1/2001,3.93
5/31/2001,3.914
5/30/2001,3.981
5/29/2001,3.738
5/25/2001,3.973
5/24/2001,4.054
5/23/2001,4.113
5/22/2001,4.123
5/21/2001,4.113
5/18/2001,4.291
5/17/2001,4.248
5/16/2001,4.298
5/15/2001,4.653
5/14/2001,4.394
5/11/2001,4.278
5/10/2001,4.348
5/9/2001,4.202
5/8/2001,4.279
5/7/2001,4.239
5/4/2001,4.49
5/3/2001,4.527
5/2/2001,4.483
5/1/2001,4.641
4/30/2001,4.695
4/27/2001,4.867
4/26/2001,4.891
4/25/2001,4.981
4/24/2001,5.078
4/23/2001,5.125
4/20/2001,5.128
4/19/2001,5.101
4/18/2001,5.148
4/17/2001,5.248
4/16/2001,5.516
4/12/2001,5.381
4/11/2001,5.385
4/10/2001,5.559
4/9/2001,5.477
4/6/2001,5.388
4/5/2001,5.422
4/4/2001,5.182
4/3/2001,5.115
4/2/2001,5.103
3/30/2001,5.025
3/29/2001,5.274
3/28/2001,5.384
3/27/2001,5.621
3/26/2001,5.322
3/23/2001,5.273
3/22/2001,5.212
3/21/2001,5.041
3/20/2001,5.287
3/19/2001,5.063
3/16/2001,5.035
3/15/2001,4.927
3/14/2001,4.911
3/13/2001,5.006
3/12/2001,5.159
3/9/2001,5.072
3/8/2001,5.285
3/7/2001,5.35
3/6/2001,5.315
3/5/2001,5.336
3/2/2001,5.27
3/1/2001,5.186
2/28/2001,5.236
2/27/2001,5.279
2/26/2001,4.998
2/23/2001,5.131
2/22/2001,5.142
2/21/2001,5.146
2/20/2001,5.278
2/16/2001,5.568
2/15/2001,5.594
2/14/2001,5.518
2/13/2001,6.019
2/12/2001,5.821
2/9/2001,6.21
2/8/2001,6.158
2/7/2001,6.235
2/6/2001,5.764
2/5/2001,5.706
2/2/2001,6.743
2/1/2001,6.38
1/31/2001,5.707
1/30/2001,6.097
1/29/2001,6.293
1/26/2001,7.256
1/25/2001,7.27
1/24/2001,7.115
1/23/2001,6.946
1/22/2001,7.457
1/19/2001,7.459
1/18/2001,7.136
1/17/2001,6.909
1/16/2001,8.103
1/12/2001,8.472
1/11/2001,8.708
1/10/2001,9.128
1/9/2001,9.819
1/8/2001,9.689
1/5/2001,9.261
1/4/2001,8.966
1/3/2001,8.189
1/2/2001,8.364
12/29/2000,9.775
12/28/2000,9.263
12/27/2000,9.978
12/26/2000,9.805
12/22/2000,9.579
12/21/2000,9.83
12/20/2000,9.326
12/19/2000,9.102
12/18/2000,8.527
12/15/2000,8.396
12/14/2000,7.413
12/13/2000,7.537
12/12/2000,8.145
12/11/2000,9.413
12/8/2000,8.584
12/7/2000,8.373
12/6/2000,8.485
12/5/2000,7.384
12/4/2000,7.433
12/1/2000,6.673
11/30/2000,6.589
11/29/2000,6.181
11/28/2000,6.016
11/27/2000,6.368
11/22/2000,6.577
11/21/2000,6.408
