# Swimming results from 2013 World Aquatics Championships
# Data from OMEGA, official time keepers of the World Championships.
# Accessed http://www.omegatiming.com/File/Download?id=00010D0201FFFFFFFFFFFFFFFFFFFF04
# Converted from XML to tidy CSV format
athleteid,lastname,firstname,birthdate,gender,name,code,eventid,heat,lane,points,reactiontime,swimtime,split,cumswimtime,splitdistance,daytime,round,distance,relaycount,stroke,splitswimtime
243619,PINOTES,PEDRO,1989-01-01,M,ANGOLA,ANG,37,4,9,793.0,0.64,263.36,6,203.38,300,1000.0,PRE,400,1,MEDLEY,36.93000000000001
243619,PINOTES,PEDRO,1989-01-01,M,ANGOLA,ANG,37,4,9,793.0,0.64,263.36,7,234.79,350,1000.0,PRE,400,1,MEDLEY,31.409999999999997
243619,PINOTES,PEDRO,1989-01-01,M,ANGOLA,ANG,37,4,9,793.0,0.64,263.36,8,263.36,400,1000.0,PRE,400,1,MEDLEY,28.57000000000002
243685,LIMA,YARA,1995-01-01,F,ANGOLA,ANG,15,1,3,573.0,0.72,136.01,1,30.38,50,1019.0,PRE,200,1,FREE,30.38
243685,LIMA,YARA,1995-01-01,F,ANGOLA,ANG,15,1,3,573.0,0.72,136.01,2,64.27,100,1019.0,PRE,200,1,FREE,33.89
243685,LIMA,YARA,1995-01-01,F,ANGOLA,ANG,15,1,3,573.0,0.72,136.01,3,99.47,150,1019.0,PRE,200,1,FREE,35.2
243685,LIMA,YARA,1995-01-01,F,ANGOLA,ANG,15,1,3,573.0,0.72,136.01,4,136.01,200,1019.0,PRE,200,1,FREE,36.53999999999999
243685,LIMA,YARA,1995-01-01,F,ANGOLA,ANG,33,3,9,565.0,0.68,28.69,1,28.69,50,1000.0,PRE,50,1,FREE,28.69
243692,NOBREGA,ANA,1990-01-01,F,ANGOLA,ANG,1,2,1,597.0,0.74,66.55,1,30.04,50,1000.0,PRE,100,1,FLY,30.04
243692,NOBREGA,ANA,1990-01-01,F,ANGOLA,ANG,1,2,1,597.0,0.74,66.55,2,66.55,100,1000.0,PRE,100,1,FLY,36.51
243692,NOBREGA,ANA,1990-01-01,F,ANGOLA,ANG,22,3,8,648.0,0.72,60.15,1,28.96,50,1000.0,PRE,100,1,FREE,28.96
243692,NOBREGA,ANA,1990-01-01,F,ANGOLA,ANG,22,3,8,648.0,0.72,60.15,2,60.15,100,1000.0,PRE,100,1,FREE,31.189999999999998
48,MASCOLL-GOMES,NOAH,1999-01-01,M,ANTIGUA & BARBUDA,ANT,4,2,4,476.0,0.65,28.71,1,28.71,50,1105.0,PRE,50,1,FLY,28.71
48,MASCOLL-GOMES,NOAH,1999-01-01,M,ANTIGUA & BARBUDA,ANT,19,2,2,576.0,0.62,56.36,1,27.36,50,1013.0,PRE,100,1,FREE,27.36
48,MASCOLL-GOMES,NOAH,1999-01-01,M,ANTIGUA & BARBUDA,ANT,19,2,2,576.0,0.62,56.36,2,56.36,100,1013.0,PRE,100,1,FREE,29.0
51,WALL,RACHEL,1998-01-01,F,ANTIGUA & BARBUDA,ANT,22,2,2,440.0,0.74,68.43,1,31.81,50,1000.0,PRE,100,1,FREE,31.81
51,WALL,RACHEL,1998-01-01,F,ANTIGUA & BARBUDA,ANT,22,2,2,440.0,0.74,68.43,2,68.43,100,1000.0,PRE,100,1,FREE,36.620000000000005
51,WALL,RACHEL,1998-01-01,F,ANTIGUA & BARBUDA,ANT,33,2,7,488.0,0.68,30.14,1,30.14,50,1000.0,PRE,50,1,FREE,30.14
52,SMITH,J'AIR,1996-01-01,M,ANTIGUA & BARBUDA,ANT,6,2,7,482.0,0.7,74.7,1,34.34,50,1147.0,PRE,100,1,BREAST,34.34
52,SMITH,J'AIR,1996-01-01,M,ANTIGUA & BARBUDA,ANT,6,2,7,482.0,0.7,74.7,2,74.7,100,1147.0,PRE,100,1,BREAST,40.36
52,SMITH,J'AIR,1996-01-01,M,ANTIGUA & BARBUDA,ANT,27,3,5,520.0,0.73,26.04,1,26.04,50,1000.0,PRE,50,1,FREE,26.04
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,2,4,0,781.0,0.7,238.92000000000002,1,27.43,50,1016.0,PRE,400,1,FREE,27.43
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,2,4,0,781.0,0.7,238.92000000000002,2,57.34,100,1016.0,PRE,400,1,FREE,29.910000000000004
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,2,4,0,781.0,0.7,238.92000000000002,3,87.33,150,1016.0,PRE,400,1,FREE,29.989999999999995
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,2,4,0,781.0,0.7,238.92000000000002,4,118.03,200,1016.0,PRE,400,1,FREE,30.700000000000003
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,2,4,0,781.0,0.7,238.92000000000002,5,148.38,250,1016.0,PRE,400,1,FREE,30.349999999999994
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,2,4,0,781.0,0.7,238.92000000000002,6,179.16,300,1016.0,PRE,400,1,FREE,30.78
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,2,4,0,781.0,0.7,238.92000000000002,7,209.57,350,1016.0,PRE,400,1,FREE,30.409999999999997
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,2,4,0,781.0,0.7,238.92000000000002,8,238.92000000000002,400,1016.0,PRE,400,1,FREE,29.350000000000023
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,1,28.33,50,1054.0,PRE,800,1,FREE,28.33
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,2,59.4,100,1054.0,PRE,800,1,FREE,31.07
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,3,90.53,150,1054.0,PRE,800,1,FREE,31.130000000000003
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,4,122.07,200,1054.0,PRE,800,1,FREE,31.539999999999992
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,5,153.12,250,1054.0,PRE,800,1,FREE,31.05000000000001
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,6,184.7,300,1054.0,PRE,800,1,FREE,31.579999999999984
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,7,216.63,350,1054.0,PRE,800,1,FREE,31.930000000000007
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,8,248.46,400,1054.0,PRE,800,1,FREE,31.830000000000013
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,9,279.8,450,1054.0,PRE,800,1,FREE,31.340000000000003
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,10,311.38,500,1054.0,PRE,800,1,FREE,31.579999999999984
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,11,343.39,550,1054.0,PRE,800,1,FREE,32.00999999999999
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,12,375.56,600,1054.0,PRE,800,1,FREE,32.170000000000016
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,13,407.56,650,1054.0,PRE,800,1,FREE,32.0
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,14,439.17,700,1054.0,PRE,800,1,FREE,31.610000000000014
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,15,470.57,750,1054.0,PRE,800,1,FREE,31.399999999999977
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,17,2,2,737.0,0.73,500.53,16,500.53,800,1054.0,PRE,800,1,FREE,29.95999999999998
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,1,29.07,50,1049.0,PRE,1500,1,FREE,29.07
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,2,59.9,100,1049.0,PRE,1500,1,FREE,30.83
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,3,91.34,150,1049.0,PRE,1500,1,FREE,31.440000000000005
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,4,122.61,200,1049.0,PRE,1500,1,FREE,31.269999999999996
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,5,154.24,250,1049.0,PRE,1500,1,FREE,31.63000000000001
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,6,186.07,300,1049.0,PRE,1500,1,FREE,31.829999999999984
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,7,218.41,350,1049.0,PRE,1500,1,FREE,32.34
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,8,250.45,400,1049.0,PRE,1500,1,FREE,32.03999999999999
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,9,282.82,450,1049.0,PRE,1500,1,FREE,32.370000000000005
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,10,315.14,500,1049.0,PRE,1500,1,FREE,32.31999999999999
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,11,347.06,550,1049.0,PRE,1500,1,FREE,31.920000000000016
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,12,378.97,600,1049.0,PRE,1500,1,FREE,31.910000000000025
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,13,411.27,650,1049.0,PRE,1500,1,FREE,32.299999999999955
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,14,443.38,700,1049.0,PRE,1500,1,FREE,32.110000000000014
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,15,475.34000000000003,750,1049.0,PRE,1500,1,FREE,31.960000000000036
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,16,507.14,800,1049.0,PRE,1500,1,FREE,31.799999999999955
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,17,539.14,850,1049.0,PRE,1500,1,FREE,32.0
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,18,570.86,900,1049.0,PRE,1500,1,FREE,31.720000000000027
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,19,602.93,950,1049.0,PRE,1500,1,FREE,32.069999999999936
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,20,635.46,1000,1049.0,PRE,1500,1,FREE,32.530000000000086
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,21,667.45,1050,1049.0,PRE,1500,1,FREE,31.99000000000001
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,22,699.76,1100,1049.0,PRE,1500,1,FREE,32.309999999999945
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,23,731.92,1150,1049.0,PRE,1500,1,FREE,32.15999999999997
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,24,764.18,1200,1049.0,PRE,1500,1,FREE,32.25999999999999
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,25,796.41,1250,1049.0,PRE,1500,1,FREE,32.23000000000002
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,26,828.74,1300,1049.0,PRE,1500,1,FREE,32.33000000000004
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,27,860.87,1350,1049.0,PRE,1500,1,FREE,32.129999999999995
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,28,893.61,1400,1049.0,PRE,1500,1,FREE,32.74000000000001
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,29,925.6,1450,1049.0,PRE,1500,1,FREE,31.99000000000001
247671,NAIDICH,MARTIN,1990-01-01,M,ARGENTINA,ARG,36,2,7,765.0,0.73,956.17,30,956.17,1500,1049.0,PRE,1500,1,FREE,30.569999999999936
247672,GRABICH,FEDERICO,1990-01-01,M,ARGENTINA,ARG,10,5,9,840.0,0.6,55.03,1,26.41,50,1014.0,PRE,100,1,BACK,26.41
247672,GRABICH,FEDERICO,1990-01-01,M,ARGENTINA,ARG,10,5,9,840.0,0.6,55.03,2,55.03,100,1014.0,PRE,100,1,BACK,28.62
247672,GRABICH,FEDERICO,1990-01-01,M,ARGENTINA,ARG,19,6,3,832.0,0.64,49.87,1,23.58,50,1013.0,PRE,100,1,FREE,23.58
247672,GRABICH,FEDERICO,1990-01-01,M,ARGENTINA,ARG,19,6,3,832.0,0.64,49.87,2,49.87,100,1013.0,PRE,100,1,FREE,26.29
247672,GRABICH,FEDERICO,1990-01-01,M,ARGENTINA,ARG,27,8,1,754.0,0.62,23.0,1,23.0,50,1000.0,PRE,50,1,FREE,23.0
247672,GRABICH,FEDERICO,1990-01-01,M,ARGENTINA,ARG,34,6,1,843.0,0.54,25.44,1,25.44,50,1018.0,PRE,50,1,BACK,25.44
247672,GRABICH,FEDERICO,1990-01-01,M,ARGENTINA,ARG,234,2,8,872.0,0.57,25.16,1,25.16,50,1915.0,SEM,50,1,BACK,25.16
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,1,30.09,50,1112.0,PRE,1500,1,FREE,30.09
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,2,63.14,100,1112.0,PRE,1500,1,FREE,33.05
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,3,95.53999999999999,150,1112.0,PRE,1500,1,FREE,32.39999999999999
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,4,128.88,200,1112.0,PRE,1500,1,FREE,33.34
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,5,161.54,250,1112.0,PRE,1500,1,FREE,32.66
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,6,194.82,300,1112.0,PRE,1500,1,FREE,33.28
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,7,227.8,350,1112.0,PRE,1500,1,FREE,32.98000000000002
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,8,261.97,400,1112.0,PRE,1500,1,FREE,34.170000000000016
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,9,295.17,450,1112.0,PRE,1500,1,FREE,33.19999999999999
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,10,328.94,500,1112.0,PRE,1500,1,FREE,33.76999999999998
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,11,362.12,550,1112.0,PRE,1500,1,FREE,33.18000000000001
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,12,396.38,600,1112.0,PRE,1500,1,FREE,34.25999999999999
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,13,429.86,650,1112.0,PRE,1500,1,FREE,33.48000000000002
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,14,464.13,700,1112.0,PRE,1500,1,FREE,34.26999999999998
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,15,497.7,750,1112.0,PRE,1500,1,FREE,33.56999999999999
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,16,531.8,800,1112.0,PRE,1500,1,FREE,34.099999999999966
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,17,565.06,850,1112.0,PRE,1500,1,FREE,33.25999999999999
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,18,599.29,900,1112.0,PRE,1500,1,FREE,34.23000000000002
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,19,633.26,950,1112.0,PRE,1500,1,FREE,33.97000000000003
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,20,667.67,1000,1112.0,PRE,1500,1,FREE,34.40999999999997
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,21,701.39,1050,1112.0,PRE,1500,1,FREE,33.72000000000003
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,22,736.06,1100,1112.0,PRE,1500,1,FREE,34.66999999999996
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,23,769.94,1150,1112.0,PRE,1500,1,FREE,33.88000000000011
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,24,804.39,1200,1112.0,PRE,1500,1,FREE,34.44999999999993
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,25,838.42,1250,1112.0,PRE,1500,1,FREE,34.02999999999997
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,26,872.38,1300,1112.0,PRE,1500,1,FREE,33.960000000000036
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,27,906.01,1350,1112.0,PRE,1500,1,FREE,33.629999999999995
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,28,940.71,1400,1112.0,PRE,1500,1,FREE,34.700000000000045
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,29,974.4,1450,1112.0,PRE,1500,1,FREE,33.68999999999994
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,13,2,1,818.0,0.87,1007.59,30,1007.59,1500,1112.0,PRE,1500,1,FREE,33.190000000000055
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,32,4,9,797.0,0.84,532.79,1,31.18,50,,PRE,800,1,FREE,31.18
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,32,4,9,797.0,0.84,532.79,2,64.06,100,,PRE,800,1,FREE,32.88
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,32,4,9,797.0,0.84,532.79,3,97.35,150,,PRE,800,1,FREE,33.28999999999999
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,32,4,9,797.0,0.84,532.79,4,130.21,200,,PRE,800,1,FREE,32.860000000000014
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,32,4,9,797.0,0.84,532.79,5,163.94,250,,PRE,800,1,FREE,33.72999999999999
247673,BARDACH,VIRGINIA,1992-01-01,F,ARGENTINA,ARG,32,4,9,797.0,0.84,532.79,6,196.93,300,,PRE,800,1,FREE,32.99000000000001
