,0
1600,illinois
2960,sylvania
1907,mccord
1691,junior
2219,outer
2803,space
78,20
1829,looked
2862,stars
1292,flash
599,brightlights
336,amp
3292,weird
2088,noisies
2902,strange
1476,happennings
3268,walking
1817,local
457,bar
1896,mars
490,because
657,can
3293,well
2525,right
2117,now
2403,pulsating
520,bethel
2250,park
2236,pa
721,christmas
1174,eve
2572,san
356,antonio
653,camera
945,definitely
857,could
1597,idetify
3023,this
2200,ordinary
1306,flies
2706,silently
1176,evening
2340,please
2506,respect
2386,privacy
697,changed
998,directions
1196,experience
3184,unkown
3230,vegas
856,couch
2604,screen
1053,door
1475,happened
2617,see
296,airplane
632,but
762,closer
2194,orb
463,barnes
2446,rd
3269,wallingford
2225,oval
555,blueish
3412,zig
3409,zaging
1028,dissapears
2898,strage
2163,ohio
2533,river
2746,slow
2813,spectacular
3117,triangle
2619,seem
2605,se
973,did
2012,move
1822,long
1105,eastern
2439,random
2405,pulse
292,aircraft
2381,pressure
3283,wave
290,ahead
1444,green
2922,strobing
1086,duration
2120,nuforc
2108,note
2717,sirius
2277,pd
508,bell
1026,dissapear
2458,reappear
1985,monmouth
863,county
2068,new
1675,jersey
1886,maple
1455,grove
364,apparent
1273,firey
574,bottom
2305,photos
670,captured
1080,drops
1751,late
287,afternoon
2436,raleigh
2052,nc
377,april
243,8th
2216,our
1838,lost
1996,morphed
1008,disappearing
2836,spotted
790,columbus
2024,ms
1948,military
293,aircrafts
369,appearing
1646,investigate
1447,grey
1354,friend
1239,fashion
2697,sideways
994,direct
1366,future
445,backyard
2767,soaring
1295,flashing
1165,erratically
1846,low
98,22
1494,headlights
690,centered
101,25
25,13
140,40
2844,squared
3241,vessel
1860,macon
1370,ga
2244,paper
1685,journal
2867,stated
1989,month
2578,satalites
3256,visible
137,39winking
3154,ufos
700,charleston
2592,sc
2909,streaming
2823,spheres
955,des
1978,moines
1653,iowa
453,balls
1338,formations
1677,jets
3066,toward
1702,kennedy
689,center
3249,viewed
775,cocoa
1281,fl
1417,glowing
476,bday
2256,party
1125,else
328,am
2498,reporting
1457,gulf
406,ashtabula
2719,sister
612,brother
1757,law
1478,hard
1198,explain
3031,three
2928,suburb
1269,fire
510,beloit
3324,wi
570,border
2278,pea
2344,pod
1345,four
1790,lighted
2281,peas
3059,top
3360,witnessed
3044,times
3110,tremendeous
1164,erratic
2014,moveme
3095,travel
2100,northern
1314,florida
2408,pulsing
2686,shot
2538,rocket
3185,unlike
1936,mi
2789,soundless
2727,six
3025,those
467,baseball
2920,strobe
1768,lebanon
893,ct
1586,i4
1192,exit
29,14
2824,spherical
1463,halo
380,arc
2231,overhead
2487,remember
2240,pale
743,city
1087,durham
1325,following
996,direction
1806,lite
3034,through
2143,observed
593,brie
1232,far
1413,glod
2111,nothig
3398,you
2027,much
2074,nice
1922,mercey
1545,hot
2840,springs
2827,spinning
2773,solid
2674,shinny
3092,transparent
2833,spot
1492,heading
1566,huge
2189,orangeish
1340,forming
898,curved
1460,had
2781,somewhere
688,cen
36,160
1993,more
3150,type
1339,formed
2615,seconds
3286,way
1791,lighthouse
1043,does
729,cigar
1910,me
1120,electric
1616,indian
673,carolina
2260,passenger
2609,seat
844,conversion
3214,van
1981,mom
2694,siblings
408,asleep
1134,emitted
927,daylight
2566,rush
1547,hour
1441,gray
439,awesome
3396,yet
882,creepy
2831,spooky
2669,shined
2671,shiniest
722,chrome
1182,ever
805,completely
2422,quiet
2699,sighted
1746,las
2496,report
1179,event
3294,wells
198,44texas
3358,without
109,300
141,400
1245,feet
2299,phoenix
441,az
2186,orage
1405,glenville
3384,wv
1557,hovers
1552,houston
3148,tx
1227,fall
60,1973
2834,spotlight
1971,mist
3199,upward
2002,motion
1967,missile
1754,launch
200,44then
2187,orang
3281,watching
2010,mountain
1231,fanwood
2081,nj
2638,series
2801,southwestern
2985,teardrop
3282,water
1805,lit
1301,flew
573,bothell
3261,wa
1929,metallic
1042,dodge
2911,street
1206,exprsway
2170,omaha
2053,ne
1487,hbccufo
659,canadian
974,didn
134,39t
2946,surrounded
2064,neon
1553,hover
914,dart
1902,massive
785,colorful
1624,instantly
1520,highway
112,31
1617,indiana
957,descend
3106,trees
1521,hill
999,directly
3236,vernon
1415,glowball
1361,front
496,bedroom
1247,felt
633,butterfly
2628,sensation
712,chest
3000,th
901,cylinder
414,atlantic
2152,ocean
774,coastal
1529,hobe
1937,miami
310,alien
2339,playing
1343,forth
1117,egg
5,03
1724,l7
1548,hours
3221,vanishing
1767,leaving
560,bobbing
3183,unknown
3144,twinkling
849,corners
3168,underneath
393,arou
3017,thin
2321,pinkish
2528,rings
1069,drifting
2026,mt
3210,va
2371,potomac
1096,early
50,1963
51,1964
2490,reno
2913,streets
3130,trying
1265,find
1546,hotel
2114,noticed
2312,pie
1472,hanging
739,circus
2251,parki
57,197
1490,headed
3373,work
1538,horizion
2309,pics
938,decide
3400,yourself
564,bolingbrook
1904,may
41,17th
81,2001
1912,meadows
1771,length
1303,flickered
2494,replace
2923,strong
2238,pacific
1799,lincoln
2606,sea
1459,gypsy
478,beach
796,coming
3100,travels
1962,minute
404,ascends
1408,gliding
1877,manhattan
991,dinner
2775,some
858,couldn
503,beileve
1836,los
342,angeles
1888,march
83,2004
1241,faster
359,anything
2029,multi
787,coloured
541,blasts
2667,shifting
2957,swaying
93,2055
1561,hrs
1114,edt
2716,single
3111,tremendously
1203,explodes
276,activity
1700,keller
2580,satellites
410,associated
708,chemtrails
3096,traveled
3192,unusual
1880,manner
2345,point
3410,zags
1834,loops
1959,minnesotas
3371,woods
2056,nearly
1157,equilateral
848,corner
3063,total
2707,sillouette
2693,si
1601,illuminated
1021,disks
2011,mountains
1284,flame
2098,northeast
1819,location
1385,georgia
1208,extreme
1304,flickering
3132,tubular
950,delta
572,both
934,debris
2701,sightings
1714,kingstown
2521,ri
2155,odd
1778,lewisville
2563,running
1760,leader
2565,rural
2997,tests
2771,soil
1364,fuel
686,cell
3222,vapor
1047,dogs
461,barking
1842,loudly
1287,flanked
2174,ones
2721,sited
2314,pier
2276,pawleys
1659,island
491,become
420,auburn
1244,federal
1851,luminous
2325,pittsburgh
3389,year
1036,distinct
2045,naked
1210,eye
3405,yuma
2015,movement
3347,winn
1040,dixie
2252,parking
1839,lot
1825,longwood
3317,whippany
1998,morris
1747,last
2760,smoking
731,cigarette
327,always
1041,do
2493,repeated
1140,encounter
65,1980
483,beardstown
818,confirmed
2049,nature
3079,traditional
1336,format
2359,port
645,california
3229,veers
3220,vanishes
1885,many
1056,dots
2413,put
2222,outlined
3099,travelling
2675,shiny
1006,disappeards
982,dim
322,also
888,crossed
1442,great
1034,distances
2683,short
335,amount
3043,time
2459,reappeare
735,circles
2829,splitting
2722,siting
3215,vancouver
1485,haze
248,96
405,ashland
2202,oregon
72,1996
1797,lima
1927,metal
862,country
2866,state
332,amber
1765,least
224,6000
233,7000
262,absolutely
1280,fixed
2044,nailed
2326,place
475,bb
1504,held
391,arms
110,30am
3027,thought
499,began
530,binoculars
1578,husband
497,been
2618,seeing
3302,western
231,6pm
1183,every
1580,hw
1814,lo
2507,rest
1293,flashed
2516,revealed
121,35ish
3328,wife
2681,shopping
446,bag
741,ciruclar
1079,dropping
1291,flares
1423,golden
511,below
3386,wyoming
1257,figeting
2509,resturant
647,called
227,66
14,100
2695,side
1033,distance
1872,making
2758,smoke
2890,stopped
3264,waiting
74,1999
875,crafts
3116,triange
2629,separate
3357,within
2994,ten
562,body
2786,sort
317,almost
581,bouy
2175,only
1199,explainable
930,dayton
763,closing
2443,rapidly
797,commercial
3054,tomah
3351,wisconsin
2769,softly
969,diameter
3102,traversed
154,44800
965,detectable
1832,looks
814,condor
887,cross
532,bird
1077,drone
1094,eagle
2415,qu
2828,split
1258,fighter
1676,jet
1636,intercepted
2614,second
3062,toronto
2885,steps
361,apartment
3103,travling
3414,zigzagging
2182,opposite
600,brightly
1639,intermittently
2091,non
2955,sw
952,denver
2738,skyline
2518,rex
859,couldnt
506,believe
3018,thing
786,colors
171,44gold
1330,football
1426,gondola
2925,structure
3080,traffic
822,congestion
447,bakersfield
639,ca
1671,january
67,1983
1425,golfing
3291,weekend
2040,myrtle
422,august
85,2006
3354,witc
2390,pronged
223,60
1777,level
2577,sat
834,contemplated
1558,how
2600,school
1752,later
1256,fiery
1166,erraticly
2028,mufon
783,colorado
3361,witnesses
634,buzz
38,17
3093,transport
3211,vail
815,cone
2917,strip
1913,medford
2372,potterville
236,7pm
96,21
1816,lobed
3301,westerly
1761,leading
2963,tacoma
1660,isle
715,child
1560,however
1516,hig
2468,rectangle
2003,motionless
1394,gilbert
1309,flipping
1588,i5freeway
1218,fade
2455,reapear
2327,places
1905,maybe
103,26
868,cousins
448,balcony
479,beachfront
435,avon
2797,southern
1362,fruitville
2575,sarasota
1097,earth
256,abnormal
1673,jefferson
2587,say
1513,here
3395,yes
383,are
606,bristol
3049,tn
1263,film
3322,who
1721,knows
1574,hundreds
2285,people
825,considered
427,authentic
1480,has
966,determined
1527,hoax
3260,visual
3248,view
1947,miles
2515,returned
3345,wingless
3131,tube
2290,perfectly
1311,floated
2703,signal
563,boise
1594,id
2642,set
1818,located
654,campbells
1074,drive
2670,shiney
1737,lane
2096,normal
1541,horizontal
3042,tilting
1735,landed
1925,mesa
3326,width
1090,dusk
1178,evenly
323,alternated
522,between
1650,invisible
3098,travelled
3084,trails
3120,triangles
184,44objects
915,darted
3406,zag
568,boomerang
1294,flashes
2696,sides
480,beam
2672,shining
3065,touching
1450,ground
1655,irregular
1994,morning
2673,shinning
3353,wispy
2197,orbiting
607,broad
3359,witness
1017,discovers
1893,marks
904,cylindrical
2474,reddish
827,consistent
443,background
2731,sk
622,bunch
737,circlular
960,descends
3161,uncertain
3314,whether
2639,serious
2318,pinal
165,44circular
190,44red
1221,fading
174,44huge
195,44silent
1961,mintues
2853,stalled
297,airplanes
2658,shapes
876,cranston
2462,reappears
976,diff
20,10th
76,1pm
1419,go
2935,sun
3335,wilsonville
176,44il
64,1979
1720,known
1667,its
2430,radioactive
3278,waste
1084,dump
2646,seventies
2676,ship
2557,row
745,classic
1050,dome
129,39dancing
3234,ventura
2541,role
2161,offshore
2033,multiple
980,differing
1644,intervention
2907,streaking
1271,fireballs
732,cincinnati
2162,oh
773,coast
846,copper
971,diamonds
3299,westbound
3149,tyler
1138,en
693,cette
345,ann
1093,eacute
1672,je
951,demeur
430,avec
1983,mon
845,copain
2398,puis
126,39avais
3072,trac
3158,un
692,cercle
933,de
2279,peace
1845,love
1686,jours
428,avant
878,crayons
1251,feutre
1696,juste
2245,par
3014,these
1537,hoovering
1242,father
2782,son
611,brookyln
2125,ny
58,1970
590,breaks
3401,ypsilanti
1991,moon
977,differen
2799,southwards
2545,rose
2720,site
1881,manuever
2209,orlando
698,changes
2360,portal
379,aptos
2289,perfect
1661,isosceles
804,complete
3180,unison
2124,nw
3138,turning
2684,shorted
769,cluster
1637,interchanging
362,apeared
3037,thrust
1031,dissappeared
2460,reappeared
809,con
2971,taking
1044,dog
2855,standing
940,deck
1215,faces
1082,due
1525,his
937,decently
2492,repeat
2688,show
80,2000
756,cloaked
808,components
1640,international
2645,seven
3019,things
1135,emitting
1841,loud
2690,shrieking
2192,orangey
2320,pink
1622,inside
119,33right
2295,persistent
381,arced
556,bluish
1651,involved
2904,strangley
53,1966
239,8211
537,blackfoot
3213,valley
2227,ovando
1237,farmland
3399,young
3365,woman
3266,walk
1933,metro
2267,path
484,bearing
319,along
1802,lines
1175,even
3368,woode
372,approached
1865,main
2180,opened
2338,played
2206,original
2310,picture
3378,worth
3372,words
148,44000
3032,threw
2540,rocks
2234,ovoid
3394,yellowish
2037,mutiney
473,bay
1573,hundred
1322,folks
685,celebrating
213,4th
1688,july
3177,union
906,dad
1716,kite
2484,relized
547,blinked
2636,sequence
193,44saw
2916,string
2199,order
1807,litghts
2843,square
1710,kiltered
1318,fluttering
373,approaching
2795,southeast
2480,region
1236,farmington
544,blimp
3276,washington
2610,seattle
1863,madrona
1454,groups
73,1998
3273,wanted
2379,press
2119,nuclear
2448,reactor
1507,helicopters
2870,static
2440,randomly
94,20min
2172,once
1081,drove
440,awoken
669,capsule
1734,land
2968,take
2508,restaurant
2093,noon
836,continued
2451,ready
2399,pull
1075,driveway
1428,good
1035,distant
1118,eight
1643,intervals
2034,murfreesboro
450,ballls
2733,skies
1559,howad
3217,vanish
867,cousin
1512,her
2976,tall
2319,pine
748,cleaning
1277,fish
2411,purpule
1687,ju
1222,faint
2444,rate
2625,seethrough
1124,elongated
2284,pentagon
2351,poles
2947,surrounding
1972,misterious
1532,hollywood
91,2012
2929,suburban
1957,minneapolis
250,9pm
2441,range
2714,since
460,barely
928,days
2450,reading
1375,garden
3387,yard
802,compared
253,abilene
1267,finished
2500,rerun
1390,ghost
1575,hunters
1742,laptop
3207,usual
1429,google
894,cube
2888,stop
1078,dropped
1376,gas
2871,station
953,departed
2191,oranges
1184,exact
360,apart
1931,meteors
2447,re
1152,entering
3174,unexplained
2336,playa
948,del
2519,rey
2952,suspicious
1486,hazy
1939,michigan
546,blink
1427,gone
3157,umo
70,1988
2153,oct
1260,figures
621,buildings
2526,rigid
281,aerial
272,acrobatics
2743,slight
2953,sutle
3167,under
2819,spencerport
3385,wx
684,cavu
648,calm
139,3rd
626,burned
1307,flight
958,descended
2873,stationery
3026,though
3235,venus
3421,zooming
635,buzzing
2086,noiseless
344,angles
424,aura
2878,steady
1409,glimmering
861,counties
1941,middle
2397,puget
2102,northward
2783,sonora
1916,meets
2212,others
1010,disappears
390,armada
454,baltimore
514,beltway
2148,observing
2881,steelers
1372,game
2286,peoria
2055,nearby
2363,ports
2103,northwest
87,2008
355,anthony
1374,gap
1119,el
2257,paso
2,00pm
1980,moline
1228,falling
1099,earths
417,atomsphere
1736,landing
1970,missouri
3257,vision
2601,scope
2558,rows
525,bigger
598,brighter
2633,seperate
1569,hum
696,change
2860,starlike
1067,dribbled
2915,stright
852,corona
3152,uah
1576,huntsville
301,al
2023,mph
2072,next
667,cape
777,cod
1341,forms
2118,nowhere
2776,somehow
2942,sure
3313,where
3115,triang
2748,slowely
917,darts
2637,sequentially
382,arched
3411,zenith
2110,notheastern
1965,mirror
905,cylndrical
1062,downtown
2794,southbound
925,davie
131,39nt
1887,marble
3251,viewpoint
2348,points
1491,heades
2846,sse
3107,treetop
2488,remote
681,catskill
2661,sharp
343,angle
456,banos
1581,hwy
104,27
34,15am
2423,quietly
398,arrow
526,biggest
1142,ended
1698,keep
936,decended
402,ascended
1335,form
1019,dishpan
1400,glacier
2280,peak
2483,releasing
3047,tiny
1811,littleton
2895,storms
3223,various
821,conformations
3306,westward
1137,empty
2842,spurts
694,chain
1155,equally
2805,spaced
830,constant
676,cascades
1745,larger
1982,moment
2133,obj
1662,iss
2331,planet
2547,roseville
211,48066
210,48
1169,est
2926,student
1054,doors
392,arnold
1975,mo
1706,kettleman
772,coalinga
2596,scarry
2933,summer
2660,shapped
2543,rooftops
1506,helicopter
2342,plus
1467,hampton
99,23
3058,took
3420,zoomed
1510,help
1641,interrupted
7,04
3254,visable
1159,eratic
501,behavior
1753,lauderdale
1170,estimated
1579,huvering
177,44jerked
199,44than
3021,third
2438,rancho
895,cucamonga
2138,oblong
2463,rear
209,460
720,christiansburg
539,blacksburg
2287,peppers
1250,ferry
583,box
997,directional
1106,eastery
2077,nights
3105,treeline
2608,season
62,1975
668,capitan
215,500
1946,mile
1642,interstate
981,digital
649,camara
3205,use
2593,scan
2739,skys
1990,months
2112,nothing
1657,isaw
2337,playback
1150,enlarging
1435,graham
674,caroline
235,75
620,building
631,busy
130,39m
3381,writing
120,35
1960,mins
370,appears
1386,get
2581,satillite
1296,flashlight
1682,joined
752,clifton
2083,nne
2761,smoky
1974,mnts
1456,guelph
138,3bright
3122,trianglular
2847,st
680,catharines
1027,dissapeared
3036,thru
2080,nite
2993,temecula
164,44ca
2183,ops
972,dice
740,cirlcle
758,clockface
1988,montauk
2835,spotlighting
2664,shed
158,44at
851,cornwall
2548,rotate
1161,erractic
3225,varying
2818,speeds
2009,mount
1758,lbert
1055,dot
3242,vey
1514,hi
1212,faa
3208,usually
2763,smoothly
2051,navigation
1857,ma
3330,will
3140,turns
270,accross
2635,september
90,2011
1317,fluorescent
3253,virginia
932,dc
2691,shut
1246,fell
1329,footage
2568,sacramento
2884,stepped
1681,job
589,break
3267,walked
3129,trunk
1216,facing
2975,talking
3407,zagged
2564,runway
1197,experienced
122,360
2531,rising
1323,follow
1201,explanations
2937,sunny
602,brihgte
1712,kinda
2467,recktangular
2864,started
2427,rad
1143,ends
266,accelerates
423,augusta
2810,sparkling
839,contrai
3064,totally
3179,unique
2383,previously
114,31st
220,55
1113,edina
3203,usa
2868,staten
183,44ny
2598,scattered
1352,fresno
1592,i95
2522,richmond
2298,phillipsburg
1107,easton
2453,realized
268,accompanied
2941,super
1801,linear
3305,westside
2207,originally
2735,skipped
791,columns
172,44green
153,447
246,95
162,44boone
2196,orbital
2190,orangelights
1422,gold
2996,tessellated
2520,rhomboidal
2243,panes
1288,flap
2412,pursuit
3228,vector
3173,unexplainably
3303,westminster
1908,md
1875,man
436,awakened
2380,pressed
3004,their
1618,indicator
2313,pieces
1692,junk
2477,reentering
2924,strs
843,converging
3198,upwad
493,becoming
1453,grouping
452,balloons
278,adult
1248,female
535,bizarre
2499,reports
2353,polished
326,aluminum
2105,nose
419,attitude
1051,domed
1496,heard
1163,erradically
2848,stabilized
1668,itself
1605,images
2552,roughly
2203,organge
734,circled
1786,ligh
3175,unidentified
3388,yards
2261,passes
1809,littlefield
2495,replacement
3143,twice
2366,positioned
2874,stay
2486,remaining
3,01
10,07
263,abt
1535,honey
2332,planetary
2401,pullman
1389,gettysburg
1810,littlestown
1523,him
3200,upwards
884,crew
2624,sees
2385,prior
52,1965
538,blackout
280,advanced
2273,patterns
1316,fluid
1570,human
1469,handle
2796,southeastern
1321,foley
302,alabama
2723,sitings
132,39re
1940,mid
3133,tucson
550,blinks
1149,enjoying
623,burger
309,ali
1620,inn
240,8230
156,44and
3416,zipping
1870,make
1404,glendale
1282,fl200
1898,masking
2239,pacing
295,airliner
2908,streaks
3074,tracers
2678,shoot
2747,slowed
1705,kept
1205,expose
2792,source
2934,summverville
2511,retired
2927,submariner
3172,unexplainable
2479,reflective
2887,stood
2549,rotated
2001,motio
307,alexandria
761,closely
1451,group
2078,nighttime
1629,intelligent
437,aware
2653,shaft
3078,tractor
3109,trek
723,chrysler
2611,sebring
2523,ridge
426,austin
3087,trajectory
1357,frightening
146,43
2226,ovals
2016,movements
371,approach
2402,pulsated
3415,zipped
3289,wednesday
2375,preparing
2969,taken
3127,truck
3340,winds
2597,scary
2726,situation
1563,hudson
2376,presence
1678,jetted
2288,perceived
2768,soft
3134,tues
2680,shoots
1613,incredibly
828,const
3232,vehicles
1350,freeway
1733,lamps
714,chicago
1599,il
3197,upright
288,aftewr
462,barn
1355,friends
128,39clock
1728,lafever
1826,loo
1855,lycoming
1874,mall
3332,williamsport
2283,pennsylvania
1866,maine
1431,goto
2464,reason
1781,li
1654,iridescent
2087,noises
575,boulder
1571,humanoid
2977,tampa
421,aug
89,2010
1095,earliest
2249,paralyzing
1782,liberty
482,beams
726,church
2641,services
261,abruptly
3038,thunderstorm
609,bronx
3397,york
1568,hulman
1626,institute
2986,technology
3307,wetlands
2048,national
2514,return
2382,previous
1764,leaped
1072,drips
1917,memorial
2640,service
2264,pastor
1589,i70e
771,co
1780,lg
877,crashed
314,allegedly
285,affected
918,dashboard
1180,events
2630,separated
2983,teal
3238,vertical
1499,heavy
1471,hangglider
2879,stealth
2650,sha
789,columbia
2644,setting
334,amended
920,date
2949,suspect
2358,porch
1921,mentioned
1253,fiance
1488,he
2569,said
1243,feb
646,call
907,dallas
1830,lookes
3121,triangluar
2753,slowy
3270,walmart
664,canyon
1812,lived
1381,general
433,aviation
3362,witnessing
829,constan
1964,mir
311,aligned
1718,knew
3277,wasn
1997,morphing
870,covered
244,90
376,approximately
3318,whit
3142,twenty
2223,outlining
2585,savannah
1112,edges
2292,perhaps
2275,paused
992,dipped
2349,polar
2195,orbit
2692,shuttle
3101,traverse
150,442001
1882,manueverablilty
3024,thornhill
897,cured
2599,scepticisim
1083,dull
3329,wildest
136,39ve
1699,keeping
1167,escort
1827,look
2470,rectanglular
2246,parachute
3124,tried
2764,snap
855,cou
2141,obserbed
3196,upper
2417,quadrant
3341,windshield
444,backing
2787,sough
1108,eastward
2626,self
169,44daughter
1278,fishing
767,cloudy
1992,moonlight
869,cover
180,44mind
507,believer
267,accidentally
2302,photographed
842,converged
2851,staight
736,circling
1412,globes
2303,photographic
350,anomaly
3325,wide
1658,ish
161,44blue
2215,ou
1012,disappered
1585,i35
2724,sititng
832,constellation
1116,effortlessly
207,45min
1542,horizontally
3239,vertically
212,495
247,95s
2315,pilot
1022,dispatched
2574,santa
458,barbara
2759,smokey
1707,kfc
1057,doughter
1743,lar
2075,niceville
1889,marina
1018,discovery
43,180
946,degree
3136,turn
455,band
354,anteloe
2988,tehachapi
19,10pm
1766,leavin
2317,pin
3083,trailing
1059,douhgnut
2131,ob
2135,object0
226,65
3245,vicinity
61,1974
2702,sign
2663,she
168,44craft
16,100ft
1085,dumps
2316,pima
1955,mine
963,desendes
988,dimming
597,brightening
2534,riverside
2607,searching
3336,wind
847,copters
2903,strangely
1840,lots
3285,waxhaw
3419,zody
954,dept
2893,store
661,canoga
451,balloon
975,diego
88,2009
1290,flared
415,atleast
3028,thousand
509,belmont
1185,exactly
551,blocked
1275,firing
2241,palm
942,deep
1160,erie
902,cylinders
348,anoka
1958,minnesota
778,cohesive
3181,unit
2065,net
1448,grid
3370,woodinville
1577,hurry
2821,spher
935,december
221,58pm
1272,fireworks
1052,don
1071,drink
2820,spere
3344,winged
1315,flowing
1432,government
1234,farmer
1595,idaho
2627,semi
578,bound
1683,jordan
2201,ore
418,atp
1918,memphis
2145,observers
316,almond
1211,eyes
601,brightness
2394,proximity
638,c130
2918,stripes
3247,videotaping
2576,saratoga
3186,unlit
178,44lit
819,confirming
2369,post
1358,frisbee
329,amazed
587,bradenton
1590,i80
485,beatrice
2057,nebraska
1848,lumenescent
707,chemtrail
916,darting
333,ambiant
378,aprox
1850,luminescent
1792,lighting
2378,president
630,bush
2815,speech
2741,sleek
3118,triangled
2362,portland
2165,okanagan
2817,speeding
2655,shap
557,blurred
1342,fort
1949,mill
701,charlotte
1725,la
1213,face
2449,read
1603,illumination
2713,simultaneously
203,44white
2931,sudden
2454,really
3071,tr
2041,myself
613,brothers
2089,noisless
3068,tower
1704,kentucky
229,68
237,80
577,bounced
204,44with
961,describe
2387,probe
1813,living
2204,organism
1200,explanation
2476,redlands
1911,mead
640,cabazon
2631,separates
792,combine
1584,i294
2129,oaklawn
2921,strobed
1871,makes
3119,triangler
603,brillant
1748,lasting
1380,gave
717,chills
2807,span
2892,stops
2510,resumes
1518,higher
1634,intensly
2030,multicolor
2742,sleeping
1873,male
1647,investigated
3164,unconfirmed
3112,tri
1190,exhibited
349,anomalous
194,44shinny
234,737
874,crafted
1943,midtown
413,atlanta
3162,uncle
55,1968
2914,striations
1793,lightning
566,bolts
1132,eminating
102,25mph
2962,tablet
985,dimley
32,150
1327,fomation
2559,rr
2099,northeastern
