date,EBAY,NVDA,YHOO
2011-01-19,29.099999,,16.309998999999998
2011-01-20,30.779998,,16.23
2011-01-21,30.019998,,15.97
2011-01-24,30.509999,,16.09
2011-01-25,30.909999,,16.02
2011-01-26,31.059999,,15.57
2011-01-27,30.959999,,16.200001
2011-01-28,30.309999,,15.83
2011-01-31,30.359999,,16.120001000000002
2011-02-01,31.64,,16.379998999999998
2011-02-02,31.879998,,16.57
2011-02-03,32.05,,16.690001000000002
2011-02-04,32.209999,,16.790001
2011-02-07,32.239998,,16.799999
2011-02-08,32.639998,,16.6
2011-02-09,31.95,,16.43
2011-02-10,34.489999,,16.620001000000002
2011-02-11,34.51,,16.85
2011-02-14,33.86,,16.889999
2011-02-15,34.46,,17.200001
2011-02-16,34.46,,17.76
2011-02-17,34.689999,,17.77
2011-02-18,34.529999,,17.66
2011-02-22,33.649998,,16.91
2011-02-23,32.85,,16.58
2011-02-24,33.089998,,16.370001000000002
2011-02-25,33.629999,,16.5
2011-02-28,33.51,,16.4
2011-03-01,32.289998,,16.1
2011-03-02,32.679999,,16.629998999999998
2011-03-03,32.929999,,16.860001
2011-03-04,32.009999,,17.08
2011-03-07,31.5,,16.700001
2011-03-08,31.669999,,16.940001000000002
2011-03-09,31.329998,,17.65
2011-03-10,31.079998,,17.059998999999998
2011-03-11,30.919999,,17.42
2011-03-14,30.769998,,17.309998999999998
2011-03-15,30.44,,16.33
2011-03-16,29.73,,15.91
2011-03-17,29.949999,,15.86
2011-03-18,30.469998,,16.030001000000002
2011-03-21,30.579998,,16.290001
2011-03-22,30.219998,,16.360001
2011-03-23,30.669998,,16.129998999999998
2011-03-24,31.759999,,16.83
2011-03-25,31.7,,16.959999
2011-03-28,30.34,,16.58
2011-03-29,31.079998,,16.75
2011-03-30,31.629998,,16.74
2011-03-31,31.04,,16.68
2011-04-01,31.359999,,16.84
2011-04-04,31.39,,16.870001000000002
2011-04-05,31.84,,17.110001
2011-04-06,31.85,,17.049999
2011-04-07,31.529998,,17.0
2011-04-08,31.14,,16.77
2011-04-11,31.19,,16.59
2011-04-12,30.699999,,16.360001
2011-04-13,30.669998,,16.639999
2011-04-14,30.849999,,16.690001000000002
2011-04-15,31.609999,,16.620001000000002
2011-04-18,31.149999,,16.35
2011-04-19,31.149999,,16.120001000000002
2011-04-20,31.759999,,16.870001000000002
2011-04-21,31.95,,16.85
2011-04-25,32.96,,17.110001
2011-04-26,33.079999,,17.280001000000002
2011-04-27,34.029999,,17.26
2011-04-28,33.999998,,17.51
2011-04-29,34.389999,,17.700001
2011-05-02,33.639998,,
2011-05-03,33.539998,,
2011-05-04,33.01,,
2011-05-05,32.679999,,
2011-05-06,32.719999,,
2011-05-09,33.119999,,
2011-05-10,33.929999,,
2011-05-11,33.31,,
2011-05-12,33.579999,,
2011-05-13,33.569999,,
2011-05-16,32.369999,,
2011-05-17,32.65,,
2011-05-18,32.879999,,
2011-05-19,32.9,,
2011-05-20,32.479997999999995,,
2011-05-23,31.629998,,
2011-05-24,30.819998,,
2011-05-25,30.699999,,
2011-05-26,30.659999,,
2011-05-27,30.679998,,
2011-05-31,31.169999,,
2011-06-01,30.64,,
2011-06-02,31.279998,,
2011-06-03,30.299999,,
2011-06-06,29.559999,,
2011-06-07,29.919998,,
2011-06-08,30.569998,,
2011-06-09,30.659999,,
2011-06-10,29.959999,,
2011-06-13,29.859999,,
2011-06-14,29.759999,,
2011-06-15,28.659998,,
2011-06-16,28.47,,
2011-06-17,28.83,,
2011-06-20,28.82,,
2011-06-21,29.78,,
2011-06-22,29.349999,,
2011-06-23,29.249999,,
2011-06-24,28.349999,,
2011-06-27,28.709998,,
2011-06-28,28.959998,,
2011-06-29,30.859999,,
2011-06-30,32.269999,,
2011-07-01,32.739998,,
2011-07-05,32.639998,,
2011-07-06,32.919999,,
2011-07-07,33.329999,,
2011-07-08,33.419999,,
2011-07-11,32.91,,
2011-07-12,32.259999,,
2011-07-13,32.379998,,
2011-07-14,32.189998,,
2011-07-15,32.809999,,
2011-07-18,32.7,,
2011-07-19,33.76,,
2011-07-20,33.169999,,
2011-07-21,33.439998,,
2011-07-22,33.499998,,
2011-07-25,33.799997999999995,,
2011-07-26,34.419999,,
2011-07-27,33.36,,
2011-07-28,33.35,,
2011-07-29,32.75,,
2011-08-01,33.019999,,
2011-08-02,31.75,,
2011-08-03,32.25,,
2011-08-04,30.04,,
2011-08-05,29.299999,,
2011-08-08,26.949998,,
2011-08-09,30.159999,,
2011-08-10,29.149999,,
2011-08-11,30.199999,,
2011-08-12,30.529998,,
2011-08-15,30.89,,
2011-08-16,30.359999,,
2011-08-17,30.249999,,
2011-08-18,27.939999,,
2011-08-19,27.16,,
2011-08-22,27.36,,
2011-08-23,28.92,,
2011-08-24,29.049999,,
2011-08-25,28.33,,
2011-08-26,29.459999,,
2011-08-29,30.49,,
2011-08-30,30.949999,,
2011-08-31,30.869999,,
2011-09-01,30.39,,
2011-09-02,29.409999,,
2011-09-06,29.269998,,
2011-09-07,29.749999,,
2011-09-08,30.509999,,
2011-09-09,28.459998,,
2011-09-12,29.419998,,
2011-09-13,29.399999,,
2011-09-14,30.14,,
2011-09-15,32.039998,,
2011-09-16,33.689998,,
2011-09-19,33.1,,
2011-09-20,32.729999,,
2011-09-21,32.239998,,
2011-09-22,31.669999,,
2011-09-23,32.079998,,
2011-09-26,32.55,,
2011-09-27,32.519999,,
2011-09-28,31.64,,
2011-09-29,30.669998,,
2011-09-30,29.489999,,
2011-10-03,28.109998,,
2011-10-04,29.349999,,
2011-10-05,30.529998,,
2011-10-06,31.44,,
2011-10-07,31.069999,,
2011-10-10,32.3,,
2011-10-11,32.829999,,
2011-10-12,32.75,,
2011-10-13,32.739998,,
2011-10-14,33.689998,,
2011-10-17,33.219999,,
2011-10-18,33.869999,,
2011-10-19,33.179999,,
2011-10-20,32.15,,
2011-10-21,32.119999,,
2011-10-24,32.369999,,
2011-10-25,31.669999,,
2011-10-26,31.079998,,
2011-10-27,32.289998,,
2011-10-28,33.25,,
2011-10-31,31.829998,,
2011-11-01,30.89,,
2011-11-02,31.779998,,
2011-11-03,33.05,,
2011-11-04,32.709999,,
2011-11-07,32.469999,,
2011-11-08,32.919999,,
2011-11-09,31.179998,,
2011-11-10,30.749999,,
2011-11-11,31.759999,,
2011-11-14,31.409999,,
2011-11-15,31.45,,
2011-11-16,30.54,,
2011-11-17,29.649999,,
2011-11-18,29.809999,,
2011-11-21,28.749999,,
2011-11-22,29.039999,,
2011-11-23,28.549999,,
2011-11-25,28.23,,
2011-11-28,29.659999,,
2011-11-29,28.749999,,
2011-11-30,29.59,,
2011-12-01,29.68,,
2011-12-02,29.599999,,
2011-12-05,30.699999,,
2011-12-06,30.899999,,
2011-12-07,30.94,,
2011-12-08,31.029998,,
2011-12-09,31.64,,
2011-12-12,31.129998,,
2011-12-13,30.84,,
2011-12-14,30.269998,,
2011-12-15,29.599999,,
2011-12-16,30.399999,,
2011-12-19,29.769998,,
2011-12-20,30.629998,,
2011-12-21,30.34,,
2011-12-22,30.609999,,
2011-12-23,30.84,,
2011-12-27,30.919999,,
2011-12-28,30.409999,,
2011-12-29,30.359999,,
2011-12-30,30.33,,
2012-01-03,31.34,,
2012-01-04,30.159999,,
2012-01-05,30.709999,,
2012-01-06,30.629998,,
2012-01-09,30.509999,,
2012-01-10,31.2,,
2012-01-11,31.519999,,
2012-01-12,31.579998,,
2012-01-13,30.619998,,
2012-01-17,30.529998,,
2012-01-18,30.34,,
2012-01-19,31.509999,,
2012-01-20,31.929998,,
2012-01-23,31.989998,,
2012-01-24,31.95,,
2012-01-25,31.939998,,
2012-01-26,31.709999,,
2012-01-27,31.85,,
2012-01-30,31.579998,,
2012-01-31,31.6,,
2012-02-01,32.2,,
2012-02-02,32.7,,
2012-02-03,32.95,,
2012-02-06,32.639998,,
2012-02-07,32.869999,,
2012-02-08,33.05,,
2012-02-09,33.26,,
2012-02-10,33.029999,,
2012-02-13,33.16,,
2012-02-14,32.96,,
2012-02-15,33.31,,
2012-02-16,34.51,,
2012-02-17,35.059998,,
2012-02-21,35.139999,,
2012-02-22,34.67,,
2012-02-23,36.02,,
2012-02-24,36.359998,,
2012-02-27,36.559998,,
2012-02-28,36.619998,,
2012-02-29,35.739999,,
2012-03-01,36.37,,
2012-03-02,36.249999,,
2012-03-05,35.72,,
2012-03-06,35.109998,,
2012-03-07,35.589999,,
2012-03-08,35.779999,,
2012-03-09,36.249999,,
2012-03-12,36.18,,
2012-03-13,37.33,,
2012-03-14,37.619998,,
2012-03-15,36.83,,
2012-03-16,37.689999,,
2012-03-19,37.79,,
2012-03-20,37.389999,,
2012-03-21,37.419998,,
2012-03-22,37.619998,,
2012-03-23,37.089999,,
2012-03-26,38.079998,,
2012-03-27,37.869998,,
2012-03-28,37.239999,,
2012-03-29,36.989999,,
2012-03-30,36.899999,,
2012-04-02,36.589999,,15.46
2012-04-03,36.63,,15.18
2012-04-04,35.729999,,15.27
2012-04-05,35.62,,15.07
2012-04-09,36.299999,,15.1
2012-04-10,35.47,,14.99
2012-04-11,35.759998,,14.88
2012-04-12,36.459998,,15.06
2012-04-13,36.12,,14.87
2012-04-16,35.499998,,14.79
2012-04-17,36.079999,,15.01
2012-04-18,35.87,,15.49
2012-04-19,40.619997,,15.4
2012-04-20,40.29,,15.6
2012-04-23,39.649997,,15.33
2012-04-24,39.299997,,15.43
2012-04-25,39.859999,,15.5
2012-04-26,41.049998,,15.53
2012-04-27,41.229999,,15.57
2012-04-30,41.019997,,15.54
2012-05-01,40.749998,,15.63
2012-05-02,41.16,,15.67
2012-05-03,40.379998,,15.4
2012-05-04,39.44,,15.15
2012-05-07,40.070001,,15.35
2012-05-08,40.19,,15.36
2012-05-09,40.559999,,15.3
2012-05-10,41.21,,15.44
2012-05-11,40.74,,15.19
2012-05-14,40.249997,,15.5
2012-05-15,40.049997,,15.4
2012-05-16,39.859999,,15.28
2012-05-17,39.029998,,14.87
2012-05-18,38.359999,,15.42
2012-05-21,39.509999,,15.58
2012-05-22,39.220001,,15.29
2012-05-23,39.679998,,15.38
2012-05-24,39.659999,,15.35
2012-05-25,40.349997,,15.36
2012-05-29,41.490001,,15.47
2012-05-30,39.59,,15.25
2012-05-31,39.19,,15.24
2012-06-01,38.820001,,14.92
2012-06-04,39.159999,,15.01
2012-06-05,39.759999,,15.1
2012-06-06,40.94,,15.36
2012-06-07,40.899998,,15.36
2012-06-08,41.049998,,15.65
2012-06-11,40.929999,,15.3
2012-06-12,40.909999,,15.47
2012-06-13,40.169997,,15.34
2012-06-14,40.129998,,15.36
2012-06-15,40.669997,,15.36
2012-06-18,42.490001,,15.49
2012-06-19,43.499998,,15.65
2012-06-20,42.949998,,15.74
2012-06-21,41.829999,,15.52
2012-06-22,42.799998,,15.61
2012-06-25,41.81,,15.44
2012-06-26,42.499998,,15.35
2012-06-27,42.290001,,15.52
2012-06-28,40.779999,,15.45
2012-06-29,42.01,,15.83
2012-07-02,41.219997,,15.84
2012-07-03,41.199998,,15.98
2012-07-05,40.929999,,15.85
2012-07-06,40.409999,,15.78
2012-07-09,40.679998,,15.75
2012-07-10,39.679998,,15.82
2012-07-11,39.129998,,15.8
2012-07-12,39.309999,,15.69
2012-07-13,39.949997,,15.74
2012-07-16,38.599997,,15.65
2012-07-17,39.070001,,15.6
2012-07-18,40.459999,,15.7
2012-07-19,43.949998,,15.73
2012-07-20,44.849999,,15.92
2012-07-23,44.239997,,15.76
2012-07-24,43.519997,,15.43
2012-07-25,43.189996,,15.5
2012-07-26,43.789997,,15.8
2012-07-27,45.219998,,16.110001
2012-07-30,45.599999,,15.98
2012-07-31,44.299999,,15.84
2012-08-01,43.889997,,15.99
2012-08-02,43.769998,,15.75
2012-08-03,44.499999,,15.97
2012-08-06,44.769998,,16.040001
2012-08-07,45.610001,,16.219998999999998
2012-08-08,44.939997,,16.17
2012-08-09,44.269998,,16.01
2012-08-10,43.989997,,15.15
2012-08-13,45.319998,,15.02
2012-08-14,45.360001,,14.73
2012-08-15,44.98,,14.76
2012-08-16,45.789997,,14.99
2012-08-17,46.869998,,15.03
2012-08-20,46.399999,,14.96
2012-08-21,45.849999,,14.97
2012-08-22,46.999999,,14.92
2012-08-23,46.809997,,14.87
2012-08-24,47.099999,,14.92
2012-08-27,46.98,,14.85
2012-08-28,46.939997,,14.72
2012-08-29,47.489998,,14.84
2012-08-30,46.549999,,14.67
2012-08-31,47.469999,,14.65
2012-09-04,47.359997,,14.89
2012-09-05,47.159997,,15.09
2012-09-06,48.909997,,15.11
2012-09-07,49.239998,,15.22
2012-09-10,48.530001,,15.11
2012-09-11,48.330001,,15.16
2012-09-12,47.989998,,15.4
2012-09-13,48.880001,,15.6
2012-09-14,49.969999,,15.77
2012-09-17,50.479997,,15.68
2012-09-18,49.959997,,15.91
2012-09-19,50.389998,,15.86
2012-09-20,50.079997,,15.79
2012-09-21,49.469999,,15.74
2012-09-24,49.309997,,16.0
2012-09-25,48.030001,,15.68
2012-09-26,47.539998,,15.61
2012-09-27,49.119999,,16.040001
2012-09-28,48.369999,,15.98
2012-10-01,48.230001,,15.83
2012-10-02,48.4,,15.94
2012-10-03,48.589998,,16.209999
2012-10-04,49.489998,,16.27
2012-10-05,48.730001,,16.09
2012-10-08,47.919999,,16.030001000000002
2012-10-09,46.219998,,15.85
2012-10-10,46.759997,,15.83
2012-10-11,47.489998,,15.92
2012-10-12,47.85,,15.88
2012-10-15,47.399999,,15.68
2012-10-16,48.239998,,15.92
2012-10-17,48.2,,16.09
2012-10-18,50.829997,,16.0
2012-10-19,49.969999,,15.84
2012-10-22,50.15,,15.77
2012-10-23,49.35,,16.67
2012-10-24,48.880001,,16.549999
2012-10-25,48.339998,,16.610001
2012-10-26,49.509997,,16.790001
2012-10-31,48.259997,,16.84
2012-11-01,49.219999,,16.950001
2012-11-02,48.689998,,17.110001
2012-11-05,49.35,,17.370001000000002
2012-11-06,49.489998,,17.459999
2012-11-07,48.4,,17.389999
2012-11-08,47.869999,,17.24
2012-11-09,47.73,,17.26
2012-11-12,47.469999,,17.51
2012-11-13,47.739998,,17.85
2012-11-14,46.469998,,17.83
2012-11-15,46.519998,,17.889999
2012-11-16,47.259997,,17.860001
2012-11-19,47.919999,,18.360001
2012-11-20,48.259997,,18.24
2012-11-21,48.630001,,18.4
2012-11-23,49.009997,,18.57
2012-11-26,51.400001,,18.76
2012-11-27,51.15,,18.93
2012-11-28,51.47,,18.91
2012-11-29,52.199996,,18.870001
2012-11-30,52.82,,18.77
2012-12-03,52.039999,,18.549999
2012-12-04,51.989999,,18.93
2012-12-05,52.02,,18.889999
2012-12-06,51.989999,,19.200001
2012-12-07,51.739999,,19.200001
2012-12-10,51.17,,19.43
2012-12-11,51.989999,,19.52
2012-12-12,51.859998,,19.379999
2012-12-13,51.02,,19.35
2012-12-14,50.359998,,19.639999
2012-12-17,51.309998,,19.690001
2012-12-18,51.909998,,19.620001
2012-12-19,51.339999,,19.6
2012-12-20,52.139999,,19.690001
2012-12-21,51.350001,,19.35
2012-12-24,51.079997,,19.65
2012-12-26,50.239998,,19.57
2012-12-27,50.289998,,19.6
2012-12-28,49.809997,,19.5
2012-12-31,51.0,,19.9
2013-01-02,,12.72,20.08
2013-01-03,,12.73,19.780001
2013-01-04,,13.15,19.860001
2013-01-07,,12.77,19.4
2013-01-08,,12.49,19.66
2013-01-09,,12.21,19.32
2013-01-10,,12.23,18.99
2013-01-11,,12.21,19.290001
2013-01-14,,12.2,19.43
2013-01-15,,11.98,19.52
2013-01-16,,12.09,20.07
2013-01-17,,12.25,20.129999
2013-01-18,,12.17,20.02
2013-01-22,,12.11,19.9
2013-01-23,,12.13,20.110001
2013-01-24,,12.19,20.440001
2013-01-25,,12.41,20.370001
2013-01-28,,12.61,20.309999
2013-01-29,,12.34,19.700001
2013-01-30,,12.32,20.120001
2013-01-31,,12.26,19.629999
2013-02-01,,12.37,19.76
2013-02-04,,12.16,19.34
2013-02-05,,12.44,19.66
2013-02-06,,12.34,19.85
2013-02-07,,12.29,20.32
2013-02-08,,12.37,20.5
2013-02-11,,12.51,20.9
2013-02-12,,12.43,21.209999
2013-02-13,,12.37,21.15
2013-02-14,,12.73,21.18
2013-02-15,,12.73,21.02
2013-02-19,,12.56,21.290001
2013-02-20,,12.38,20.92
2013-02-21,,12.29,20.83
2013-02-22,,12.52,21.219999
2013-02-25,,12.3,20.73
2013-02-26,,12.37,20.76
2013-02-27,,12.6,21.16
2013-02-28,,12.66,21.309999
2013-03-01,,12.71,21.940001
2013-03-04,,12.66,22.700001
2013-03-05,,12.8,22.950001
2013-03-06,,12.79,22.799999
2013-03-07,,12.76,22.700001
2013-03-08,,12.82,22.9
2013-03-11,,12.7,22.6
2013-03-12,,12.74,22.4
2013-03-13,,12.74,22.34
2013-03-14,,12.75,22.43
2013-03-15,,12.64,22.07
2013-03-18,,12.55,22.01
2013-03-19,,12.47,22.17
2013-03-20,,12.62,22.1
2013-03-21,,12.42,22.860001
