# Data extracted from the United States Geological Survey Advanced National Seismic System Comprehensive Earthquake Catalog (USGS ANSS ComCat), available here https://earthquake.usgs.gov/data/comcat/
# The loc_name, loc_admin1, loc_admin2, and loc_cc fields were added based on the latitude and longitude fields using the reverse_geocoder package, https://github.com/thampiman/reverse-geocoder.
time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,loc_name,loc_admin1,loc_admin2,loc_cc
1988-06-14 02:14:50.000,36.533,-97.455,5.0,1.8,md,,,,,us,usp0003gz6,2014-11-07T00:42:19.466Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Tonkawa,Oklahoma,Kay County,US
1988-06-21 23:12:45.600,34.507,-96.26299999999999,5.0,2.1,md,,,,,us,usp0003h60,2014-11-07T00:42:20.529Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Coalgate,Oklahoma,Coal County,US
1988-07-05 23:22:40.000,35.91,-98.71,5.0,2.3,mblg,,,,,us,usp0003hma,2014-11-07T00:42:29.084Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Thomas,Oklahoma,Custer County,US
1988-07-24 08:13:54.800,35.084,-97.37299999999999,5.0,1.7,md,,,,,us,usp0003j5v,2014-11-07T00:42:32.103Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Slaughterville,Oklahoma,Cleveland County,US
1988-08-29 00:56:50.500,35.532,-95.355,5.0,0.9,md,,,,,us,usp0003kfy,2014-11-07T00:42:42.704Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Warner,Oklahoma,Muskogee County,US
1988-09-18 11:44:30.100,34.926,-97.191,5.0,1.9,md,,,,,us,usp0003m2g,2014-11-07T00:42:49.733Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Lexington,Oklahoma,Cleveland County,US
1988-09-28 18:48:34.000,34.465,-96.84700000000001,5.0,1.9,mblg,,,,,us,usp0003mb5,2014-11-07T00:42:51.670Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Sulphur,Oklahoma,Murray County,US
1988-10-03 22:02:01.000,34.472,-96.148,5.0,1.6,mblg,,,,,us,usp0003mgm,2014-11-07T00:42:55.487Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Atoka,Oklahoma,Atoka County,US
1988-10-12 10:11:46.000,35.883,-98.075,5.0,2.1,mblg,,,,,us,usp0003mrg,2014-11-07T00:42:57.698Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Kingfisher,Oklahoma,Kingfisher County,US
1988-10-13 14:42:06.800,34.091,-96.14399999999999,5.0,2.4,md,,,,,us,usp0003msx,2014-11-07T00:42:57.869Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Durant,Oklahoma,Bryan County,US
1989-02-07 22:22:46.700,34.385999999999996,-96.831,5.0,2.0,mblg,,,,,us,usp0003rne,2014-11-07T00:43:34.858Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Sulphur,Oklahoma,Murray County,US
1989-02-20 11:59:18.000,35.324,-96.464,5.0,2.1,md,,,,,us,usp0003s3p,2014-11-07T00:43:37.484Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Wewoka,Oklahoma,Seminole County,US
1989-02-23 00:43:55.700,35.211999999999996,-95.86200000000001,5.0,1.4,md,,,,,us,usp0003s72,2014-11-07T00:43:37.986Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Henryetta,Oklahoma,Okmulgee County,US
1989-07-20 02:49:48.550,36.405,-98.98100000000001,5.0,2.7,mblg,,,,1.0,us,usp0003xg5,2014-11-07T00:44:33.721Z,Oklahoma,earthquake,,,,,reviewed,us,us,Mooreland,Oklahoma,Woodward County,US
1989-07-20 06:07:50.420,36.434,-98.876,5.0,3.1,mblg,,,,0.8,us,usp0003xgb,2014-11-07T00:44:33.750Z,Oklahoma,earthquake,,,,,reviewed,us,us,Mooreland,Oklahoma,Woodward County,US
1990-02-07 12:02:14.100,35.629,-98.82700000000001,5.0,2.5,md,,,,,us,usp000455t,2014-11-07T00:45:40.687Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Thomas,Oklahoma,Custer County,US
1990-09-16 21:13:32.400,34.8,-95.53,5.0,2.5,mblg,,,,,us,usp0004etd,2014-11-07T00:47:07.283Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Hartshorne,Oklahoma,Pittsburg County,US
1990-11-15 11:44:41.400,34.76,-97.59,5.0,3.9,mblg,,,,,us,usp0004gz5,2014-11-07T00:47:26.962Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Lindsay,Oklahoma,Garvin County,US
1991-01-24 05:00:26.900,36.378,-97.3,5.0,3.0,mblg,,,,,us,usp0004m37,2014-11-07T00:47:52.323Z,Oklahoma,earthquake,,,,,reviewed,tul,us,Perry,Oklahoma,Noble County,US
1992-03-02 05:08:27.000,34.001999999999995,-97.585,5.0,1.9,md,,,,,us,usp00053r4,2014-11-07T00:50:12.213Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Ringling,Oklahoma,Jefferson County,US
1992-03-20 12:39:35.000,34.808,-97.667,5.0,2.2,md,,,,,us,usp00054jg,2014-11-07T00:50:17.684Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Lindsay,Oklahoma,Garvin County,US
1992-06-30 01:25:49.300,35.260999999999996,-96.421,5.0,2.7,md,,,,,us,usp00059xx,2014-11-07T00:50:55.801Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Wewoka,Oklahoma,Seminole County,US
1992-08-09 21:05:52.100,34.77,-96.491,5.0,2.2,md,,,,,us,usp0005c7p,2014-11-07T00:51:14.802Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Ada,Oklahoma,Pontotoc County,US
1992-08-10 11:21:23.100,34.618,-96.542,5.0,2.2,md,,,,,us,usp0005c8n,2014-11-07T00:51:14.925Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Ada,Oklahoma,Pontotoc County,US
1992-08-10 20:03:04.200,34.982,-97.45299999999999,5.0,2.9,md,,,,,us,usp0005c8y,2014-11-07T00:51:14.972Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Purcell,Oklahoma,McClain County,US
1992-10-05 04:44:08.600,36.402,-97.50299999999999,5.0,2.8,md,,,,,us,usp0005eyq,2014-11-07T00:51:37.860Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
1992-11-18 21:40:48.200,35.2,-97.55,5.0,2.0,mblg,,,,,us,usp0005h1f,2014-11-07T00:51:53.104Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Newcastle,Oklahoma,McClain County,US
1992-11-19 18:22:30.620,34.808,-97.573,5.0,1.8,md,,,,,us,usp0005h2m,2014-11-07T00:51:53.235Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Lindsay,Oklahoma,Garvin County,US
1992-11-21 02:21:43.200,34.83,-97.68,5.0,2.2,mblg,,,,,us,usp0005h4f,2014-11-07T00:51:53.449Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Lindsay,Oklahoma,Garvin County,US
1992-11-23 11:56:09.900,34.83,-97.67,5.0,2.3,mblg,,,,,us,usp0005h8p,2014-11-07T00:51:54.019Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Lindsay,Oklahoma,Garvin County,US
1992-12-02 08:14:57.900,34.9,-97.54,5.0,1.8,mblg,,,,,us,usp0005hqx,2014-11-07T00:51:58.892Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Lindsay,Oklahoma,Garvin County,US
1992-12-17 04:01:17.570,34.756,-97.6,5.0,2.6,mblg,,,,0.6,us,usp0005jd9,2014-11-07T00:52:02.978Z,Oklahoma,earthquake,,,,,reviewed,us,gs$,Lindsay,Oklahoma,Garvin County,US
1992-12-17 07:18:04.270,34.744,-97.581,5.0,3.6,mblg,,,,0.8,us,usp0005jdm,2014-11-07T00:52:02.994Z,Oklahoma,earthquake,,,,,reviewed,us,gs/,Lindsay,Oklahoma,Garvin County,US
1993-01-14 17:06:10.450,36.595,-98.275,5.0,3.1,mblg,,,,,us,usp0005ks7,2014-11-07T00:52:14.002Z,Oklahoma,earthquake,,,,,reviewed,tul,gs$,Helena,Oklahoma,Alfalfa County,US
1993-01-30 04:42:53.340,34.04,-97.1,5.0,2.0,mblg,,,,,us,usp0005me4,2014-11-07T00:52:17.252Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Marietta,Oklahoma,Love County,US
1993-03-11 01:15:01.500,35.21,-95.93,5.0,2.7,mblg,,,,,us,usp0005pa4,2014-11-07T00:52:34.558Z,Oklahoma,earthquake,,,,,reviewed,tul,tul,Henryetta,Oklahoma,Okmulgee County,US
1994-04-29 03:28:58.680,36.25,-98.09,5.0,3.0,mblg,,,,,us,usp0006bt3,2014-11-07T00:55:21.774Z,Oklahoma,earthquake,,,,,reviewed,tul,gs$,Waukomis,Oklahoma,Garfield County,US
1994-07-04 07:28:27.800,34.676,-97.557,5.0,2.8,mblg,,,,0.7,us,usp0006f5r,2014-11-07T00:55:49.437Z,Oklahoma,earthquake,,,,,reviewed,us,gs$,Lindsay,Oklahoma,Garvin County,US
1995-01-18 15:51:39.420,34.774,-97.596,5.0,4.2,mblg,,,,0.5,us,usp0006rjc,2014-11-07T00:57:09.443Z,Oklahoma,earthquake,,,,,reviewed,us,tul,Lindsay,Oklahoma,Garvin County,US
1995-03-23 11:10:12.310,36.9,-99.6,5.0,2.8,mblg,,,,,us,usp0006um6,2014-11-07T00:57:32.970Z,Oklahoma,earthquake,,,,,reviewed,mac,gs$,Buffalo,Oklahoma,Harper County,US
1995-04-05 05:31:16.230,35.2,-99.02799999999999,5.0,3.0,mblg,,,,0.8,us,usp0006v6r,2014-11-07T00:57:39.674Z,Oklahoma,earthquake,,,,,reviewed,us,gs/,Cordell,Oklahoma,Washita County,US
1995-06-01 04:49:29.320,34.287,-96.73200000000001,5.0,3.0,mblg,,,,,us,usp0006ye5,2014-11-07T00:58:03.672Z,Oklahoma,earthquake,,,,,reviewed,tul,gs$,Tishomingo,Oklahoma,Johnston County,US
1995-09-15 00:31:33.260,36.87,-98.69,5.0,4.1,mblg,,,,,us,usp00073d2,2014-11-07T00:58:44.109Z,Oklahoma,earthquake,,,,,reviewed,tul,gs$,Alva,Oklahoma,Woods County,US
1995-12-01 14:37:40.440,35.061,-99.337,5.0,2.9,mblg,,,,1.3,us,usp00077wk,2014-11-07T00:59:18.374Z,Oklahoma,earthquake,,,,,reviewed,us,gs$,Granite,Oklahoma,Greer County,US
1996-12-19 16:29:57.720,35.080999999999996,-97.647,5.0,2.5,mblg,,,,0.92,us,usp0007upe,2014-11-07T01:01:48.303Z,Oklahoma,earthquake,,,,,reviewed,us,us,Blanchard,Oklahoma,McClain County,US
1997-03-11 13:30:30.920,34.72,-97.499,5.0,2.5,mblg,,,,0.36,us,usp0007ynp,2014-11-07T01:02:19.163Z,Oklahoma,earthquake,,,,,reviewed,us,us,Maysville,Oklahoma,Garvin County,US
1997-09-06 23:38:00.910,34.66,-96.435,5.0,4.5,mblg,,,,0.24,us,usp000877r,2017-04-13T22:10:01.364Z,Oklahoma,earthquake,,,,,reviewed,us,tul,Coalgate,Oklahoma,Coal County,US
1998-04-28 14:13:01.680,34.782,-98.416,5.0,3.9,mb,,,,0.63,us,usp0008m38,2014-11-07T01:05:05.044Z,Oklahoma,earthquake,,,,1.0,reviewed,us,us,Apache,Oklahoma,Caddo County,US
