price,pred
225000.0,84416.74368362957
480000.0,46578.316146653386
363000.0,167672.88044934676
2400000.0,2311210.71838142
181000.0,61871.34105526797
250000.0,199730.6833037533
481000.0,384245.0853134828
260000.0,54144.557152123525
455000.0,201732.30431955136
415000.0,296974.5291890365
349500.0,143476.66500216778
245000.0,46796.704065753176
592500.0,573240.376782803
385000.0,250538.89109337295
315000.0,272619.85322971334
255000.0,6436.801238909138
693000.0,184965.72965025637
780000.0,391615.45825485943
237000.0,15985.32652582226
525000.0,521342.46207476564
425000.0,100496.51838416228
369900.0,138450.67824958122
290000.0,62063.455323420414
285000.0,30052.071840053482
415000.0,96479.11102575784
272500.0,81916.26192462328
2900000.0,1839882.5769083735
1365000.0,383885.47668322007
436000.0,157952.66778578723
210000.0,1247.9971819412629
236000.0,86309.71371885804
331000.0,176716.2599421355
365000.0,59135.780523443784
450000.0,268844.89876216877
770000.0,225727.40084292812
455000.0,287582.9751347862
405000.0,10609.625126591729
304900.0,270627.2460966246
170000.0,2740.1671719735655
2050000.0,260263.9636237208
780000.0,606186.7200250697
330000.0,15145.426626716306
370000.0,263069.51663033874
467000.0,453478.5476182302
405000.0,353031.58792263444
675000.0,479359.11464147153
500000.0,479254.8715108334
389999.0,167626.77196242908
630000.0,549913.7160227386
360000.0,128144.76047050126
580000.0,539262.9186842311
550000.0,81827.71093315698
879000.0,826285.5041219525
265000.0,220669.79228005136
446500.0,377763.4852547212
404000.0,50064.896009273514
267500.0,159560.24530641464
3075000.0,50406.878693488965
335000.0,241596.76262695328
576000.0,4456.808136520678
208633.0,17696.726210231427
315000.0,71031.99929175744
725000.0,634465.2870580879
550000.0,199966.97489318735
610750.0,329780.5304310701
550700.0,312854.43985011143
665000.0,149933.13460346335
834000.0,477170.4044990406
201000.0,132851.31080095025
2384000.0,711017.0176685135
1384000.0,579379.572828356
1400000.0,634324.494364582
305000.0,284366.95177033485
487000.0,286109.4550225177
390000.0,369818.4249310751
548000.0,304707.04506330047
268750.0,134525.88185319593
819900.0,2896.0597712270132
520000.0,250062.3028149803
230000.0,213314.6496694099
240000.0,47607.76536641259
232000.0,12085.143178363736
240500.0,97830.32388046538
274975.0,102399.72225136595
740000.0,634293.2628247202
186375.0,4959.646662487459
790000.0,726917.8915096138
880000.0,599194.6391155616
279000.0,252279.05234391673
295000.0,179221.07589208844
640000.0,519650.1199591196
940000.0,315411.241126929
260000.0,90887.21928716554
559900.0,218290.5815608109
791500.0,597421.8900648579
265000.0,97862.16122359167
245000.0,59343.85259060548
485000.0,454769.153043439
684000.0,621079.5812255194
425000.0,148238.8593369712
309600.0,196483.94655189145
552250.0,151229.3613854111
165000.0,34008.996237738895
239900.0,80687.85300633099
320000.0,104671.96563696039
206600.0,182278.24250722092
387000.0,318231.5762980817
299000.0,212177.34533917028
855000.0,820240.1675963568
315000.0,133101.15622903832
437500.0,107201.95436810836
252000.0,29584.406172255287
375000.0,112895.00932544994
300000.0,43579.120191136135
420000.0,38718.16089471541
900000.0,542638.9770362308
679900.0,247611.04708940824
463000.0,261396.06862201449
380000.0,72707.5738738115
329500.0,223040.48075558463
604950.0,130370.02032941038
795000.0,221028.75702650868
465000.0,344918.5962973677
673000.0,376703.6037688911
810000.0,271217.4944222856
785000.0,426246.19429797697
338000.0,234566.82956608597
280000.0,255396.9940137361
315000.0,182924.662219253
530000.0,123323.78081322688
380000.0,283745.09969506867
297000.0,230997.39821374812
730000.0,146292.9599227374
450000.0,369258.3988550487
275000.0,127857.08504877728
595000.0,463961.1639429224
435000.0,103303.02569489567
270000.0,89796.67282377263
950000.0,906012.2633270702
389000.0,255890.06345527415
560000.0,432811.5850808634
1350000.0,929305.3633478492
799000.0,163238.99016089775
365500.0,172036.73755721134
252350.0,204142.03327881897
403950.0,272680.4395150408
385000.0,2320.7359765197016
345000.0,30155.67121522387
490000.0,169929.4129046441
330000.0,311640.62807413476
927000.0,455333.5758634389
1118000.0,302057.0669871131
330000.0,118939.82741972426
530000.0,111645.89260365351
365000.0,153738.0208670546
378750.0,82580.92272936349
269900.0,228268.6017210602
557000.0,254142.7236661505
360000.0,100728.72663687728
352000.0,328377.8601458015
437000.0,137371.54153595897
322500.0,293382.9785089765
650000.0,28221.75913068008
450000.0,318201.77712045424
278500.0,134763.09737114343
364950.0,162118.47633164638
840000.0,30511.609255664534
268000.0,10903.095051690145
517534.0,172211.31045253456
632925.0,599455.6347959122
577500.0,356698.63678373414
339000.0,125048.57132983422
570000.0,348826.9122612961
563500.0,116155.1206967257
423000.0,69823.10531625983
355000.0,128445.12926363223
1550000.0,1338197.694887669
482000.0,245531.63258280788
625000.0,185563.4475355347
538000.0,511235.37428720307
380000.0,310067.11407348275
375000.0,121115.22855090983
245000.0,238164.07008085813
310000.0,306078.84032742115
1300000.0,531258.1738695115
397000.0,260401.47184672448
365000.0,148063.41743469823
328500.0,84538.8527357776
988000.0,81660.84388786984
1000000.0,263610.34611783194
237000.0,64340.725281809624
525000.0,209285.51683364823
749000.0,138479.63723795617
722500.0,689133.7963947093
843000.0,86727.74337631582
438000.0,273841.3375147951
578000.0,255301.0902907155
227950.0,96540.93926421436
196000.0,72910.38945315877
641000.0,556589.7292205378
350000.0,98166.9432263834
205000.0,4218.112265692774
400000.0,367238.80638364266
1030000.0,890414.6859008137
505000.0,139835.40397323147
475000.0,248656.58545438375
520000.0,56725.862577444874
1450000.0,135469.24970355985
333500.0,279294.94716264197
232000.0,95181.64647606206
691100.0,457312.30093381443
811000.0,764935.652924971
551000.0,135066.9559503657
496500.0,6533.856235912685
705000.0,17024.626077559555
578000.0,410024.9302090334
255000.0,235760.73062233694
1050000.0,490696.78666351456
348000.0,130537.98353793651
230000.0,124857.89767580297
359500.0,308780.60311052797
330000.0,215210.7783516707
80000.0,18638.391734568504
465000.0,360179.79510206677
325000.0,43749.38663435275
340500.0,56373.170033126735
342500.0,209843.68186207896
290900.0,69462.0928468914
868700.0,612241.1242614895
1199000.0,419072.714342956
1150000.0,319037.55400849314
859900.0,858969.9372960087
520000.0,21120.384770398956
460000.0,297078.3599742316
438924.0,16986.176651914342
315000.0,239466.2312444863
590000.0,135753.0749239916
378500.0,34001.36168688978
328500.0,213015.73036212218
849950.0,622674.4046381245
525000.0,356000.040332393
1385000.0,71882.81178087702
295000.0,86820.54893847606
1067000.0,481311.2654166067
207950.0,59703.12909841699
699900.0,567278.3680436326
1280000.0,167827.33459545198
452000.0,276705.0714841475
370000.0,365639.5291421578
232000.0,209393.11695493758
669950.0,148834.1240118918
397500.0,32.55032643290079
490000.0,480492.69761037454
725000.0,639966.9139055987
299000.0,274922.2674319562
625000.0,259689.71927352084
437500.0,325769.2646935698
650000.0,138340.47406994688
475000.0,186344.43376486556
342000.0,291229.43357441394
1197350.0,152796.49666744715
280000.0,250282.30300461894
240000.0,119161.91337002715
529000.0,225404.60169209188
442000.0,135095.70353715832
615000.0,563862.0029427573
1485000.0,768670.8392305142
585000.0,470355.42547508446
480000.0,411672.85789489554
1095000.0,1010008.6782777328
290000.0,87980.4128695921
615000.0,208983.67523727196
300000.0,178522.16290428446
308000.0,135927.83372151712
750000.0,699631.8994648065
2250000.0,894519.1161753444
890000.0,425222.4630539372
288000.0,177749.59350334117
190000.0,76900.50233501203
515000.0,511126.39450142987
235000.0,23230.051871361804
275000.0,60665.91239698064
727500.0,234731.6078924555
650000.0,96019.84836575312
1600000.0,454750.77525048866
365000.0,284424.5318937103
662000.0,346154.5045860142
270500.0,9184.45857268351
200000.0,196524.51703743776
970000.0,597526.2832396474
160000.0,9430.316576483354
204000.0,134878.42944658402
358000.0,135456.23470889375
452000.0,61324.33030053266
595000.0,335380.4327750197
249000.0,181042.90767532925
346900.0,232813.81909068523
2125000.0,525965.4511882573
280000.0,146962.54200681415
318888.0,171454.42035287136
530000.0,379905.7829899795
375000.0,134950.25585290013
910000.0,725936.6616237547
782000.0,491034.8858363592
259950.0,9964.301244469125
315000.0,172140.89182576173
215000.0,185311.10051783055
705000.0,400139.7846014733
1450000.0,254950.98491075786
451000.0,230179.74302676038
261000.0,197562.8633341476
396000.0,43601.6577923786
725000.0,592396.8320866728
1950000.0,326589.2002679691
238000.0,127110.20514742334
750000.0,289307.6118275381
331500.0,82418.77893001442
460000.0,297818.9559840168
404950.0,15141.934447399322
880000.0,668840.3099344077
863000.0,454749.7712277621
638700.0,559355.0721743589
435000.0,226512.4691657872
260000.0,9108.623818852517
671500.0,96428.05060435837
610000.0,485318.7990709046
405000.0,199250.29978746898
338900.0,149752.88509977947
720000.0,229273.0425917953
442000.0,125770.74563407165
650000.0,627826.10311834
263500.0,114087.41866143317
300000.0,265200.90980250505
266000.0,172411.39077273596
930000.0,798337.7110345036
530000.0,451798.25873021345
180000.0,172136.16500214627
619000.0,432026.2442097152
264000.0,212624.79094411267
730000.0,535183.3636438845
439000.0,265694.58098019764
268500.0,192609.58494992997
330000.0,236197.63577019484
640000.0,26180.9875432305
900000.0,464499.75197835226
370000.0,293281.0034687956
685000.0,166429.09775935274
505000.0,234899.7331693768
265000.0,115271.2134045047
290000.0,116808.27909243075
296000.0,36064.50021915379
360000.0,189256.15485725322
240500.0,107322.73184751473
372500.0,247113.80208592117
595000.0,326900.76997555874
515000.0,14184.608770858906
1220000.0,38939.94487901668
507000.0,355589.41911624395
399950.0,282997.0683678144
185000.0,177588.73973902635
460000.0,403284.1534917532
435500.0,203839.98514714994
469000.0,293550.1539803442
531000.0,242763.49740671724
443500.0,98876.65596214842
223000.0,83998.97038816442
590000.0,61291.69715415304
340000.0,226619.22045829747
650000.0,124819.5934140789
533600.0,253709.61140525964
695000.0,672368.4390998574
242000.0,7663.881216837124
425000.0,64485.228773890165
525000.0,156754.07179515198
485000.0,456776.3777418834
175000.0,159047.31432245785
210000.0,34020.176570511736
260000.0,255090.62105214424
577000.0,433181.3219996758
200000.0,107995.41658651954
605000.0,563680.244191699
325000.0,286197.3212073927
289500.0,113286.12458374596
559950.0,367519.3725886828
1042500.0,674899.0142602107
543500.0,177707.20899478128
480000.0,86107.28383423963
218000.0,101764.55328671135
565000.0,148753.7855132624
426700.0,151506.28942054397
650000.0,620193.5797839988
542000.0,249936.7258284358
415000.0,284229.95817278477
214000.0,71953.19748027794
245000.0,243985.96422043917
314500.0,207182.41210010432
1120000.0,219530.60163505393
378000.0,37113.551478914516
305000.0,287670.0742090103
595000.0,562142.8101653233
729500.0,453259.0498746758
430000.0,7306.344718884586
240000.0,54128.3722263571
545000.0,436695.8473445965
530000.0,463993.70953590976
157000.0,71276.40086278664
425000.0,155346.26276791393
220000.0,60329.50252076995
521000.0,60941.63767228139
325000.0,37616.97418345651
597500.0,569180.1122987585
337000.0,272507.0006624936
1000000.0,164779.36058949304
3070000.0,635643.6531436745
495000.0,324498.01757691125
748000.0,571968.8329573559
888000.0,719559.5825912774
269900.0,44084.84289168974
496500.0,488619.6950037657
475000.0,108205.98126213757
312000.0,183897.61513677757
323000.0,189799.88896797565
331000.0,320196.7841477271
306000.0,201246.23758099836
655000.0,383112.2944405796
290000.0,150444.04781255327
1250000.0,955821.9226219127
460000.0,48785.41987030752
435000.0,909.9770147039366
664000.0,632452.6082122038
865000.0,431338.8927676606
385000.0,126409.12085162544
497000.0,182922.47026130353
280000.0,225076.12851329925
188000.0,71885.59993472532
478500.0,368525.94975598203
1145000.0,504328.9923905929
222000.0,187385.196730598
799000.0,60887.04717543259
609900.0,293440.16699112515
413000.0,192808.93031812954
400000.0,105731.19172482315
802541.0,757289.5210226304
320000.0,289609.1065148962
507000.0,224903.3250865751
387500.0,37649.347214744324
396000.0,81886.12696309695
373000.0,101266.45500086994
1484900.0,719017.9417019851
359900.0,121781.92232762027
410000.0,317395.78861819813
690000.0,328458.3592682077
245000.0,213240.77358864612
700000.0,697047.2250946963
268000.0,58916.03460034497
225000.0,137626.05986439812
980000.0,830552.2643175805
795000.0,751463.124781342
195000.0,56566.85288443421
480000.0,348980.5170942622
485000.0,7282.831982291441
130000.0,114288.51699063934
325000.0,20780.02846224758
440000.0,322693.97541472036
550000.0,547035.7127772126
310000.0,155368.83204573058
530000.0,110947.0150886858
390000.0,231910.99732574465
243000.0,151668.44507630746
639000.0,426898.4791530055
215000.0,37111.524567173736
405000.0,363978.6404351253
250000.0,155247.84187511963
405500.0,17667.1096961348
452000.0,309186.56124756683
730000.0,143141.35403916994
267000.0,7299.988612294352
289950.0,159748.9021538824
565000.0,459522.205798263
1578000.0,1356987.131990017
636000.0,65839.30839486427
350000.0,232064.97498921672
320000.0,227224.0718265504
210000.0,61848.568755012784
245000.0,237984.17967776462
328000.0,91409.49018231936
985000.0,68932.45654410646
501000.0,260159.46093255602
315000.0,218709.18914555272
403000.0,98597.89418624192
550000.0,186220.21122647633
347500.0,195860.72410347048
365000.0,323637.5305131712
588000.0,439427.6326911997
605000.0,126803.13526444232
1300000.0,327310.1919374339
233000.0,122064.20057602599
360000.0,276825.1301873511
459000.0,284011.65619046625
740000.0,370979.95706267765
305000.0,182123.22865127388
395000.0,298643.711506216
560000.0,300764.6845281927
650000.0,583539.2837326241
449950.0,426133.01734610065
517500.0,473695.9571786919
435000.0,328215.47792610957
329999.0,81285.68499609953
950000.0,366007.87370844325
447000.0,125159.97812665875
699800.0,460230.63669316156
850000.0,275588.38077543303
316500.0,238764.94295222237
942500.0,106982.30640074864
1310000.0,1015727.839323926
856600.0,501883.6314880471
405600.0,338833.65150662046
565000.0,243444.74345385222
400000.0,249985.78128354135
330000.0,182956.00341661967
374950.0,365827.94131908787
405300.0,306193.77084176
560000.0,305095.41966826527
824000.0,143402.4426039056
260000.0,235069.69638103465
760000.0,156436.71483931577
405000.0,263267.5190000135
429900.0,402589.2495938211
341500.0,76352.44371729264
465250.0,105110.92732761722
450000.0,383318.50968991115
390000.0,322785.460127865
420000.0,147715.40825063593
269950.0,71562.74312966403
493000.0,62802.51682504898
370000.0,365536.3581470534
2250000.0,1879521.9769805993
305000.0,274314.4395064062
400000.0,205471.73040416284
320000.0,36603.14633160766
715000.0,37594.94199197114
650000.0,214878.3668297171
218000.0,200632.0343911311
500000.0,473790.91756872355
460000.0,386935.37825380254
232500.0,36892.900856900706
408200.0,171412.6384475425
522000.0,128538.80356146586
675000.0,138611.09794164653
1355000.0,927939.0268999304
249950.0,121503.61134655566
210000.0,68231.0254449234
429950.0,43087.20808085658
737500.0,401762.9861063266
710000.0,246387.85867749684
470000.0,183815.02889071594
1100000.0,341559.61597417685
650000.0,251676.88319768617
1216000.0,675925.2548465147
422120.0,5970.383218623782
625000.0,529779.3720146734
385200.0,355123.5306994546
500000.0,275264.84522935154
308000.0,82550.50396966178
565000.0,559485.0351209546
581000.0,222635.7314337291
361000.0,250409.59733886938
345000.0,238033.62879954898
419000.0,181975.49809219223
347000.0,69107.88059469764
625000.0,604112.1099296197
2400000.0,152858.06236768974
379000.0,183871.6179849347
310000.0,68426.52003498659
250000.0,73493.53305695286
682000.0,565055.6337366699
246500.0,90530.96127528918
325000.0,27088.18765537557
310950.0,61042.28514268131
1100000.0,946410.7512916994
287500.0,280895.7943922989
431000.0,115500.31122565706
226000.0,152642.4312209208
825000.0,66989.17293732737
175000.0,126606.47857048595
465750.0,193955.35222551384
659000.0,605067.3861517207
595000.0,185364.02112223755
350000.0,329513.4490919338
270000.0,135876.80531227624
662500.0,231141.56217235888
249900.0,161690.19682466346
324500.0,81042.64297446041
430000.0,98798.34686029151
419950.0,82455.68942016862
285000.0,273571.37569035596
332000.0,163647.35756936637
282000.0,211955.4195279281
320000.0,151677.40202581172
428750.0,251907.8436287764
330000.0,192765.86377487957
456500.0,447318.0995642875
352000.0,235288.4597110509
664000.0,159206.9291234364
628000.0,9544.129954850645
512000.0,111965.25551345297
254000.0,115701.989143681
535800.0,210794.61641804836
287653.0,233668.0797180658
438000.0,344073.8586905486
450000.0,40093.1855610372
327000.0,311307.50706492644
370500.0,195422.69897044878
265000.0,158047.05015785058
450000.0,182275.54708830043
425000.0,276037.9061705891
166600.0,145162.96216301084
245000.0,165114.31187077737
565000.0,548105.6772580191
539900.0,378535.9025925246
910000.0,747765.8701658385
280000.0,12611.083469273643
275000.0,184992.09134932637
467000.0,305769.4849599789
457500.0,46548.81832409284
381156.0,321081.0484496214
289999.0,178109.382958924
642450.0,63170.881667800175
469950.0,279369.82244372513
795000.0,380340.59942153457
785000.0,183135.45236192722
860000.0,16990.23789851695
1095000.0,400296.17289840913
147500.0,91428.03392683623
390000.0,128418.86206004418
229000.0,70361.31542606602
185000.0,138957.4297928751
414900.0,314753.3662709068
200000.0,143753.16709583503
225000.0,22765.939673667486
720000.0,371639.4890197993
930000.0,518752.7541396531
1270000.0,945901.7492143005
700000.0,632224.4055826071
466000.0,171972.11157375554
374000.0,160320.13865481573
480000.0,351728.39635134244
740000.0,490350.9498159533
1010000.0,563448.5999275753
395000.0,138305.15464116624
340000.0,66419.7978294169
209000.0,38415.74074962267
431650.0,35215.42732268754
980000.0,79576.832888367
660000.0,558226.8275982721
730000.0,280081.1068969159
291500.0,17705.600089472733
905000.0,811265.232739392
800000.0,178616.3794828516
839900.0,225197.70901844787
200000.0,38899.56790888513
300000.0,290250.31796483794
530000.0,59646.245669201424
314950.0,227445.31311976488
255000.0,237682.62947619724
550000.0,367400.7124272673
435000.0,373546.075111909
234000.0,56732.621847700895
615000.0,414465.70683522295
205000.0,143678.62469319763
384000.0,175999.6848664227
324000.0,282056.7810787852
645000.0,447879.0346087312
570000.0,510080.3409491347
324000.0,244038.21046060737
270000.0,140478.41375464434
290000.0,144619.58263873652
250000.0,113431.90667501265
342000.0,7403.227095748513
255000.0,136461.05700388027
800000.0,338378.5869714111
451000.0,71047.65184228907
990000.0,117879.00140306141
288400.0,129593.08170565995
420000.0,16763.482489424798
359000.0,354182.1801870627
390000.0,147467.1632097002
300000.0,114632.75788533947
545000.0,27863.833792494286
288349.0,123030.54082290939
299900.0,4722.0566502411975
891000.0,26813.427299550636
1200000.0,406919.0797948856
378000.0,310326.26224794175
299995.0,137644.02987437928
253000.0,3754.666539114886
350000.0,57127.01109135121
565000.0,418056.33790276584
315000.0,232562.52720058616
570000.0,430078.05665080063
971000.0,341470.9642742127
915000.0,322333.4065406652
419000.0,336069.7044893339
260000.0,103515.85022718292
1321500.0,960982.9131875342
369950.0,214986.45713559256
1029900.0,375235.495793993
435000.0,34802.836202231156
601000.0,69791.35126048987
460500.0,409641.79208375036
720000.0,325685.1672161171
851000.0,845897.8626332044
550000.0,200143.3216714281
700000.0,174968.01326895293
323000.0,113224.20029894904
345500.0,118536.24650105945
378000.0,240920.84455593763
650000.0,8279.416394538968
385000.0,293858.4253478534
425000.0,176976.21570874416
210000.0,90770.2306706269
630000.0,303102.4595323641
335000.0,150486.17034673312
196500.0,97753.03166536764
582800.0,201593.03207636537
440000.0,199472.3002317221
752500.0,304500.1300999259
532500.0,275964.24732279446
265000.0,165166.30748687385
397500.0,95813.64136896617
524250.0,266548.1752626697
765000.0,454885.76819634147
648000.0,10982.507854388283
469500.0,244371.81029959218
237500.0,56832.1459313129
216000.0,87380.32635604388
427200.0,353093.685359074
280000.0,91345.96709292942
718000.0,346949.75125186966
420000.0,10391.284537248477
379000.0,117016.58282461853
326100.0,208613.04845537132
535000.0,168611.54938928314
283000.0,58240.69424944844
260000.0,75570.47677130904
399000.0,380796.9444167683
484950.0,42094.5437012423
640000.0,296548.96868781734
585000.0,34156.338640295355
645000.0,347434.5656312884
253000.0,36947.04145706527
178500.0,113184.13773662051
291000.0,76939.66158462527
199950.0,138148.5320150064
553500.0,192145.3440266415
189950.0,791.8044110090641
289000.0,85224.57090627277
700000.0,57326.10733573421
270000.0,133660.70052922732
258000.0,74533.6377127738
530000.0,339195.6904439282
245000.0,122484.30712069084
563000.0,20293.252011473298
515000.0,164096.4587937544
325000.0,158944.2369903567
540000.0,308990.0749955272
280300.0,29395.423688018553
460000.0,298986.7935963721
475000.0,163256.39691854897
900000.0,164629.16455831175
538200.0,433426.8236317757
429000.0,29439.432968575566
164808.0,153233.50998881322
520000.0,367258.4032678057
475000.0,225905.73463886563
283000.0,3158.5304222057507
321500.0,125425.28750141697
840000.0,542470.6673637263
287000.0,246508.0591378499
375000.0,231661.49779103458
349500.0,138998.74372714947
446450.0,199723.59821221756
315000.0,275088.02795878466
271310.0,95326.751642289
315000.0,20524.64356586925
245000.0,108454.77642823108
543115.0,542278.1282227624
900000.0,341795.57640553603
2450000.0,472984.05588823545
554000.0,25002.095675185054
249900.0,42725.123763079806
768000.0,248881.4625557912
980000.0,562792.7687528498
395000.0,262907.42422373197
415000.0,17769.853541012817
380000.0,355748.4392136578
566000.0,133371.30319146859
218500.0,32570.048675552058
550000.0,291956.1887342593
512031.0,346944.944490589
197500.0,60682.42589857985
470000.0,314637.3728100042
590000.0,173633.37327874603
465000.0,419509.7568749606
499000.0,439466.67384844576
515000.0,36665.10402162417
716500.0,107763.40572046238
410000.0,286204.0613203603
850000.0,102.08626562866473
1050000.0,862904.2957780452
648000.0,230843.3984775057
620000.0,461664.3347477904
935000.0,41361.78840895267
379000.0,79311.21874186945
699000.0,49492.82053704383
528000.0,94946.96381518619
425000.0,163379.02371678295
249500.0,122642.17684548645
1035480.0,948594.2815997611
790000.0,495467.47578896245
399950.0,282556.6016018136
275000.0,22580.436084949422
550000.0,157732.8984733829
140000.0,138842.46781343225
250000.0,140105.57541104784
318000.0,250525.9438213599
505000.0,16403.645333235327
470500.0,39557.85874970314
360000.0,39323.95131660319
