id,bathrooms,bedrooms,building_id,latitude,longitude,manager_id,price,interest_level
100084,1.0,2,0aa1e10d1f77ce334a02ecd84558f439,40.7902,-73.9678,bce75205499f22e47b0c1aa94e09131c,3500.0,medium
100085,1.0,1,7b932952de7f92e25ee7acc7eeb3b55c,40.7179,-74.0148,9e75980b063d7d41226e28ebc8e02824,5165.0,low
100087,1.0,2,46b5fd6e1ed6d002f5e6557f7e25bce1,40.7301,-73.9942,9e4ef9d8a24f407bf0b355b27f0d9965,4400.0,low
10009,1.0,2,3ae1e557d21e2a2e080e29aac7dd60c6,40.844,-73.9404,7c5e4fc025b70c6540d6b0e06716b9dd,2300.0,low
100090,1.0,1,0,40.79,-73.9418,42931f67f3661ec1b33d6b7e42754d9a,1650.0,low
100096,1.0,0,0,40.8184,-73.9389,fb520ae87b8a3b3eb646e137f0c8ddc8,1300.0,low
100098,1.0,0,7d2a37e6633ae6e663fca13dfa55d9a9,40.7649,-73.9763,32bf3cd19652f17e3764c055b7a9178e,1980.0,high
100099,2.0,2,39661b8ce46a8d71461497819f67c279,40.7471,-73.9867,ad3d8ddc52c7e0859b5c6c7f7949c3bd,6500.0,low
10010,1.0,0,d0234abbc01a982d54e8d446acc03405,40.753,-73.9959,6a6c75bdb10af785bebd2a09a53fc4c2,2396.0,medium
100100,1.0,3,be6b7c3fdf3f63a2756306f4af7788a6,40.7231,-74.0044,64249f81378907ae7cf65e8ccb4bd8dc,3733.0,low
100102,3.0,4,cd5dbf58ff7014957be69643a96aaaf5,40.7723,-73.9533,964dc31a872efa33fee9af11f62e843c,15000.0,low
100107,1.0,0,0,40.7753,-73.954,537e06890f6a86dbb70c187db5be4d55,2400.0,medium
100112,1.0,0,7b48df0cc3a04a24b062efbc5cf5022e,40.7739,-73.9511,cb87dadbca78fad02b388dc9e8f25a5b,1850.0,medium
100113,1.0,1,0,40.8031,-73.957,baf2b718f413a41eba82a1354a82ca86,2500.0,low
100115,1.0,1,1bd24d2906d981ec60703de71921dd2e,40.7975,-73.9626,44500d5a13767adee85ea875fb2d3bd5,2045.0,medium
100117,1.0,0,379a891accd668964c9d2080cce45179,40.7372,-73.9981,aa5f74da43dceaca9b34ed7f55a39f5d,2650.0,low
100119,1.0,2,7bc33ecc302c59a2f179803c3f90a03f,40.7479,-74.0005,6be05c0ba31bf6adce280cf734933a12,3745.0,low
10012,1.0,1,cdf3e0d9b2c48161b2432786b3ed0cd0,40.7802,-73.9504,ac888923cda3b9e4f0311267be25de9c,1900.0,low
100124,1.0,2,a6fb47bf44e73e699b9acf3d8cde48f0,40.7377,-73.9831,046ed6c8a67bc942fcf4ca43e96f27d8,5595.0,low
100127,1.0,1,8a555803ffb2c7f5acb3c27bd46524ff,40.7263,-73.8573,8cf9abc6cca9aefe093ce533a05001cb,1750.0,low
100129,1.0,1,7f36f0677bd92534e122b99839c948c4,40.7267,-73.8569,e6472c7237327dd3903b3d6f6a94515a,1650.0,medium
100131,1.0,0,14a428c84cfea2a14deb1ccf7ac3d2ed,40.7817,-73.9573,2ce4ad2a77bc8190427196ea1e8cfe4e,3500.0,low
100132,1.0,1,4d7c804afea366c666731bee9c56919e,40.789,-73.9756,e0af09eba42a9af0626d15c8d9505043,3300.0,low
100133,1.0,0,672f241d7306e205a658a0f52a3f86f9,40.7522,-73.9702,20c56899ba45dee967a4d1143e5bbfb4,2790.0,low
100136,2.0,2,d56c66e65b6f75b412a8353d3d1f0f4c,40.7059,-73.8339,fc3eb34da075c0a3835533f61f0851f9,2100.0,medium
100137,1.0,2,e0f787c39be40769fb269c641078eb50,40.7943,-73.9675,612a00076aefe8c98d1df4835640c74b,3200.0,medium
100138,1.0,0,ca9c594aba4534beae6ce71def209994,40.7699,-73.9565,b7de4cb395920136663132057fa89d84,2700.0,low
100139,1.0,3,6e9276972669ddcb097e71691f4c8f1b,40.766,-73.9914,601ad03225d7cb9a55615c91445d9b9f,4500.0,medium
10014,1.0,1,0,40.6888,-73.9522,9ba3641676cc717a8b65d59dac8545fb,2000.0,low
100140,1.0,2,920cbea4c790314471335c3a64496c9e,40.7493,-73.7142,17c1a97107fcbd846a1e16b576b450f6,1900.0,medium
100141,1.0,1,665f4f6eb9a097fb213f99950b835b9a,40.7892,-73.9705,097ed047cd8f606519a6e709ecd94af1,3200.0,medium
100144,1.0,0,1606c63ce21a4121821014008b193924,40.7571,-73.9647,fcf67d5c4433feefe6b9e7f7551f4334,2290.0,low
100149,1.0,2,72af1c8a4c9f9235dd8e14ff41843d82,40.7299,-73.9819,e384b5da0ca76f41ca6d1412b984b6a0,3895.0,low
100151,1.0,1,ba6bef9d045edcdc04bce07cd86f125b,40.7796,-73.9493,381152a75a238372d3d475934219eb6d,2200.0,high
100156,1.0,1,b2b2cfd162f51f2d36ba35263924e491,40.7459,-73.9564,e6472c7237327dd3903b3d6f6a94515a,3200.0,low
100160,1.0,1,46b7445a63c21569aa668295c00f440b,40.7467,-73.9854,63e8c482071c22f43dd91b954e75cc2c,4455.0,low
100161,1.0,1,5a922b81c28dd44b2ffadf603c90c0d5,40.7619,-73.9854,62b685cc0d876c3a1a51d63a0d6a8082,3697.0,low
100166,2.0,2,9c926bb8e5354ae22f3ebaaa3d1ee282,40.7341,-73.9896,2a1ee03b449700c3a15dd8c9a505c525,5700.0,high
100170,1.0,2,dd7b281c0dbafc8b53575ab78cca75d4,40.7413,-73.9779,54bf50a3e709c0bd499f9fdca5826147,3400.0,medium
100172,1.0,1,d3563041036aa5d2f20ceed2fff968ac,40.7351,-73.9531,63a31e03e634df5a205aeee36d70adfb,2550.0,low
100175,1.0,2,e9924bb68a0623a83a6fdd703e914aaf,40.8028,-73.9648,3ca41875dd95b256a1ecc858b9992909,3200.0,low
100177,2.0,3,9ba2f2719b9ab170812a9ea79a3bd84c,40.7196,-74.0109,e6472c7237327dd3903b3d6f6a94515a,6320.0,low
100179,1.0,1,bde4018a1c4f290eb89af695a7a1d644,40.7777,-73.9532,d1737922fe92ccb0dc37ba85589e6415,2945.0,low
100181,2.0,2,d8dac27e4abe8ba86af718d9032ab8c7,40.7087,-74.0058,e6472c7237327dd3903b3d6f6a94515a,4600.0,low
100182,2.0,2,5d2f628e79a79882954ced8bbd05ed97,40.7924,-73.9741,2f1ac1463ec2b0212f337801d176951f,7800.0,low
100184,2.0,2,d3a565182adf8bd9c5b033bb12757366,40.7756,-73.9846,387d5ab4d392fe8c76b299aed066e1a1,7000.0,low
100185,1.0,2,0,40.7054,-74.0095,b20626984bc9569c6e274dc3a992aeb9,3250.0,medium
100188,1.0,0,04d6c2e3fd1d86318d90e91966f01fe3,40.7108,-73.8543,e6472c7237327dd3903b3d6f6a94515a,1400.0,high
100193,1.0,1,91ca846d4a661b964fd0342af808e602,40.7802,-73.9444,d4ac73eb4e92b2183b270e9961429860,3195.0,low
100196,1.0,1,0,40.664,-73.9342,81318521f3b848bda5c6561a6ea3f569,1495.0,high
100198,1.0,1,300d27d8ba2adbcbc8c6f2bcbc1c6f9d,40.7349,-73.9863,fb0780fc846ef45ec33524062cba28fb,3850.0,low
1002,1.0,0,b1ff13eed93ba353d5cc103088276c6e,40.7617,-73.9626,e6472c7237327dd3903b3d6f6a94515a,2625.0,low
10020,1.0,3,a2df35ae1ff1583170f58181e97b18e6,40.8394,-73.9381,1569bdfd04db2539274ccaa530667da4,2500.0,high
100200,1.0,2,0,40.7931,-73.9715,979f1bb31a3acc6159a6776e168f59b2,3095.0,low
100203,3.5,4,27672509cffbf54c6202b2fc380078ad,40.7788,-73.9538,d2bce61e0e0079ebdc8c281e415e045b,13500.0,low
100205,1.0,2,0,40.6578,-73.9259,630b5501830bf5e1aafacb4f7cdf2750,1700.0,low
100206,1.0,0,bb7340d109bfe2ab60caa6b6dcb3c448,40.769,-73.9541,35af1611db6bc8ffe0488799a5bc97d3,1850.0,medium
100209,1.0,2,b1920a8955b71b30fbb4bad0248f60a4,40.6633,-73.9824,2f9835382bab727f99bfb0519a776650,2050.0,high
10021,1.0,1,c5ac932395aabfd2e04f782fef984f06,40.7762,-73.9592,aa9e353a6b43b125cbc89cb751090a9e,4000.0,low
100213,1.0,0,e7332bbe70e21bd8d4edf363a078b8e0,40.7604,-73.9617,60fd659c992c607b2560700e0e9eb052,1950.0,low
100214,1.0,1,e05b9b76632645e8346b58eb51973124,40.778,-73.9774,0ff0d93046667461eb044371b68a4999,2750.0,low
100215,2.0,3,e72c3fe47a374e028764154bee5b5925,40.7801,-73.9803,47d895a9b0e381e28a846d005fdbb84f,4900.0,low
100216,1.0,3,0e72c5f740c1705c26753ce9fc27f7c3,40.7447,-74.0052,ffd7307e4924587b30ec014a95db1362,6500.0,medium
100219,1.0,2,d29dfc599809f1acbc9eeb6d98f0aa9e,40.6896,-73.9982,74bc431ae127fcf8f62f0b62ad51e9eb,2300.0,medium
100221,1.0,2,878a9070fdefc740810986f8d1d91b0b,40.7306,-73.8519,4c2d70526b6dce48b9785a2dbfd9d5a0,2350.0,low
100222,1.0,2,8e9dc82b43909b9f3a6a12d4468fe3c7,40.7318,-74.0016,c98786b9944c37c6a7edadc2a7f9bbb9,3900.0,low
100224,1.0,3,d89f514c3ed0abaae52cba7017ac0701,40.7594,-73.9712,1fb46c4a72bcf764ac35fc23f394760d,4000.0,high
100227,2.0,3,6f42136c0b436713b38b7772afdf23a8,40.748000000000005,-73.9572,38b9b12248c3606e54559a4c8e4f50d6,3850.0,medium
100233,1.0,1,ee4117a0926c4dae5d56cc2b643df4ea,40.7681,-73.9858,88546921fe21ff334e8d32e4b6929e2c,3995.0,low
100234,1.0,2,e3ea799fc85b5ed5a65cb662e6eebafa,40.624,-74.0312,6f63020874d0bac3287ec5cdf202e270,,medium
100235,2.0,2,0,40.7161,-73.9548,f2a817fc83944fa5a7f7d0787e879871,,low
100237,1.0,1,16db33d050d432fd8ea720b638a5bf3a,40.7676,-73.9577,4f9b376a972b863bbfbdcdc8d717fa4e,,low
100240,1.0,1,80a120d6bc3aba97f40fee8c2204524b,40.7073,-74.0046,614e9c02bcb1b7feaff502d4c1203c47,,medium
100241,1.0,1,0,40.5946,-73.9617,8b53ccf4338806ab1be3dd0267711649,,low
100243,1.0,2,297160caf8a88c10718b492d4672c6b4,40.7426,-73.979,5a002b00880a84406292a8dfe54f8c72,,low
100245,1.0,0,0,40.7793,-73.9496,de5a3f7ce7f44d5eef8ee30fe201ae50,,low
100246,1.0,1,0,40.7216,-73.9423,5ba989232d0489da1b5f2c45f6688adc,,low
100247,1.0,1,cdf3e0d9b2c48161b2432786b3ed0cd0,40.7802,-73.9504,45c368df2d91ab418581ce5f42df7d70,,low
100248,1.0,1,11e1dec9d14b1a9e528386a2504b3afc,40.7128,-74.0059,045f9f5708f6896535892b85a81d8151,,low
100250,1.0,2,eeb4e9f4658d46b5e23e5a064196ec5f,40.7763,-73.9518,ae6a7f07ee1bf1958fc029059f2fb8a2,,low
100251,1.5,2,81eaccb067b61cc2839a2c6055bdcbfe,40.7676,-73.9813,390d13221ebd3317f174c968a1035624,,low
100253,2.0,2,68d36cc2484b6c3d0ae7bde144541abd,40.5757,-73.9686,c55f41447269371b42b287c8dadc0479,,low
100254,2.0,2,8ef0bf685185da7af5f48e8c16205c8f,40.7777,-73.9883,4c3f94bbeb225973612b6004ce5b8bc7,,low
100256,1.0,2,0,40.8034,-73.9661,5bc73e6df7d8c3f210c3d4216a580668,,low
100259,1.0,1,6f12500a98f6636f784f98d20af81b17,40.7133,-73.9395,44f88993b340ce5a2518a7103aaa623c,,medium
100260,1.0,2,b195fee71945f39c55a28473cca2f305,40.8678,-73.9251,1133f564d46b8a76c96857ad34fb4d16,,high
100262,1.0,1,56c3771d9e2a441395c646effabe40bb,40.7592,-73.9903,699c325b818541f314b691b76f3238d7,,low
100263,2.0,2,7a9ae106c9bf463c73963c4d40f332b9,40.7779,-73.9525,381040570cc863b743a9fce1a6ae9724,,low
100264,1.0,1,1be9c496f7bdff4a552e3d4e91f915f8,40.7064,-74.01,3d46c1ae1988d7ce646081408c421675,,medium
100265,2.0,4,900acceea19a355dcb4e7038b97b4b39,40.7108,-73.9878,2327c59ab1ee1a49eca7124ffc05d88a,,high
100270,1.0,1,70b40d2f525042c5006799dea12bfda8,40.7856,-73.9794,e6472c7237327dd3903b3d6f6a94515a,,medium
100274,2.0,4,33c7f8bb2e31d439ee4a3161553e59b9,40.7281,-73.9812,12c3a2f5c3299f3e3a26c192f52e61ad,,medium
100276,1.0,0,df595422a3d09af4ed49ee62a91be145,40.7393,-73.9817,85860e99ade732afc385111568f8e602,,medium
100277,1.0,2,cc19db65e1f33372a314a195a3606a4b,40.7736,-73.947,2ec6c71d78dd9df9046ce6899ec42de8,,low
100278,1.0,1,38d6074584d4a6d34fe97a8af38f341e,40.7633,-73.9628,7b159051957a4788a872ecb307613757,,medium
100279,1.0,0,e9ae1ce23f3c4c16e0861b60d69b2a6f,40.7444,-73.9754,eb5a6c4c2eb6f3e2a085c477afd5a815,,medium
100282,2.0,3,c82902b9c1b239bfa38f406dddb5ee95,40.7796,-73.7804,a9a44735cc7189ed019a0d383eb6d1c9,,high
100283,1.0,2,8f69240b0dff78e693fbd8c92c94f509,40.7697,-73.9581,e6472c7237327dd3903b3d6f6a94515a,,medium
100286,1.0,0,b2736b20442923af9c2b9d2714c06a11,40.7075,-74.0113,e6472c7237327dd3903b3d6f6a94515a,,low
100287,1.0,3,0,40.7264,-73.9836,17c72c26cc226ed1106689a06cfe5bce,,medium
10029,1.0,2,c5c8a357cba207596b04d1afd1e4f130,40.7947,-73.9667,cca9105ab4989fe60d622922e0ec8dd3,,low
100296,1.0,3,763c879ec0f9ffae239240ab8e59b120,40.7983,-73.9416,a5bd6bc8ee3438115452b14005105a82,2000.0,medium
100297,1.0,0,0,40.7481,-73.9748,8262449f40e9117f7a9ea49b4a333993,2700.0,low
100299,1.0,1,8564bfb8eea92c2c0ecbeb907c0722aa,40.7993,-73.9689,0ff0d93046667461eb044371b68a4999,2400.0,low
10030,1.0,3,a36895b9975c6991ca0fa1d9a99023a1,40.7694,-73.9603,3fc15c3a17757c4cfd76120ad9c86583,4400.0,low
100300,1.0,1,72af1c8a4c9f9235dd8e14ff41843d82,40.7299,-73.9819,06ba79af09fa392b303d82c65318e94a,2795.0,medium
100302,1.0,2,bcf77c615fe44ac44eef4bac15293c73,40.7751,-73.9481,370a9b35c74f968387f3be370fbed8e6,2475.0,low
100305,2.0,2,0,40.7922,-73.9645,92a757ce36e48af73be556e51f0cdfa2,5495.0,low
100307,1.0,0,c0ae658e2ffa1d5bfbc2c2625b6d766d,40.7366,-73.9934,1729cc4d62ab0cec44dcfd6757d44d65,2900.0,medium
100308,2.0,3,0,40.6896,-73.9527,19bc090c14e88401ebcde3b994e0b078,3462.0,low
100310,2.0,1,e87f1236b102798c1fa104a372800444,40.7324,-74.0081,25c47e79395288509330606bca79f6fc,8400.0,low
100311,1.0,1,0,40.7412,-73.9772,e32475a6134d6d18279946b7b20a0f12,3150.0,low
100314,1.0,0,28d9ad350afeaab8027513a3e52ac8d5,40.754,-73.9678,37fce597a1af22c2d2f5e82fe857d69e,2600.0,low
100316,1.0,0,a1f0e7a0eba3fd18ee76031b8cf51faa,40.7382,-73.9965,d8e89ad5c34d3aa9aeb38c8b2cd85351,3995.0,low
100317,1.0,1,f743f62b3ce578704c7cb55f78fce8e5,40.764,-73.98,60754f2d2667589daed8c3b116a7dce1,3600.0,low
100318,1.0,2,e65332ab08b646574f87310b854aced6,40.7401,-74.0039,8063dd01666d424edde651c1d24d196f,5400.0,high
100319,1.0,1,6e01d34a60782126c24526cf72878117,40.7481,-73.9564,0b8a0fb573c92be71bc4e077aec9a570,2983.0,medium
100322,1.0,1,b2563e1f6a7a2dfcb5249acbaa2753da,40.7723,-73.94800000000001,c71cf1f472cf9b4b4517ea23fb6f2c91,2400.0,medium
100324,1.0,3,1890ad398d4903e6a03397d4f0385bc9,40.7681,-73.9527,11c00e995d6b314daa729b6ab9b9112c,13500.0,low
10033,1.0,0,566b563146526f3fd8434d05ce8f48f9,40.7777,-73.9498,11c00e995d6b314daa729b6ab9b9112c,1800.0,low
100331,1.0,1,e61ec9c7340de9fc5f764f2950d17789,40.7951,-73.9676,f57c49e2a0332e31fa984b47237fcd90,2700.0,high
100332,1.0,1,0,40.6905,-73.9668,5ba989232d0489da1b5f2c45f6688adc,2200.0,low
100333,1.0,1,0,40.7612,-73.9978,d24abc331d8b47f73a369795690c010a,3346.0,low
100335,2.0,3,d579c8bec087237fd996eea2e65d169d,40.7906,-73.9687,a5b9c4d7d495b085331f45ac21a34369,6000.0,low
100338,1.0,2,b86008baed0fd35adebb6637e5264d84,40.8666,-73.9217,b90228c187744e99a88c01c597bdc253,2195.0,low
10034,1.0,1,8bf4e8a619ee450d08d772dc6aa9327d,40.7692,-73.9847,6e5c10246156ae5bdcd9b487ca99d96a,5200.0,low
100343,2.0,3,d16f875956b264d5920d8424631091d4,40.7075,-74.0059,8128a59a1646a554a34a76e5f1b77b9e,4500.0,medium
100345,2.0,3,142781e4fbb199d175fc914098bf0288,40.6812,-73.9105,51947c11031522c4306e92a260cd7bfe,2395.0,medium
100346,1.0,1,e9f8fbe6cce51fe5e4418e1828bc6546,41.0412,-73.54,9df32cb8dda19d3222d66e69e258616b,2195.0,low
100348,2.0,2,0,40.7634,-73.9596,6b1ee996b1c87cd54c6cd92acbef9aac,5200.0,low
100356,2.0,4,16a8aedae0afe14ccd3355f0b3b88ffd,40.7307,-73.9837,30a7951cfc21240e8c46b2d079d292e5,5800.0,high
100358,1.0,0,3a0b0cf00b2f7a8bf7543c35b5fdc2fd,40.7242,-73.9878,5a002b00880a84406292a8dfe54f8c72,1975.0,medium
100359,1.0,0,0,40.7298,-73.9868,c722e143a8b773707686f79bf5f5250c,2750.0,low
100360,1.0,1,a12ba0a062453d81074b8931769d6d0e,40.7658,-73.9781,6e5c10246156ae5bdcd9b487ca99d96a,3750.0,low
10037,2.0,3,39e0fd76dd41985daf2ef025357827ae,40.7548,-73.9944,83a5dbd2793560de8fcdeaad725defcd,4555.0,medium
100371,2.0,2,d9586931e798234e400f348bccaf5215,40.7437,-73.9585,e6472c7237327dd3903b3d6f6a94515a,4890.0,low
100377,1.0,3,ff99dfa1943c3c0ce7510e72bb86d32f,40.7177,-73.9984,9daa743d34f2bf6917a2ce0c1716784f,4595.0,low
100380,1.0,2,33bb41a37c6cd88827de6f9973d8326a,40.763000000000005,-73.9579,c98786b9944c37c6a7edadc2a7f9bbb9,2800.0,low
100382,1.0,1,459a31a86550e63c5f9205eade6b5320,40.6663,-73.9402,838023ee19585f31c7eb9ad95f4fc4d0,1800.0,medium
100385,1.0,1,67640f5755d720ca5bb42144b50d08dc,40.7406,-73.9822,e6472c7237327dd3903b3d6f6a94515a,3195.0,low
100386,1.0,1,d64120032c7c77ed2d3caf743b33201b,40.755,-73.9663,1dc73580d149c88bd976bba1c4a02b12,2675.0,medium
100387,2.0,2,0,40.7621,-73.9956,7af2e2e04e79dbd792fb78acaddad3dc,5450.0,low
100390,2.0,3,f29591839a75f4f70544a5f1a9c982fc,40.7469,-73.9803,0c71a59cb70215fbf49c9dd93efaa172,5000.0,low
100391,1.0,1,0,40.7111,-73.8272,e6472c7237327dd3903b3d6f6a94515a,1675.0,low
100392,2.0,2,8994778bc2a2ca65aa25030c2c0ec9de,40.7182,-74.0148,5599e962719af3ccc2976855c2d5893c,6200.0,low
100395,1.0,2,6a7872e86552c538614d66c8198e7e1e,40.8217,-73.9486,ffd7307e4924587b30ec014a95db1362,2500.0,low
100399,1.0,3,5174b8948f377ca7ec6d4bf431b7d5f4,40.7265,-73.9835,92aa3b535f48ec05903a3b7fcdafd411,4750.0,medium
1004,1.0,1,197f424f620ea35c776bd3d5b05c3eec,40.7441,-73.8792,9d4e9396e7e256947ac6242aee963d88,1700.0,medium
10040,1.0,0,4560585148c4d8a12ee47cb6a125387b,40.7689,-73.9681,427ef54edaa7a0207b53f77679c01ba1,2850.0,low
100400,1.0,0,0,40.7032,-73.9914,b97117e40a460ef017b068d4db1dc078,3035.0,low
100403,1.0,1,fcba63e29619c1d020e7cdd701bad6bc,40.7787,-73.9751,de09725e4303496d757ed0b77c0baee2,3100.0,low
100406,1.0,1,6c55aa813945e9f78021e8056eee052d,40.7265,-73.9851,2327c59ab1ee1a49eca7124ffc05d88a,3195.0,high
100410,1.0,2,adc60175c23f23a9b3cf3899c7cf4842,40.7491,-73.9789,9d32b720e26a351b951c8f78f72f2fec,3450.0,low
100411,1.0,1,6419eb1844fea08aeadfc6419bf9580a,40.7793,-73.9496,44736fb7de33f8ea3c34c0500e6932c3,1895.0,medium
100412,1.0,1,0,40.7726,-73.926,28d3972ecaa188fc63d754ab37f6c6bf,2600.0,low
100417,1.0,1,0,40.7462,-73.9757,2504fa7eba54ebb09325c693bb283afc,3175.0,low
100419,1.0,1,1c5352b94eee8234f2667ca5d9aa0a24,40.7346,-74.0018,638ed61433b8d4a30d9498bd516d65cb,2600.0,low
100422,1.0,2,1be9c496f7bdff4a552e3d4e91f915f8,40.7062,-74.0099,2aa9bfa5f67ed9997ea341dee8a3a271,3025.0,low
100423,1.0,1,0,40.7704,-73.9566,0f57223e3bbd5222d9881a442aba0d03,3790.0,low
100424,1.0,2,0,40.7616,-73.9643,34f25ae3a7915b61d4a129240504ce71,4600.0,low
100427,1.0,3,7bf1fffad987a227215cdbc5fe24fbf1,40.755,-73.9636,30a7951cfc21240e8c46b2d079d292e5,4450.0,low
100429,1.0,3,b5165b2479d8bd8c5cfc351f9ce371c2,40.7588,-73.9907,e6472c7237327dd3903b3d6f6a94515a,3200.0,medium
100433,1.0,1,2ea0a682c1340be07cdb8ae8d811948f,40.6911,-73.9822,baf49136d7aa3f4908ed35ffc39dbdb1,2769.0,medium
100437,1.0,1,81d4af7436f2424e9fa9a3d6bbcacb37,40.7417,-73.9806,5814d3532d88d575b189bde891a91086,3800.0,low
100438,1.0,2,0a7a443ae64802c892f0a76cf6ef89f0,40.7603,-73.995,41735645e0f8f13993c42894023f8e58,2595.0,low
100439,1.0,1,a12ba0a062453d81074b8931769d6d0e,40.7658,-73.9781,94b929a14e00ba49b6c24d99a2552800,3775.0,low
100440,1.0,2,0,40.8342,-73.9427,29e54a99eff5480717f3236da52aed01,1895.0,low
100444,2.0,3,6869a3c2a96003e9992d6cd1c3c4b299,40.7604,-73.987,4159dc0053e9c2ef4d425fa5bea5acd1,4700.0,low
100445,1.0,2,c1bcb85611d81b520a67c0828a9744b2,40.746,-73.9754,41a6f5de0a1ad6b60c40231699badb5d,3495.0,low
100446,1.0,1,0,40.7771,-73.9496,466b3f45a181e0a05972d77cadc61bef,2800.0,low
100449,1.0,1,a01c99eb2cfdde327e1691e17d6696ba,40.7412,-73.9772,1ce456323441ffd6a3b29a98cd5fc7fe,3050.0,low
10045,2.0,3,66a355e19049c160134edc9d188669ec,40.6577,-73.9055,aaa491280346f918ae482178203d2a7b,2300.0,low
100451,1.0,1,0,40.7637,-73.9846,7af2e2e04e79dbd792fb78acaddad3dc,2975.0,low
100454,1.0,2,cb14c4f807f23ecee1f7469b5159d2de,40.7095,-74.0094,045f9f5708f6896535892b85a81d8151,3150.0,medium
100457,2.5,3,62e083f461bbe2bdf7e4f7c866bbb4e2,40.7425,-73.9926,6e5c10246156ae5bdcd9b487ca99d96a,15500.0,low
100458,1.0,2,20cf83a8d00154de59392a871e33dfa6,40.7088,-74.0143,ec4a185a4728e76b351ec7eb1a73b7c3,3300.0,low
100463,2.0,3,c33b461800098dba0f9f609d908327ed,40.7722,-73.9606,2ce4ad2a77bc8190427196ea1e8cfe4e,8200.0,low
100464,1.0,2,ff042714a26de9f1ccc1d1a683767740,40.7489,-73.9765,e6472c7237327dd3903b3d6f6a94515a,3276.0,medium
