max_depth,learn_rate,accuracy
3,0.12332653061224493,79
3,0.1437142857142857,82
3,0.16410204081632654,81
3,0.18448979591836734,74
3,0.20487755102040814,50
3,0.22526530612244897,64
3,0.24565306122448985,71
3,0.26604081632653065,48
3,0.2864285714285714,67
3,0.30681632653061225,42
3,0.3272040816326531,57
3,0.3475918367346939,63
3,0.3679795918367347,37
3,0.3883673469387755,77
3,0.4087551020408163,41
3,0.4291428571428572,63
3,0.44953061224489793,63
3,0.4699183673469388,55
3,0.4903061224489797,65
3,0.5106938775510205,46
3,0.5310816326530613,63
3,0.551469387755102,60
3,0.5718571428571428,74
3,0.5922448979591837,68
3,0.6126326530612245,36
3,0.6330204081632653,62
3,0.6534081632653062,48
3,0.673795918367347,76
3,0.6941836734693878,38
3,0.7145714285714286,74
3,0.7349591836734695,41
3,0.7553469387755103,43
3,0.775734693877551,62
3,0.7961224489795918,44
3,0.8165102040816327,72
3,0.8368979591836735,68
3,0.8572857142857143,77
3,0.8776734693877551,59
3,0.8980612244897959,50
3,0.9184489795918368,67
3,0.9388367346938776,67
3,0.9592244897959183,59
3,0.9796122448979592,76
3,1.0,47
4,0.001,87
4,0.021387755102040815,50
4,0.041775510204081635,84
4,0.06216326530612245,66
4,0.08255102040816327,50
4,0.10293877551020407,80
4,0.12332653061224493,74
4,0.1437142857142857,79
4,0.16410204081632654,50
4,0.18448979591836734,53
4,0.20487755102040814,61
4,0.22526530612244897,67
4,0.24565306122448985,41
4,0.26604081632653065,67
4,0.2864285714285714,39
4,0.30681632653061225,46
4,0.3272040816326531,52
4,0.3475918367346939,73
4,0.3679795918367347,59
4,0.3883673469387755,40
4,0.4087551020408163,69
4,0.4291428571428572,41
4,0.44953061224489793,57
4,0.4699183673469388,46
4,0.4903061224489797,51
4,0.5106938775510205,68
4,0.5310816326530613,44
4,0.551469387755102,41
4,0.5718571428571428,51
4,0.5922448979591837,64
4,0.6126326530612245,38
4,0.6330204081632653,55
4,0.6534081632653062,71
4,0.673795918367347,54
4,0.6941836734693878,61
4,0.7145714285714286,38
4,0.7349591836734695,54
4,0.7553469387755103,55
4,0.775734693877551,67
4,0.7961224489795918,42
4,0.8165102040816327,76
4,0.8368979591836735,68
4,0.8572857142857143,75
4,0.8776734693877551,74
4,0.8980612244897959,53
4,0.9184489795918368,75
4,0.9388367346938776,36
4,0.9592244897959183,46
4,0.9796122448979592,63
4,1.0,60
5,0.001,89
5,0.021387755102040815,97
5,0.041775510204081635,88
5,0.06216326530612245,66
5,0.08255102040816327,75
5,0.10293877551020407,93
5,0.12332653061224493,97
5,0.1437142857142857,80
5,0.16410204081632654,84
5,0.18448979591836734,85
5,0.20487755102040814,56
5,0.22526530612244897,88
5,0.24565306122448985,83
5,0.26604081632653065,74
5,0.2864285714285714,72
5,0.30681632653061225,66
5,0.3272040816326531,66
5,0.3475918367346939,82
5,0.3679795918367347,88
5,0.3883673469387755,51
5,0.4087551020408163,61
5,0.4291428571428572,69
5,0.44953061224489793,50
5,0.4699183673469388,82
5,0.4903061224489797,71
5,0.5106938775510205,70
5,0.5310816326530613,78
5,0.551469387755102,85
5,0.5718571428571428,57
5,0.5922448979591837,75
5,0.6126326530612245,69
5,0.6330204081632653,82
5,0.6534081632653062,80
5,0.673795918367347,68
5,0.6941836734693878,65
5,0.7145714285714286,77
5,0.7349591836734695,55
5,0.7553469387755103,88
5,0.775734693877551,71
5,0.7961224489795918,80
5,0.8165102040816327,82
5,0.8368979591836735,70
5,0.8572857142857143,82
5,0.8776734693877551,65
5,0.8980612244897959,91
5,0.9184489795918368,51
5,0.9388367346938776,72
5,0.9592244897959183,81
5,0.9796122448979592,71
5,1.0,51
6,0.001,88
6,0.021387755102040815,85
6,0.041775510204081635,75
6,0.06216326530612245,96
6,0.08255102040816327,88
6,0.10293877551020407,87
6,0.12332653061224493,69
6,0.1437142857142857,84
6,0.16410204081632654,79
6,0.18448979591836734,87
6,0.20487755102040814,82
6,0.22526530612244897,81
6,0.24565306122448985,71
6,0.26604081632653065,73
6,0.2864285714285714,70
6,0.30681632653061225,69
6,0.3272040816326531,90
6,0.3475918367346939,63
6,0.3679795918367347,84
6,0.3883673469387755,55
6,0.4087551020408163,54
6,0.4291428571428572,52
6,0.44953061224489793,80
6,0.4699183673469388,84
6,0.4903061224489797,87
6,0.5106938775510205,90
6,0.5310816326530613,66
6,0.551469387755102,67
6,0.5718571428571428,73
6,0.5922448979591837,73
6,0.6126326530612245,72
6,0.6330204081632653,56
6,0.6534081632653062,49
6,0.673795918367347,50
6,0.6941836734693878,82
6,0.7145714285714286,72
6,0.7349591836734695,48
6,0.7553469387755103,88
6,0.775734693877551,53
6,0.7961224489795918,78
6,0.8165102040816327,51
6,0.8368979591836735,65
6,0.8572857142857143,85
6,0.8776734693877551,77
6,0.8980612244897959,75
6,0.9184489795918368,78
6,0.9388367346938776,53
6,0.9592244897959183,73
6,0.9796122448979592,86
6,1.0,77
7,0.001,84
7,0.021387755102040815,68
7,0.041775510204081635,92
7,0.06216326530612245,79
7,0.08255102040816327,67
7,0.10293877551020407,78
7,0.12332653061224493,92
7,0.1437142857142857,86
7,0.16410204081632654,96
7,0.18448979591836734,98
7,0.20487755102040814,81
7,0.22526530612244897,76
7,0.24565306122448985,61
7,0.26604081632653065,49
7,0.2864285714285714,84
7,0.30681632653061225,65
7,0.3272040816326531,55
7,0.3475918367346939,74
7,0.3679795918367347,74
7,0.3883673469387755,83
7,0.4087551020408163,90
7,0.4291428571428572,52
7,0.44953061224489793,58
7,0.4699183673469388,83
7,0.4903061224489797,68
7,0.5106938775510205,84
7,0.5310816326530613,84
7,0.551469387755102,73
7,0.5718571428571428,83
7,0.5922448979591837,88
7,0.6126326530612245,79
7,0.6330204081632653,59
7,0.6534081632653062,62
7,0.673795918367347,74
7,0.6941836734693878,89
7,0.7145714285714286,64
7,0.7349591836734695,67
7,0.7553469387755103,69
7,0.775734693877551,66
7,0.7961224489795918,83
7,0.8165102040816327,90
7,0.8368979591836735,59
7,0.8572857142857143,55
7,0.8776734693877551,80
7,0.8980612244897959,63
7,0.9184489795918368,54
7,0.9388367346938776,59
7,0.9592244897959183,68
7,0.9796122448979592,70
7,1.0,86
8,0.001,96
8,0.021387755102040815,70
8,0.041775510204081635,74
8,0.06216326530612245,70
8,0.08255102040816327,81
8,0.10293877551020407,71
8,0.12332653061224493,97
8,0.1437142857142857,88
8,0.16410204081632654,68
8,0.18448979591836734,96
8,0.20487755102040814,69
8,0.22526530612244897,54
8,0.24565306122448985,52
8,0.26604081632653065,80
8,0.2864285714285714,88
8,0.30681632653061225,58
8,0.3272040816326531,68
8,0.3475918367346939,50
8,0.3679795918367347,61
8,0.3883673469387755,76
8,0.4087551020408163,67
8,0.4291428571428572,90
8,0.44953061224489793,50
8,0.4699183673469388,61
8,0.4903061224489797,72
8,0.5106938775510205,85
8,0.5310816326530613,54
8,0.551469387755102,79
8,0.5718571428571428,69
8,0.5922448979591837,70
8,0.6126326530612245,86
8,0.6330204081632653,66
8,0.6534081632653062,67
8,0.673795918367347,88
8,0.6941836734693878,63
8,0.7145714285714286,78
8,0.7349591836734695,52
8,0.7553469387755103,59
8,0.775734693877551,80
8,0.7961224489795918,59
8,0.8165102040816327,56
8,0.8368979591836735,76
8,0.8572857142857143,56
8,0.8776734693877551,75
8,0.8980612244897959,90
8,0.9184489795918368,64
8,0.9388367346938776,80
8,0.9592244897959183,67
8,0.9796122448979592,75
8,1.0,61
9,0.001,97
9,0.021387755102040815,66
9,0.041775510204081635,67
9,0.06216326530612245,66
9,0.08255102040816327,61
9,0.10293877551020407,71
9,0.12332653061224493,87
9,0.1437142857142857,90
9,0.16410204081632654,93
9,0.18448979591836734,96
9,0.20487755102040814,70
9,0.22526530612244897,53
9,0.24565306122448985,54
9,0.26604081632653065,53
9,0.2864285714285714,50
9,0.30681632653061225,70
9,0.3272040816326531,85
9,0.3475918367346939,59
9,0.3679795918367347,64
9,0.3883673469387755,61
9,0.4087551020408163,50
9,0.4291428571428572,61
9,0.44953061224489793,48
9,0.4699183673469388,88
9,0.4903061224489797,77
9,0.5106938775510205,57
9,0.5310816326530613,74
9,0.551469387755102,82
9,0.5718571428571428,52
9,0.5922448979591837,59
9,0.6126326530612245,53
9,0.6330204081632653,79
9,0.6534081632653062,66
9,0.673795918367347,72
9,0.6941836734693878,84
9,0.7145714285714286,62
9,0.7349591836734695,60
9,0.7553469387755103,87
9,0.775734693877551,82
9,0.7961224489795918,82
9,0.8165102040816327,79
9,0.8368979591836735,76
9,0.8572857142857143,81
9,0.8776734693877551,85
9,0.8980612244897959,73
9,0.9184489795918368,79
9,0.9388367346938776,91
9,0.9592244897959183,64
9,0.9796122448979592,77
9,1.0,65
10,0.001,77
10,0.021387755102040815,66
10,0.041775510204081635,75
10,0.06216326530612245,72
10,0.08255102040816327,86
10,0.10293877551020407,77
10,0.12332653061224493,95
10,0.1437142857142857,93
10,0.16410204081632654,82
10,0.18448979591836734,82
10,0.20487755102040814,69
10,0.22526530612244897,53
10,0.24565306122448985,52
10,0.26604081632653065,60
10,0.2864285714285714,81
10,0.30681632653061225,62
10,0.3272040816326531,74
10,0.3475918367346939,73
10,0.3679795918367347,71
10,0.3883673469387755,79
10,0.4087551020408163,65
10,0.4291428571428572,83
10,0.44953061224489793,55
10,0.4699183673469388,82
10,0.4903061224489797,64
10,0.5106938775510205,70
10,0.5310816326530613,75
10,0.551469387755102,62
10,0.5718571428571428,74
10,0.5922448979591837,56
10,0.6126326530612245,71
10,0.6330204081632653,66
10,0.6534081632653062,87
10,0.673795918367347,62
10,0.6941836734693878,85
10,0.7145714285714286,86
10,0.7349591836734695,66
10,0.7553469387755103,70
10,0.775734693877551,72
10,0.7961224489795918,60
10,0.8165102040816327,52
10,0.8368979591836735,50
10,0.8572857142857143,67
10,0.8776734693877551,85
10,0.8980612244897959,70
10,0.9184489795918368,55
10,0.9388367346938776,67
10,0.9592244897959183,88
10,0.9796122448979592,54
10,1.0,83
11,0.001,57
11,0.021387755102040815,84
11,0.041775510204081635,73
11,0.06216326530612245,58
11,0.08255102040816327,56
11,0.10293877551020407,63
11,0.12332653061224493,77
11,0.1437142857142857,52
11,0.16410204081632654,82
11,0.18448979591836734,88
11,0.20487755102040814,37
11,0.22526530612244897,55
11,0.24565306122448985,63
11,0.26604081632653065,46
11,0.2864285714285714,39
11,0.30681632653061225,50
11,0.3272040816326531,41
11,0.3475918367346939,65
11,0.3679795918367347,73
11,0.3883673469387755,37
11,0.4087551020408163,50
11,0.4291428571428572,46
11,0.44953061224489793,43
11,0.4699183673469388,61
11,0.4903061224489797,40
11,0.5106938775510205,41
11,0.5310816326530613,61
11,0.551469387755102,39
11,0.5718571428571428,54
11,0.5922448979591837,55
11,0.6126326530612245,68
11,0.6330204081632653,55
11,0.6534081632653062,47
11,0.673795918367347,36
11,0.6941836734693878,61
11,0.7145714285714286,49
11,0.7349591836734695,73
11,0.7553469387755103,72
11,0.775734693877551,46
11,0.7961224489795918,71
11,0.8165102040816327,48
11,0.8368979591836735,38
11,0.8572857142857143,68
11,0.8776734693877551,41
11,0.8980612244897959,45
11,0.9184489795918368,40
11,0.9388367346938776,58
11,0.9592244897959183,45
11,0.9796122448979592,37
11,1.0,48
12,0.001,88
12,0.021387755102040815,67
12,0.041775510204081635,84
12,0.06216326530612245,64
12,0.08255102040816327,63
12,0.10293877551020407,87
12,0.12332653061224493,78
12,0.1437142857142857,57
12,0.16410204081632654,65
12,0.18448979591836734,58
12,0.20487755102040814,69
12,0.22526530612244897,47
12,0.24565306122448985,70
12,0.26604081632653065,70
12,0.2864285714285714,36
12,0.30681632653061225,75
12,0.3272040816326531,57
12,0.3475918367346939,64
12,0.3679795918367347,43
12,0.3883673469387755,46
12,0.4087551020408163,76
12,0.4291428571428572,72
12,0.44953061224489793,49
12,0.4699183673469388,65
12,0.4903061224489797,70
12,0.5106938775510205,56
12,0.5310816326530613,72
12,0.551469387755102,40
12,0.5718571428571428,54
12,0.5922448979591837,49
12,0.6126326530612245,61
12,0.6330204081632653,39
12,0.6534081632653062,60
12,0.673795918367347,77
12,0.6941836734693878,60
12,0.7145714285714286,53
12,0.7349591836734695,75
12,0.7553469387755103,43
12,0.775734693877551,74
12,0.7961224489795918,75
12,0.8165102040816327,49
12,0.8368979591836735,67
12,0.8572857142857143,73
12,0.8776734693877551,68
12,0.8980612244897959,58
12,0.9184489795918368,50
12,0.9388367346938776,68
12,0.9592244897959183,60
12,0.9796122448979592,52
12,1.0,68
13,0.001,54
13,0.021387755102040815,89
13,0.041775510204081635,88
13,0.06216326530612245,58
13,0.08255102040816327,52
13,0.10293877551020407,56
13,0.12332653061224493,66
13,0.1437142857142857,83
13,0.16410204081632654,79
13,0.18448979591836734,87
13,0.20487755102040814,73
13,0.22526530612244897,68
13,0.24565306122448985,72
13,0.26604081632653065,62
13,0.2864285714285714,68
13,0.30681632653061225,39
13,0.3272040816326531,57
13,0.3475918367346939,37
13,0.3679795918367347,45
13,0.3883673469387755,40
13,0.4087551020408163,45
13,0.4291428571428572,68
13,0.44953061224489793,73
13,0.4699183673469388,48
13,0.4903061224489797,66
13,0.5106938775510205,71
13,0.5310816326530613,59
13,0.551469387755102,50
13,0.5718571428571428,64
13,0.5922448979591837,43
13,0.6126326530612245,40
13,0.6330204081632653,64
13,0.6534081632653062,39
13,0.673795918367347,47
13,0.6941836734693878,37
13,0.7145714285714286,62
13,0.7349591836734695,66
13,0.7553469387755103,71
13,0.775734693877551,71
13,0.7961224489795918,61
13,0.8165102040816327,62
13,0.8368979591836735,40
13,0.8572857142857143,55
13,0.8776734693877551,46
13,0.8980612244897959,45
13,0.9184489795918368,75
13,0.9388367346938776,73
13,0.9592244897959183,41
13,0.9796122448979592,43
13,1.0,58
14,0.001,78
14,0.021387755102040815,60
14,0.041775510204081635,65
14,0.06216326530612245,65
14,0.08255102040816327,83
14,0.10293877551020407,62
14,0.12332653061224493,86
14,0.1437142857142857,56
14,0.16410204081632654,56
14,0.18448979591836734,76
14,0.20487755102040814,44
14,0.22526530612244897,64
14,0.24565306122448985,49
14,0.26604081632653065,75
14,0.2864285714285714,76
14,0.30681632653061225,57
14,0.3272040816326531,46
14,0.3475918367346939,58
14,0.3679795918367347,36
14,0.3883673469387755,72
14,0.4087551020408163,56
14,0.4291428571428572,61
14,0.44953061224489793,71
14,0.4699183673469388,58
14,0.4903061224489797,36
14,0.5106938775510205,75
14,0.5310816326530613,50
14,0.551469387755102,56
14,0.5718571428571428,44
14,0.5922448979591837,44
14,0.6126326530612245,45
14,0.6330204081632653,61
14,0.6534081632653062,76
14,0.673795918367347,70
14,0.6941836734693878,60
14,0.7145714285714286,61
14,0.7349591836734695,46
14,0.7553469387755103,73
14,0.775734693877551,37
14,0.7961224489795918,42
14,0.8165102040816327,53
14,0.8368979591836735,62
14,0.8572857142857143,69
14,0.8776734693877551,62
14,0.8980612244897959,52
14,0.9184489795918368,59
14,0.9388367346938776,60
14,0.9592244897959183,42
14,0.9796122448979592,41
14,1.0,59
15,0.001,80
15,0.021387755102040815,78
15,0.041775510204081635,70
15,0.06216326530612245,76
15,0.08255102040816327,68
15,0.10293877551020407,54
15,0.12332653061224493,67
15,0.1437142857142857,72
15,0.16410204081632654,72
15,0.18448979591836734,87
15,0.20487755102040814,42
15,0.22526530612244897,36
15,0.24565306122448985,67
15,0.26604081632653065,48
15,0.2864285714285714,65
15,0.30681632653061225,58
15,0.3272040816326531,54
15,0.3475918367346939,67
15,0.3679795918367347,65
15,0.3883673469387755,64
15,0.4087551020408163,64
15,0.4291428571428572,65
15,0.44953061224489793,51
15,0.4699183673469388,75
15,0.4903061224489797,54
15,0.5106938775510205,53
15,0.5310816326530613,36
15,0.551469387755102,49
15,0.5718571428571428,37
15,0.5922448979591837,63
15,0.6126326530612245,65
15,0.6330204081632653,73
15,0.6534081632653062,39
15,0.673795918367347,36
15,0.6941836734693878,43
15,0.7145714285714286,64
15,0.7349591836734695,74
15,0.7553469387755103,38
15,0.775734693877551,67
15,0.7961224489795918,45
15,0.8165102040816327,45
15,0.8368979591836735,54
15,0.8572857142857143,69
15,0.8776734693877551,68
15,0.8980612244897959,58
15,0.9184489795918368,63
15,0.9388367346938776,67
15,0.9592244897959183,42
15,0.9796122448979592,64
15,1.0,43
16,0.001,48
16,0.021387755102040815,52
16,0.041775510204081635,60
16,0.06216326530612245,86
16,0.08255102040816327,83
16,0.10293877551020407,56
16,0.12332653061224493,87
16,0.1437142857142857,84
16,0.16410204081632654,66
16,0.18448979591836734,89
16,0.20487755102040814,56
16,0.22526530612244897,49
16,0.24565306122448985,66
16,0.26604081632653065,53
16,0.2864285714285714,42
16,0.30681632653061225,45
16,0.3272040816326531,42
16,0.3475918367346939,68
16,0.3679795918367347,58
16,0.3883673469387755,56
16,0.4087551020408163,54
16,0.4291428571428572,54
16,0.44953061224489793,71
16,0.4699183673469388,64
16,0.4903061224489797,53
16,0.5106938775510205,37
16,0.5310816326530613,36
16,0.551469387755102,40
16,0.5718571428571428,55
16,0.5922448979591837,46
16,0.6126326530612245,77
16,0.6330204081632653,37
16,0.6534081632653062,38
16,0.673795918367347,58
16,0.6941836734693878,47
16,0.7145714285714286,55
16,0.7349591836734695,40
16,0.7553469387755103,72
16,0.775734693877551,73
16,0.7961224489795918,65
16,0.8165102040816327,44
16,0.8368979591836735,69
16,0.8572857142857143,70
16,0.8776734693877551,57
16,0.8980612244897959,59
16,0.9184489795918368,52
16,0.9388367346938776,45
16,0.9592244897959183,65
16,0.9796122448979592,58
16,1.0,67
17,0.001,65
17,0.021387755102040815,69
17,0.041775510204081635,57
17,0.06216326530612245,72
17,0.08255102040816327,71
17,0.10293877551020407,52
17,0.12332653061224493,80
17,0.1437142857142857,85
17,0.16410204081632654,63
17,0.18448979591836734,69
17,0.20487755102040814,77
17,0.22526530612244897,71
17,0.24565306122448985,76
17,0.26604081632653065,73
17,0.2864285714285714,69
17,0.30681632653061225,52
17,0.3272040816326531,72
17,0.3475918367346939,60
17,0.3679795918367347,73
17,0.3883673469387755,47
17,0.4087551020408163,58
17,0.4291428571428572,77
17,0.44953061224489793,57
17,0.4699183673469388,56
17,0.4903061224489797,62
17,0.5106938775510205,66
17,0.5310816326530613,41
17,0.551469387755102,62
17,0.5718571428571428,75
17,0.5922448979591837,69
17,0.6126326530612245,47
17,0.6330204081632653,42
17,0.6534081632653062,45
17,0.673795918367347,52
17,0.6941836734693878,61
17,0.7145714285714286,56
17,0.7349591836734695,63
17,0.7553469387755103,37
17,0.775734693877551,36
17,0.7961224489795918,71
17,0.8165102040816327,61
17,0.8368979591836735,64
17,0.8572857142857143,56
17,0.8776734693877551,46
17,0.8980612244897959,75
17,0.9184489795918368,46
17,0.9388367346938776,71
17,0.9592244897959183,74
17,0.9796122448979592,75
17,1.0,70
18,0.001,86
18,0.021387755102040815,73
18,0.041775510204081635,81
18,0.06216326530612245,86
18,0.08255102040816327,68
18,0.10293877551020407,69
18,0.12332653061224493,81
18,0.1437142857142857,74
18,0.16410204081632654,56
18,0.18448979591836734,87
18,0.20487755102040814,36
18,0.22526530612244897,60
18,0.24565306122448985,75
18,0.26604081632653065,77
18,0.2864285714285714,60
18,0.30681632653061225,74
18,0.3272040816326531,70
18,0.3475918367346939,38
18,0.3679795918367347,72
18,0.3883673469387755,65
18,0.4087551020408163,73
18,0.4291428571428572,69
18,0.44953061224489793,47
18,0.4699183673469388,54
18,0.4903061224489797,72
18,0.5106938775510205,52
18,0.5310816326530613,45
18,0.551469387755102,47
18,0.5718571428571428,51
18,0.5922448979591837,59
18,0.6126326530612245,54
18,0.6330204081632653,43
18,0.6534081632653062,66
18,0.673795918367347,56
18,0.6941836734693878,52
18,0.7145714285714286,58
18,0.7349591836734695,72
18,0.7553469387755103,51
18,0.775734693877551,41
18,0.7961224489795918,43
18,0.8165102040816327,60
18,0.8368979591836735,53
18,0.8572857142857143,60
18,0.8776734693877551,47
18,0.8980612244897959,50
18,0.9184489795918368,61
18,0.9388367346938776,76
18,0.9592244897959183,61
18,0.9796122448979592,67
18,1.0,45
19,0.001,63
19,0.021387755102040815,71
19,0.041775510204081635,73
19,0.06216326530612245,59
19,0.08255102040816327,66
19,0.10293877551020407,54
19,0.12332653061224493,56
19,0.1437142857142857,74
19,0.16410204081632654,70
19,0.18448979591836734,88
19,0.20487755102040814,53
19,0.22526530612244897,77
19,0.24565306122448985,74
19,0.26604081632653065,52
19,0.2864285714285714,49
19,0.30681632653061225,66
19,0.3272040816326531,59
19,0.3475918367346939,70
19,0.3679795918367347,69
19,0.3883673469387755,38
19,0.4087551020408163,72
19,0.4291428571428572,75
19,0.44953061224489793,61
19,0.4699183673469388,58
19,0.4903061224489797,74
19,0.5106938775510205,50
19,0.5310816326530613,39
19,0.551469387755102,64
19,0.5718571428571428,57
19,0.5922448979591837,60
19,0.6126326530612245,48
19,0.6330204081632653,53
19,0.6534081632653062,68
19,0.673795918367347,51
19,0.6941836734693878,77
19,0.7145714285714286,37
19,0.7349591836734695,70
19,0.7553469387755103,77
19,0.775734693877551,69
19,0.7961224489795918,65
19,0.8165102040816327,48
19,0.8368979591836735,48
19,0.8572857142857143,53
19,0.8776734693877551,67
19,0.8980612244897959,67
19,0.9184489795918368,70
19,0.9388367346938776,74
19,0.9592244897959183,64
19,0.9796122448979592,64
19,1.0,51
20,0.001,62
20,0.021387755102040815,75
20,0.041775510204081635,52
20,0.06216326530612245,77
20,0.08255102040816327,54
20,0.10293877551020407,66
20,0.12332653061224493,52
20,0.1437142857142857,84
20,0.16410204081632654,52
20,0.18448979591836734,62
20,0.20487755102040814,50
20,0.22526530612244897,59
20,0.24565306122448985,39
20,0.26604081632653065,47
20,0.2864285714285714,72
20,0.30681632653061225,72
20,0.3272040816326531,41
20,0.3475918367346939,74
20,0.3679795918367347,59
20,0.3883673469387755,46
20,0.4087551020408163,48
20,0.4291428571428572,69
20,0.44953061224489793,60
20,0.4699183673469388,42
20,0.4903061224489797,39
20,0.5106938775510205,43
20,0.5310816326530613,55
20,0.551469387755102,64
20,0.5718571428571428,45
20,0.5922448979591837,69
20,0.6126326530612245,61
20,0.6330204081632653,76
20,0.6534081632653062,38
20,0.673795918367347,41
20,0.6941836734693878,40
20,0.7145714285714286,40
20,0.7349591836734695,58
20,0.7553469387755103,44
20,0.775734693877551,70
20,0.7961224489795918,55
20,0.8165102040816327,77
20,0.8368979591836735,70
20,0.8572857142857143,53
20,0.8776734693877551,52
20,0.8980612244897959,59
20,0.9184489795918368,38
20,0.9388367346938776,67
20,0.9592244897959183,70
20,0.9796122448979592,73
20,1.0,48
