Date,Price
2016-02-25,423.5
2016-02-26,430.9
2016-02-27,433.1
2016-02-28,433.7
2016-02-29,436.4
2016-03-01,433.1
2016-03-02,420.4
2016-03-03,418.8
2016-03-04,407.4
2016-03-05,396.1
2016-03-06,403.2
2016-03-07,412.2
2016-03-08,411.2
2016-03-09,412.8
2016-03-10,416.0
2016-03-11,419.4
2016-03-12,410.6
2016-03-13,412.5
2016-03-14,415.0
2016-03-15,415.4
2016-03-16,416.1
2016-03-17,418.4
2016-03-18,409.6
2016-03-19,410.2
2016-03-20,411.3
2016-03-21,412.0
2016-03-22,416.7
2016-03-23,417.5
2016-03-24,413.0
2016-03-25,416.4
2016-03-26,417.0
2016-03-27,425.3
2016-03-28,423.0
2016-03-29,416.4
2016-03-30,412.8
2016-03-31,416.0
2016-04-01,417.7
2016-04-02,420.0
2016-04-03,420.2
2016-04-04,419.5
2016-04-05,422.4
2016-04-06,421.5
2016-04-07,422.0
2016-04-08,419.5
2016-04-09,419.5
2016-04-10,423.4
2016-04-11,423.9
2016-04-12,427.8
2016-04-13,425.6
2016-04-14,426.3
2016-04-15,430.9
2016-04-16,433.4
2016-04-17,431.0
2016-04-18,431.0
2016-04-19,437.1
2016-04-20,443.0
2016-04-21,452.3
2016-04-22,448.4
2016-04-23,455.7
2016-04-24,464.5
2016-04-25,466.2
2016-04-26,470.6
2016-04-27,445.3
2016-04-28,451.7
2016-04-29,458.8
2016-04-30,454.0
2016-05-01,457.0
2016-05-02,446.4
2016-05-03,452.2
2016-05-04,448.7
2016-05-05,450.0
2016-05-06,462.3
2016-05-07,461.9
2016-05-08,462.8
2016-05-09,464.2
2016-05-10,452.8
2016-05-11,454.4
2016-05-12,456.5
2016-05-13,458.0
2016-05-14,458.9
2016-05-15,461.5
2016-05-16,455.7
2016-05-17,454.2
2016-05-18,455.6
2016-05-19,438.4
2016-05-20,445.6
2016-05-21,446.3
2016-05-22,442.5
2016-05-23,445.7
2016-05-24,447.0
2016-05-25,451.5
2016-05-26,455.0
2016-05-27,471.3
2016-05-28,523.3
2016-05-29,525.2
2016-05-30,532.5
2016-05-31,531.3
2016-06-01,534.8
2016-06-02,537.9
2016-06-03,571.3
2016-06-04,576.3
2016-06-05,575.2
2016-06-06,586.8
2016-06-07,579.7
2016-06-08,583.2
2016-06-09,577.5
2016-06-10,580.3
2016-06-11,609.5
2016-06-12,677.9
2016-06-13,706.0
2016-06-14,685.0
2016-06-15,698.8
2016-06-16,769.8
2016-06-17,752.3
2016-06-18,759.0
2016-06-19,768.8
2016-06-20,703.1
2016-06-21,667.7
2016-06-22,604.5
2016-06-23,631.1
2016-06-24,670.0
2016-06-25,673.7
2016-06-26,638.6
2016-06-27,657.9
2016-06-28,648.4
2016-06-29,639.4
2016-06-30,673.5
2016-07-01,678.2
2016-07-02,705.0
2016-07-03,663.5
2016-07-04,682.0
2016-07-05,669.9
2016-07-06,678.8
2016-07-07,642.0
2016-07-08,667.3
2016-07-09,657.6
2016-07-10,652.4
2016-07-11,651.0
2016-07-12,666.6
2016-07-13,655.3
2016-07-14,661.7
2016-07-15,667.5
2016-07-16,666.3
2016-07-17,680.0
2016-07-18,675.5
2016-07-19,674.0
2016-07-20,666.9
2016-07-21,667.3
2016-07-22,654.7
2016-07-23,657.5
2016-07-24,661.0
2016-07-25,657.8
2016-07-26,654.1
2016-07-27,657.3
2016-07-28,657.4
2016-07-29,657.0
2016-07-30,655.9
2016-07-31,627.0
2016-08-01,605.2
2016-08-02,537.5
2016-08-03,573.4
2016-08-04,587.5
2016-08-05,583.0
2016-08-06,591.7
2016-08-07,595.1
2016-08-08,591.5
2016-08-09,586.5
2016-08-10,594.9
2016-08-11,587.9
2016-08-12,587.7
2016-08-13,586.5
2016-08-14,575.0
2016-08-15,567.8
2016-08-16,579.0
2016-08-17,574.5
2016-08-18,574.1
2016-08-19,573.7
2016-08-20,581.9
2016-08-21,581.3
2016-08-22,585.2
2016-08-23,582.4
2016-08-24,578.5
2016-08-25,575.6
2016-08-26,579.3
2016-08-27,570.8
2016-08-28,575.4
2016-08-29,573.2
2016-08-30,575.0
2016-08-31,572.9
2016-09-01,573.0
2016-09-02,576.2
2016-09-03,600.9
2016-09-04,611.9
2016-09-05,605.7
2016-09-06,613.0
2016-09-07,615.2
2016-09-08,628.0
2016-09-09,622.1
2016-09-10,623.7
2016-09-11,607.9
2016-09-12,606.7
2016-09-13,608.6
2016-09-14,608.4
2016-09-15,605.4
2016-09-16,607.9
2016-09-17,607.9
2016-09-18,611.4
2016-09-19,608.6
2016-09-20,605.6
2016-09-21,597.0
2016-09-22,596.2
2016-09-23,603.0
2016-09-24,603.7
2016-09-25,601.7
2016-09-26,607.1
2016-09-27,605.7
2016-09-28,605.0
2016-09-29,606.0
2016-09-30,609.0
2016-10-01,615.7
2016-10-02,612.4
2016-10-03,613.0
2016-10-04,610.3
2016-10-05,613.2
2016-10-06,611.9
2016-10-07,618.0
2016-10-08,619.5
2016-10-09,617.4
2016-10-10,618.7
2016-10-11,642.1
2016-10-12,635.8
2016-10-13,635.7
2016-10-14,638.0
2016-10-15,638.2
2016-10-16,641.9
2016-10-17,639.6
2016-10-18,635.1
2016-10-19,629.8
2016-10-20,628.0
2016-10-21,630.8
2016-10-22,652.8
2016-10-23,651.0
2016-10-24,650.0
2016-10-25,654.3
2016-10-26,674.0
2016-10-27,691.2
2016-10-28,690.0
2016-10-29,714.3
2016-10-30,697.4
2016-10-31,696.9
2016-11-01,730.7
2016-11-02,744.6
2016-11-03,690.0
2016-11-04,706.3
2016-11-05,707.0
2016-11-06,717.0
2016-11-07,706.4
2016-11-08,711.2
2016-11-09,721.0
2016-11-10,712.9
2016-11-11,716.9
2016-11-12,704.5
2016-11-13,704.0
2016-11-14,708.3
2016-11-15,712.3
2016-11-16,739.8
2016-11-17,730.7
2016-11-18,748.5
2016-11-19,750.8
2016-11-20,732.0
2016-11-21,736.4
2016-11-22,746.7
2016-11-23,741.5
2016-11-24,738.0
2016-11-25,739.7
2016-11-26,735.7
2016-11-27,729.2
2016-11-28,729.8
2016-11-29,732.4
2016-11-30,742.7
2016-12-01,754.0
2016-12-02,769.3
2016-12-03,767.0
2016-12-04,768.0
2016-12-05,752.0
2016-12-06,759.8
2016-12-07,764.3
2016-12-08,767.9
2016-12-09,773.2
2016-12-10,775.9
2016-12-11,771.0
2016-12-12,778.9
2016-12-13,776.2
2016-12-14,777.7
2016-12-15,776.2
2016-12-16,781.0
2016-12-17,788.6
2016-12-18,790.7
2016-12-19,790.8
2016-12-20,799.0
2016-12-21,834.5
2016-12-22,856.0
2016-12-23,917.3
2016-12-24,891.5
2016-12-25,896.1
2016-12-26,902.1
2016-12-27,925.2
2016-12-28,982.2
2016-12-29,970.7
2016-12-30,960.8
2016-12-31,973.4
2017-01-01,993.0
2017-01-02,1011.5
2017-01-03,1020.7
2017-01-04,1130.3
2017-01-05,1007.0
2017-01-06,895.7
2017-01-07,909.0
2017-01-08,923.3
2017-01-09,902.7
2017-01-10,907.0
2017-01-11,795.8
2017-01-12,812.3
2017-01-13,831.4
2017-01-14,828.0
2017-01-15,833.3
2017-01-16,834.4
2017-01-17,906.0
2017-01-18,888.0
2017-01-19,902.9
2017-01-20,894.3
2017-01-21,925.1
2017-01-22,931.2
2017-01-23,910.7
2017-01-24,887.0
2017-01-25,896.0
2017-01-26,917.0
2017-01-27,922.6
2017-01-28,925.0
2017-01-29,916.5
2017-01-30,923.2
2017-01-31,970.0
2017-02-01,992.8
2017-02-02,1008.4
2017-02-03,1018.0
2017-02-04,1035.5
2017-02-05,1016.3
2017-02-06,1022.6
2017-02-07,1054.0
2017-02-08,1056.7
2017-02-09,994.2
2017-02-10,1002.0
2017-02-11,1018.7
2017-02-12,1010.0
2017-02-13,1002.8
2017-02-14,1013.9
2017-02-15,1014.5
2017-02-16,1038.9
2017-02-17,1057.3
2017-02-18,1062.2
2017-02-19,1059.9
2017-02-20,1089.8
2017-02-21,1128.3
2017-02-22,1128.7
2017-02-23,1186.9
2017-02-24,1186.9
2017-02-25,1158.0
2017-02-26,1184.9
2017-02-27,1195.8
2017-02-28,1195.1
2017-03-01,1230.0
2017-03-02,1269.2
2017-03-03,1292.9
2017-03-04,1274.0
2017-03-05,1279.0
2017-03-06,1285.0
2017-03-07,1237.4
2017-03-08,1150.2
2017-03-09,1197.3
2017-03-10,1109.0
2017-03-11,1188.1
2017-03-12,1235.6
2017-03-13,1245.5
2017-03-14,1247.4
2017-03-15,1263.0
2017-03-16,1175.1
2017-03-17,1069.6
2017-03-18,970.0
2017-03-19,1019.5
2017-03-20,1045.0
2017-03-21,1114.4
2017-03-22,1034.6
2017-03-23,1025.1
2017-03-24,934.9
2017-03-25,963.7
2017-03-26,973.1
2017-03-27,1042.1
2017-03-28,1045.4
2017-03-29,1043.3
2017-03-30,1042.3
2017-03-31,1089.0
2017-04-01,1092.0
2017-04-02,1114.0
2017-04-03,1152.6
2017-04-04,1144.0
2017-04-05,1133.0
2017-04-06,1192.3
2017-04-07,1194.0
2017-04-08,1184.5
2017-04-09,1211.0
2017-04-10,1210.0
2017-04-11,1224.0
2017-04-12,1214.2
2017-04-13,1177.1
2017-04-14,1173.7
2017-04-15,1178.8
2017-04-16,1178.0
2017-04-17,1189.9
2017-04-18,1201.9
2017-04-19,1214.2
2017-04-20,1236.2
2017-04-21,1250.0
2017-04-22,1247.0
2017-04-23,1252.0
2017-04-24,1257.3
2017-04-25,1281.2
2017-04-26,1298.4
2017-04-27,1349.3
2017-04-28,1353.3
2017-04-29,1365.4
2017-04-30,1384.6
2017-05-01,1436.5
2017-05-02,1472.0
2017-05-03,1533.0
2017-05-04,1563.4
2017-05-05,1551.3
2017-05-06,1585.4
2017-05-07,1609.6
2017-05-08,1713.0
2017-05-09,1720.4
2017-05-10,1795.0
2017-05-11,1837.9
2017-05-12,1695.6
2017-05-13,1792.7
2017-05-14,1800.0
2017-05-15,1747.8
2017-05-16,1777.5
2017-05-17,1813.2
2017-05-18,1899.2
2017-05-19,1976.2
2017-05-20,2058.9
2017-05-21,2057.0
2017-05-22,2123.3
2017-05-23,2272.8
2017-05-24,2433.0
2017-05-25,2355.0
2017-05-26,2272.7
2017-05-27,2100.0
2017-05-28,2232.8
2017-05-29,2279.5
2017-05-30,2191.6
2017-05-31,2303.3
2017-06-01,2420.0
2017-06-02,2479.0
2017-06-03,2548.1
2017-06-04,2521.4
2017-06-05,2698.0
2017-06-06,2871.3
2017-06-07,2685.6
2017-06-08,2799.7
2017-06-09,2811.4
2017-06-10,2931.1
2017-06-11,2999.0
2017-06-12,2655.0
2017-06-13,2708.8
2017-06-14,2433.9
2017-06-15,2409.9
2017-06-16,2486.0
2017-06-17,2643.0
2017-06-18,2512.9
2017-06-19,2597.0
2017-06-20,2725.1
2017-06-21,2643.3
2017-06-22,2679.9
2017-06-23,2690.8
2017-06-24,2575.0
2017-06-25,2500.0
2017-06-26,2411.3
2017-06-27,2569.1
2017-06-28,2553.0
2017-06-29,2536.5
2017-06-30,2457.5
2017-07-01,2420.2
2017-07-02,2513.3
2017-07-03,2542.4
2017-07-04,2607.0
2017-07-05,2616.5
2017-07-06,2604.4
2017-07-07,2501.3
2017-07-08,2560.1
2017-07-09,2509.0
2017-07-10,2333.1
2017-07-11,2310.2
2017-07-12,2386.2
2017-07-13,2337.5
2017-07-14,2217.0
2017-07-15,1969.1
2017-07-16,1910.9
2017-07-17,2229.5
2017-07-18,2308.0
2017-07-19,2257.9
2017-07-20,2849.0
2017-07-21,2665.9
2017-07-22,2825.3
2017-07-23,2754.3
2017-07-24,2762.3
2017-07-25,2563.4
2017-07-26,2525.2
2017-07-27,2592.4
2017-07-28,2758.5
2017-07-29,2679.0
2017-07-30,2622.2
2017-07-31,2858.4
2017-08-01,2732.6
2017-08-02,2699.9
2017-08-03,2787.0
2017-08-04,2857.3
2017-08-05,3243.5
2017-08-06,3222.2
2017-08-07,3398.2
2017-08-08,3422.4
2017-08-09,3342.1
2017-08-10,3445.0
2017-08-11,3657.0
2017-08-12,3874.0
2017-08-13,4060.5
2017-08-14,4320.6
2017-08-15,4159.9
2017-08-16,4370.0
2017-08-17,4280.0
2017-08-18,4101.7
2017-08-19,4157.4
2017-08-20,4050.0
2017-08-21,4002.0
2017-08-22,4090.0
2017-08-23,4143.5
2017-08-24,4312.0
2017-08-25,4360.0
2017-08-26,4344.4
2017-08-27,4343.9
2017-08-28,4384.7
2017-08-29,4599.0
2017-08-30,4582.0
2017-08-31,4743.9
2017-09-01,4947.9
2017-09-02,4642.0
2017-09-03,4626.0
2017-09-04,4498.9
2017-09-05,4432.5
2017-09-06,4616.2
2017-09-07,4624.2
2017-09-08,4350.0
2017-09-09,4334.4
2017-09-10,4251.4
2017-09-11,4210.7
2017-09-12,4164.5
2017-09-13,3855.6
2017-09-14,3250.4
2017-09-15,3740.0
2017-09-16,3726.5
2017-09-17,3719.9
2017-09-18,4100.0
2017-09-19,3910.1
2017-09-20,3867.1
2017-09-21,3617.5
2017-09-22,3619.0
2017-09-23,3788.5
2017-09-24,3670.5
2017-09-25,3920.0
2017-09-26,3885.1
2017-09-27,4200.0
2017-09-28,4189.4
2017-09-29,4157.0
