time,AAPL,FB,NFLX,V,XOM
2010-04-13,242.430008,,86.38000100000002,92.790001,68.660004
2010-04-14,245.690002,,87.570002,94.260002,68.610001
2010-04-15,248.92001,,86.829998,94.449997,68.260002
2010-04-16,247.400002,,85.31000300000002,93.849998,67.93
2010-04-19,247.070007,,84.799998,93.120003,68.230003
2010-04-20,244.590004,,87.069997,94.050003,68.970001
2010-04-21,259.220005,,86.980001,93.129997,68.91999799999999
2010-04-22,266.46999700000003,,100.249998,95.139999,68.559998
2010-04-23,270.82999,,99.73,96.589996,69.239998
2010-04-26,269.5,,108.169999,96.0,69.290001
2010-04-27,262.039989,,102.07,92.949997,68.269997
2010-04-28,261.600006,,99.389998,93.610001,69.190002
2010-04-29,268.640007,,103.169998,92.82,68.660004
2010-04-30,261.090008,,98.900001,90.230003,67.769997
2010-05-03,266.34999500000004,,101.989998,89.269997,67.839996
2010-05-04,258.679993,,99.359998,88.370003,66.470001
2010-05-05,255.989998,,98.229999,86.43,66.16999799999999
2010-05-06,246.249989,,96.970003,82.91999799999998,63.889999
2010-05-07,235.860004,,91.090002,82.290001,63.700001
2010-05-10,253.990005,,97.500002,85.989998,65.230003
2010-05-11,256.51999700000005,,99.820002,84.160004,64.459999
2010-05-12,262.090004,,107.829998,85.68,64.910004
2010-05-13,258.360012,,110.010001,85.730003,64.739998
2010-05-14,253.819988,,100.559999,77.260002,63.599998
2010-05-17,254.219997,,106.349998,74.709999,63.27
2010-05-18,252.360008,,102.009998,70.089996,62.790001
2010-05-19,248.339996,,100.61,72.970001,62.450001
2010-05-20,237.75999500000003,,94.989998,72.82,60.330002
2010-05-21,242.319992,,99.47,74.199997,60.880001
2010-05-24,246.759987,,101.620003,74.550003,60.189999
2010-05-25,245.220005,,105.0,72.970001,59.709999
2010-05-26,244.109993,,104.800002,73.400002,59.310001
2010-05-27,253.349991,,108.860002,73.690002,61.459999
2010-05-28,256.880005,,111.150001,72.459999,60.459999
2010-06-01,260.830002,,107.289999,71.489998,59.25
2010-06-02,263.949993,,110.779999,71.25,60.77
2010-06-03,263.11998700000004,,111.850003,72.839996,61.560001
2010-06-04,255.960011,,109.780003,72.129997,59.529999
2010-06-07,250.940002,,109.160002,71.889999,59.299999
2010-06-08,249.330006,,110.330002,73.349998,61.240002
2010-06-09,243.200012,,115.429998,73.800003,60.029999
2010-06-10,250.510006,,118.660006,77.449997,61.889999
2010-06-11,253.50999500000003,,120.689999,76.08000200000002,61.860001
2010-06-14,254.27999900000003,,126.810005,73.779999,61.369999
2010-06-15,259.690002,,123.499996,76.93,62.509998
2010-06-16,267.249989,,124.669996,77.16999799999998,62.509998
2010-06-17,271.86998700000004,,125.859997,78.239998,62.599998
2010-06-18,274.070011,,126.419996,77.040001,63.099998
2010-06-21,270.170002,,118.99,80.900002,63.130001
2010-06-22,273.850006,,116.429995,78.760002,61.939999
2010-06-23,270.969994,,117.769999,77.760002,61.099998
2010-06-24,268.999989,,115.249994,76.480003,60.07
2010-06-25,266.699989,,117.980003,76.660004,59.099998
2010-06-28,268.299999,,117.609995,75.220001,58.470001
2010-06-29,256.170002,,112.58,71.449997,57.290001
2010-06-30,251.530003,,108.649997,70.75,57.07
2010-07-01,248.48,,109.66,72.860001,56.610001
2010-07-02,246.939991,,107.080001,73.18,56.57
2010-07-06,248.62999,,107.269999,72.269997,57.459999
2010-07-07,258.670006,,118.490002,74.82,58.43
2010-07-08,258.089993,,116.979994,75.08000200000002,58.810001
2010-07-09,259.61998700000004,,117.530006,77.379997,58.779999
2010-07-12,257.290001,,119.379995,76.510002,58.939999
2010-07-13,251.799995,,120.920004,76.589996,59.419998
2010-07-14,252.730003,,122.999998,76.279999,59.259998
2010-07-15,251.450001,,121.109995,75.279999,59.27
2010-07-16,249.900005,,118.389999,71.449997,57.959999
2010-07-19,245.580013,,118.899998,71.220001,58.43
2010-07-20,251.890011,,120.390005,73.599998,58.950001
2010-07-21,254.239998,,119.650002,72.360001,58.169998
2010-07-22,259.02,,103.56,74.459999,59.380001
2010-07-23,259.939995,,107.700002,75.589996,59.720001
2010-07-26,259.280006,,102.790003,76.08000200000002,60.389999
2010-07-27,264.080009,,104.089999,76.610001,60.810001
2010-07-28,260.959991,,100.309999,75.18,60.91
2010-07-29,258.10999300000003,,98.02,71.980003,60.34
2010-07-30,257.25,,102.549997,73.349998,59.68
2010-08-02,261.849998,,101.880002,72.230003,61.939999
2010-08-03,261.93,,104.41,73.0,62.720001
2010-08-04,262.980011,,108.129998,72.449997,62.720001
2010-08-05,261.700008,,110.53,71.5,62.709999
2010-08-06,260.090012,,118.319998,72.139999,61.970001
2010-08-09,261.749996,,116.900005,74.739998,62.450001
2010-08-10,259.409996,,125.010004,75.269997,61.93
2010-08-11,250.18999900000003,,126.469997,73.510002,60.389999
2010-08-12,251.790009,,133.050001,72.980003,60.23
2010-08-13,249.099987,,132.259996,72.220001,59.91
2010-08-16,247.640007,,137.220003,72.83000200000002,59.880001
2010-08-17,251.970013,,132.969999,73.360001,60.82
2010-08-18,253.070011,,125.700006,72.879997,60.150002
2010-08-19,249.880005,,128.239998,71.629997,59.290001
2010-08-20,249.639999,,129.959997,70.099998,58.889999
2010-08-23,245.799992,,126.899994,70.120003,59.5
2010-08-24,239.930004,,121.279999,70.660004,58.939999
2010-08-25,242.889992,,124.25,70.860001,58.91
2010-08-26,240.27999900000003,,125.839996,69.910004,58.48
2010-08-27,241.620003,,126.100002,71.110001,59.799999
2010-08-30,242.499996,,123.1,69.540001,59.0
2010-08-31,243.10001,,125.520002,68.980003,59.110001
2010-09-01,250.330002,,134.910004,70.529999,60.91
2010-09-02,252.169991,,137.999994,71.980003,61.060001
2010-09-03,258.770008,,138.480005,72.5,61.32
2010-09-07,257.810013,,141.790001,71.5,60.549999
2010-09-08,262.92001,,146.000004,68.550003,60.75
2010-09-09,263.07,,145.679996,66.779999,61.049999
2010-09-10,263.410007,,146.15999399999995,68.089996,61.200001
2010-09-13,267.039997,,147.93999499999995,65.480003,61.0
2010-09-14,268.059994,,146.650005,67.120003,61.009998
2010-09-15,270.21999,,143.120005,68.93,61.0
2010-09-16,276.569988,,140.499998,68.379997,60.970001
2010-09-17,275.36998700000004,,140.459997,68.489998,60.779999
2010-09-20,283.230007,,142.889999,70.309998,61.549999
2010-09-21,283.769993,,147.200005,69.940002,61.540001
2010-09-22,287.750004,,156.93,70.620003,61.450001
2010-09-23,288.9199910000001,,160.470001,70.980003,61.150002
2010-09-24,292.319988,,162.210001,72.370003,61.75
2010-09-27,291.159988,,164.989998,73.0,61.709999
2010-09-28,286.859997,,161.860006,73.269997,62.060001
2010-09-29,287.369995,,170.62999299999996,74.410004,61.59
2010-09-30,283.749992,,162.16,74.260002,61.790001
2010-10-01,282.5200040000001,,154.660002,73.32,62.540001
2010-10-04,278.639996,,156.390001,73.239998,62.189999
2010-10-05,288.939991,,156.159996,74.989998,63.259998
2010-10-06,289.1900100000001,,150.269995,74.230003,63.939999
2010-10-07,289.2199970000001,,151.429995,73.610001,63.849998
2010-10-08,294.069988,,149.639994,74.0,64.379997
2010-10-11,295.360004,,153.690006,74.290001,64.550003
2010-10-12,298.539997,,155.390005,74.25,64.699997
2010-10-13,300.140007,,154.610001,76.940002,65.040001
2010-10-14,302.30999,,152.779999,77.16999799999998,65.300003
2010-10-15,314.739994,,155.719999,77.599998,65.190002
2010-10-18,317.999989,,153.000004,78.360001,66.279999
2010-10-19,309.489994,,149.33,77.550003,65.120003
2010-10-20,310.529991,,153.149994,79.519997,66.010002
2010-10-21,309.520008,,172.690001,79.199997,66.32
2010-10-22,307.470001,,168.100002,79.290001,66.339996
2010-10-25,308.839993,,166.84,80.629997,66.199997
2010-10-26,308.049988,,177.62000700000004,80.029999,66.529999
2010-10-27,307.830009,,178.5,79.91999799999998,65.66999799999999
2010-10-28,305.23999,,175.700003,76.449997,66.220001
2010-10-29,300.98,,173.569994,78.160004,66.489998
2010-11-01,304.179993,,167.369999,77.32,66.949997
2010-11-02,309.360004,,171.610003,78.41999799999998,67.839996
2010-11-03,312.800003,,171.459999,79.0,67.970001
2010-11-04,318.270008,,167.819996,79.989998,69.379997
2010-11-05,317.130009,,168.100002,79.800003,70.0
2010-11-08,318.620003,,169.129999,78.709999,70.32
2010-11-09,316.079998,,170.460003,78.32,70.629997
2010-11-10,318.030003,,176.870003,79.290001,71.129997
2010-11-11,316.649998,,175.140003,79.220001,71.83000200000002
2010-11-12,308.029987,,172.999994,76.940002,70.989998
2010-11-15,307.040005,,168.299994,76.360001,70.480003
2010-11-16,301.59,,165.399994,74.989998,68.940002
2010-11-17,300.499989,,166.679996,75.730003,69.010002
2010-11-18,308.429996,,168.329994,76.940002,70.309998
2010-11-19,306.730011,,173.039995,77.050003,70.540001
2010-11-22,313.3599890000001,,188.319998,75.459999,70.190002
2010-11-23,308.7300029999999,,187.709997,74.650002,68.980003
2010-11-24,314.799995,,188.769995,75.82,69.879997
2010-11-26,315.0,,191.9,75.480003,69.230003
2010-11-29,316.870003,,198.92,74.190002,69.449997
2010-11-30,311.150005,,205.9,73.849998,69.559998
2010-12-01,316.400005,,200.140001,75.220001,71.33000200000002
2010-12-02,318.150005,,193.419994,77.0,71.480003
2010-12-03,317.440002,,185.449999,77.349998,71.190002
2010-12-06,320.149998,,193.469995,78.309998,71.309998
2010-12-07,318.210007,,189.810005,76.879997,71.459999
2010-12-08,321.009991,,188.229996,77.940002,71.849998
2010-12-09,319.760002,,191.049994,79.120003,72.0
2010-12-10,320.559994,,194.629995,80.199997,72.18
2010-12-13,321.670006,,183.800001,80.889999,72.360001
2010-12-14,320.290001,,178.449999,80.639999,72.18
2010-12-15,320.3599890000001,,178.5,76.940002,71.849998
2010-12-16,321.249996,,181.650005,67.190002,72.220001
2010-12-17,320.610008,,180.019995,66.900002,72.16999799999998
2010-12-20,322.209991,,178.050003,67.989998,72.220001
2010-12-21,324.199997,,186.240004,68.050003,72.720001
2010-12-22,325.159992,,185.349997,68.550003,72.800003
2010-12-23,323.60001,,184.580006,68.730003,73.199997
2010-12-27,324.680008,,180.009995,70.809998,73.010002
2010-12-28,325.470013,,183.669998,70.730003,73.41999799999998
2010-12-29,325.290009,,180.27,70.599998,73.370003
2010-12-30,323.660011,,179.800003,70.290001,73.360001
2010-12-31,322.560013,,175.700003,70.379997,73.120003
2011-01-03,329.57,,178.409998,70.519997,74.550003
2011-01-04,331.290012,,181.369999,70.599998,74.900002
2011-01-05,334.000008,,179.730001,72.089996,74.699997
2011-01-06,333.729988,,177.990002,73.16999799999998,75.18
2011-01-07,336.120003,,179.300005,72.959999,75.589996
2011-01-10,342.450001,,187.880001,71.809998,75.129997
2011-01-11,341.639996,,186.65,71.879997,75.690002
2011-01-12,344.420006,,188.899998,72.610001,76.58000200000002
2011-01-13,345.680008,,191.490004,71.139999,76.709999
2011-01-14,348.479992,,191.480003,71.120003,77.839996
2011-01-18,340.650013,,193.68,71.209999,78.709999
2011-01-19,338.840012,,190.870003,69.120003,78.239998
2011-01-20,332.680004,,185.000002,70.690002,77.75
2011-01-21,326.720001,,182.090002,70.150002,78.980003
2011-01-24,337.449993,,183.960005,71.790001,78.589996
2011-01-25,341.39999,,186.740002,71.58000200000002,78.68
2011-01-26,343.850006,,183.029997,71.0,79.660004
2011-01-27,343.209991,,210.870007,70.599998,79.879997
2011-01-28,336.100002,,217.979996,69.459999,78.989998
2011-01-31,339.319996,,214.08,69.849998,80.68
2011-02-01,345.030006,,212.9,70.699997,83.910004
2011-02-02,344.320004,,211.260002,72.089996,83.410004
2011-02-03,343.4400100000001,,211.489994,71.629997,83.440002
2011-02-04,346.5,,220.070004,72.900002,83.279999
2011-02-07,351.87999,,218.019997,73.93,83.93
2011-02-08,355.200012,,217.630001,74.57,82.980003
2011-02-09,358.16,,222.290001,73.279999,82.550003
2011-02-10,354.539997,,223.19999500000003,74.739998,83.199997
2011-02-11,356.85001,,231.069988,74.93,82.82
2011-02-14,359.179996,,247.549992,75.739998,84.910004
2011-02-15,359.900013,,240.78999700000003,75.610001,82.970001
2011-02-16,363.129993,,237.719994,75.959999,83.690002
2011-02-17,358.300003,,235.630013,76.139999,83.879997
2011-02-18,350.560013,,235.51001,75.83000200000002,84.5
2011-02-22,338.6099930000001,,221.599998,73.739998,85.440002
2011-02-23,342.619991,,211.200001,72.879997,87.07
2011-02-24,342.879997,,215.179998,73.910004,85.970001
2011-02-25,348.160011,,212.440002,74.68,85.339996
2011-02-28,353.210007,,206.670004,73.050003,85.529999
2011-03-01,349.309998,,204.629997,72.699997,84.800003
2011-03-02,352.119995,,204.230001,73.970001,85.08000200000002
2011-03-03,359.560005,,203.369995,75.83000200000002,85.82
2011-03-04,359.999989,,210.720003,74.690002,85.08000200000002
2011-03-07,355.3599890000001,,207.399994,74.150002,84.720001
2011-03-08,355.759998,,195.450001,74.16999799999998,84.599998
2011-03-09,352.46999,,192.989998,73.709999,84.379997
2011-03-10,346.6699910000001,,200.019999,71.400002,81.379997
2011-03-11,351.990005,,204.539995,72.510002,82.120003
2011-03-14,353.560001,,201.199999,71.860001,82.379997
2011-03-15,345.4299890000001,,217.110003,71.199997,81.389999
2011-03-16,330.01001,,213.839994,70.959999,79.309998
2011-03-17,334.639996,,213.899996,71.43,81.160004
2011-03-18,330.669998,,209.4,71.41999799999998,80.849998
2011-03-21,339.299995,,212.839998,71.959999,82.839996
2011-03-22,341.200012,,221.389994,71.599998,82.559998
2011-03-23,339.190006,,229.060009,71.989998,82.599998
2011-03-24,344.970005,,229.12999700000003,72.660004,82.730003
2011-03-25,351.540009,,230.009991,72.089996,83.620003
2011-03-28,350.4400100000001,,237.320011,72.75,83.470001
2011-03-29,350.959995,,237.380013,72.199997,83.25
2011-03-30,348.630009,,237.950012,74.230003,84.489998
2011-03-31,348.5100060000001,,237.779995,73.620003,84.129997
2011-04-01,344.560009,,242.09,74.220001,84.68
2011-04-04,341.189999,,244.719994,75.239998,84.870003
2011-04-05,338.8899990000001,,244.229996,75.620003,85.41999799999998
2011-04-06,338.0399930000001,,239.970005,76.0,85.18
2011-04-07,338.079994,,233.959988,76.410004,85.760002
2011-04-08,335.060005,,234.860008,76.720001,85.949997
2011-04-11,330.799988,,228.159988,77.709999,85.160004
2011-04-12,332.399998,,233.919987,77.029999,83.18
2011-04-13,336.12999,,238.750004,77.5,83.160004
2011-04-14,332.419998,,236.730011,76.309998,83.440002
2011-04-15,327.459991,,235.490009,76.470001,84.290001
2011-04-18,331.849998,,233.330013,75.68,83.099998
2011-04-19,337.8599890000001,,241.549988,75.91999799999998,83.800003
2011-04-20,342.41,,244.43,77.370003,85.650002
2011-04-21,350.699989,,252.220005,77.769997,86.360001
2011-04-25,353.010002,,251.670006,77.760002,86.220001
2011-04-26,350.42001,,228.909992,78.769997,87.41999799999998
2011-04-27,350.14999,,235.960007,78.889999,87.779999
2011-04-28,346.749992,,234.37001,77.660004,87.339996
2011-04-29,350.12999,,232.669998,78.120003,87.980003
2011-05-02,346.2799950000001,,237.189995,79.139999,86.970001
2011-05-03,348.200012,,231.240005,80.0,85.620003
2011-05-04,349.570004,,229.18999900000003,79.769997,84.809998
2011-05-05,346.749992,,230.309998,78.699997,82.620003
2011-05-06,346.660004,,229.470005,79.410004,82.690002
2011-05-09,347.599998,,236.410004,79.860001,83.18
2011-05-10,349.450001,,237.630005,80.349998,83.339996
2011-05-11,347.2300029999999,,240.669994,79.339996,81.120003
2011-05-12,346.569988,,245.770004,79.93,81.050003
2011-05-13,340.499996,,246.520008,79.910004,80.870003
2011-05-16,333.299992,,237.089993,79.940002,80.239998
2011-05-17,336.140003,,236.940002,80.599998,80.410004
2011-05-18,339.869995,,242.53999700000003,80.010002,81.739998
2011-05-19,340.53001,,242.729988,79.639999,82.33000200000002
2011-05-20,335.220009,,245.899994,78.230003,81.57
2011-05-23,334.39999,,247.829998,76.91999799999998,80.66999799999998
2011-05-24,332.190006,,247.600006,77.599998,81.290001
2011-05-25,336.779991,,259.46999700000003,78.75,81.959999
2011-05-26,335.000004,,263.749989,79.290001,82.389999
2011-05-27,337.409992,,264.51000600000003,79.800003,82.629997
2011-05-31,347.82999,,270.800003,81.059998,83.470001
2011-06-01,345.509991,,267.260002,79.18,82.029999
2011-06-02,346.099991,,271.699997,80.699997,81.33000200000002
2011-06-03,343.4400100000001,,273.699989,79.129997,81.18
2011-06-06,338.0399930000001,,262.589989,78.199997,80.290001
2011-06-07,332.039989,,263.68998700000003,79.82,80.0
2011-06-08,332.239994,,262.259995,76.709999,80.760002
2011-06-09,331.48999,,262.569988,76.43,81.18
2011-06-10,325.900009,,258.619991,74.690002,79.779999
2011-06-13,326.599998,,257.220013,74.860001,79.230003
2011-06-14,332.439999,,261.130009,75.93,80.379997
2011-06-15,326.749989,,257.12001000000004,74.839996,78.660004
2011-06-16,325.159992,,249.299992,74.879997,79.220001
2011-06-17,320.259987,,245.670002,74.43,79.019997
2011-06-20,315.320007,,245.630001,74.050003,79.709999
2011-06-21,325.299995,,253.649998,74.989998,80.57
2011-06-22,322.6100009999999,,248.660004,74.660004,79.82
2011-06-23,331.230011,,255.720005,75.309998,78.440002
2011-06-24,326.350006,,256.960007,73.370003,76.779999
2011-06-27,332.039989,,260.119999,73.889999,77.91999799999998
2011-06-28,335.26001,,265.089993,75.279999,79.629997
2011-06-29,334.040009,,264.940002,86.57,80.25
2011-06-30,335.670006,,262.689991,84.260002,81.379997
2011-07-01,343.2600060000001,,267.990005,87.970001,82.010002
2011-07-05,349.43,,289.629993,88.32,81.599998
2011-07-06,351.759987,,290.960011,88.199997,81.57
2011-07-07,357.200005,,292.4199910000001,90.150002,82.360001
2011-07-08,359.709995,,295.1399990000001,89.730003,82.41999799999998
2011-07-11,354.000011,,290.740005,87.900002,81.900002
2011-07-12,353.749992,,291.2700040000001,87.699997,81.889999
2011-07-13,358.0199970000001,,298.729988,88.739998,82.480003
2011-07-14,357.7700040000001,,286.619991,87.940002,82.239998
2011-07-15,364.919994,,286.9300120000001,88.75,83.0
2011-07-18,373.800011,,279.000004,88.07,82.650002
2011-07-19,376.849987,,287.2899930000001,89.209999,83.629997
2011-07-20,386.89999,,281.400005,88.639999,83.300003
2011-07-21,387.290012,,275.809998,88.050003,85.019997
2011-07-22,393.300003,,276.580002,89.519997,85.220001
2011-07-25,398.499989,,281.5299950000001,89.08000200000002,84.57
2011-07-26,403.410007,,266.910007,89.199997,84.370003
2011-07-27,392.59,,269.419998,87.75,83.309998
2011-07-28,391.819996,,266.61998700000004,86.91999799999998,81.459999
2011-07-29,390.479992,,265.990013,85.540001,79.790001
2011-08-01,396.749989,,263.379993,85.68,79.599998
2011-08-02,388.909996,,257.200012,83.559998,77.839996
2011-08-03,392.57,,259.999996,87.480003,77.720001
2011-08-04,377.369999,,245.770004,84.989998,73.839996
2011-08-05,373.620007,,241.110004,83.410004,74.82
2011-08-08,353.210007,,226.640007,79.239998,70.190002
2011-08-09,374.010002,,237.799995,82.760002,71.639999
2011-08-10,363.690006,,232.420006,79.279999,68.029999
2011-08-11,373.700008,,243.12999700000003,84.519997,71.58000200000002
2011-08-12,376.98999,,244.000004,83.83000200000002,72.0
2011-08-15,383.410004,,246.280003,85.870003,74.290001
2011-08-16,380.480003,,239.03999700000003,85.83000200000002,73.5
2011-08-17,380.440002,,232.240002,83.989998,74.160004
2011-08-18,366.050007,,217.479998,80.290001,70.940002
2011-08-19,356.029991,,205.209997,79.599998,69.800003
2011-08-22,356.4399870000001,,205.209997,79.790001,70.18
2011-08-23,373.600006,,219.540005,83.769997,73.660004
2011-08-24,376.180012,,216.030005,86.379997,73.540001
2011-08-25,373.720009,,215.83,84.110001,71.769997
2011-08-26,383.579994,,221.890005,85.849998,72.639999
2011-08-29,389.969994,,225.03999700000003,86.58000200000002,74.120003
2011-08-30,389.989994,,236.279987,87.93,73.910004
2011-08-31,384.830009,,235.009998,87.879997,74.019997
2011-09-01,381.030003,,233.270012,87.730003,73.489998
2011-09-02,374.050003,,213.110004,85.550003,72.139999
2011-09-06,379.740013,,218.77,85.860001,71.150002
2011-09-07,383.929989,,216.000004,88.480003,73.650002
2011-09-08,384.140007,,211.200001,87.459999,72.82
2011-09-09,377.479988,,203.969995,86.349998,71.010002
2011-09-12,379.939991,,210.050001,87.449997,71.839996
2011-09-13,384.619991,,208.749998,87.769997,71.650002
2011-09-14,389.299992,,208.709997,89.58000200000002,72.639999
2011-09-15,392.959995,,169.250002,90.5,74.010002
2011-09-16,400.500008,,155.190001,90.849998,74.550003
2011-09-19,411.630009,,143.750006,90.029999,73.699997
2011-09-20,413.449997,,130.029999,92.839996,74.010002
2011-09-21,412.140007,,128.500004,91.419998,71.970001
2011-09-22,401.820011,,128.53000500000002,88.300003,69.239998
2011-09-23,404.299988,,129.359997,90.080002,69.309998
2011-09-26,403.170002,,132.21999499999998,90.279999,71.720001
2011-09-27,399.260006,,127.489994,89.480003,72.910004
2011-09-28,397.009995,,127.139999,87.629997,72.07
2011-09-29,390.570007,,113.190001,87.690002,73.879997
2011-09-30,381.319996,,113.270002,85.720001,72.629997
2011-10-03,374.600002,,113.250002,84.260002,71.150002
2011-10-04,372.500008,,114.9,84.779999,72.83000200000002
2011-10-05,378.249992,,119.760004,84.989998,73.949997
2011-10-06,377.369999,,123.240004,87.129997,73.889999
2011-10-07,369.799999,,117.209999,86.25,73.559998
2011-10-10,388.809994,,111.619998,89.25,76.279999
2011-10-11,400.289989,,108.659997,90.510002,76.269997
2011-10-12,402.190006,,113.619997,91.169998,77.160004
2011-10-13,408.429989,,117.009995,92.599998,76.370003
2011-10-14,421.999992,,116.039999,93.919998,78.110001
2011-10-17,419.990013,,117.330002,91.190002,77.470001
2011-10-18,422.23999800000007,,111.740001,93.910004,78.889999
2011-10-19,398.619991,,109.420001,90.080002,78.43
2011-10-20,395.310009,,111.480001,91.349998,78.709999
2011-10-21,392.870007,,117.039995,93.43,80.129997
2011-10-24,405.770008,,118.839996,94.209999,80.16999799999998
2011-10-25,397.770012,,77.370002,90.68,79.440002
2011-10-26,400.60001,,79.400002,92.019997,81.07
2011-10-27,404.69001,,80.86000200000002,94.400002,81.879997
2011-10-28,404.949989,,84.14000300000002,95.099998,81.480003
2011-10-31,404.779999,,82.080003,93.260002,78.089996
2011-11-01,396.51001,,80.089997,90.029999,75.940002
2011-11-02,397.410004,,83.389999,91.5,77.370003
2011-11-03,403.07,,92.290003,93.18,78.860001
2011-11-04,400.240002,,90.019998,92.639999,78.519997
2011-11-07,399.730003,,90.830003,92.959999,79.349998
2011-11-08,406.229992,,90.470001,94.540001,79.760002
2011-11-09,395.279995,,88.049999,93.129997,77.389999
2011-11-10,385.220005,,85.11999899999998,93.040001,78.699997
2011-11-11,384.619991,,87.749999,95.160004,79.720001
2011-11-14,379.260002,,85.719999,93.82,78.959999
2011-11-15,388.829994,,86.279999,95.629997,79.089996
2011-11-16,384.770008,,81.180002,93.400002,78.25
2011-11-17,377.41,,76.460001,91.400002,77.860001
2011-11-18,374.94001,,78.059998,90.809998,77.900002
2011-11-21,369.009995,,74.47000200000002,91.209999,76.910004
2011-11-22,376.510006,,70.449997,90.839996,76.029999
2011-11-23,366.990002,,68.499999,89.290001,74.58000200000002
2011-11-25,363.570004,,63.86,89.019997,73.900002
2011-11-28,376.12001,,69.949999,93.470001,75.839996
2011-11-29,373.199997,,67.569998,92.900002,76.93
2011-11-30,382.199989,,64.530002,96.970001,80.440002
2011-12-01,387.93,,67.170002,97.760002,79.790001
2011-12-02,389.700001,,66.369997,97.199997,79.790001
2011-12-05,393.01001,,70.120003,96.059998,80.449997
2011-12-06,390.949989,,68.139997,95.370003,80.82
2011-12-07,389.09,,71.959998,97.07,81.08000200000002
2011-12-08,390.659996,,69.42,95.800003,79.870003
2011-12-09,393.62001,,70.89,97.190002,81.339996
2011-12-12,391.839996,,75.26,96.919998,80.050003
2011-12-13,388.809994,,72.11000200000002,95.910004,80.529999
