# Active bout lengths of zebrafish
# Data provided courtesy of Avni Gandhi, Grigorios Oikonomou, and David Prober, Caltech.
# Data set from experiments published in Avni V. Gandhi, Eric A. Mosser, Grigorios Oikonomou and David A. Prober. (2015). Melatonin is required for the circadian regulation of sleep. Neuron 85, 1193-1199. doi: 10.1016/j.neuron.2015.02.016.
# Mutant fish have a null mutation in arylalkylamine N-acetyltransferase 2 (aanat2).
genotype,bout_length,fish
het,4.019999999998731,3
het,3.9600000000018554,3
het,6.000000000001364,3
het,2.9999999999972715,3
het,2.039999999994393,3
het,4.980000000003315,3
het,1.9800000000043383,3
het,2.0399999999960983,3
het,1.980000000002633,3
het,1.0199999999946385,3
het,3.000000000000682,3
het,0.9600000000028786,3
het,7.0199999999942975,3
het,1.0200000000014597,3
het,1.0199999999963438,3
het,1.0199999999963438,3
het,2.9999999999972715,3
het,1.0199999999946385,3
het,1.0200000000014597,3
het,6.959999999997422,3
het,3.0000000000023874,3
het,0.9599999999977626,3
het,1.0199999999980491,3
het,1.9800000000043383,3
het,5.039999999998486,3
het,4.020000000000437,3
het,0.9600000000028786,3
het,2.9999999999972715,3
het,0.9600000000028786,3
het,2.9999999999972715,3
het,3.9600000000018554,3
het,10.019999999996685,3
het,2.999999999998977,3
het,0.9600000000011732,3
het,1.0199999999963438,3
het,1.0200000000014597,3
het,1.9800000000009277,3
het,4.980000000003315,3
het,1.979999999997517,3
het,1.0199999999980491,3
het,1.0199999999997544,3
het,1.0200000000014597,3
het,0.9600000000011732,3
het,1.0199999999997544,3
het,0.959999999999468,3
het,1.0199999999997544,3
het,1.0199999999997544,3
het,1.0199999999980491,3
het,1.0199999999997544,3
het,1.0199999999997544,3
het,0.959999999999468,3
het,1.9800000000009277,3
het,0.959999999999468,3
het,1.0199999999997544,3
het,1.0199999999997544,3
het,1.0199999999997544,3
het,1.0199999999997544,3
het,1.0199999999997544,3
het,0.9600000000011732,3
mut,1.9799999999992224,4
mut,2.999999999998977,4
mut,2.039999999994393,4
mut,4.980000000003315,4
mut,10.979999999997858,4
mut,13.019999999997367,4
mut,13.019999999999072,4
mut,16.980000000002633,4
mut,2.999999999998977,4
mut,5.999999999999659,4
mut,15.0,4
mut,19.980000000003315,4
mut,6.0000000000030695,4
mut,7.979999999997176,4
mut,4.019999999995321,4
mut,10.020000000000095,4
mut,6.960000000000832,4
mut,2.999999999998977,4
mut,6.0000000000030695,4
mut,2.999999999998977,4
mut,1.0199999999963438,4
mut,5.999999999997954,4
mut,5.039999999998486,4
mut,7.019999999997708,4
mut,17.99999999999727,4
mut,9.000000000000341,4
mut,1.0199999999963438,4
mut,2.040000000001214,4
mut,2.9999999999972715,4
mut,17.999999999998977,4
mut,6.960000000005948,4
mut,4.979999999998199,4
mut,1.980000000002633,4
mut,3.9600000000035607,4
mut,2.039999999999509,4
mut,2.040000000001214,4
mut,5.03999999999678,4
mut,1.0199999999963438,4
mut,10.0200000000018,4
mut,1.0199999999963438,4
mut,4.9799999999999045,4
mut,4.019999999995321,4
mut,1.0199999999963438,4
mut,16.020000000003165,4
mut,1.0200000000014597,4
mut,0.9600000000011732,4
mut,9.000000000000341,4
mut,7.019999999997708,4
mut,1.980000000002633,4
mut,15.960000000001173,4
mut,2.999999999998977,4
mut,20.039999999998486,4
mut,2.999999999998977,4
mut,3.000000000000682,4
mut,3.0000000000023874,4
mut,1.9800000000009277,4
mut,4.9799999999999045,4
mut,3.0000000000023874,4
mut,0.9600000000011732,4
mut,5.999999999999659,4
mut,7.979999999998881,4
mut,1.9799999999992224,4
mut,3.0000000000023874,4
mut,1.9799999999992224,4
mut,1.9800000000009277,4
mut,6.000000000001364,4
mut,0.959999999999468,4
mut,5.999999999999659,4
mut,16.980000000000928,4
het,3.0000000000023874,5
het,10.980000000002974,5
het,48.96000000000356,5
het,13.020000000002483,5
het,27.960000000005607,5
het,3.0000000000023874,5
het,3.0000000000023874,5
het,1.0199999999980491,5
het,25.020000000000095,5
het,1.0200000000014597,5
het,1.0199999999963438,5
het,2.9999999999972715,5
het,4.019999999995321,5
het,12.000000000001023,5
het,8.039999999997463,5
het,23.039999999999168,5
het,6.0000000000030695,5
het,0.9600000000011732,5
het,4.019999999998731,5
het,3.000000000005798,5
het,7.979999999997176,5
het,1.0199999999946385,5
het,3.000000000000682,5
het,4.979999999996494,5
het,0.9600000000028786,5
het,1.9800000000009277,5
het,25.98000000000468,5
het,37.98000000000059,5
het,1.0199999999997544,5
het,5.03999999999678,5
het,4.019999999995321,5
het,13.019999999997367,5
het,4.980000000003315,5
het,0.9600000000011732,5
het,4.980000000003315,5
het,0.9600000000045839,5
het,10.980000000001269,5
het,2.039999999999509,5
het,20.04000000000019,5
het,10.020000000000095,5
het,19.98000000000161,5
het,6.959999999999127,5
het,3.000000000000682,5
het,1.0199999999997544,5
het,1.9799999999992224,5
het,16.980000000002633,5
het,7.980000000000587,5
het,4.98000000000161,5
het,3.96000000000015,5
het,7.980000000000587,5
het,2.040000000001214,6
het,1.0200000000014597,6
het,12.000000000002728,6
het,3.96000000000015,6
het,1.0199999999997544,6
het,1.020000000003165,6
het,4.980000000003315,6
het,6.9600000000025375,6
het,1.0199999999963438,6
het,3.0000000000023874,6
het,0.9600000000045839,6
het,3.0000000000023874,6
het,2.999999999998977,6
het,12.960000000000491,6
het,7.019999999997708,6
het,1.0199999999946385,6
het,1.0200000000014597,6
het,1.0199999999963438,6
het,1.0199999999946385,6
het,2.9999999999972715,6
het,1.0199999999980491,6
het,5.999999999997954,6
het,1.9799999999992224,6
het,1.0199999999963438,6
het,8.040000000002578,6
het,2.999999999998977,6
het,0.9599999999977626,6
het,1.9800000000009277,6
het,1.020000000003165,6
het,2.9999999999972715,6
het,26.999999999997613,6
het,8.99999999999693,6
het,1.9799999999941065,6
het,0.9600000000028786,6
het,15.0,6
het,4.0200000000055525,6
het,0.9600000000028786,6
het,0.9600000000011732,6
het,4.9799999999999045,6
het,0.9600000000028786,6
het,0.9600000000028786,6
het,0.9600000000045839,6
het,31.01999999999464,6
het,2.039999999994393,6
het,2.039999999999509,6
het,0.9600000000028786,6
het,2.9999999999972715,6
het,2.999999999998977,6
het,4.019999999995321,6
het,3.96000000000015,6
het,4.020000000000437,6
het,9.960000000001514,6
het,16.019999999999754,6
het,1.0199999999997544,6
het,7.019999999999413,6
het,0.9600000000011732,6
het,3.0000000000023874,6
het,2.999999999998977,6
het,3.000000000000682,6
het,1.0199999999997544,6
het,14.039999999998827,6
het,1.0199999999997544,6
het,1.0199999999997544,6
het,7.019999999999413,6
het,2.999999999998977,6
het,1.9800000000009277,6
het,5.999999999999659,6
het,2.039999999999509,6
het,1.9800000000043383,8
het,2.9999999999972715,8
het,1.9799999999941065,8
het,1.9799999999992224,8
het,4.9799999999999045,8
het,1.980000000002633,8
het,5.03999999999678,8
het,2.039999999999509,8
het,3.000000000005798,8
het,1.0199999999946385,8
het,1.0200000000014597,8
het,2.0399999999960983,8
het,1.0199999999963438,8
het,5.999999999997954,8
het,1.0199999999997544,8
het,3.000000000005798,8
het,9.000000000005457,8
het,3.000000000000682,8
het,1.980000000002633,8
het,3.9600000000035607,8
het,1.979999999997517,8
het,4.9799999999999045,8
het,1.979999999997517,8
het,2.999999999998977,8
het,12.960000000000491,8
het,1.0199999999963438,8
het,1.980000000002633,8
het,3.0000000000023874,8
het,2.999999999998977,8
het,8.040000000002578,8
het,1.0199999999963438,8
het,1.020000000003165,8
het,2.039999999994393,8
het,17.03999999999951,8
het,2.9999999999972715,8
het,7.019999999999413,8
het,5.999999999999659,8
het,3.9600000000018554,8
het,1.0199999999980491,8
het,3.96000000000015,8
het,7.979999999997176,8
het,2.9999999999972715,8
het,1.0199999999997544,8
het,3.0000000000023874,8
het,4.979999999996494,8
het,3.0000000000023874,8
het,7.9800000000057025,8
het,2.040000000001214,8
het,2.039999999994393,8
het,1.0200000000014597,8
het,8.039999999997463,8
het,8.99999999999693,8
het,2.999999999998977,8
het,1.0199999999946385,8
het,2.999999999998977,8
het,4.019999999995321,8
het,1.9800000000043383,8
het,4.980000000003315,8
het,3.000000000005798,8
het,2.999999999998977,8
het,1.9799999999992224,8
het,4.9799999999999045,8
het,1.9799999999992224,8
het,4.979999999996494,8
het,0.9600000000045839,8
het,9.959999999999809,8
het,1.0199999999980491,8
het,10.979999999994448,8
het,10.019999999996685,8
het,7.979999999997176,8
het,2.999999999998977,8
het,4.980000000003315,8
het,3.0000000000023874,8
het,7.019999999999413,8
het,10.019999999996685,8
het,1.0199999999997544,8
het,1.9800000000009277,8
het,1.9799999999992224,8
het,5.999999999999659,8
het,2.039999999999509,8
het,5.040000000000191,8
het,4.020000000000437,8
het,7.020000000001119,8
het,5.999999999999659,8
het,0.9600000000011732,8
het,4.979999999998199,8
het,1.0199999999997544,8
het,7.020000000001119,8
het,1.9800000000009277,8
het,3.96000000000015,8
het,2.999999999998977,8
het,8.039999999999168,8
het,1.0199999999997544,8
het,4.98000000000161,8
het,9.000000000000341,8
het,7.020000000001119,8
het,6.959999999999127,8
het,1.0199999999997544,8
het,4.979999999998199,8
het,0.9600000000011732,10
het,1.0199999999997544,10
het,2.039999999999509,10
het,1.0199999999963438,10
het,1.9800000000009277,10
het,4.019999999998731,10
het,1.0199999999963438,10
het,1.020000000003165,10
het,0.9599999999977626,10
het,1.0199999999980491,10
het,1.0199999999946385,10
het,4.019999999997026,10
het,3.96000000000015,10
het,4.9799999999999045,10
het,1.0199999999980491,10
het,1.0199999999997544,10
het,1.0199999999963438,10
het,1.0199999999980491,10
het,2.039999999994393,10
het,1.0200000000014597,10
het,1.979999999997517,10
het,1.9800000000060436,10
het,1.9800000000009277,10
het,2.9999999999972715,10
het,4.019999999995321,10
het,4.019999999995321,10
het,1.979999999997517,10
het,2.0399999999960983,10
het,2.9999999999972715,10
het,1.980000000002633,10
het,3.0000000000023874,10
het,9.000000000002046,10
het,1.0200000000014597,10
het,1.0199999999997544,10
het,1.9800000000060436,10
het,0.9599999999977626,10
het,1.0199999999997544,10
het,5.999999999999659,10
het,8.039999999997463,10
het,1.0200000000014597,10
het,0.9600000000011732,10
het,4.979999999996494,10
het,3.0000000000023874,10
het,2.039999999999509,10
het,4.020000000002142,10
het,4.980000000003315,10
het,1.0200000000014597,10
het,2.999999999998977,10
het,2.040000000001214,10
het,0.9600000000028786,10
het,4.019999999995321,10
het,1.980000000002633,10
het,0.9600000000011732,10
het,3.0000000000023874,10
het,0.9600000000045839,10
het,2.999999999998977,10
het,2.9999999999972715,10
het,3.9600000000035607,10
het,4.979999999998199,10
het,0.9600000000028786,10
het,1.0199999999963438,10
het,6.0000000000030695,10
het,1.0199999999980491,10
het,2.0399999999960983,10
het,1.9800000000009277,10
het,1.9800000000043383,10
het,3.000000000000682,10
het,5.039999999998486,10
het,2.039999999994393,10
het,1.0199999999980491,10
het,1.0199999999997544,10
het,4.980000000003315,10
het,0.9600000000045839,10
het,1.0199999999946385,10
het,4.020000000000437,10
het,3.0000000000023874,10
het,1.020000000003165,10
het,2.999999999998977,10
het,2.0399999999960983,10
het,2.9999999999972715,10
het,1.9800000000043383,10
het,1.9800000000043383,10
het,3.96000000000015,10
het,4.019999999997026,10
het,4.979999999998199,10
het,0.9599999999977626,10
het,1.0199999999980491,10
het,1.0199999999997544,10
het,0.9600000000028786,10
het,1.0199999999980491,10
het,2.999999999998977,10
het,2.999999999998977,10
het,1.0199999999997544,10
het,0.9600000000028786,10
het,1.0199999999980491,10
het,2.0399999999960983,10
het,1.9799999999941065,10
het,0.9600000000045839,10
het,2.999999999998977,10
het,1.9800000000009277,10
het,3.0000000000023874,10
het,1.020000000003165,10
het,2.039999999994393,10
het,4.980000000003315,10
het,2.999999999998977,10
het,4.979999999998199,10
het,15.0,10
het,16.019999999999754,10
het,2.039999999999509,10
het,6.000000000001364,10
het,1.9799999999992224,10
het,1.9800000000009277,10
het,4.9799999999999045,10
het,7.979999999998881,10
het,1.9800000000009277,10
het,4.9799999999999045,10
het,0.9600000000011732,10
het,1.9799999999992224,10
het,4.98000000000161,10
het,5.999999999999659,10
het,2.039999999999509,10
het,5.040000000000191,10
het,3.000000000000682,10
het,1.9799999999992224,10
het,3.000000000000682,10
het,4.019999999998731,10
het,4.98000000000161,10
het,0.9600000000011732,10
het,1.0199999999997544,10
het,1.0199999999997544,10
het,2.999999999998977,10
het,3.0000000000023874,10
het,2.999999999998977,10
mut,36.000000000001364,11
mut,7.0199999999942975,11
mut,15.960000000002879,11
mut,8.039999999999168,11
mut,2.040000000001214,11
mut,1.979999999997517,11
mut,19.9799999999982,11
mut,3.9600000000035607,11
mut,1.9800000000043383,11
mut,4.980000000003315,11
mut,12.960000000000491,11
mut,1.980000000002633,11
mut,17.999999999998977,11
mut,0.9600000000028786,11
mut,1.9799999999941065,11
mut,15.0,11
mut,32.0399999999961,11
mut,0.9599999999977626,11
mut,2.9999999999972715,11
mut,7.019999999997708,11
mut,1.020000000003165,11
mut,7.019999999997708,11
mut,19.020000000000437,11
mut,4.980000000003315,11
mut,7.019999999999413,11
mut,3.9600000000018554,11
mut,25.980000000002974,11
mut,4.980000000003315,11
mut,17.999999999998977,11
mut,2.039999999994393,11
mut,5.999999999999659,11
mut,15.0,11
mut,15.0,11
mut,6.000000000001364,11
mut,2.999999999998977,11
mut,1.0199999999963438,11
mut,28.01999999999566,11
mut,1.0199999999997544,11
mut,3.000000000000682,11
mut,33.00000000000068,11
mut,26.999999999999318,11
mut,12.000000000001023,11
mut,13.019999999999072,11
mut,9.000000000000341,11
mut,3.000000000000682,11
mut,11.999999999999318,11
mut,1.9800000000009277,11
mut,2.999999999998977,11
mut,1.9800000000043383,12
mut,22.97999999999547,12
mut,10.979999999999563,12
mut,1.9800000000009277,12
mut,2.999999999998977,12
mut,10.980000000002974,12
mut,13.020000000002483,12
mut,30.0,12
mut,11.039999999998145,12
mut,7.019999999997708,12
mut,0.9600000000028786,12
mut,1.0199999999946385,12
mut,16.98000000000434,12
mut,23.039999999999168,12
mut,28.019999999997367,12
mut,5.999999999997954,12
mut,21.000000000001364,12
mut,0.9600000000028786,12
mut,1.9799999999992224,12
mut,7.9800000000057025,12
mut,2.0399999999960983,12
mut,10.0200000000018,12
mut,1.9800000000009277,12
mut,15.0,12
mut,7.980000000000587,12
mut,7.979999999997176,12
mut,4.019999999995321,12
mut,2.9999999999972715,12
mut,6.9600000000025375,12
mut,1.0199999999963438,12
mut,5.039999999998486,12
mut,16.019999999999754,12
mut,10.980000000002974,12
mut,3.0000000000023874,12
mut,2.999999999998977,12
mut,17.99999999999727,12
mut,25.979999999997858,12
mut,1.0199999999997544,12
mut,25.020000000000095,12
mut,5.999999999999659,12
mut,0.959999999999468,12
mut,17.03999999999951,12
mut,1.0199999999997544,12
mut,0.9600000000011732,12
mut,0.9600000000011732,12
mut,1.9799999999992224,12
mut,13.020000000000778,12
mut,19.020000000000437,12
mut,1.0199999999997544,12
mut,3.000000000000682,12
mut,1.0199999999997544,12
mut,3.0000000000023874,13
mut,1.9800000000043383,13
mut,13.980000000000246,13
mut,0.9599999999977626,13
mut,7.980000000000587,13
mut,5.999999999999659,13
mut,1.0199999999997544,13
mut,2.9999999999972715,13
mut,3.0000000000023874,13
mut,9.000000000002046,13
mut,11.999999999994202,13
mut,6.000000000001364,13
mut,5.999999999999659,13
mut,4.0200000000055525,13
mut,0.9600000000028786,13
mut,0.9600000000011732,13
mut,10.98000000000468,13
mut,12.960000000000491,13
mut,8.999999999998636,13
mut,8.039999999994052,13
mut,31.020000000003165,13
mut,11.999999999997613,13
mut,7.020000000002824,13
mut,11.039999999998145,13
mut,22.019999999997708,13
mut,4.020000000000437,13
mut,11.03999999999644,13
mut,3.000000000005798,13
mut,22.019999999994297,13
mut,4.019999999995321,13
mut,8.039999999994052,13
mut,11.03999999999985,13
mut,37.01999999999941,13
mut,1.9800000000043383,13
mut,16.98000000000434,13
mut,2.9999999999972715,13
mut,11.03999999999985,13
mut,16.019999999999754,13
mut,21.000000000001364,13
mut,8.99999999999693,13
mut,1.0199999999997544,13
mut,1.0199999999997544,13
mut,1.9799999999992224,13
mut,9.000000000000341,13
mut,2.999999999998977,13
mut,3.9600000000018554,13
mut,1.9799999999992224,13
mut,1.9800000000009277,13
mut,1.9799999999992224,13
mut,4.98000000000161,13
mut,8.999999999998636,13
mut,7.019999999999413,13
mut,0.9600000000011732,13
mut,10.020000000000095,13
mut,9.960000000001514,13
mut,2.999999999998977,13
mut,0.9600000000011732,13
mut,1.9799999999992224,13
mut,24.960000000001514,13
mut,7.980000000000587,13
wt,2.9999999999972715,14
wt,10.0200000000018,14
wt,1.979999999997517,14
wt,2.039999999999509,14
wt,0.9600000000011732,14
wt,3.000000000005798,14
wt,2.999999999998977,14
wt,0.9600000000011732,14
wt,2.999999999998977,14
wt,1.979999999997517,14
wt,2.9999999999972715,14
wt,5.040000000000191,14
wt,1.0200000000014597,14
wt,1.0199999999963438,14
wt,4.9799999999999045,14
wt,1.0200000000014597,14
wt,3.0000000000023874,14
wt,3.000000000000682,14
wt,1.9799999999992224,14
wt,0.9600000000028786,14
wt,5.039999999998486,14
wt,1.9800000000009277,14
wt,3.000000000000682,14
wt,2.9999999999972715,14
wt,3.0000000000023874,14
wt,4.020000000002142,14
wt,9.960000000001514,14
wt,5.040000000000191,14
wt,5.039999999998486,14
wt,1.9800000000043383,14
wt,15.960000000002879,14
wt,1.9799999999992224,14
wt,5.040000000000191,14
wt,0.9600000000011732,14
wt,3.9600000000035607,14
wt,2.999999999998977,14
wt,2.999999999998977,14
wt,0.9600000000028786,14
wt,2.999999999998977,14
wt,0.9599999999977626,14
wt,1.0199999999946385,14
wt,2.039999999999509,14
wt,1.0199999999997544,14
wt,1.020000000003165,14
wt,1.9800000000009277,14
wt,1.9800000000043383,14
wt,1.9800000000043383,14
wt,1.9800000000009277,14
wt,1.9799999999941065,14
wt,1.9800000000009277,14
wt,8.999999999998636,14
wt,7.0199999999942975,14
wt,4.020000000000437,14
wt,1.0199999999997544,14
wt,2.039999999999509,14
wt,1.0199999999997544,14
wt,13.980000000000246,14
wt,4.019999999998731,14
wt,2.999999999998977,14
wt,0.9600000000011732,14
wt,6.959999999999127,14
wt,3.9600000000018554,14
wt,4.020000000002142,14
wt,1.0199999999997544,14
wt,1.0199999999997544,14
het,1.0199999999997544,15
het,6.000000000001364,15
het,13.020000000000778,15
het,1.979999999997517,15
het,5.999999999997954,15
het,21.00000000000307,15
het,1.979999999997517,15
het,1.0199999999980491,15
het,1.0199999999963438,15
het,1.9800000000060436,15
het,3.96000000000015,15
het,31.019999999999754,15
het,4.020000000000437,15
het,0.9600000000028786,15
het,18.000000000002387,15
het,0.9600000000011732,15
het,3.96000000000015,15
het,15.0,15
het,2.999999999998977,15
het,3.96000000000015,15
het,1.0199999999963438,15
het,15.0,15
het,1.979999999997517,15
het,1.0199999999980491,15
het,1.0199999999997544,15
het,0.9600000000028786,15
het,1.0199999999963438,15
het,8.040000000002578,15
het,2.0399999999960983,15
het,21.00000000000307,15
het,1.9799999999992224,15
het,7.0199999999942975,15
het,19.020000000000437,15
het,4.0200000000055525,15
het,4.980000000003315,15
het,4.020000000000437,15
het,1.9800000000043383,15
het,2.039999999999509,15
het,2.0399999999960983,15
het,2.9999999999972715,15
het,10.019999999996685,15
het,1.0199999999963438,15
het,4.0200000000055525,15
het,12.960000000005607,15
het,10.019999999996685,15
het,1.020000000003165,15
het,3.9600000000018554,15
het,17.999999999998977,15
het,0.9600000000028786,15
het,1.0199999999963438,15
het,2.039999999994393,15
het,2.999999999998977,15
het,1.9799999999941065,15
het,0.9600000000045839,15
het,5.999999999999659,15
het,2.9999999999972715,15
het,1.9800000000043383,15
het,12.960000000002196,15
het,4.98000000000161,15
het,10.980000000001269,15
het,5.999999999999659,15
het,1.9799999999992224,15
het,1.9800000000009277,15
het,1.0199999999980491,15
het,5.039999999998486,15
het,1.0199999999997544,15
het,15.0,15
het,1.9800000000009277,15
het,1.9799999999992224,15
het,5.999999999999659,15
het,5.999999999997954,15
het,6.960000000000832,15
het,1.9799999999992224,15
het,1.9799999999992224,15
het,4.020000000000437,15
het,3.0000000000023874,15
het,9.000000000000341,15
het,2.039999999999509,15
het,1.0200000000014597,15
wt,4.9799999999999045,18
wt,7.019999999999413,18
wt,8.99999999999693,18
wt,0.9600000000028786,18
wt,4.980000000003315,18
wt,7.9800000000057025,18
wt,5.999999999999659,18
wt,0.9600000000028786,18
wt,8.999999999998636,18
wt,1.020000000003165,18
wt,2.999999999998977,18
wt,5.999999999999659,18
wt,4.980000000003315,18
wt,10.980000000001269,18
wt,0.9600000000028786,18
wt,1.0199999999963438,18
wt,2.040000000001214,18
wt,1.0199999999997544,18
wt,0.9600000000011732,18
wt,1.020000000003165,18
wt,1.9800000000009277,18
wt,2.039999999999509,18
wt,2.040000000001214,18
wt,9.000000000000341,18
wt,3.9600000000035607,18
wt,4.020000000000437,18
wt,1.020000000003165,18
wt,12.000000000001023,18
wt,1.980000000002633,18
wt,1.9799999999992224,18
wt,9.96000000000322,18
wt,0.9600000000011732,18
wt,2.039999999999509,18
wt,1.0199999999980491,18
wt,1.0200000000014597,18
wt,2.999999999998977,18
wt,4.019999999995321,18
wt,13.020000000002483,18
wt,4.980000000003315,18
wt,6.0000000000030695,18
wt,10.979999999994448,18
wt,1.0199999999980491,18
wt,2.039999999994393,18
wt,1.9799999999992224,18
wt,1.9799999999992224,18
wt,1.0199999999980491,18
wt,1.0199999999997544,18
wt,4.020000000000437,18
wt,0.9600000000028786,18
wt,7.020000000004529,18
wt,8.039999999997463,18
wt,1.0199999999980491,18
wt,15.0,18
wt,9.000000000000341,18
wt,10.01999999999839,18
wt,1.0199999999997544,18
wt,1.0199999999980491,18
wt,1.0199999999997544,18
wt,5.999999999999659,18
wt,1.0199999999980491,18
wt,1.0199999999997544,18
wt,1.9800000000009277,18
wt,5.040000000000191,18
wt,1.0199999999997544,18
wt,0.959999999999468,18
wt,9.000000000000341,18
wt,6.000000000001364,18
wt,0.959999999999468,18
wt,1.0199999999997544,18
wt,2.039999999999509,18
wt,2.999999999998977,18
wt,0.959999999999468,18
wt,13.019999999999072,18
wt,2.999999999998977,18
wt,0.9600000000011732,18
wt,6.959999999999127,18
wt,2.039999999999509,18
wt,4.019999999998731,18
het,1.0200000000014597,19
het,1.0199999999963438,19
het,0.9600000000045839,19
het,2.9999999999972715,19
het,1.9800000000043383,19
het,1.0199999999963438,19
het,8.040000000002578,19
het,1.020000000003165,19
het,2.040000000001214,19
het,1.0199999999980491,19
het,2.9999999999972715,19
het,4.019999999997026,19
het,2.9999999999972715,19
het,1.0199999999980491,19
het,1.0199999999997544,19
het,1.9800000000043383,19
het,4.980000000003315,19
het,0.9599999999977626,19
het,1.980000000002633,19
het,1.0199999999946385,19
het,2.039999999999509,19
het,1.0199999999980491,19
het,1.9799999999992224,19
het,1.9800000000043383,19
het,3.96000000000015,19
het,3.9600000000035607,19
het,1.020000000003165,19
het,0.9600000000028786,19
het,13.020000000000778,19
het,3.000000000005798,19
het,1.0199999999980491,19
het,4.9799999999999045,19
het,4.979999999998199,19
