147,8.26,8.26,8.26,8.26,600
148,8.26,8.26,8.2542,8.26,3750
149,8.2564,8.26,8.255,8.26,1020
150,8.255,8.26,8.255,8.26,700
151,8.255,8.26,8.255,8.255,1200
152,8.255,8.26,8.25,8.255,2300
153,8.255,8.26,8.255,8.26,1400
154,8.255,8.26,8.255,8.255,800
155,8.25,8.26,8.25,8.26,4650
156,8.25,8.25,8.25,8.25,700
157,8.245,8.26,8.245,8.25,42676
158,8.25,8.26,8.245,8.245,17917
159,8.25,8.25,8.25,8.25,900
160,8.25,8.255,8.25,8.25,2163
161,8.25,8.2501,8.25,8.25,1100
162,8.2553,8.2553,8.25,8.25,2100
163,8.25,8.26,8.25,8.255,1000
164,8.25,8.255,8.25,8.25,1000
165,8.25,8.26,8.25,8.25,1950
166,8.255,8.2551,8.25,8.25,1830
167,8.25,8.255,8.25,8.255,1100
168,8.25,8.25,8.25,8.25,1600
169,8.25,8.26,8.25,8.25,1200
170,8.25,8.26,8.25,8.2593,2824
171,8.25,8.251,8.25,8.251,4200
172,8.25,8.26,8.25,8.25,53910
173,8.25,8.26,8.25,8.25,1500
174,8.25,8.26,8.25,8.25,2500
175,8.25,8.26,8.25,8.25,1200
176,8.265,8.27,8.255,8.26,75412
177,8.26,8.27,8.26,8.27,30290
178,8.255,8.265,8.255,8.26,41543
179,8.26,8.265,8.252,8.252,16700
180,8.27,8.27,8.26,8.2633,3300
181,8.27,8.27,8.265,8.265,29370
183,8.275,8.28,8.275,8.28,655
184,8.271,8.271,8.271,8.271,487
185,8.275,8.275,8.2715,8.2715,3900
186,8.271,8.28,8.271,8.28,1300
187,8.27,8.28,8.27,8.28,1322
188,8.275,8.28,8.27,8.28,30326
189,8.276,8.276,8.276,8.276,200
190,8.2751,8.2751,8.275,8.275,230
191,8.27,8.2783,8.27,8.2783,1400
192,8.27,8.2701,8.27,8.27,1013
193,8.27,8.275,8.27,8.275,1200
194,8.279,8.279,8.27,8.27,3750
195,8.275,8.279,8.27,8.27,26930
196,8.285,8.285,8.275,8.28,38779
197,8.285,8.285,8.28,8.285,1390
198,8.285,8.285,8.285,8.285,300
199,8.285,8.29,8.285,8.285,1300
200,8.285,8.29,8.285,8.285,600
201,8.285,8.29,8.2801,8.285,1941
202,8.27,8.28,8.27,8.28,21386
203,8.27,8.275,8.27,8.27,10800
204,8.27,8.275,8.27,8.27,1100
205,8.27,8.275,8.27,8.275,1150
206,8.285,8.29,8.27,8.27,13856
207,8.285,8.285,8.28,8.285,600
208,8.29,8.29,8.28,8.289,11996
209,8.3,8.3,8.28,8.285,75515
210,8.29,8.3,8.29,8.3,3750
211,8.295,8.295,8.29,8.29,300
212,8.3,8.3,8.281,8.2901,32152
213,8.3,8.3,8.295,8.295,2400
214,8.3,8.3,8.3,8.3,300
215,8.295,8.3,8.2901,8.295,793467
216,8.295,8.3,8.29,8.295,21727
217,8.29,8.3,8.29,8.2901,1111
218,8.29,8.3,8.29,8.29,2210
219,8.295,8.3,8.29,8.29,11050
220,8.295,8.3,8.29,8.29,11300
221,8.29,8.3,8.29,8.295,2300
222,8.29,8.3,8.29,8.29,1900
223,8.29,8.3,8.29,8.29,2900
224,8.2915,8.3,8.29,8.29,2900
225,8.295,8.3,8.29,8.29,2600
226,8.3,8.3,8.29,8.295,54606
227,8.3,8.3,8.2922,8.3,66209
228,8.295,8.3,8.295,8.3,5500
229,8.295,8.3,8.291,8.291,5900
230,8.295,8.3,8.295,8.295,5258
231,8.3,8.3,8.295,8.295,2800
232,8.3,8.3,8.285,8.3,54082
233,8.295,8.3,8.295,8.295,1175
234,8.3,8.3,8.2904,8.3,3332
235,8.295,8.3,8.2901,8.295,5317
236,8.3,8.3,8.3,8.3,1700
237,8.3,8.305,8.2901,8.299,24213
238,8.31,8.31,8.3,8.3,41658
239,8.31,8.315,8.305,8.31,15158
240,8.31,8.31,8.305,8.31,700
241,8.31,8.31,8.3001,8.31,1526
242,8.305,8.31,8.3,8.31,11164
243,8.3,8.3005,8.295,8.3,21214
244,8.3,8.3,8.295,8.3,1900
245,8.3,8.3,8.2966,8.3,5543
246,8.3,8.3,8.2992,8.3,1000
247,8.295,8.3,8.295,8.295,1400
248,8.295,8.3,8.2943,8.295,3000
249,8.3,8.305,8.295,8.3,58460
250,8.31,8.31,8.2901,8.2901,20422
251,8.305,8.31,8.305,8.305,1635
252,8.31,8.31,8.305,8.305,400
253,8.31,8.31,8.301,8.3099,5742
254,8.305,8.31,8.3021,8.3021,5358
255,8.31,8.31,8.305,8.305,600
256,8.305,8.305,8.3,8.305,3800
257,8.305,8.305,8.295,8.305,52970
258,8.305,8.305,8.3,8.3,8500
259,8.3,8.31,8.3,8.3,1449
260,8.295,8.3,8.291,8.3,18466
261,8.295,8.3,8.29,8.295,2100
262,8.295,8.3,8.29,8.29,4300
263,8.3,8.3,8.29,8.295,4250
264,8.295,8.3,8.295,8.3,1400
265,8.3,8.3,8.295,8.295,18582
266,8.295,8.3,8.2916,8.2916,1500
267,8.295,8.3,8.295,8.2952,3452
268,8.295,8.3,8.295,8.295,3400
269,8.2905,8.3,8.29,8.295,8200
270,8.285,8.295,8.28,8.29,39920
271,8.285,8.29,8.285,8.285,4255
272,8.28,8.29,8.28,8.285,6271
273,8.28,8.29,8.28,8.28,2300
274,8.28,8.29,8.28,8.29,15054
275,8.28,8.285,8.28,8.28,1600
276,8.285,8.29,8.28,8.28,2000
277,8.281,8.29,8.28,8.28,2600
278,8.28,8.29,8.28,8.28,1500
279,8.28,8.29,8.28,8.28,1802
280,8.28,8.2864,8.28,8.28,2100
281,8.29,8.29,8.28,8.285,3000
282,8.28,8.29,8.28,8.2883,2600
283,8.28,8.285,8.27,8.28,57788
284,8.27,8.275,8.27,8.27,2500
285,8.265,8.27,8.26,8.27,17864
286,8.27,8.27,8.26,8.265,10500
287,8.265,8.27,8.26,8.265,2700
288,8.26,8.27,8.26,8.265,1300
289,8.27,8.27,8.26,8.26,1900
290,8.26,8.265,8.26,8.26,1400
291,8.265,8.2672,8.26,8.26,3400
292,8.26,8.27,8.26,8.26,40552
293,8.26,8.27,8.26,8.27,2300
294,8.26,8.27,8.26,8.26,3500
295,8.265,8.27,8.26,8.26,1700
296,8.26,8.27,8.26,8.26,1790
297,8.26,8.27,8.26,8.265,2550
298,8.26,8.27,8.26,8.26,1700
299,8.26,8.27,8.26,8.265,1763
300,8.26,8.27,8.26,8.26,2399
301,8.265,8.265,8.26,8.265,2300
302,8.2693,8.27,8.26,8.26,64682
303,8.27,8.27,8.27,8.27,500
304,8.27,8.27,8.265,8.27,700
305,8.265,8.27,8.26,8.27,1350
306,8.265,8.27,8.265,8.27,500
307,8.265,8.27,8.265,8.27,900
308,8.26,8.27,8.26,8.27,3471
309,8.26,8.27,8.26,8.26,5111
310,8.27,8.27,8.26,8.26,1900
311,8.27,8.27,8.26,8.265,1730
312,8.265,8.27,8.26,8.265,1600
313,8.265,8.27,8.26,8.265,12801
314,8.27,8.27,8.26,8.27,3700
315,8.27,8.27,8.26,8.26,2500
316,8.265,8.27,8.26,8.265,1000
317,8.265,8.27,8.26,8.265,3200
318,8.264,8.27,8.26,8.265,2630
319,8.27,8.27,8.26,8.26,1400
320,8.265,8.27,8.26,8.265,9315
321,8.27,8.27,8.26,8.26,80407
322,8.27,8.27,8.265,8.27,8622
323,8.27,8.27,8.265,8.27,2000
324,8.27,8.27,8.265,8.27,2200
325,8.265,8.27,8.265,8.27,1800
326,8.265,8.27,8.265,8.2665,1900
327,8.27,8.27,8.265,8.265,7500
328,8.27,8.27,8.265,8.265,2500
329,8.265,8.27,8.265,8.265,1600
330,8.265,8.27,8.26,8.265,12600
331,8.27,8.27,8.26,8.27,8172
332,8.27,8.27,8.26,8.265,4060
333,8.26,8.27,8.26,8.26,2400
334,8.265,8.27,8.26,8.26,2200
335,8.27,8.27,8.26,8.26,1900
336,8.26,8.265,8.26,8.26,1400
337,8.27,8.27,8.26,8.265,1800
338,8.265,8.27,8.26,8.27,1700
339,8.27,8.27,8.26,8.265,4800
340,8.26,8.27,8.26,8.27,6600
341,8.27,8.27,8.26,8.26,2000
342,8.265,8.27,8.26,8.265,2500
343,8.265,8.27,8.26,8.26,4100
344,8.26,8.27,8.26,8.27,2300
345,8.26,8.27,8.26,8.27,2900
346,8.27,8.27,8.26,8.26,45977
347,8.265,8.27,8.26,8.265,2929
348,8.265,8.27,8.26,8.265,4700
349,8.26,8.27,8.26,8.265,2500
350,8.26,8.27,8.26,8.27,3100
351,8.26,8.27,8.26,8.26,1700
352,8.265,8.27,8.26,8.26,7000
353,8.265,8.27,8.26,8.26,5257
354,8.26,8.27,8.26,8.265,11132
355,8.26,8.27,8.26,8.26,6385
356,8.26,8.27,8.26,8.27,5400
357,8.27,8.27,8.265,8.265,11200
358,8.265,8.27,8.26,8.265,8610
359,8.265,8.27,8.265,8.27,10700
360,8.265,8.27,8.26,8.265,8900
361,8.265,8.27,8.26,8.265,10622
362,8.265,8.27,8.265,8.265,4900
363,8.265,8.27,8.26,8.265,15607
364,8.265,8.27,8.2603,8.265,6161
365,8.265,8.27,8.26,8.265,4797
366,8.265,8.27,8.26,8.265,6540
367,8.265,8.27,8.265,8.27,14700
368,8.26,8.27,8.26,8.265,9300
369,8.265,8.27,8.26,8.27,5500
370,8.265,8.27,8.265,8.265,7200
371,8.27,8.27,8.2625,8.265,9000
372,8.265,8.27,8.265,8.265,4700
373,8.2662,8.27,8.26,8.265,15114
374,8.265,8.27,8.265,8.265,7100
375,8.27,8.27,8.26,8.265,10463
376,8.265,8.27,8.265,8.265,11216
377,8.27,8.27,8.2601,8.265,18534
378,8.265,8.27,8.265,8.265,11232
379,8.265,8.27,8.26,8.265,7468
380,8.265,8.27,8.265,8.27,19972
381,8.27,8.27,8.2625,8.265,14000
382,8.27,8.27,8.26,8.265,10741
383,8.27,8.27,8.26,8.265,9790
384,8.29,8.29,8.26,8.265,161801
385,8.28,8.29,8.28,8.285,92397
386,8.275,8.285,8.27,8.28,82263
387,8.28,8.28,8.27,8.275,20617
388,8.275,8.28,8.27,8.275,21428
389,8.275,8.28,8.27,8.275,24974
390,8.28,8.28,8.27,8.275,103153
