0,1,2,3
2.0,1.0,36.0,47790.0
1.0,2.0,24.0,36166.0
2.0,1.0,34.0,0.0
1.0,2.0,22.0,18553.0
1.0,1.0,34.0,412.0
3.0,2.0,22.0,29010.0
1.0,1.0,38.0,750.0
1.0,2.0,31.0,27123.0
1.0,2.0,26.0,13424.0
2.0,2.0,26.0,107314.0
2.0,1.0,48.0,226430.0
3.0,1.0,43.0,227.0
1.0,1.0,47.0,390.0
2.0,1.0,41.0,3088.0
2.0,2.0,24.0,81625.0
1.0,1.0,50.0,8872.0
1.0,2.0,24.0,105607.0
1.0,1.0,38.0,0.0
3.0,1.0,43.0,38257.0
2.0,2.0,39.0,28347.0
2.0,2.0,27.0,296573.0
3.0,1.0,42.0,390.0
2.0,1.0,36.0,-946.0
2.0,2.0,36.0,79278.0
3.0,0.0,31.0,89989.0
1.0,2.0,38.0,1424.0
1.0,1.0,40.0,105167.0
3.0,2.0,45.0,335196.0
2.0,2.0,35.0,291619.0
2.0,2.0,33.0,91653.0
3.0,2.0,37.0,52626.0
1.0,2.0,28.0,130370.0
3.0,1.0,44.0,3265.0
2.0,1.0,37.0,16455.0
2.0,2.0,23.0,49758.0
3.0,2.0,24.0,19154.0
1.0,2.0,24.0,35084.0
2.0,2.0,23.0,20235.0
2.0,1.0,26.0,102800.0
2.0,2.0,34.0,129801.0
2.0,1.0,33.0,58203.0
1.0,2.0,35.0,7988.0
2.0,2.0,27.0,127402.0
1.0,2.0,31.0,1440.0
3.0,1.0,50.0,234205.0
2.0,3.0,41.0,19346.0
1.0,2.0,28.0,21501.0
1.0,2.0,39.0,47174.0
2.0,2.0,27.0,26655.0
1.0,2.0,32.0,3139.0
1.0,2.0,40.0,142.0
2.0,2.0,40.0,19816.0
2.0,1.0,75.0,52874.0
2.0,2.0,27.0,37767.0
1.0,2.0,25.0,46140.0
3.0,1.0,46.0,35713.0
2.0,2.0,26.0,50867.0
2.0,2.0,28.0,29242.0
2.0,2.0,26.0,101551.0
1.0,2.0,28.0,70243.0
2.0,2.0,29.0,19532.0
2.0,1.0,25.0,27699.0
2.0,1.0,48.0,1154.0
2.0,1.0,33.0,8015.0
3.0,1.0,43.0,62170.0
1.0,1.0,48.0,210380.0
1.0,2.0,29.0,78331.0
2.0,2.0,29.0,49276.0
1.0,1.0,38.0,4473.0
1.0,2.0,37.0,2283.0
1.0,2.0,37.0,10115.0
2.0,1.0,25.0,6156.0
3.0,2.0,23.0,6974.0
3.0,2.0,49.0,89003.0
1.0,2.0,48.0,34871.0
2.0,2.0,27.0,13694.0
3.0,2.0,32.0,70003.0
1.0,1.0,34.0,1082.0
1.0,2.0,58.0,0.0
2.0,2.0,33.0,11253.0
2.0,2.0,28.0,0.0
2.0,2.0,36.0,68699.0
1.0,1.0,40.0,171.0
1.0,2.0,26.0,1156.0
3.0,1.0,33.0,50859.0
2.0,1.0,31.0,103109.0
1.0,2.0,27.0,1512.0
2.0,1.0,44.0,127543.0
3.0,2.0,30.0,163935.0
1.0,2.0,28.0,53494.0
3.0,1.0,32.0,195126.0
1.0,1.0,46.0,110346.0
1.0,2.0,38.0,60502.0
2.0,1.0,46.0,180641.0
2.0,2.0,25.0,70896.0
2.0,1.0,46.0,8751.0
1.0,2.0,33.0,898.0
2.0,2.0,22.0,0.0
2.0,1.0,43.0,1700.0
2.0,2.0,27.0,7015.0
1.0,2.0,29.0,0.0
1.0,2.0,31.0,194353.0
2.0,1.0,29.0,1686.0
2.0,1.0,36.0,143225.0
1.0,1.0,36.0,58983.0
1.0,2.0,34.0,0.0
2.0,2.0,37.0,99209.0
1.0,2.0,36.0,0.0
3.0,1.0,40.0,49941.0
1.0,2.0,25.0,11968.0
1.0,2.0,27.0,871.0
2.0,2.0,26.0,432.0
2.0,1.0,36.0,10483.0
2.0,1.0,27.0,0.0
3.0,1.0,55.0,9720.0
1.0,2.0,27.0,20847.0
2.0,1.0,38.0,3697.0
2.0,1.0,34.0,143301.0
1.0,2.0,40.0,10934.0
3.0,1.0,49.0,52439.0
1.0,2.0,27.0,55734.0
2.0,2.0,23.0,49507.0
2.0,2.0,36.0,47819.0
3.0,1.0,53.0,0.0
3.0,1.0,46.0,48522.0
2.0,2.0,29.0,-2.0
2.0,2.0,29.0,58362.0
1.0,2.0,27.0,172180.0
2.0,2.0,24.0,1399.0
2.0,1.0,28.0,26361.0
2.0,2.0,32.0,93029.0
2.0,2.0,43.0,0.0
2.0,1.0,41.0,650.0
2.0,1.0,34.0,24898.0
2.0,1.0,55.0,50396.0
1.0,1.0,40.0,99855.0
2.0,1.0,37.0,-179.0
2.0,2.0,40.0,9559.0
1.0,2.0,28.0,10540.0
2.0,1.0,43.0,0.0
1.0,2.0,27.0,20571.0
1.0,2.0,28.0,143464.0
1.0,2.0,30.0,156882.0
2.0,2.0,31.0,390.0
2.0,1.0,31.0,46512.0
1.0,2.0,34.0,882.0
2.0,2.0,30.0,92.0
2.0,2.0,36.0,5916.0
1.0,2.0,29.0,2393.0
1.0,1.0,39.0,274731.0
1.0,2.0,26.0,145403.0
1.0,2.0,29.0,3097.0
2.0,2.0,26.0,1370.0
2.0,2.0,29.0,47081.0
2.0,2.0,31.0,138119.0
2.0,2.0,26.0,17893.0
1.0,2.0,26.0,39128.0
1.0,1.0,36.0,-14386.0
1.0,2.0,30.0,0.0
2.0,2.0,43.0,77057.0
3.0,1.0,58.0,15899.0
2.0,1.0,45.0,27679.0
2.0,2.0,26.0,141315.0
2.0,2.0,34.0,194314.0
4.0,2.0,24.0,83755.0
1.0,1.0,34.0,49657.0
2.0,2.0,23.0,507726.0
2.0,2.0,30.0,71305.0
2.0,2.0,32.0,45734.0
1.0,1.0,40.0,0.0
1.0,2.0,35.0,761.0
2.0,1.0,56.0,-9.0
2.0,1.0,61.0,47166.0
2.0,2.0,24.0,2887.0
1.0,1.0,40.0,0.0
2.0,1.0,32.0,20631.0
2.0,1.0,36.0,83538.0
1.0,2.0,30.0,99.0
1.0,2.0,34.0,34302.0
3.0,3.0,54.0,22987.0
1.0,1.0,46.0,173267.0
3.0,1.0,58.0,19143.0
2.0,1.0,43.0,20518.0
1.0,2.0,28.0,10833.0
1.0,2.0,30.0,69937.0
2.0,2.0,31.0,20526.0
2.0,2.0,29.0,89055.0
2.0,1.0,37.0,1894.0
3.0,1.0,36.0,100594.0
2.0,2.0,28.0,2948.0
2.0,2.0,25.0,22619.0
5.0,1.0,42.0,338106.0
1.0,2.0,29.0,0.0
3.0,1.0,73.0,63144.0
2.0,1.0,43.0,153249.0
1.0,1.0,30.0,1131.0
1.0,1.0,38.0,0.0
2.0,1.0,39.0,-1312.0
2.0,1.0,44.0,103797.0
2.0,2.0,29.0,20110.0
1.0,1.0,51.0,38000.0
1.0,2.0,27.0,142428.0
1.0,2.0,38.0,40810.0
2.0,2.0,22.0,0.0
2.0,1.0,30.0,104701.0
2.0,2.0,25.0,120298.0
1.0,2.0,29.0,156362.0
3.0,3.0,42.0,41322.0
1.0,2.0,41.0,1464.0
2.0,1.0,48.0,27879.0
1.0,2.0,29.0,160432.0
1.0,1.0,52.0,3858.0
2.0,1.0,25.0,26476.0
1.0,1.0,37.0,507062.0
1.0,2.0,27.0,55607.0
1.0,2.0,31.0,168382.0
1.0,2.0,23.0,29332.0
1.0,1.0,38.0,190.0
1.0,1.0,32.0,0.0
2.0,2.0,27.0,13668.0
3.0,1.0,41.0,14867.0
3.0,1.0,35.0,22500.0
1.0,2.0,31.0,7184.0
1.0,2.0,30.0,14811.0
2.0,1.0,48.0,44338.0
1.0,2.0,36.0,0.0
1.0,2.0,24.0,25265.0
1.0,2.0,29.0,169661.0
2.0,2.0,38.0,10237.0
2.0,1.0,38.0,104978.0
2.0,1.0,30.0,192586.0
2.0,1.0,32.0,11262.0
3.0,2.0,49.0,9551.0
1.0,2.0,31.0,199.0
1.0,2.0,27.0,70119.0
2.0,2.0,33.0,212601.0
2.0,2.0,25.0,91894.0
1.0,2.0,27.0,304867.0
1.0,2.0,29.0,48123.0
1.0,1.0,36.0,159760.0
3.0,1.0,55.0,9210.0
2.0,1.0,32.0,234752.0
1.0,2.0,27.0,14072.0
3.0,1.0,37.0,61807.0
1.0,1.0,25.0,51044.0
1.0,2.0,23.0,77024.0
2.0,2.0,23.0,350.0
1.0,2.0,32.0,83831.0
1.0,2.0,26.0,0.0
1.0,2.0,27.0,122923.0
1.0,2.0,44.0,246135.0
2.0,2.0,34.0,37304.0
1.0,2.0,28.0,146433.0
1.0,1.0,53.0,46122.0
4.0,1.0,42.0,38564.0
3.0,1.0,30.0,96304.0
1.0,1.0,51.0,0.0
1.0,1.0,53.0,467150.0
2.0,2.0,37.0,255691.0
1.0,2.0,26.0,156786.0
2.0,2.0,42.0,78129.0
2.0,2.0,39.0,40034.0
3.0,2.0,39.0,71034.0
1.0,2.0,32.0,23974.0
2.0,1.0,41.0,819.0
2.0,1.0,48.0,50927.0
2.0,1.0,38.0,152510.0
2.0,1.0,36.0,1689.0
2.0,2.0,26.0,20807.0
1.0,2.0,28.0,30141.0
3.0,3.0,56.0,0.0
1.0,1.0,59.0,208459.0
1.0,2.0,38.0,212795.0
2.0,2.0,32.0,28114.0
2.0,1.0,38.0,59372.0
1.0,1.0,41.0,6160.0
3.0,2.0,35.0,355215.0
2.0,2.0,41.0,366193.0
2.0,1.0,34.0,2927.0
3.0,1.0,38.0,29295.0
2.0,1.0,32.0,4158.0
2.0,2.0,29.0,27199.0
1.0,2.0,44.0,50893.0
2.0,1.0,37.0,66759.0
1.0,1.0,38.0,600.0
1.0,2.0,31.0,0.0
2.0,1.0,40.0,44930.0
2.0,2.0,26.0,131367.0
2.0,2.0,28.0,41264.0
3.0,1.0,48.0,77604.0
2.0,1.0,43.0,2491.0
2.0,1.0,31.0,177554.0
1.0,1.0,42.0,6865.0
2.0,1.0,39.0,93768.0
2.0,1.0,36.0,396.0
1.0,1.0,34.0,16426.0
2.0,2.0,32.0,573.0
2.0,1.0,43.0,28703.0
2.0,2.0,30.0,98560.0
2.0,2.0,28.0,28304.0
1.0,1.0,28.0,8574.0
1.0,1.0,41.0,508.0
3.0,2.0,47.0,203183.0
2.0,2.0,23.0,16440.0
1.0,1.0,49.0,66.0
1.0,1.0,38.0,15912.0
2.0,1.0,38.0,20344.0
2.0,1.0,35.0,23132.0
6.0,2.0,46.0,221590.0
1.0,1.0,33.0,19161.0
6.0,1.0,53.0,0.0
1.0,2.0,35.0,396.0
2.0,2.0,43.0,3959.0
2.0,2.0,28.0,42238.0
2.0,1.0,30.0,21507.0
1.0,2.0,26.0,884.0
2.0,1.0,31.0,1261.0
2.0,2.0,35.0,240.0
1.0,2.0,28.0,20223.0
2.0,2.0,23.0,29509.0
2.0,2.0,23.0,18355.0
3.0,1.0,56.0,94265.0
3.0,1.0,32.0,68739.0
2.0,1.0,47.0,13917.0
2.0,2.0,22.0,10250.0
1.0,1.0,34.0,93844.0
1.0,1.0,31.0,16496.0
2.0,2.0,27.0,-58.0
1.0,2.0,28.0,1210.0
2.0,1.0,42.0,111496.0
1.0,2.0,32.0,67374.0
2.0,2.0,27.0,1692.0
2.0,2.0,27.0,18649.0
2.0,1.0,45.0,160837.0
1.0,2.0,26.0,-8.0
2.0,2.0,21.0,18763.0
2.0,2.0,23.0,34549.0
2.0,3.0,30.0,97538.0
2.0,2.0,46.0,4073.0
3.0,1.0,50.0,53849.0
1.0,2.0,26.0,2411.0
2.0,2.0,25.0,480.0
1.0,2.0,35.0,330759.0
2.0,1.0,44.0,92007.0
1.0,2.0,52.0,3257.0
2.0,1.0,40.0,92638.0
1.0,2.0,38.0,399.0
1.0,2.0,28.0,0.0
2.0,1.0,36.0,28778.0
1.0,2.0,24.0,30092.0
1.0,1.0,34.0,12339.0
1.0,2.0,31.0,50620.0
1.0,1.0,41.0,-65.0
2.0,2.0,25.0,0.0
1.0,2.0,28.0,2403.0
1.0,2.0,27.0,52437.0
3.0,1.0,52.0,4657.0
1.0,2.0,41.0,28204.0
1.0,1.0,56.0,50715.0
1.0,1.0,42.0,0.0
2.0,2.0,24.0,35285.0
2.0,1.0,47.0,37850.0
1.0,1.0,33.0,5233.0
2.0,2.0,32.0,65299.0
2.0,2.0,29.0,17208.0
3.0,1.0,53.0,57192.0
1.0,2.0,34.0,5780.0
2.0,2.0,52.0,640.0
2.0,1.0,42.0,631.0
2.0,2.0,38.0,108351.0
1.0,2.0,45.0,834.0
3.0,2.0,35.0,7244.0
1.0,2.0,24.0,13141.0
1.0,2.0,28.0,7071.0
3.0,2.0,26.0,35429.0
1.0,1.0,40.0,18751.0
1.0,2.0,29.0,55788.0
2.0,2.0,23.0,49809.0
1.0,2.0,33.0,10900.0
2.0,2.0,60.0,3128.0
3.0,1.0,49.0,3367.0
1.0,1.0,53.0,279610.0
1.0,2.0,28.0,475.0
1.0,2.0,31.0,5994.0
2.0,2.0,36.0,5197.0
2.0,1.0,35.0,7797.0
2.0,2.0,28.0,0.0
2.0,2.0,33.0,35785.0
1.0,2.0,26.0,1433.0
3.0,2.0,53.0,77766.0
2.0,2.0,42.0,50300.0
1.0,2.0,25.0,14603.0
1.0,1.0,43.0,0.0
3.0,2.0,25.0,8817.0
2.0,2.0,29.0,131575.0
2.0,1.0,31.0,5841.0
1.0,1.0,30.0,30341.0
1.0,2.0,34.0,83255.0
1.0,1.0,35.0,34976.0
2.0,1.0,32.0,48747.0
3.0,2.0,46.0,56700.0
1.0,1.0,43.0,144678.0
2.0,2.0,29.0,268112.0
3.0,2.0,31.0,0.0
2.0,2.0,24.0,79243.0
2.0,1.0,36.0,-475.0
2.0,1.0,43.0,23396.0
3.0,1.0,59.0,390.0
1.0,1.0,53.0,17862.0
2.0,2.0,28.0,26450.0
2.0,2.0,31.0,0.0
1.0,2.0,34.0,22746.0
2.0,1.0,36.0,9214.0
1.0,2.0,24.0,40882.0
3.0,1.0,36.0,3996.0
2.0,1.0,34.0,390.0
1.0,2.0,43.0,44177.0
1.0,2.0,29.0,3280.0
2.0,1.0,37.0,48226.0
2.0,2.0,23.0,36650.0
2.0,1.0,37.0,115049.0
1.0,2.0,33.0,21724.0
1.0,1.0,37.0,0.0
2.0,1.0,56.0,137807.0
1.0,2.0,25.0,58839.0
2.0,1.0,39.0,80833.0
2.0,1.0,39.0,36146.0
2.0,2.0,28.0,340.0
1.0,2.0,27.0,7624.0
2.0,1.0,37.0,0.0
1.0,2.0,24.0,491.0
2.0,2.0,24.0,13168.0
1.0,1.0,46.0,60040.0
1.0,1.0,39.0,660.0
3.0,1.0,48.0,29434.0
3.0,3.0,45.0,4430.0
3.0,2.0,49.0,1440.0
2.0,2.0,23.0,26795.0
3.0,1.0,25.0,16591.0
2.0,1.0,47.0,0.0
3.0,1.0,56.0,46486.0
3.0,1.0,44.0,550.0
3.0,1.0,49.0,5630.0
2.0,1.0,41.0,21986.0
1.0,2.0,40.0,60125.0
2.0,2.0,31.0,56364.0
2.0,1.0,42.0,148363.0
3.0,1.0,28.0,100143.0
2.0,2.0,32.0,46255.0
2.0,2.0,28.0,276436.0
2.0,1.0,31.0,29493.0
3.0,2.0,39.0,214450.0
3.0,1.0,31.0,35369.0
2.0,2.0,24.0,77615.0
2.0,1.0,44.0,186149.0
2.0,2.0,46.0,21075.0
1.0,2.0,32.0,0.0
2.0,2.0,26.0,14348.0
1.0,2.0,22.0,20137.0
1.0,1.0,42.0,-200.0
2.0,2.0,33.0,8177.0
2.0,1.0,39.0,2082.0
3.0,2.0,27.0,13820.0
1.0,2.0,28.0,46923.0
1.0,2.0,23.0,53261.0
2.0,2.0,28.0,427.0
1.0,1.0,33.0,14150.0
2.0,1.0,40.0,42856.0
1.0,2.0,37.0,1034.0
1.0,2.0,22.0,5137.0
2.0,1.0,32.0,24114.0
3.0,1.0,43.0,130067.0
3.0,1.0,27.0,61611.0
2.0,1.0,35.0,25078.0
3.0,1.0,35.0,97002.0
1.0,1.0,30.0,5766.0
2.0,2.0,34.0,99568.0
2.0,1.0,34.0,12857.0
1.0,2.0,28.0,96193.0
2.0,2.0,25.0,2400.0
1.0,1.0,41.0,97797.0
3.0,2.0,42.0,64762.0
2.0,2.0,40.0,145613.0
1.0,2.0,28.0,71989.0
2.0,2.0,31.0,3345.0
1.0,2.0,56.0,29033.0
2.0,3.0,45.0,26650.0
1.0,2.0,29.0,0.0
1.0,1.0,35.0,4259.0
2.0,2.0,28.0,106468.0
1.0,1.0,40.0,247276.0
1.0,1.0,47.0,1548.0
3.0,1.0,41.0,780.0
2.0,2.0,27.0,162671.0
1.0,1.0,40.0,123049.0
2.0,2.0,32.0,51372.0
2.0,2.0,35.0,60015.0
2.0,2.0,27.0,1170.0
2.0,1.0,29.0,159398.0
1.0,2.0,30.0,55664.0
2.0,1.0,37.0,43528.0
1.0,2.0,29.0,0.0
1.0,1.0,34.0,27966.0
2.0,2.0,34.0,8792.0
1.0,1.0,41.0,28026.0
1.0,2.0,31.0,43610.0
2.0,2.0,40.0,0.0
1.0,1.0,27.0,5780.0
3.0,2.0,22.0,8109.0
2.0,3.0,30.0,52515.0
2.0,3.0,22.0,22582.0
1.0,2.0,26.0,15448.0
2.0,1.0,38.0,58102.0
3.0,1.0,46.0,12289.0
2.0,2.0,24.0,10476.0
2.0,2.0,49.0,16326.0
1.0,3.0,49.0,17681.0
2.0,1.0,42.0,47912.0
1.0,1.0,30.0,18886.0
2.0,1.0,42.0,0.0
1.0,2.0,31.0,203.0
2.0,1.0,49.0,34962.0
2.0,2.0,27.0,80964.0
2.0,1.0,33.0,69418.0
1.0,1.0,35.0,0.0
2.0,2.0,48.0,45174.0
2.0,2.0,22.0,23892.0
2.0,2.0,22.0,7960.0
1.0,2.0,27.0,0.0
1.0,1.0,47.0,9192.0
2.0,2.0,34.0,25935.0
2.0,1.0,45.0,7139.0
2.0,2.0,39.0,12865.0
2.0,2.0,33.0,-14.0
2.0,2.0,29.0,49549.0
1.0,2.0,29.0,546.0
3.0,2.0,26.0,9935.0
2.0,1.0,38.0,152856.0
1.0,2.0,34.0,1278.0
1.0,1.0,37.0,316.0
2.0,1.0,57.0,46132.0
3.0,1.0,50.0,27345.0
3.0,2.0,28.0,101593.0
1.0,2.0,31.0,142764.0
1.0,2.0,25.0,92849.0
2.0,2.0,25.0,17330.0
2.0,1.0,33.0,109863.0
1.0,2.0,30.0,1064.0
1.0,1.0,51.0,56764.0
1.0,2.0,51.0,43048.0
2.0,1.0,46.0,29484.0
3.0,2.0,38.0,21310.0
2.0,1.0,34.0,10821.0
3.0,1.0,34.0,280823.0
1.0,2.0,31.0,390.0
2.0,2.0,25.0,37647.0
2.0,1.0,26.0,0.0
1.0,2.0,25.0,84710.0
2.0,2.0,26.0,48036.0
2.0,2.0,43.0,43346.0
2.0,1.0,36.0,873.0
2.0,2.0,58.0,110163.0
2.0,2.0,26.0,4113.0
2.0,1.0,30.0,9636.0
2.0,2.0,31.0,25103.0
2.0,2.0,24.0,31319.0
2.0,2.0,52.0,43343.0
2.0,2.0,24.0,197.0
2.0,1.0,35.0,7967.0
3.0,2.0,29.0,19450.0
2.0,1.0,33.0,240878.0
1.0,2.0,35.0,2115.0
2.0,1.0,35.0,81665.0
1.0,2.0,28.0,11442.0
2.0,1.0,40.0,158.0
1.0,1.0,35.0,2257.0
2.0,2.0,53.0,10733.0
1.0,2.0,44.0,316.0
2.0,1.0,33.0,11026.0
2.0,1.0,32.0,113869.0
1.0,2.0,33.0,7363.0
1.0,2.0,26.0,29649.0
1.0,2.0,26.0,12716.0
2.0,2.0,26.0,1438.0
1.0,1.0,32.0,47858.0
2.0,2.0,31.0,0.0
1.0,2.0,29.0,40732.0
2.0,1.0,27.0,819.0
1.0,2.0,28.0,79580.0
1.0,1.0,42.0,0.0
2.0,1.0,32.0,87764.0
1.0,2.0,26.0,31421.0
1.0,2.0,38.0,929.0
1.0,1.0,35.0,2648.0
2.0,2.0,29.0,11894.0
2.0,2.0,29.0,55064.0
2.0,2.0,51.0,25382.0
1.0,2.0,27.0,-54.0
1.0,2.0,32.0,5335.0
3.0,1.0,40.0,-288.0
1.0,1.0,34.0,46750.0
2.0,1.0,30.0,97062.0
1.0,2.0,29.0,0.0
1.0,2.0,22.0,13801.0
1.0,2.0,48.0,15355.0
2.0,1.0,35.0,37148.0
1.0,2.0,37.0,385.0
2.0,2.0,25.0,20610.0
3.0,1.0,44.0,2000.0
1.0,2.0,28.0,6666.0
2.0,2.0,29.0,31037.0
1.0,1.0,36.0,25239.0
2.0,2.0,23.0,998.0
3.0,2.0,36.0,16754.0
1.0,2.0,26.0,31061.0
2.0,0.0,37.0,2694.0
1.0,3.0,44.0,70096.0
1.0,1.0,39.0,99259.0
1.0,2.0,24.0,0.0
3.0,1.0,29.0,24921.0
3.0,1.0,33.0,66055.0
2.0,1.0,39.0,213738.0
3.0,1.0,51.0,54968.0
3.0,2.0,24.0,4101.0
2.0,1.0,45.0,2605.0
1.0,2.0,30.0,15380.0
3.0,0.0,51.0,780.0
2.0,2.0,24.0,48861.0
2.0,1.0,50.0,55336.0
1.0,2.0,22.0,20243.0
1.0,2.0,27.0,11058.0
2.0,2.0,33.0,0.0
2.0,1.0,24.0,27087.0
2.0,2.0,37.0,8755.0
2.0,1.0,58.0,3035.0
2.0,1.0,48.0,20944.0
