Date,
1/4/11,119.2031765
1/5/11,119.2059258
1/6/11,118.3446521
1/7/11,118.2550823
1/10/11,118.7636699
1/11/11,119.0207602
1/12/11,120.937243
1/13/11,121.4722037
1/14/11,122.4159188
1/18/11,122.3392292
1/19/11,120.8046483
1/20/11,119.5237313
1/21/11,118.9012767
1/24/11,121.133653
1/25/11,120.649776
1/26/11,121.4332479
1/27/11,122.221087
1/28/11,118.6375854
1/31/11,119.8073154
2/1/11,121.9941727
2/2/11,122.5064113
2/3/11,122.6393995
2/4/11,122.9294856
2/7/11,123.9153262
2/8/11,125.6775506
2/9/11,125.6019989
2/10/11,124.6841842
2/11/11,125.2736105
2/14/11,125.9098988
2/15/11,125.22567
2/16/11,125.7455221
2/17/11,125.2249762
2/18/11,123.9578293
2/22/11,120.4395783
2/23/11,119.9592073
2/24/11,120.3676377
2/25/11,121.8134854
2/28/11,122.6386486
3/1/11,120.8893362
3/2/11,121.5402937
3/3/11,123.4834567
3/4/11,122.7572129
3/7/11,121.1420518
3/8/11,121.2047933
3/9/11,120.7807988
3/10/11,118.4171145
3/11/11,119.8271101
3/14/11,119.6329466
3/15/11,117.6345686
3/16/11,114.2687577
3/17/11,116.2253313
3/18/11,116.3577054
3/21/11,118.731381
3/22/11,118.4232204
3/23/11,118.5626259
3/24/11,120.4497695
3/25/11,120.7869014
3/28/11,120.7486994
3/29/11,121.9109487
3/30/11,122.7361621
3/31/11,122.5146837
4/1/11,122.6182636
4/4/11,122.9572081
4/5/11,122.6381481
4/6/11,122.9332227
4/7/11,123.0033899
4/8/11,123.0904231
4/11/11,122.593543
4/12/11,121.9181819
4/13/11,122.324205
4/14/11,121.4994076
4/15/11,120.5232021
4/18/11,119.6678251
4/19/11,120.6074751
4/20/11,122.749658
4/21/11,124.1018547
4/25/11,124.2313528
4/26/11,124.3411041
4/27/11,125.8804209
4/28/11,125.5719816
4/29/11,126.0435508
5/2/11,125.8723048
5/3/11,124.5821486
5/4/11,124.25202
5/5/11,122.2728158
5/6/11,122.3350249
5/9/11,123.1807269
5/10/11,124.0930518
5/11/11,122.9242255
5/12/11,122.8307989
5/13/11,121.2203009
5/16/11,119.6004551
5/17/11,120.4217714
5/18/11,121.464884
5/19/11,121.6809687
5/20/11,120.0358743
5/23/11,118.9366855
5/24/11,118.7330023
5/25/11,119.5652589
5/26/11,120.0740686
5/27/11,120.7168352
5/31/11,123.0162293
6/1/11,121.0824199
6/2/11,121.238876
6/3/11,120.0190518
6/6/11,118.5573533
6/7/11,118.6374885
6/8/11,117.9679298
6/9/11,118.7040099
6/10/11,116.5944368
6/13/11,116.8331041
6/14/11,118.7174558
6/15/11,116.0295733
6/16/11,115.640066
6/17/11,116.1707398
6/20/11,115.7729591
6/21/11,118.6301216
6/22/11,117.9458673
6/23/11,118.5273221
6/24/11,117.2716522
6/27/11,119.0431084
6/28/11,120.2854996
6/29/11,121.500633
6/30/11,122.638477
7/1/11,124.8550547
7/5/11,124.8464497
7/6/11,124.9793529
7/7/11,126.4347948
7/8/11,125.796705
7/11/11,122.9480695
7/12/11,122.254999
7/13/11,123.5564731
7/14/11,122.9421741
7/15/11,123.7563864
7/18/11,123.8998892
7/19/11,125.5269592
7/20/11,127.1164954
7/21/11,128.1195531
7/22/11,129.1529407
7/25/11,128.9789259
7/26/11,129.5578919
7/27/11,127.1687048
7/28/11,126.9616954
7/29/11,126.7588101
8/1/11,126.4516642
8/2/11,122.9032522
8/3/11,124.6443515
8/4/11,118.4462121
8/5/11,118.4047271
8/8/11,110.9842955
8/9/11,117.6312059
8/10/11,111.8084013
8/11/11,116.0867623
8/12/11,117.5634562
8/15/11,119.5663519
8/16/11,118.1895689
8/17/11,118.4250359
8/18/11,112.8869195
8/19/11,110.5022409
8/22/11,110.4887094
8/23/11,115.48548
8/24/11,116.2844472
8/25/11,114.7979525
8/26/11,117.3167619
8/29/11,120.0533076
8/30/11,120.4464891
8/31/11,120.7337093
9/1/11,119.441228
9/2/11,116.8799093
9/6/11,116.442159
9/7/11,118.8250676
9/8/11,117.8363013
9/9/11,114.7387855
9/12/11,115.0588564
9/13/11,116.6292155
9/14/11,118.1503977
9/15/11,120.3452606
9/16/11,121.9350405
9/19/11,122.101209
9/20/11,121.746398
9/21/11,119.162998
9/22/11,114.5640685
9/23/11,115.5099315
9/26/11,116.8475425
9/27/11,117.188391
9/28/11,115.7837506
9/29/11,115.3615702
9/30/11,112.0832083
10/3/11,109.2660164
10/4/11,110.6273312
10/5/11,112.9634916
10/6/11,114.6784433
10/7/11,113.4261834
10/10/11,117.9914105
10/11/11,119.3979902
10/12/11,120.6254753
10/13/11,121.2141864
10/14/11,124.2700031
10/17/11,122.324722
10/18/11,123.4208571
10/19/11,118.6136909
10/20/11,118.3269539
10/21/11,119.866128
10/24/11,123.2656695
10/25/11,119.8028947
10/26/11,119.0948938
10/27/11,123.3575048
10/28/11,124.3933917
10/31/11,121.5976162
11/1/11,118.5133299
11/2/11,119.1498627
11/3/11,121.9146078
11/4/11,120.8978459
11/7/11,121.4706804
11/8/11,123.0301667
11/9/11,118.2317181
11/10/11,117.7229259
11/11/11,119.0782609
11/14/11,117.5581711
11/15/11,118.7035332
11/16/11,116.5622689
11/17/11,114.5273438
11/18/11,113.8403957
11/21/11,111.1547108
11/22/11,111.8891149
11/23/11,109.0449019
11/25/11,107.9242174
11/28/11,112.2499497
11/29/11,111.349335
11/30/11,115.8650657
12/1/11,116.4654592
12/2/11,116.6815275
12/5/11,117.5297178
12/6/11,117.0080565
12/7/11,117.5204637
12/8/11,115.5360888
12/9/11,116.9020924
12/12/11,114.9944555
12/13/11,113.1058974
12/14/11,111.1559657
12/15/11,111.1946081
12/16/11,111.6313546
12/19/11,110.961532
12/20/11,114.5963834
12/21/11,114.3435778
12/22/11,115.453453
12/23/11,116.1661602
12/27/11,116.3049524
12/28/11,114.7464887
12/29/11,115.7159136
12/30/11,115.6830641
1/3/12,118.3834517
1/4/12,117.9344034
1/5/12,117.8684183
1/6/12,118.1297621
1/9/12,117.9427152
1/10/12,119.4533265
1/11/12,119.5757816
1/12/12,119.9893979
1/13/12,119.4163271
1/17/12,121.0101674
1/18/12,123.0442671
1/19/12,123.8033333
1/20/12,122.5768093
1/23/12,123.0161675
1/24/12,122.2623256
1/25/12,126.2613714
1/26/12,126.7393057
1/27/12,127.3403435
1/30/12,127.4940518
1/31/12,128.2748908
2/1/12,128.2855705
2/2/12,128.8572359
2/3/12,130.1025302
2/6/12,129.9836263
2/7/12,130.4554149
2/8/12,131.41207
2/9/12,132.8662726
2/10/12,132.1016018
2/13/12,134.098276
2/14/12,134.0562256
2/15/12,131.8701731
2/16/12,132.4760142
2/17/12,132.5596838
2/21/12,134.1613918
2/22/12,133.5212687
2/23/12,134.0940116
2/24/12,135.0894329
2/27/12,135.7147765
2/28/12,137.5396372
2/29/12,137.0768243
3/1/12,137.9039425
3/2/12,137.2664556
3/5/12,135.3186295
3/6/12,133.402906
3/7/12,134.0615608
3/8/12,136.6445045
3/9/12,136.6996135
3/12/12,137.1464828
3/13/12,140.452843
3/14/12,141.737011
3/15/12,142.2274878
3/16/12,142.5626167
3/19/12,145.1244214
3/20/12,145.4963261
3/21/12,144.7416345
3/22/12,143.6289726
3/23/12,143.8441233
3/26/12,146.2068324
3/27/12,146.7334539
3/28/12,146.1992151
3/29/12,145.696721
3/30/12,144.9686021
4/2/12,147.4735204
4/3/12,148.1078415
4/4/12,145.9641372
4/5/12,147.1030567
4/9/12,146.7875319
4/10/12,144.0650019
4/11/12,144.6745517
4/12/12,145.7350307
4/13/12,142.6326244
4/16/12,139.8171401
4/17/12,144.0255249
4/18/12,143.777099
4/19/12,140.9319729
4/20/12,140.0304037
4/23/12,138.3999919
4/24/12,137.8393641
4/25/12,144.6925889
4/26/12,144.5573446
4/27/12,146.6924379
4/30/12,144.3305522
5/1/12,144.3587489
5/2/12,143.9377173
5/3/12,142.5068604
5/4/12,139.3329116
5/7/12,140.2102339
5/8/12,139.5617711
5/9/12,138.7812808
5/10/12,139.6081352
5/11/12,138.3908394
5/14/12,136.1362455
5/15/12,134.1568749
5/16/12,132.911282
5/17/12,129.9033626
5/18/12,128.9134674
5/21/12,133.5879109
5/22/12,133.0288819
5/23/12,134.2115889
5/24/12,133.4025719
5/25/12,132.6448872
5/29/12,134.2757112
5/30/12,133.4096255
5/31/12,133.2205973
6/1/12,130.0021407
6/4/12,131.1844958
6/5/12,131.2159325
6/6/12,134.221914
6/7/12,134.371986
6/8/12,135.2483642
6/11/12,133.3173965
6/12/12,134.7067657
6/13/12,133.7401219
6/14/12,134.3846024
6/15/12,135.7291887
6/18/12,137.0710528
6/19/12,138.5390162
6/20/12,138.4322921
6/21/12,135.8557932
6/22/12,137.3137187
6/25/12,134.3985886
6/26/12,135.0647555
6/27/12,135.753425
6/28/12,134.7604212
6/29/12,138.8540399
7/2/12,140.4525956
7/3/12,141.9228306
7/5/12,142.1342829
7/6/12,140.8329672
7/9/12,141.2917951
7/10/12,139.6805148
7/11/12,139.7287407
7/12/12,138.2113168
7/13/12,140.2269097
7/16/12,140.1729921
7/17/12,140.5232177
7/18/12,140.5787513
7/19/12,142.2965898
7/20/12,139.7015798
7/23/12,138.758847
7/24/12,136.8941979
7/25/12,133.6486127
7/26/12,135.1844225
7/27/12,139.5939136
7/30/12,140.5140458
7/31/12,141.7246978
8/1/12,140.8830559
8/2/12,139.6854278
8/3/12,142.5454689
8/6/12,143.9866947
8/7/12,144.3404271
8/8/12,144.4175442
8/9/12,144.6976321
8/10/12,144.8469348
8/13/12,145.550361
8/14/12,146.1615983
8/15/12,145.9665964
8/16/12,147.3176309
8/17/12,148.5702417
8/20/12,150.3299567
8/21/12,149.2595679
8/22/12,150.6404231
8/23/12,149.2971696
8/24/12,149.7473776
8/27/12,150.7533587
8/28/12,150.6506943
8/29/12,150.1112491
8/30/12,148.3514735
8/31/12,149.2410346
9/4/12,150.5191046
9/5/12,149.8396389
9/6/12,152.5220999
9/7/12,154.9128809
9/10/12,152.5909174
9/11/12,153.0015261
9/12/12,154.3650336
9/13/12,157.1998929
9/14/12,158.6498697
9/17/12,158.9494649
9/18/12,159.1118652
9/19/12,159.1843137
9/20/12,158.087559
9/21/12,157.7580093
9/24/12,156.1505119
9/25/12,153.4819
9/26/12,151.6460679
9/27/12,154.553651
9/28/12,152.1343518
10/1/12,151.8233455
10/2/12,152.3375983
10/3/12,154.2456241
10/4/12,154.4480802
10/5/12,153.0421433
10/8/12,151.4922169
10/9/12,149.9494423
10/10/12,149.7028145
10/11/12,148.8655601
10/12/12,148.5978267
10/15/12,149.765047
10/16/12,152.4346996
10/17/12,153.4058008
10/18/12,151.8401507
10/19/12,147.7152062
10/22/12,149.8761747
10/23/12,146.9203979
10/24/12,146.7709351
10/25/12,145.6905844
10/26/12,145.8165295
10/31/12,144.8907337
11/1/12,145.7847631
11/2/12,143.2963591
11/5/12,143.8426112
11/6/12,144.6750504
11/7/12,140.1772191
11/8/12,136.9554523
11/9/12,137.8885597
11/12/12,137.4285281
11/13/12,137.3473772
11/14/12,135.5398783
11/15/12,134.0643878
11/16/12,134.8965692
11/19/12,140.4593657
11/20/12,140.2875434
11/21/12,140.7802591
11/23/12,142.6870171
11/26/12,144.8097343
11/27/12,143.5955903
11/28/12,143.898604
11/29/12,145.8381648
11/30/12,145.5005052
12/3/12,145.2922515
12/4/12,144.3270268
12/5/12,140.8783836
12/6/12,141.7056811
12/7/12,140.206016
12/10/12,139.8095507
12/11/12,141.6995821
12/12/12,141.5875073
12/13/12,140.4803463
12/14/12,138.6101021
12/17/12,140.6555135
12/18/12,143.9108923
12/19/12,142.5597874
12/20/12,142.6662223
12/21/12,141.6086617
12/24/12,141.5508821
12/26/12,139.8757421
12/27/12,140.1490406
12/28/12,138.6165487
12/31/12,142.5572999
1/2/13,146.9053252
1/3/13,145.7298815
1/4/13,144.4862604
1/7/13,144.5881414
1/8/13,144.3297223
1/9/13,144.4074356
1/10/13,145.5975664
1/11/13,145.0491276
1/14/13,143.4577912
1/15/13,141.4248841
1/16/13,143.1686164
1/17/13,143.0670396
1/18/13,143.0791203
1/22/13,143.955555
1/23/13,144.3055287
1/24/13,138.2110042
1/25/13,138.0349668
1/28/13,138.5811499
1/29/13,139.1971474
1/30/13,139.3470881
1/31/13,138.549298
2/1/13,138.99135
2/4/13,136.1612824
2/5/13,139.2378382
2/6/13,139.0088644
2/7/13,139.6264198
2/8/13,140.9567698
2/11/13,140.867648
2/12/13,139.7842416
2/13/13,140.9377018
2/14/13,140.7714303
2/15/13,139.2896585
2/19/13,140.1320308
2/20/13,137.36895
2/21/13,136.2168528
2/22/13,137.4037168
2/25/13,135.2352439
2/26/13,136.0137718
2/27/13,136.9993196
2/28/13,136.744384
3/1/13,135.4661777
3/4/13,135.076459
3/5/13,137.3305094
3/6/13,136.5415583
3/7/13,137.5153452
3/8/13,137.6221567
3/11/13,138.0539832
3/12/13,136.9292998
3/13/13,136.7452063
3/14/13,137.1494828
3/15/13,137.8968177
3/18/13,137.9769235
3/19/13,137.0728621
3/20/13,137.6043089
3/21/13,136.8542233
3/22/13,138.991595
3/25/13,138.271809
3/26/13,138.7657022
3/27/13,138.3433108
3/28/13,137.7296609
4/1/13,135.3365242
4/2/13,136.1021624
4/3/13,134.9174955
4/4/13,134.8719984
4/5/13,133.7831362
4/8/13,134.8103274
4/9/13,135.9192165
4/10/13,138.1475972
4/11/13,138.5104928
4/12/13,138.324125
4/15/13,134.8692908
4/16/13,136.7630703
4/17/13,132.4171419
4/18/13,130.450768
4/19/13,131.3776329
4/22/13,132.901617
4/23/13,134.6871103
4/24/13,134.4502792
4/25/13,135.9327881
4/26/13,135.1625136
4/29/13,136.6419823
4/30/13,138.2882571
5/1/13,136.5209495
5/2/13,138.051039
5/3/13,140.1488642
5/6/13,141.1034865
5/7/13,141.4124325
5/8/13,142.6065928
5/9/13,141.0649207
5/10/13,141.3649236
5/13/13,141.3180727
5/14/13,140.8752829
5/15/13,139.0047216
5/16/13,138.6251383
5/17/13,139.7557492
5/20/13,140.3356271
5/21/13,140.6393911
5/22/13,139.8485699
5/23/13,139.4657904
5/24/13,139.5870215
5/28/13,139.8652815
5/29/13,139.8045141
5/30/13,140.9930789
5/31/13,139.2670353
6/3/13,139.7619292
6/4/13,138.9199352
6/5/13,137.269183
6/6/13,137.3348388
6/7/13,139.1730354
6/10/13,138.8119473
6/11/13,137.357538
6/12/13,136.2822612
6/13/13,138.2572252
6/14/13,136.9080861
6/17/13,138.4997763
6/18/13,139.4033352
6/19/13,137.0964358
6/20/13,133.9626776
6/21/13,133.5994753
6/24/13,131.1192708
6/25/13,131.8833794
6/26/13,132.4312098
6/27/13,132.3856638
6/28/13,132.2896139
7/1/13,134.4682028
7/2/13,134.7550139
7/3/13,134.8603259
7/5/13,135.3274145
7/8/13,135.516893
7/9/13,136.9506965
7/10/13,137.2288588
7/11/13,140.1380082
7/12/13,139.5766487
7/15/13,139.8588594
7/16/13,140.1850686
7/17/13,140.6021315
7/18/13,140.9494509
7/19/13,140.7730433
7/22/13,141.2353475
7/23/13,140.319387
7/24/13,142.0531897
7/25/13,142.8820271
7/26/13,143.9644149
7/29/13,143.9394402
7/30/13,144.4041261
7/31/13,144.191927
8/1/13,146.4509073
8/2/13,146.9323098
8/5/13,147.4665773
8/6/13,146.5417027
8/7/13,146.9668374
8/8/13,146.8064082
8/9/13,146.5473745
8/12/13,147.3848634
8/13/13,149.7452883
8/14/13,149.9711504
8/15/13,148.819533
8/16/13,149.0261097
8/19/13,148.9463103
8/20/13,148.6533522
8/21/13,147.8117784
8/22/13,149.2108704
8/23/13,149.1398042
8/26/13,149.5776329
8/27/13,145.7751484
8/28/13,146.0705158
8/29/13,146.0496558
8/30/13,144.9285934
9/3/13,147.1012679
9/4/13,149.1448829
9/5/13,149.0570809
9/6/13,149.6382907
9/9/13,151.7389024
9/10/13,151.6568603
9/11/13,149.2068663
9/12/13,149.7533318
9/13/13,149.045057
9/16/13,148.0585585
9/17/13,149.2136346
9/18/13,152.1038662
9/19/13,152.7292997
9/20/13,152.0824825
9/23/13,153.6645984
9/24/13,153.4343803
9/25/13,152.2033049
9/26/13,153.6395883
9/27/13,152.8316397
9/30/13,151.2943093
10/1/13,153.7934318
10/2/13,153.9746955
10/3/13,151.9937775
10/4/13,152.8877708
10/7/13,151.7807091
10/8/13,149.5210711
10/9/13,149.9172949
10/10/13,152.6646879
10/11/13,154.0364063
10/14/13,154.7812118
10/15/13,154.7740273
10/16/13,156.3666733
10/17/13,157.268704
10/18/13,159.4718475
10/21/13,161.0691502
10/22/13,162.0176029
10/23/13,161.3574106
10/24/13,163.2175416
10/25/13,164.9589164
10/28/13,165.3950609
10/29/13,164.5353449
10/30/13,164.5042703
10/31/13,164.070273
11/1/13,163.7521139
11/4/13,164.9754524
11/5/13,164.7368873
11/6/13,164.05462
11/7/13,160.5822903
11/8/13,163.1687951
11/11/13,163.2127733
11/12/13,162.5721576
11/13/13,163.5997322
11/14/13,165.4362635
11/15/13,165.7288884
11/18/13,165.1023377
11/19/13,164.614108
11/20/13,163.6213509
11/21/13,164.8841895
11/22/13,165.4823012
11/25/13,166.0029557
11/26/13,167.2465851
11/27/13,169.2227988
11/29/13,171.3999884
12/2/13,170.3394737
12/3/13,170.9682222
12/4/13,170.9185267
12/5/13,170.6453844
12/6/13,170.7853846
12/9/13,171.3463069
12/10/13,171.4411197
12/11/13,170.1206802
12/12/13,169.7543724
12/13/13,169.2810939
12/16/13,170.6434641
12/17/13,170.1502279
12/18/13,171.499215
12/19/13,170.8398462
12/20/13,172.3838643
12/23/13,175.0002391
12/24/13,174.6799123
12/26/13,175.1497199
12/27/13,174.8337382
12/30/13,174.283302
12/31/13,175.4533622
1/2/14,173.6857235
1/3/14,171.9936368
1/6/14,171.4586081
1/7/14,171.8176082
1/8/14,172.3578506
1/9/14,171.7657417
1/10/14,171.5201335
1/13/14,170.1160593
1/14/14,172.7003002
1/15/14,174.1690374
1/16/14,174.128328
1/17/14,173.0570016
1/21/14,173.81131
1/22/14,174.8719581
1/23/14,174.2438075
1/24/14,169.4631484
1/27/14,169.0993048
1/28/14,166.3930925
1/29/14,164.1977281
1/30/14,166.4464744
1/31/14,162.2388175
2/3/14,159.8143387
2/4/14,161.092706
2/5/14,161.0253027
2/6/14,163.0246981
2/7/14,165.6086413
2/10/14,166.3513455
2/11/14,168.2529963
2/12/14,167.4407817
2/13/14,169.6736011
2/14/14,170.0352018
2/18/14,170.3876945
2/19/14,168.4460957
2/20/14,168.0482035
2/21/14,167.22498
2/24/14,168.069544
2/25/14,167.2511886
2/26/14,166.4874424
2/27/14,168.2320445
2/28/14,168.1210071
3/3/14,167.3248028
3/4/14,169.4886497
3/5/14,169.8859231
3/6/14,169.8153663
3/7/14,169.0970838
3/10/14,169.1092953
3/11/14,168.9918415
3/12/14,169.6731196
3/13/14,167.4134646
3/14/14,166.7169885
3/17/14,167.9576962
3/18/14,169.6049023
3/19/14,168.3456093
3/20/14,168.0617919
3/21/14,166.8234983
3/24/14,167.0046851
3/25/14,167.6749567
3/26/14,165.4596489
3/27/14,165.4435927
3/28/14,165.5131736
3/31/14,166.5293141
4/1/14,168.3908631
4/2/14,168.5015219
4/3/14,166.9574653
4/4/14,164.0152513
4/7/14,162.4557262
4/8/14,163.5154132
4/9/14,165.581399
4/10/14,161.733237
4/11/14,159.8339154
4/14/14,161.4865558
4/15/14,161.052609
4/16/14,162.7805224
4/17/14,163.6577158
4/21/14,165.092665
4/22/14,165.7605065
4/23/14,163.9543891
4/24/14,169.6934075
4/25/14,166.2530165
4/28/14,167.9580541
4/29/14,168.5584529
4/30/14,168.9623838
5/1/14,169.6701099
5/2/14,169.7319904
5/5/14,170.8747526
5/6/14,168.8686757
5/7/14,168.9329308
5/8/14,167.6828313
5/9/14,167.6016069
5/12/14,170.3684904
5/13/14,170.5934813
5/14/14,170.1988981
5/15/14,168.7289282
5/16/14,170.011505
5/19/14,170.718373
5/20/14,170.3625942
5/21/14,171.8827814
5/22/14,172.4565608
5/23/14,173.9365242
5/27/14,175.5738422
5/28/14,174.8661479
5/29/14,176.6991932
5/30/14,175.7248452
6/2/14,175.527399
6/3/14,176.217206
6/4/14,177.2381753
6/5/14,179.0602759
6/6/14,179.9268938
6/9/14,180.7000733
6/10/14,181.481003
6/11/14,181.0652287
6/12/14,178.3324526
6/13/14,177.7131001
6/16/14,178.3344936
6/17/14,178.3477907
6/18/14,180.0460372
6/19/14,179.3100876
6/20/14,178.6685009
6/23/14,178.8311912
6/24/14,177.2763602
6/25/14,177.9402075
6/26/14,178.4311111
6/27/14,179.1179687
6/30/14,180.2619884
7/1/14,182.0256833
7/2/14,182.3054823
7/3/14,183.9009874
7/7/14,184.0814023
7/8/14,182.2156299
7/9/14,183.1136278
7/10/14,181.6246926
7/11/14,183.3904213
7/14/14,185.5603775
7/15/14,184.7749247
7/16/14,185.0801176
7/17/14,182.0893283
7/18/14,184.6400479
7/21/14,184.4013481
7/22/14,186.0758597
7/23/14,188.0663789
7/24/14,187.901475
7/25/14,185.510274
7/28/14,186.2126736
7/29/14,185.2967337
7/30/14,185.9334576
7/31/14,181.5042314
8/1/14,180.9804184
8/4/14,181.9214383
8/5/14,180.3773475
8/6/14,180.4371295
8/7/14,179.1114733
8/8/14,180.7629374
8/11/14,182.415513
8/12/14,182.4095088
8/13/14,183.8348784
8/14/14,184.768668
8/15/14,185.3919836
8/18/14,187.0770425
8/19/14,187.9534462
8/20/14,188.2453446
8/21/14,188.0866605
8/22/14,188.1147843
8/25/14,189.1537475
8/26/14,189.5374432
8/27/14,190.5797858
8/28/14,189.8032399
8/29/14,190.0923199
9/2/14,190.7163747
9/3/14,187.4075264
9/4/14,187.1516583
9/5/14,188.1066035
9/8/14,186.99026
9/9/14,185.2128709
9/10/14,188.0224124
9/11/14,187.9805392
9/12/14,187.8040442
9/15/14,187.2283598
9/16/14,187.8753574
9/17/14,188.41672
9/18/14,189.4818963
9/19/14,188.9168556
9/22/14,187.3035039
9/23/14,188.0055521
9/24/14,188.6580178
9/25/14,183.6684389
9/26/14,186.4463315
9/29/14,185.1193001
9/30/14,185.6846926
10/1/14,183.0965796
10/2/14,183.6892648
10/3/14,184.1777807
