id,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
50,9.7,2011-12-06 09:09:21 UTC,-73.985582,40.739765000000006,-73.973899,40.760426,1
51,5.5,2012-10-06 20:31:36 UTC,-73.952825,40.772048,-73.95219399999999,40.781152,3
52,8.0,2013-01-23 07:01:38 UTC,-73.980298,40.783722999999995,-73.979628,40.763179,1
53,7.5,2013-09-07 03:17:00 UTC,-73.97770799999999,40.746212,-73.975782,40.745055,1
54,25.5,2013-11-10 01:12:19 UTC,-73.974497,40.751603,-73.934927,40.851566999999996,4
55,15.3,2012-01-04 18:07:29 UTC,-73.97151,40.755886,-73.968067,40.801173,1
56,34.67,2010-05-31 18:06:00 UTC,-73.985427,40.758853,-73.872907,40.774497,1
57,9.7,2011-03-19 21:55:00 UTC,-73.97954200000001,40.727498,-73.999315,40.730088,4
58,13.7,2012-07-19 23:53:14 UTC,-74.002113,40.739582,-73.971918,40.791899,2
59,6.5,2009-03-23 12:13:29 UTC,-73.98543000000001,40.736011,-73.982501,40.724802000000004,1
60,5.0,2014-07-16 10:57:00 UTC,-73.996148,40.741890000000005,-73.992202,40.739425,6
61,4.5,2011-04-22 23:21:03 UTC,-74.009137,40.713436,-74.00282299999999,40.723428000000006,3
62,4.9,2012-01-02 14:54:00 UTC,-74.003985,40.731677000000005,-73.999765,40.723512,1
63,7.0,2014-05-01 09:12:00 UTC,-73.96620300000001,40.7675,-73.980915,40.77424,6
64,7.3,2011-11-07 10:47:40 UTC,-74.003919,40.753019,-73.992368,40.735362,1
65,7.5,2012-10-07 17:59:08 UTC,-74.004736,40.715882,-74.017723,40.705141,1
66,8.5,2014-01-17 09:03:00 UTC,-73.991467,40.750575,-73.98575,40.741547,4
67,16.5,2014-04-29 18:28:00 UTC,-73.970323,40.750840000000004,-73.99839200000001,40.724862,6
68,11.5,2015-04-12 10:19:05 UTC,-73.97927856445312,40.72343826293945,-74.00460815429686,40.7469482421875,6
69,5.0,2015-05-12 23:51:42 UTC,-73.95479583740234,40.779335021972656,-73.94493103027344,40.780086517333984,1
70,6.9,2009-08-02 02:34:11 UTC,-73.99578100000001,40.723411,-74.005004,40.71895,2
71,3.7,2010-01-31 10:53:00 UTC,-74.00163,40.730767,-73.997112,40.737533,1
72,6.9,2010-05-14 08:09:00 UTC,-73.955118,40.768941999999996,-73.963495,40.761887,2
73,10.1,2012-05-21 15:20:00 UTC,-73.977788,40.771838,-73.9662,40.778113,2
74,16.5,2014-12-08 16:00:01 UTC,-73.9828,40.745287,-74.01425,40.702935,1
75,15.07,2010-08-16 01:33:00 UTC,-73.961933,40.795584999999996,-73.962253,40.764817,2
76,7.7,2010-12-04 14:26:13 UTC,-73.996601,40.736569,-73.982152,40.744322,1
77,24.9,2011-08-12 04:20:00 UTC,-74.006662,40.73121,-73.92594,40.825588,1
78,7.0,2013-02-06 22:16:00 UTC,-73.988425,40.764342,-74.001642,40.745752,2
79,8.5,2014-06-11 22:24:21 UTC,-73.994128,40.735087,-73.986393,40.751461,1
80,5.7,2010-08-19 16:33:00 UTC,-73.97383,40.763717,-73.98942,40.771522,1
81,5.0,2013-03-10 15:44:00 UTC,-74.01335999999999,40.702272,-74.01699,40.709245,1
82,8.5,2013-06-14 08:27:43 UTC,-73.95371,40.790813,-73.957015,40.777676,1
83,17.0,2013-07-08 21:24:00 UTC,-74.00972800000001,40.705166999999996,-73.970897,40.749307,1
84,8.0,2014-03-21 11:00:29 UTC,-73.950688,40.828531,-73.964101,40.80814,1
85,12.0,2014-10-02 13:39:56 UTC,-73.995387,40.749482,-73.975789,40.748740999999995,1
86,12.5,2011-08-31 08:21:47 UTC,-73.917399,40.746485,-73.97375600000001,40.763836,1
87,7.5,2014-05-19 06:26:00 UTC,-73.990815,40.730495,-73.978337,40.751084999999996,1
88,6.9,2012-04-05 05:50:00 UTC,-74.00744300000001,40.732547,-73.991112,40.742312,5
89,5.0,2015-03-04 14:55:40 UTC,-73.9887466430664,40.74495315551758,-73.99568176269531,40.74422073364258,2
90,10.5,2010-04-27 21:40:07 UTC,-74.00113499999999,40.730979,-73.984424,40.76463,1
91,7.7,2011-02-22 11:09:16 UTC,-73.96888100000001,40.764533,-73.985311,40.748956,1
92,11.0,2015-04-03 16:21:30 UTC,-73.9810562133789,40.77426528930664,-73.95904541015625,40.78067398071289,2
93,5.7,2009-01-09 15:01:20 UTC,-73.99282600000001,40.751271,-73.982786,40.742432,1
94,9.0,2013-01-09 14:42:00 UTC,-73.946852,40.775802,-73.96434,40.760703,1
95,13.5,2013-07-06 17:18:00 UTC,-73.950655,40.783282,-73.984365,40.769802,1
96,7.5,2013-10-08 17:29:00 UTC,-73.976512,40.765277000000005,-73.977672,40.778052,1
97,9.0,2014-12-07 12:26:00 UTC,-73.984977,40.752122,-74.000925,40.757982,1
98,14.0,2015-05-17 08:02:59 UTC,-73.97920989990234,40.72368240356445,-74.01746368408203,40.71139526367188,1
99,5.7,2011-06-09 00:53:00 UTC,-73.983052,40.722588,-73.988022,40.733738,3
100,10.0,2014-11-12 12:40:29 UTC,-74.002581,40.739571999999995,-73.99458,40.760682,1
101,5.7,2010-06-04 14:49:00 UTC,-73.993452,40.761447,-73.979662,40.759617999999996,5
102,9.7,2010-11-08 20:42:00 UTC,-73.97070500000001,40.761643,-73.99283299999999,40.727647,2
103,14.1,2011-03-09 07:24:34 UTC,-73.974492,40.751369,-74.01058499999999,40.703364,1
104,7.7,2011-08-04 10:38:00 UTC,-73.991607,40.76318,-73.982718,40.76239,2
105,52.0,2009-03-25 00:08:52 UTC,-74.035839,40.74732,-74.035839,40.74732,1
106,11.3,2010-03-22 10:01:00 UTC,-74.00766999999999,40.732177,-73.974663,40.758932,1
107,8.5,2012-03-25 09:22:45 UTC,-73.986681,40.725659,-73.977068,40.754504,1
108,12.9,2012-06-05 09:16:00 UTC,-73.965315,40.790852,-73.978195,40.766375,6
109,9.5,2012-11-06 11:33:14 UTC,-73.972195,40.765883,-73.96794200000001,40.761951,1
110,9.0,2014-05-22 18:30:00 UTC,-73.982272,40.748357,-73.969325,40.763877,1
111,10.0,2014-10-17 08:28:00 UTC,-73.99179699999999,40.735262,-73.975915,40.748697,6
112,35.0,2012-12-06 18:05:00 UTC,-73.95331,40.787772,-73.944352,40.719772,2
113,9.0,2012-12-06 18:05:00 UTC,-73.96083,40.77308,-73.978372,40.774907,1
114,17.0,2014-07-20 12:48:35 UTC,-73.97339000000001,40.743883000000004,-73.954021,40.766063,1
115,6.1,2009-01-25 18:41:00 UTC,-74.00012199999999,40.74308,-74.00615,40.734233,5
116,14.5,2010-03-27 02:26:39 UTC,-73.961598,40.716487,-73.960417,40.674963,2
117,3.7,2011-01-05 17:39:00 UTC,-73.966957,40.761268,-73.967912,40.765535,1
118,32.5,2012-05-11 15:03:53 UTC,-73.872862,40.774105,-73.97059300000001,40.764393,2
119,5.3,2010-01-03 10:20:12 UTC,-73.995083,40.739527,-73.999599,40.726264,3
120,11.5,2012-11-08 21:00:00 UTC,-73.972018,40.750142,-74.006008,40.73622,5
121,4.0,2013-11-23 23:34:03 UTC,-73.993701,40.741569,-73.987999,40.748834,1
122,10.5,2010-06-17 16:12:58 UTC,-73.966473,40.7575,-73.993336,40.745051000000004,1
123,17.7,2012-08-19 19:56:34 UTC,-73.87082,40.773748,-73.808317,40.7003,1
124,8.0,2013-01-17 17:22:00 UTC,0.0,0.0,0.0,0.0,2
125,5.0,2013-05-10 16:39:08 UTC,-73.971696,40.763378,-73.962035,40.776598,1
126,19.0,2013-09-17 04:22:00 UTC,-73.98721,40.729325,-73.931985,40.697207,1
127,8.0,2014-01-06 21:21:00 UTC,-73.98849200000001,40.717977000000005,-73.97818000000001,40.737407,1
128,7.3,2010-09-30 08:38:00 UTC,-73.986588,40.72165,-74.00800500000001,40.717166999999996,2
129,6.5,2012-10-06 15:47:00 UTC,-73.98213,40.774807,-73.97358299999999,40.789645,5
130,8.0,2013-02-11 00:13:00 UTC,-74.002843,40.733692,-73.987882,40.728590000000004,1
131,16.5,2014-09-12 23:10:00 UTC,-73.983837,40.676052,-74.002522,40.723145,1
132,49.57,2009-09-22 21:14:00 UTC,-73.977023,40.7526,-73.79030999999999,40.643783,2
133,10.5,2012-02-03 13:46:35 UTC,-73.988006,40.737722999999995,-73.965699,40.766095,1
134,22.5,2012-02-12 01:26:00 UTC,-73.9882,40.75909,-73.923683,40.86861,5
135,11.5,2012-12-21 06:47:00 UTC,-73.94747199999999,40.771227,-73.981832,40.760272,1
136,12.5,2014-11-01 16:51:09 UTC,-73.984723,40.748022999999996,-73.977245,40.757891,2
137,5.5,2013-01-26 18:36:00 UTC,-73.950305,40.785607,-73.943587,40.789532,1
138,6.5,2013-05-20 11:03:50 UTC,-73.980735,40.747911,-73.97053000000001,40.761998,1
139,16.5,2015-05-31 07:33:18 UTC,-73.99698638916014,40.75542831420898,-73.95319366455078,40.802101135253906,3
140,9.0,2015-02-15 22:41:32 UTC,-74.00344848632812,40.73310089111328,-74.00800323486328,40.70721435546875,1
141,8.9,2009-06-25 10:29:00 UTC,-73.9578,40.768003,-73.981712,40.763391999999996,1
142,10.9,2009-07-23 17:05:10 UTC,-73.983735,40.746697,-73.954411,40.772219,1
143,8.9,2011-03-19 15:00:27 UTC,-73.98103,40.729782,-73.993011,40.752803,1
144,8.5,2011-05-06 11:37:14 UTC,-73.963115,40.774034,-73.975251,40.760822999999995,1
145,17.0,2013-02-08 09:50:04 UTC,-73.962458,40.759027,-73.986199,40.753397,1
146,12.5,2010-08-24 01:39:26 UTC,-74.003848,40.720855,-73.98098,40.668304,1
147,52.5,2014-05-13 22:19:00 UTC,-73.982265,40.762062,-73.76855,40.675135,1
148,16.0,2014-10-25 21:24:00 UTC,-74.005677,40.745546999999995,-73.962663,40.794295,1
149,8.0,2015-04-19 22:21:12 UTC,-73.98548889160156,40.74728012084961,-74.00767517089844,40.74076843261719,1
150,17.3,2010-05-17 07:44:00 UTC,-73.950972,40.785633000000004,-74.01024,40.720302000000004,1
151,5.7,2011-10-26 03:37:00 UTC,-74.00844000000001,40.711253,-74.001313,40.731078000000004,1
152,5.5,2015-04-18 09:30:31 UTC,-73.98091125488281,40.7420654296875,-73.97698974609375,40.75165557861328,1
153,16.5,2009-02-27 13:31:21 UTC,-73.974938,40.762091,-74.003309,40.706195,2
154,12.9,2009-07-16 20:33:00 UTC,-73.980755,40.680558000000005,-73.98911,40.726788,2
155,10.1,2011-05-16 13:10:38 UTC,-73.99124499999999,40.739058,-73.992972,40.76768,1
156,9.5,2013-08-09 21:19:00 UTC,-73.992583,40.730416999999996,-74.005352,40.740247,1
157,4.5,2010-03-14 15:40:00 UTC,-73.979872,40.749027000000005,-73.97655300000001,40.757498,5
158,6.5,2011-04-27 13:19:48 UTC,-73.971541,40.764009,-73.975937,40.755971,1
159,21.5,2015-01-30 00:16:06 UTC,-74.0010986328125,40.72149658203125,-73.95943450927734,40.6530647277832,1
160,8.0,2014-11-04 12:11:19 UTC,-73.975189,40.759095,-73.98051,40.76761,1
161,4.9,2009-12-27 21:07:39 UTC,-74.00301800000001,40.739779999999996,-73.99153299999999,40.733090999999995,1
162,5.7,2010-07-04 13:07:47 UTC,-73.991037,40.750049,-73.980438,40.75193,2
163,15.3,2011-06-12 13:33:00 UTC,-73.949477,40.768018,-74.003118,40.733022,5
164,14.9,2012-08-28 12:29:40 UTC,-73.992214,40.758864,-73.9938,40.722718,1
165,7.0,2012-11-11 18:23:00 UTC,-73.999998,40.727087,-73.992448,40.735602,1
166,35.5,2013-03-24 18:05:42 UTC,-73.86389100000001,40.770005,-74.007246,40.705533,1
167,8.5,2014-08-13 08:26:00 UTC,-73.954598,40.78676,-73.966013,40.768112,1
168,4.5,2009-01-16 21:10:00 UTC,-73.99414300000001,40.751193,-73.988897,40.759741999999996,1
169,4.1,2011-01-21 18:43:46 UTC,-73.982279,40.768364,-73.985968,40.762939,1
170,11.7,2011-02-26 20:27:36 UTC,-73.98149599999999,40.781003999999996,-73.99592,40.738813,1
171,23.0,2013-06-22 02:35:01 UTC,-73.99772800000001,40.746099,-73.94765600000001,40.829451,1
172,5.7,2009-06-06 23:56:00 UTC,-73.982357,40.762498,-73.97321,40.755345,2
173,5.3,2009-01-24 09:51:00 UTC,-73.96706999999999,40.769178000000004,-73.954895,40.778209999999994,1
174,10.5,2015-02-27 07:50:56 UTC,-73.94402313232422,40.77595901489258,-73.95504760742188,40.78507995605469,1
175,4.9,2009-03-25 14:48:49 UTC,-73.982095,40.774001,-73.975373,40.787110999999996,1
176,6.5,2010-09-10 18:45:00 UTC,-73.98353,40.766992,-73.986255,40.779708,4
177,11.3,2011-08-31 13:47:02 UTC,-73.981154,40.729203999999996,-74.007407,40.748509999999996,2
178,11.5,2013-04-12 04:39:51 UTC,-73.963511,40.761732,-73.917488,40.739776,1
179,5.3,2009-05-29 09:46:11 UTC,-73.98341500000001,40.761844,-73.990414,40.756375,2
180,5.7,2010-07-15 19:09:01 UTC,-74.006055,40.733166,-74.002895,40.74553,1
181,8.1,2009-09-07 18:52:00 UTC,-73.952198,40.788107000000004,-73.980767,40.774995000000004,1
182,6.1,2010-06-09 06:20:32 UTC,-74.008083,40.719238,-73.99831999999999,40.737977,1
183,9.3,2012-04-15 17:02:44 UTC,-73.995636,40.746573,-73.984437,40.767145,1
184,4.5,2013-02-06 14:52:00 UTC,-73.972072,40.755691999999996,-73.972082,40.755727,2
185,5.7,2011-12-13 05:56:00 UTC,-73.99049000000001,40.755982,-73.974202,40.75421,4
186,16.5,2014-07-27 08:22:00 UTC,-73.95485,40.76542,-74.00751,40.73877,2
187,17.0,2013-06-06 15:23:56 UTC,-73.954462,40.764046,-73.99459300000001,40.729271999999995,2
188,24.5,2014-07-12 15:22:00 UTC,-74.01278,40.707952,-73.99793199999999,40.760632,6
189,6.1,2010-05-25 20:14:00 UTC,-74.005278,40.735298,-73.986698,40.729892,1
190,6.0,2012-09-08 00:49:20 UTC,-74.004935,40.729625,-74.01615600000001,40.71741,1
191,6.5,2014-01-08 21:55:58 UTC,-73.998488,40.726303,-73.998488,40.726303,1
192,3.7,2010-09-05 17:08:00 UTC,0.0,0.0,0.0,0.0,5
193,4.5,2012-08-30 18:57:00 UTC,-73.9265,40.765577,-73.93789699999999,40.764509999999994,3
194,27.0,2013-05-02 07:41:00 UTC,-73.987285,40.718621999999996,-73.959295,40.778482000000004,1
195,16.0,2014-02-05 00:28:00 UTC,-73.996652,40.744495,-73.980253,40.737635,1
196,16.1,2010-01-12 17:11:00 UTC,-73.959222,40.763282000000004,-73.9633,40.716935,1
197,15.7,2010-11-07 17:14:23 UTC,-73.97489499999999,40.751455,-73.98175400000001,40.783542,2
198,26.9,2012-04-22 00:35:00 UTC,-73.863072,40.768622,-73.98214499999999,40.736167,6
199,5.5,2013-01-05 21:36:00 UTC,-73.989692,40.735496999999995,-73.982012,40.739391999999995,1
200,6.0,2013-10-05 09:12:21 UTC,-74.00031,40.747961,-73.993636,40.757228999999995,1
201,7.7,2009-11-16 23:53:00 UTC,-74.00145,40.717487,-74.017455,40.709785,1
202,12.9,2011-04-05 11:29:00 UTC,-73.985185,40.72777,-73.98060500000001,40.759143,1
203,11.3,2012-04-25 20:39:00 UTC,-73.993973,40.746577,-74.00506,40.709365000000005,1
204,42.5,2011-01-10 16:07:00 UTC,-73.795677,40.807722,-73.97868299999999,40.724365,2
205,5.7,2011-01-14 18:10:00 UTC,-73.98637,40.74738,-73.975567,40.744572,2
206,5.3,2012-04-02 08:02:16 UTC,-73.948001,40.77854,-73.958566,40.778483,2
207,10.5,2010-02-10 08:57:54 UTC,-73.95410799999999,40.766901000000004,-73.984133,40.743475,1
208,7.3,2011-05-31 22:21:01 UTC,-73.99400899999999,40.76144,-73.972811,40.792574,1
209,4.5,2011-09-26 09:32:42 UTC,-73.99533100000001,40.739986,-73.987655,40.736707,1
210,12.5,2012-10-23 08:09:25 UTC,-73.982332,40.768633,-73.983343,40.744372,1
211,16.5,2013-09-07 22:29:00 UTC,-73.9952,40.731697,-73.94977,40.780347,1
212,4.9,2012-07-31 19:20:00 UTC,-74.002707,40.72664,-73.991825,40.72722,2
213,4.1,2011-08-26 08:00:00 UTC,-73.990953,40.733067,-73.996235,40.725570000000005,1
214,15.5,2013-03-17 12:56:58 UTC,-73.985132,40.76853,-74.002285,40.730008000000005,1
215,11.0,2015-05-25 15:11:09 UTC,-73.97221374511719,40.76557159423828,-73.97958374023438,40.73646926879883,1
216,4.9,2009-04-08 19:11:10 UTC,-73.998287,40.72749,-73.98985400000001,40.735239,2
217,11.3,2009-06-06 01:57:52 UTC,-73.98019599999999,40.726966,-73.956413,40.77547,1
218,7.3,2011-02-27 14:45:00 UTC,-73.983758,40.74643,-73.963557,40.774088,1
219,14.9,2012-01-13 11:28:00 UTC,-73.955268,40.782767,-73.93238199999999,40.794812,6
220,30.9,2012-03-16 07:58:00 UTC,-73.981942,40.763977000000004,-73.870455,40.773607,5
221,6.1,2012-06-18 20:57:27 UTC,-73.98971999999999,40.75238,-74.007553,40.743196999999995,1
222,3.3,2010-02-23 09:49:00 UTC,-73.995802,40.749905,-73.99454300000001,40.750907,1
223,4.1,2012-01-06 07:05:08 UTC,-73.991863,40.754275,-73.983796,40.753213,1
224,12.0,2014-07-21 14:03:00 UTC,-73.973857,40.764185,-73.994435,40.750242,3
225,9.0,2014-08-05 11:44:33 UTC,-73.991485,40.754599,-74.00497,40.751692999999996,1
226,2.5,2012-03-29 03:51:00 UTC,-73.989142,40.720105,-73.988777,40.720662,1
227,8.9,2012-06-30 13:43:00 UTC,-73.98948,40.743287,-73.965692,40.754512,1
228,10.5,2014-01-31 04:49:53 UTC,-73.97899100000001,40.72375,-73.96304599999999,40.711855,1
229,5.7,2010-11-16 19:40:00 UTC,-74.000552,40.727492,-74.005037,40.719122999999996,1
230,7.0,2012-12-15 19:11:53 UTC,-74.002462,40.718762,-74.007071,40.705535999999995,2
231,12.0,2014-07-20 23:51:54 UTC,-73.98499699999999,40.768466,-73.944564,40.800466,1
232,49.57,2010-05-24 14:24:00 UTC,-73.982483,40.75674,-73.789985,40.64691,1
233,8.5,2011-07-24 01:14:35 UTC,0.0,0.0,0.0,0.0,2
234,4.5,2012-08-18 18:33:00 UTC,-73.947035,40.776027,-73.95549799999999,40.764307,1
235,7.3,2009-08-08 21:32:00 UTC,-73.977897,40.762802,-73.99153000000001,40.750252,5
236,5.3,2010-01-08 00:28:00 UTC,-73.986402,40.754723,-73.998898,40.739247999999996,1
237,6.9,2010-09-19 19:28:00 UTC,-73.967425,40.755712,-73.983035,40.734913,5
238,9.3,2012-05-16 18:14:00 UTC,-73.971088,40.792648,-73.968405,40.769673,1
239,6.7,2009-02-13 16:54:52 UTC,-73.95966899999999,40.779718,-73.976259,40.788413,1
240,7.3,2009-06-20 19:28:37 UTC,-73.979345,40.77663,-73.973842,40.757073999999996,1
241,9.0,2013-09-03 08:08:00 UTC,-73.98088,40.779967,-73.95374699999999,40.78777,1
242,13.0,2013-01-20 14:33:27 UTC,-74.008125,40.738935,-73.980522,40.759953,2
243,19.0,2013-07-31 06:51:13 UTC,-73.988834,40.76428,-73.941405,40.838664,1
244,5.5,2013-09-09 22:12:59 UTC,-73.976474,40.765048,-73.964665,40.762986,1
245,8.1,2009-01-23 07:28:00 UTC,-73.99606800000001,40.732605,-73.980675,40.761862,1
246,9.3,2011-02-18 13:19:49 UTC,-73.97321099999999,40.760752000000004,-73.974265,40.788281,1
247,18.0,2013-05-11 19:51:00 UTC,-73.997845,40.721235,-73.98825699999999,40.764125,1
248,12.0,2014-09-13 12:17:00 UTC,-73.984227,40.766897,-73.96239,40.776037,1
249,7.3,2009-04-21 22:59:27 UTC,-73.96853399999999,40.752603,-73.992625,40.742915999999994,1
250,4.9,2009-09-26 15:17:20 UTC,-73.95554,40.781958,-73.96219599999999,40.772095,2
251,16.1,2010-05-28 21:33:07 UTC,-73.789506,40.647040000000004,-73.81562199999999,40.680364000000004,1
252,12.9,2011-05-02 08:20:11 UTC,-73.978602,40.76412,-74.00885799999999,40.715637,2
253,4.0,2015-02-14 19:00:23 UTC,-73.96197509765625,40.7761116027832,-73.95484924316406,40.77407455444336,1
254,15.3,2011-05-02 12:44:59 UTC,-74.006636,40.751407,-73.95497900000001,40.765281,1
255,11.7,2012-06-24 17:33:00 UTC,-73.954497,40.769857,-73.98431500000001,40.746007,1
256,25.3,2010-05-22 23:29:57 UTC,-74.001343,40.74132,-73.928619,40.864267,1
257,8.9,2010-06-30 02:22:05 UTC,-73.993112,40.719910999999996,-73.95672900000001,40.720723,1
258,6.0,2013-04-26 02:06:00 UTC,-73.978778,40.753502000000005,-73.973247,40.748146999999996,1
259,6.0,2013-05-02 03:57:12 UTC,-73.99578000000001,40.716218,-74.009132,40.72078,1
260,6.5,2011-01-23 11:44:28 UTC,-74.003665,40.736906,-73.997843,40.724187,1
261,7.5,2012-10-14 21:06:27 UTC,-73.97733000000001,40.74948,-73.987669,40.732709,1
262,16.5,2015-04-30 14:07:57 UTC,-74.00399017333984,40.74797821044922,-73.98319244384766,40.75632858276367,1
263,4.9,2010-07-12 09:44:33 UTC,-73.983249,40.734655,-73.99127800000001,40.738918,1
264,9.7,2012-01-08 19:03:15 UTC,-73.962981,40.766443,-73.98893000000001,40.731434,1
265,7.7,2012-04-24 13:00:36 UTC,-73.97935,40.784608,-73.963933,40.808145,1
266,19.0,2014-05-09 09:42:16 UTC,-73.968675,40.799103,-73.935898,40.849863,2
267,16.9,2009-07-31 13:53:52 UTC,-73.990057,40.756307,-73.94960400000001,40.834464000000004,1
268,10.5,2012-11-18 12:17:00 UTC,-74.00219799999999,40.739608000000004,-73.987342,40.720295,2
269,8.9,2011-06-15 18:07:00 UTC,-73.99633,40.753225,-73.978895,40.766963,3
270,7.5,2012-08-25 01:53:42 UTC,-73.995892,40.746454,-73.995892,40.746454,1
271,5.5,2012-09-06 13:41:00 UTC,-74.005583,40.740728000000004,-74.003423,40.748705,1
272,10.9,2009-05-13 18:17:00 UTC,-73.964958,40.775261,-73.94966099999999,40.809689,1
273,8.1,2009-10-30 18:13:00 UTC,0.0,0.0,0.0,0.0,4
274,5.7,2010-01-17 22:07:00 UTC,-73.967598,40.756242,-73.953277,40.76833,1
275,18.1,2009-12-06 11:58:29 UTC,-74.008134,40.748631,-73.952349,40.780512,2
276,10.9,2010-06-30 06:15:00 UTC,-73.95394,40.781298,-73.994423,40.75014,5
277,8.9,2011-04-04 18:56:00 UTC,-73.939093,40.805102000000005,-73.956073,40.771995000000004,5
278,13.5,2014-03-03 23:30:00 UTC,-73.981627,40.78042,-74.008465,40.734012,2
